unit_id,CapacityRetention,ImpedanceSpectrum,ChargeRate,ElectrolyteFillVolume,do_set_CoatingThickness,do_ChargeRate
0,30.583340903171894,30.1010429729807,29.397601070262958,54.49951161144545,25.0,25.0
1,20.854077477576613,34.780635174621686,26.55013275702375,49.134844374703654,25.0,25.0
2,19.537599633342055,31.164395035199817,21.761287536749595,46.01568363477023,25.0,25.0
3,13.653558648280754,35.842654461738434,23.833498355513406,56.149665438108585,25.0,25.0
4,22.555437849684953,43.10032886868662,31.52502008664879,35.41325585045396,25.0,25.0
5,31.88734124854458,31.147294770665646,25.69751173670526,28.98705639132398,25.0,25.0
6,21.0456479471224,32.31390032263867,28.931998842880137,35.322336960553464,25.0,25.0
7,14.639413626221593,48.28576911590178,22.298587518107144,49.245446381505694,25.0,25.0
8,40.01205577153964,14.352175551895773,28.675667025495564,66.51089126573203,25.0,25.0
9,15.608065711866011,30.86030385659419,24.678731534290783,51.49013775829487,25.0,25.0
10,29.656280035063496,42.524045331505995,29.92096216195707,48.8358863657502,25.0,25.0
11,38.22274914702569,31.380401105588,25.315313008179942,67.75680620477209,25.0,25.0
12,22.66207995310747,31.627055420240545,24.113161713641233,39.06726101686559,25.0,25.0
13,47.03163934731578,17.082315597172244,30.900458474739537,45.705129080282276,25.0,25.0
14,39.511717845479794,15.922628018262818,22.63056173679985,53.89223295746398,25.0,25.0
15,-6.527351205444415,44.17131478681366,21.546342005760035,60.47660812237877,25.0,25.0
16,34.763903542934166,46.60418606148291,25.01233278231376,62.80788655643688,25.0,25.0
17,9.536635840231073,38.589060665217254,32.78435911078257,53.89336845696034,25.0,25.0
18,21.891568404442257,30.58846583651868,25.489374576395434,60.14140243739076,25.0,25.0
19,32.4958507542133,19.80319442129259,21.81421836424357,54.996999343543365,25.0,25.0
20,31.37613134985613,34.64314808881473,24.610574053077112,43.293057091222224,25.0,25.0
21,17.70752649505098,38.14915783882394,27.651575106758102,53.96427559151911,25.0,25.0
22,39.44679558364153,15.792457895369102,22.729838509413526,32.44208024871261,25.0,25.0
23,13.643770671135282,40.56070382888653,26.184881077455945,39.62331440887178,25.0,25.0
24,12.633752865140536,32.7757634690185,25.10183770442231,64.72641704197865,25.0,25.0
25,15.556162792748747,44.903365050482265,22.872086485351286,42.78012205267201,25.0,25.0
26,-10.827633721951955,40.52101038748994,25.38052849785465,32.69646626679894,25.0,25.0
27,21.811653455071536,41.62152463523246,25.170677058673924,52.91773075373688,25.0,25.0
28,21.96721527664688,34.29137908646196,33.213055984527855,48.72833857745939,25.0,25.0
29,23.84286707165129,30.995029386680404,30.558632941809066,45.88992230935488,25.0,25.0
30,36.085590617644314,27.13910318732712,26.29766695455232,67.63798518890154,25.0,25.0
31,9.838771679614732,45.121171150158084,24.223735557664273,43.99923236169022,25.0,25.0
32,15.313272000578007,41.13693615102461,28.022843568996826,54.629023333613645,25.0,25.0
33,6.292492326962183,38.62062090643234,27.014618554283068,46.223614769498,25.0,25.0
34,10.327946005719681,35.63095179872466,25.616519784216333,70.82833143812641,25.0,25.0
35,31.94683735556252,35.82808122677613,24.035271212735303,62.78760737881282,25.0,25.0
36,15.989381448959042,43.40388369094591,25.067452600908375,59.29402969890475,25.0,25.0
37,27.50932895466235,45.4229046767305,29.303178306301387,49.23516840033268,25.0,25.0
38,4.787466407993513,46.125270220384216,24.520171417532758,54.31916965756148,25.0,25.0
39,36.577258385060176,17.65309997433692,26.696448512298634,48.45783760899621,25.0,25.0
40,20.544223968440004,37.82976460115955,26.28657162057954,61.88141201231151,25.0,25.0
41,46.23281498845703,17.929381279536123,18.515734370536816,38.50520149630956,25.0,25.0
42,21.761466649514663,35.340967903770085,28.304847140642096,67.07558070719827,25.0,25.0
43,9.046849179542576,41.10468457003207,27.592430910682864,53.3927016882151,25.0,25.0
44,27.78318842956647,34.30464223005901,24.855627595955156,24.17926720452941,25.0,25.0
45,31.571190385275823,34.7538610415415,29.954398028419625,42.40579990855099,25.0,25.0
46,-12.5685911470013,40.42823963238439,23.334704845256535,60.85408989613952,25.0,25.0
47,10.60967963062933,45.13678069146875,26.60750512193475,60.43978177666587,25.0,25.0
48,23.927373383695723,33.5184792086556,22.659616377810156,48.2623982148194,25.0,25.0
49,7.744306053549374,41.353270424241806,22.786640895160176,60.10619480520348,25.0,25.0
50,37.71622538525458,25.558516048046684,24.530197400954478,49.02908549686124,25.0,25.0
51,6.614479737697505,29.999045731762603,28.7406120792104,25.55922766937816,25.0,25.0
52,14.194816573687786,43.51663465579266,25.754249109804128,54.853407899265484,25.0,25.0
53,21.00386744832568,41.94216107178059,25.7884570609456,50.95545073009918,25.0,25.0
54,42.272694649350704,32.19261360314716,20.43613548779933,34.36007888404839,25.0,25.0
55,47.68350555608269,42.85963866268557,20.347257589523764,34.32118789522641,25.0,25.0
56,49.98386410967071,30.23225473036892,27.81168197530918,48.68358641868356,25.0,25.0
57,23.543487383932465,29.690595930114355,24.24238346382161,57.88450999458455,25.0,25.0
58,6.281514436587734,44.35333937374579,20.840478938247728,25.224285743171055,25.0,25.0
59,39.792224321468744,28.631531001828776,24.498125874266133,56.736659461122954,25.0,25.0
60,17.118000705140986,30.809337273533945,24.879111077654045,44.67452954925244,25.0,25.0
61,17.6685489587656,34.15260805971744,23.982528485895823,41.298958460984686,25.0,25.0
62,13.118850138126058,40.55762746733272,26.713330023353482,38.313500587279876,25.0,25.0
63,27.71054163660848,38.613672858266916,25.07077903851726,32.88724282634304,25.0,25.0
64,15.864935472598248,41.44038142882746,24.384989101607204,48.09007026838523,25.0,25.0
65,22.490096230073682,40.10956544804072,20.296583200087944,37.52239608663948,25.0,25.0
66,33.066438522459606,43.98429422069669,25.153669703538217,58.03433215290272,25.0,25.0
67,29.12465340497568,30.443151752692774,24.709426801310826,45.144732735482194,25.0,25.0
68,25.334465287390945,34.553939111602055,22.935134431167842,44.7982573281524,25.0,25.0
69,19.191999651581384,32.85499685632375,27.083875358989392,56.532522598631274,25.0,25.0
70,22.13102401188049,41.37977339984689,21.80193763587706,47.80460438864442,25.0,25.0
71,27.29627927596312,26.455096987224273,27.51046703755583,41.10021009141384,25.0,25.0
72,17.281091143584668,37.59724438087469,28.30608391826312,53.455395104565135,25.0,25.0
73,9.046086032740488,38.96617759694794,26.382855745401482,29.22163107490774,25.0,25.0
74,18.303060831575674,33.98922458145899,22.037678649467647,42.48679551094567,25.0,25.0
75,53.709865456707064,9.146919502727409,25.999542118139523,52.044278945604454,25.0,25.0
76,25.80843897472912,29.195068185198274,23.958603582737382,49.57100498941593,25.0,25.0
77,4.839343322271037,46.226691540320154,25.50412583376418,45.53177664793317,25.0,25.0
78,32.50151951173876,40.73724993145122,20.619243902313393,52.57912090617407,25.0,25.0
79,19.73128003031683,23.04284652233303,22.348302441854035,46.65631015341833,25.0,25.0
80,24.10400541945093,28.186659536996565,25.56713778573332,65.21677843144252,25.0,25.0
81,47.343578240729926,26.048874545405287,24.973857667276636,47.343979702641484,25.0,25.0
82,17.98394391342664,17.00881978690713,31.741054772699563,66.53563494718586,25.0,25.0
83,6.536709818732855,43.629167726601,27.73457093392156,44.21755699680814,25.0,25.0
84,16.91476105100539,36.91044270225294,23.220771787346823,55.29009882676462,25.0,25.0
85,12.405131080389014,37.96767320585677,20.001503425638735,46.19433163546793,25.0,25.0
86,13.27805086637629,36.29924648751363,23.285791930135833,64.43941325464662,25.0,25.0
87,14.65112782837487,33.447535369088065,26.319799458230662,44.682927887911035,25.0,25.0
88,27.656975620076746,30.26337271363682,21.58752679155872,43.73712518656373,25.0,25.0
89,18.93159769192644,38.80929116426328,23.295175516861626,48.5805501454851,25.0,25.0
90,22.880520020338857,26.255820506571034,26.56434530547045,40.74996192892734,25.0,25.0
91,19.053615826920947,40.68232853405104,24.697897782134774,65.70610110417826,25.0,25.0
92,42.941029286414484,14.440949696321127,27.362768652530814,52.07228901885988,25.0,25.0
93,18.123881948318484,28.654002132625052,26.076782466890236,54.63231158455598,25.0,25.0
94,1.9600156288387152,42.65057115436005,25.328300683397355,60.46956080194208,25.0,25.0
95,23.351221117103645,29.61674407346747,24.599617611937596,51.13436406568473,25.0,25.0
96,20.12379377841947,40.35950488389988,23.094851121934113,47.8754572374087,25.0,25.0
97,20.51703737257357,34.792127558191076,27.396326503827684,57.84753669426748,25.0,25.0
98,-8.334067013034094,37.781842794564916,21.001244787256955,53.379038240557364,25.0,25.0
99,28.52777639301641,37.43111045415356,24.47509502314675,55.056066976592945,25.0,25.0
100,27.772660254288848,39.27921401150698,21.686897755116846,32.31405368016547,25.0,25.0
101,6.242173931258019,42.59586414927614,23.716111884948955,54.96569724750265,25.0,25.0
102,0.6358804506031737,40.48349687865531,25.04212298594124,66.83609158670438,25.0,25.0
103,12.674099984454594,37.72621206360423,27.78395099333157,60.666079865279734,25.0,25.0
104,12.004103661034467,45.72976190519715,25.522732845562473,43.65481229262562,25.0,25.0
105,-0.8054240205186023,36.48925806949564,22.089289336182947,45.258466211623414,25.0,25.0
106,25.83752759833618,30.086899991299603,21.727781808915093,40.30348455248529,25.0,25.0
107,27.206554050793073,44.371748788867144,28.026999375981486,60.40487412272103,25.0,25.0
108,27.470464908667694,26.01308509728106,25.261509888445413,51.512544705052875,25.0,25.0
109,9.636900355964812,44.997167309187226,23.839371913389314,65.17640385335957,25.0,25.0
110,11.09493171441301,43.23085545771539,20.862955271044424,78.1126309292849,25.0,25.0
111,19.604241457351044,38.40515904850087,21.615186256027833,51.896551241430984,25.0,25.0
112,20.12396877109773,24.152773419266985,24.054639599404126,61.1591066329769,25.0,25.0
113,21.732277854834393,32.64704403959057,25.477208035735604,40.38640128654109,25.0,25.0
114,5.985146626700828,32.44907164969381,20.98595847595629,33.188773993994126,25.0,25.0
115,12.240042860147495,42.94165238211202,19.647464816348528,49.23078907091377,25.0,25.0
116,35.3893801147134,24.59761043874722,21.65294949796378,62.81943530379451,25.0,25.0
117,36.55772315961141,17.96803719500432,25.531070712297048,35.057703989650356,25.0,25.0
118,-0.9568055372415682,46.26281785201043,24.48149129300832,53.40125080226497,25.0,25.0
119,-3.150197993867936,37.65972851724106,22.019480780890667,56.18845593307478,25.0,25.0
120,42.45502084973835,11.061192417014425,23.38127067518904,69.63229817185488,25.0,25.0
121,16.896875191684224,42.60746680238096,24.32750058896263,37.72443957490064,25.0,25.0
122,27.20834540888758,30.03201451705374,23.964085233164987,64.65864230508535,25.0,25.0
123,18.407306416997578,44.2235065815,18.82722295048108,50.38881929462973,25.0,25.0
124,44.79908716967492,28.51380198013726,25.54027538842299,47.398254256302565,25.0,25.0
125,16.65158265034169,36.25100773037279,26.543423210025377,34.74545175450799,25.0,25.0
126,19.46014298651873,38.56994194169755,29.119820801100214,50.39913171756504,25.0,25.0
127,29.371425059216953,35.511129708608564,26.566541868075923,39.69218747029922,25.0,25.0
128,43.57701124888969,21.43337329480751,30.623654369854904,52.59821676360383,25.0,25.0
129,18.79421519045763,42.958724043323905,26.460508189305706,54.74267054510994,25.0,25.0
130,9.669090324971194,33.9375584615175,29.350709965931255,44.55503876504316,25.0,25.0
131,20.699099157526607,41.125539733654705,20.967979867418045,44.66962779829675,25.0,25.0
132,13.692686814014099,37.06278603844654,26.23770085190673,38.5278075069695,25.0,25.0
133,8.08307239653582,41.31471404979406,25.586365895840153,40.5256636381454,25.0,25.0
134,2.2281642569475713,46.81021891219441,18.269892567568014,56.99761273305079,25.0,25.0
135,35.16854279522764,13.029855729951915,19.79198606447192,62.36532894969964,25.0,25.0
136,11.40307318438798,36.17027058905412,27.55010209810445,42.90861039691894,25.0,25.0
137,20.399937733752964,31.437336157343854,26.056993629742628,44.286768968965184,25.0,25.0
138,19.475711996106078,33.51737193567846,18.192069410871056,56.44768685299863,25.0,25.0
139,15.868824374715278,26.909070945830965,28.010788340135868,56.44482900635807,25.0,25.0
140,6.284212809802357,38.17924527636931,23.02358113307575,78.21030677267782,25.0,25.0
141,28.335929841080134,42.017165281418826,21.26056751647685,24.472240688424645,25.0,25.0
142,18.721378952310257,29.23798867592258,30.003037364289156,54.04379091000535,25.0,25.0
143,35.1113070751526,24.35851909677386,24.291655779984506,60.69075827750098,25.0,25.0
144,15.497998646621616,37.363077192808376,28.06795118642251,67.49415864024122,25.0,25.0
145,36.20020125037228,39.39757652885966,26.59617914670965,55.050707127310154,25.0,25.0
146,37.596438674932344,21.19947902955934,26.567348844660863,37.9237016539185,25.0,25.0
147,18.214406933953846,42.26647883092802,21.605025797900808,70.75021732271424,25.0,25.0
148,34.56643834592106,20.973753299798577,23.591826959591202,43.62597647983281,25.0,25.0
149,20.71086727218392,41.832737611881484,23.21432641445302,52.40406002086485,25.0,25.0
150,51.565115691791746,19.03870435536834,24.29170716015082,43.750275069902884,25.0,25.0
151,44.13796126818388,13.252709829568088,18.71972530357617,62.374536658639464,25.0,25.0
152,13.502795504375182,37.73609773808118,20.89502879302643,52.51520618508283,25.0,25.0
153,14.447249199049125,36.0854269895548,27.616089141241627,59.97042099257062,25.0,25.0
154,12.02632075695364,38.279978281448855,23.020482974427434,62.715191247061206,25.0,25.0
155,7.973717021605822,47.24735562750887,19.612171085742364,64.84414000147152,25.0,25.0
156,28.446877113248718,23.773471180848844,28.210200133896567,62.424432566099455,25.0,25.0
157,27.659131354513367,40.65135085330758,25.245240353085098,35.02351547960023,25.0,25.0
158,2.9529244635630367,43.98462749547147,20.558664420336033,50.243830133054296,25.0,25.0
159,35.98078891190433,22.592630662296457,25.36074193935232,40.09197902225692,25.0,25.0
160,-2.699010589578463,37.569125808921115,25.133640236206503,66.69529695862296,25.0,25.0
161,40.581807880035434,20.46998176476065,25.46318416083643,40.57802276336737,25.0,25.0
162,0.89835478871738,39.57190622783976,25.045026874918445,40.9591552019363,25.0,25.0
163,20.14645114173477,45.45988697574258,25.977676840777377,45.498560759884604,25.0,25.0
164,16.95447159309752,33.04685437319523,28.223394260739344,67.85723368700378,25.0,25.0
165,15.871393688372226,23.642125919220312,28.108934382459964,66.01718518238258,25.0,25.0
166,17.296517088464032,34.32536790630089,25.31195896231071,61.157098489370576,25.0,25.0
167,27.631588080169514,34.46059048262101,22.599165323967622,65.56478172326489,25.0,25.0
168,9.662461252356655,35.72775700858669,23.16923026236971,62.90681169731275,25.0,25.0
169,17.725167673412365,40.13489318123682,28.307300218216366,78.56970231886953,25.0,25.0
170,16.695004983074714,34.946072017624765,20.120910896451303,56.10848980094873,25.0,25.0
171,29.879517273524705,11.00282620576702,24.49935797602505,51.33346645963101,25.0,25.0
172,14.198875147219988,30.413855312855574,25.807674706646424,45.56857716404926,25.0,25.0
173,3.754820227990079,42.624474725761296,25.567249218964058,49.567659909263064,25.0,25.0
174,19.032962894552668,43.92405423853277,25.232696825529974,52.56538505585874,25.0,25.0
175,33.46295273369604,43.79692020184971,24.37134966936321,50.62167540313204,25.0,25.0
176,28.11465282821008,28.66508544985232,23.05372825360228,67.83746513705594,25.0,25.0
177,36.75293212491566,26.397578431463433,25.511325917427147,56.86814317413019,25.0,25.0
178,5.041752441746471,44.54853642863022,22.47604314751954,74.83560954171338,25.0,25.0
179,10.000092414936066,42.37017770985104,20.007197756827836,45.734001321888584,25.0,25.0
180,4.57650643147075,45.22905730814771,18.83915084632784,50.67433630904973,25.0,25.0
181,31.938569238620005,30.073076073571983,29.34964490070003,50.2743135659427,25.0,25.0
182,31.913263358632072,39.641942636812324,21.009366827046627,67.38863936412713,25.0,25.0
183,15.67176193046685,42.53683104689627,27.61458412061657,38.84443079916289,25.0,25.0
184,8.51158991247396,41.12406133782843,28.99983825515622,47.0315040084309,25.0,25.0
185,2.58412454573478,49.82620189061386,19.95754056138235,70.80376471490217,25.0,25.0
186,34.09176625790534,18.380214232533906,30.45366113546409,54.84373395913989,25.0,25.0
187,18.98563450170593,34.491487219273196,31.37758263445104,50.9689665209334,25.0,25.0
188,6.081789517263057,42.54211451319337,27.746338442262,62.43061550348646,25.0,25.0
189,24.247285332707346,15.997848687751214,25.531192110634652,41.498456040529426,25.0,25.0
190,22.006311073414984,36.39237611467943,28.50695629135478,48.95130274666224,25.0,25.0
191,55.45819754557814,15.661081317063122,27.624827974894338,39.72516345451306,25.0,25.0
192,9.750034032128669,42.70939358146149,28.010516482353324,57.257979815350694,25.0,25.0
193,19.886632278591108,37.49742225121844,27.473944605720874,48.55954043091258,25.0,25.0
194,12.471771019604516,40.46985005875583,21.805996455304456,62.83982629839275,25.0,25.0
195,23.167161486455125,46.400938647206296,28.700662214979946,54.247119595590995,25.0,25.0
196,-2.4793688943223327,45.5353702507262,22.810645587463775,37.65953708827061,25.0,25.0
197,49.526672912905376,20.53160067892138,30.114391065831057,36.828862241557395,25.0,25.0
198,25.62626691792832,30.705072103133627,24.932466228492967,50.01823914270215,25.0,25.0
199,22.89473791697194,31.47900013756893,25.287029891692733,22.51292077620214,25.0,25.0
200,13.716048871905212,35.29618517374232,23.011115889003094,64.126276233003,25.0,25.0
201,5.485516508955792,32.741112741201064,26.45777924923095,67.20230458006967,25.0,25.0
202,12.917700890706046,33.45049402680696,23.66525361960266,19.46344273762633,25.0,25.0
203,35.270986843962554,14.095255282090609,28.554183821608028,64.11614695287683,25.0,25.0
204,18.303296965464938,30.342200797348994,22.539530894393142,37.14604140495822,25.0,25.0
205,12.96649081615026,49.23927629113595,27.36798869427327,64.60854810718449,25.0,25.0
206,49.58203633481375,11.562371384737112,23.473072789306823,45.06013122823238,25.0,25.0
207,28.602118224324272,40.647613883805576,24.42339471382654,37.00232721456837,25.0,25.0
208,16.886848527132084,39.23157092718609,28.284265124296617,38.41969282755042,25.0,25.0
209,-0.3406136040867067,49.13200917576857,32.71675268532998,44.131011339044406,25.0,25.0
210,0.3499881214648508,36.65232259010419,30.357944714729,40.77441574482296,25.0,25.0
211,27.88559845885859,32.37436898336396,22.81652859234224,33.39901228062503,25.0,25.0
212,1.872011823520325,37.74590162825403,20.364348886371417,71.8659407230529,25.0,25.0
213,38.91358080499442,26.23660210360755,26.002693555875492,39.175890167080745,25.0,25.0
214,30.122951858628298,28.40757595835194,24.902971743258913,50.21930323754521,25.0,25.0
215,5.878982773876374,44.265457119980084,30.557895663495593,48.12529736247047,25.0,25.0
216,17.167948661300972,43.826816540211624,27.855310593586232,66.65624533772167,25.0,25.0
217,31.075837541743763,28.78887599954373,22.464504868303532,43.71393250954532,25.0,25.0
218,28.503970560636773,40.10859170113254,25.89406616748232,53.72328418532043,25.0,25.0
219,22.169251114003,36.28578306659156,23.507256412482107,40.696141051463975,25.0,25.0
220,21.531121517506595,27.569337221456532,27.132162039741907,60.9872114805725,25.0,25.0
221,1.2749780053355009,46.42931101781608,23.394101498926275,53.669698540382186,25.0,25.0
222,25.963335094856205,41.29726038750246,19.828509268424153,41.32536229409364,25.0,25.0
223,30.621349740010274,27.16733878171217,24.891878658471693,44.50303521676568,25.0,25.0
224,34.87613489279718,17.892528222581095,24.39367094974194,58.797188978359266,25.0,25.0
225,51.82124149577352,26.46075179969115,28.665911005501172,69.03555157247352,25.0,25.0
226,36.729905171433124,43.94747239895043,27.77245582753616,53.321774707361136,25.0,25.0
227,24.925622299479556,27.864832647734953,26.262080152225504,45.90480071172231,25.0,25.0
228,32.767639813691105,31.09694426737687,21.77562806754105,71.84430305552947,25.0,25.0
229,9.375317821801303,48.33166943034103,29.558667309577547,28.110881831233655,25.0,25.0
230,40.686992634712944,31.203437373352703,20.767776684718292,51.43216049798234,25.0,25.0
231,16.14314272989874,41.09691013612889,24.865340443593748,64.75293129546733,25.0,25.0
232,2.1511498710881862,47.679512255481,29.648151921942386,72.79700420327426,25.0,25.0
233,7.284017348509781,39.70056899691457,25.89267009601361,39.145698817918394,25.0,25.0
234,8.374891834348114,34.71653424598122,27.338186648631375,61.897882655216826,25.0,25.0
235,8.875247455073453,43.64372245346408,26.851334377448797,49.58908782938423,25.0,25.0
236,25.602490178940418,31.354643041671345,26.410301240868453,65.07095383489562,25.0,25.0
237,50.956979532447555,22.963500484460436,29.66433704322322,41.53911410814975,25.0,25.0
238,14.86471447636238,42.32247689585775,25.3860355615438,33.44970897952885,25.0,25.0
239,17.967901255161433,38.434594451702345,25.292797152654583,50.61328787671921,25.0,25.0
240,24.9699825210792,40.11686838791129,25.381547248019718,32.34294268396861,25.0,25.0
241,29.515313571808125,21.467422674441142,28.83336073905982,49.91288479410767,25.0,25.0
242,34.29370780534773,29.020532530701793,22.943903078184384,39.37579447470556,25.0,25.0
243,17.079816080451756,38.366541081309535,25.605182859841808,52.40807674867326,25.0,25.0
244,6.6475037011180875,42.03980693268745,25.433428405619814,35.441456135902534,25.0,25.0
245,5.896918443740866,45.9801335859844,24.830929337457725,52.68130346706891,25.0,25.0
246,30.893392558119217,36.3555607386462,22.28367627867837,45.04904333754564,25.0,25.0
247,33.7792631904509,27.514184761922817,21.15960542123389,38.83609971332874,25.0,25.0
248,14.503373471098467,42.455740987968724,22.67090531198651,55.048367007613976,25.0,25.0
249,21.563508620223267,37.29247727725586,26.607721024850736,68.67604035970056,25.0,25.0
250,18.759330435176555,40.33018248855988,25.29661432764459,46.76847250812229,25.0,25.0
251,4.205410676424998,36.19127370384116,23.255097563588894,62.99425164086621,25.0,25.0
252,-5.393692233372647,48.09212478479728,26.71332961590704,55.37198250973022,25.0,25.0
253,2.829148251589997,38.41286075278537,25.76789017780414,39.373930919885915,25.0,25.0
254,37.779543806325556,39.028666873297055,28.631849696811695,55.11437856194918,25.0,25.0
255,17.02345513164781,40.73096807658994,24.92412583211219,45.03878346797255,25.0,25.0
256,31.896563405824853,47.192193205294835,23.620038960208166,48.2378481735418,25.0,25.0
257,45.89420630570648,34.74113155557434,27.60365855010267,46.43268864536435,25.0,25.0
258,38.66145837757882,38.6128814647305,21.56971307445144,52.053219838153666,25.0,25.0
259,14.185505861305558,40.64684149346956,23.715130724076687,53.95251203415748,25.0,25.0
260,12.573873219566504,26.24374640347535,23.13534936358733,48.78565381726234,25.0,25.0
261,14.846772473212031,45.69532017144146,20.330044725460073,58.20392627218774,25.0,25.0
262,13.162393151190086,35.01788540170356,20.800043307706133,66.6144749830861,25.0,25.0
263,4.288858870762873,38.19914788032391,20.795641144535537,42.08120812737035,25.0,25.0
264,5.8081247503527145,31.2364074252361,27.44505789679561,53.46052077204676,25.0,25.0
