unit_id,ReadmissionRate,BloodPressure,Sodium,do_bp_control
0,37.27304545900417,52.425680748737186,42.60586428786792,50.0
1,35.19744590254964,50.58734514598071,30.804266435467497,50.0
2,75.90332809729952,51.228446960718294,43.66714725000513,50.0
3,86.64055271986769,47.867408392696255,54.745260197129944,50.0
4,66.52308950357869,49.75516391930548,46.508075926656915,50.0
5,72.34918580954391,51.45186954301326,40.206878310685056,50.0
6,39.587104265661765,50.26540830149308,60.863357431845486,50.0
7,36.55939284343365,47.250404551913995,63.72841020517099,50.0
8,57.29861721576009,50.72559558240939,53.85998353543172,50.0
9,38.434554214690074,48.489554105875996,48.38665264857085,50.0
10,41.96353632454917,50.58430148789661,45.18214868146869,50.0
11,36.96908187884639,48.8033456370604,17.835499964200416,50.0
12,35.43274937536427,44.34781448622434,28.387447600314275,50.0
13,55.6620169811645,52.45967204217738,42.0361641468134,50.0
14,54.21991881037046,47.55384076475755,38.04565482971788,50.0
15,51.683360460214175,50.908075621407434,50.180001973034116,50.0
16,47.63788737634307,48.66356153812817,45.35034449409251,50.0
17,65.11792023185339,52.399699073131615,78.18917217307481,50.0
18,49.421582236635835,50.08112853857519,70.63467710777185,50.0
19,33.19845744147572,50.05684862804729,36.44984968473549,50.0
20,36.59357524790774,51.10469416943599,40.85835292969102,50.0
21,57.770317024147644,50.93510459806109,48.37724272291996,50.0
22,59.185118674450194,47.730589314643076,43.22453447633684,50.0
23,40.53248695028212,52.66777369233718,35.442568608564045,50.0
24,37.32775162159845,49.43546079478461,47.22876154101623,50.0
25,43.06715572038734,51.45903469432223,77.91566916559094,50.0
26,64.07335855768477,46.7312173555177,68.07790963011662,50.0
27,29.448037948260836,43.129347191971846,81.068328517208,50.0
28,35.093372295757455,49.06854812588627,55.851159540163394,50.0
29,30.93253963638606,48.69966785961295,36.60481485742055,50.0
30,62.32187549489307,50.427132515510216,36.981131959254384,50.0
31,32.930748006081714,45.49287413760864,61.04021833883932,50.0
32,59.546885670134166,55.16712937999154,50.74903411377302,50.0
33,27.227963458797444,47.31600094046119,28.52436687506061,50.0
34,69.82177727724795,48.95617357106056,40.0379671947227,50.0
35,42.654468652888795,54.335836343375064,40.4593951601627,50.0
36,44.45214866741451,55.494834749694654,48.41434743987547,50.0
37,37.493802148082565,50.89923987777217,62.61222638750885,50.0
38,28.527473534265177,51.10297979405235,68.07943180118802,50.0
39,22.172370079460023,51.230060125704576,69.6179394105122,50.0
40,45.82241629601835,53.034274233981286,55.3258551864621,50.0
41,62.09266622191993,49.71316524510172,54.967213881747654,50.0
42,35.85846956659714,49.83120858294379,58.56907087835918,50.0
43,41.95292130362282,46.69634168304436,51.296325282657584,50.0
44,46.465004673913214,53.924255113736784,75.68740765809225,50.0
45,55.09141373795733,49.07411941486788,43.79112230900354,50.0
46,51.56418607874922,51.81186618911244,70.41597160220901,50.0
47,29.442111364980075,47.930908511504185,35.88112458462091,50.0
48,37.80535583722212,49.69033117481322,43.64012838170266,50.0
49,39.36007397729755,53.327383425179065,47.46346817502803,50.0
50,28.63739053767556,49.19414348169289,45.390619921401644,50.0
51,36.31222102285951,50.76204736092248,72.0304207375322,50.0
52,54.48183570495839,51.51749934920252,46.46079775166678,50.0
53,55.61333522572,55.14642917373531,48.079189720226516,50.0
54,30.0688748673308,55.37151530503602,54.71684347570207,50.0
55,31.627835753716376,48.02776473219464,31.569927815107718,50.0
56,42.36356168787743,49.75041609369508,41.37604591511664,50.0
57,60.147300258689285,49.225574263004006,52.655592126490646,50.0
58,29.741632224610967,54.112482250292075,59.48265928221981,50.0
59,23.833082527804322,46.56380739165607,45.53662825462218,50.0
60,32.65450053899497,49.47790403664801,47.57462001741689,50.0
61,34.02832839118261,49.63888659323856,58.553288779045516,50.0
62,25.13711673887354,53.43048797871464,33.58242099233986,50.0
63,47.680726479856304,54.80016246927278,46.62459206030163,50.0
64,58.60413186857644,54.815024453975056,72.81870736998039,50.0
65,48.945342991009234,48.88774808374596,43.219867330479566,50.0
66,63.56836599652084,53.793724635411806,27.793497320321045,50.0
67,27.08696875267102,46.59861184194421,44.00506064466312,50.0
68,56.19736872956332,51.571573721945526,61.26794338066603,50.0
69,63.917040067807484,54.24272865688344,63.75956818705754,50.0
70,32.00454273953565,49.39750376076377,43.003040792388994,50.0
71,44.24410359335494,45.392037439846185,76.15092285710801,50.0
72,21.26813769879899,45.85391632050744,68.07969562952704,50.0
73,41.61967978692683,50.364558586628604,74.11471147324022,50.0
74,48.439332596352514,50.52360567916834,62.990781340325455,50.0
75,32.57610556692144,47.46764579632946,50.07581158495351,50.0
76,60.24600870389989,48.52303345810681,45.387100626730266,50.0
77,64.44085999868308,53.524850576451755,43.00656436888651,50.0
78,54.990637786244044,53.765797523610765,36.86680955060661,50.0
79,42.349568317094885,50.9958747359859,41.16866917081249,50.0
80,46.619857404990306,50.52223063027965,27.435980613562155,50.0
81,54.700268963451954,50.45945619508363,45.853277742266386,50.0
82,54.05653215622792,49.110048076574664,40.44931064512181,50.0
83,50.82623293807458,46.97136919212097,44.178819400613826,50.0
84,49.68820551161761,53.52334816765294,56.419177937685276,50.0
85,36.981918009641426,50.31375191372438,60.653589143758715,50.0
86,54.95394396555363,53.964162075507,63.01921174583681,50.0
87,75.42072584419856,48.05773736467617,38.92339617721123,50.0
88,38.53283589525668,48.527402402274134,45.114548163147155,50.0
89,74.46803232365369,46.56510712178276,45.53476338167042,50.0
90,40.26971892171462,51.63106740050635,42.940524161446724,50.0
91,58.14247485593671,44.90165901025417,65.59776608390156,50.0
92,31.34356806829125,46.98938487547716,60.00531887875792,50.0
93,68.85524807033548,51.31575731535541,48.061323958488515,50.0
94,44.35527822866491,53.672249467185,62.369281186888486,50.0
95,15.432157508174196,49.43081444363893,65.97742941942965,50.0
96,60.778371660045295,41.6393720276759,51.834942310880336,50.0
97,56.885887925190694,53.96177359026858,69.26119448406101,50.0
98,46.174924924377514,49.296403610858476,55.40549678819577,50.0
99,54.77996862941317,48.09830278966304,64.81664100933425,50.0
100,49.468144590539275,54.356743798421405,64.22670026021844,50.0
101,58.95863117264704,47.39789386170149,62.347352704300576,50.0
102,35.78930563441769,48.13848781401591,58.74415090824143,50.0
103,51.344298326023974,50.43617311686259,37.69148364430141,50.0
104,66.19871252213476,46.352302051362855,45.56956936912168,50.0
105,52.110265767760545,49.624994035490566,40.954832668075646,50.0
106,39.38450182680577,51.00426472091327,40.75106023749749,50.0
107,100.85231890563165,51.90039038592162,64.33080186387012,50.0
108,33.801867637253416,49.96191459172465,39.36000277787317,50.0
109,51.082940835905205,52.707132467780966,34.72271022273742,50.0
110,66.89644877621397,51.75178385506761,51.24342815683926,50.0
111,41.86572106204894,53.303861457583665,58.39850067395285,50.0
112,56.296096646955306,49.151014027113284,49.19307665062319,50.0
113,43.35523095476528,45.69294907633561,65.07830661731339,50.0
114,29.968744197092015,45.387996081086996,60.00988427255595,50.0
115,74.81726051402569,49.41058636894817,39.02875221876546,50.0
116,48.40339464562279,47.37695894020433,53.26322379352285,50.0
117,30.30529076409095,49.912223214021324,31.25228879667747,50.0
118,55.86268977707814,48.27059657776635,60.74038101121357,50.0
119,42.28197046928463,45.89448445404729,48.49975264839731,50.0
120,81.0028058937799,51.788623815693754,41.597885997308715,50.0
121,45.81422461233893,44.42011683597144,64.36727428130243,50.0
122,46.32008560826422,56.834290639459375,52.036039771266054,50.0
123,67.99386955350026,47.92362505643189,67.6589151241101,50.0
124,45.6108771524906,49.354696398108345,46.40977925967188,50.0
125,47.018181413553165,50.51120865646156,61.595090757358264,50.0
126,57.64007219630264,50.165142417263624,63.03206690146026,50.0
127,107.69410332827302,49.86821416745373,54.568381295140334,50.0
128,49.230496013873406,53.00388244030195,74.23039886793805,50.0
129,58.956978222279325,51.3087365215851,66.86203709014389,50.0
130,34.19574906677518,52.14480318311525,62.982277433915776,50.0
131,46.55478617256207,51.838842106938145,57.28963118639198,50.0
132,55.830215581649924,47.05629692176404,58.24706670849332,50.0
133,64.15022269224161,50.78299648029745,58.3656993517998,50.0
134,77.7284865800109,52.24330355419111,60.33895184063784,50.0
135,40.981703960847014,46.308962379354504,59.72418240744064,50.0
136,79.83719768738567,51.89996795878899,73.62970206607979,50.0
137,37.23963016954967,46.00504134075,34.33576223918789,50.0
138,51.12921545357905,49.4156763534763,70.81882485128166,50.0
139,20.975163405035552,51.43263263919585,33.21789712545598,50.0
140,34.69844686612373,48.65545669617807,62.20901904298606,50.0
141,56.42166583224533,52.08607354416745,65.52015004374724,50.0
142,57.15271007495648,51.03808738463497,67.57849106102412,50.0
143,30.903377471167413,48.15185733256985,38.129217158241616,50.0
144,48.67098741119319,55.18786996804697,57.25184018973469,50.0
145,39.752311309494964,54.353744085540725,39.47583943575565,50.0
146,76.42483085748374,48.03835646350507,53.62943805151056,50.0
147,57.19606346517041,54.408891183495136,42.02650845700796,50.0
148,78.16718083937623,50.31380944404179,56.98389012036082,50.0
149,48.313399911704245,49.36160490071771,51.78561219377508,50.0
150,44.3692286278836,46.41537157617414,47.290050448949295,50.0
151,38.85297077099961,47.55007157748997,46.52890054059184,50.0
152,60.9825828515571,48.7798061347764,59.184636785028054,50.0
153,45.800446855031986,50.09846341556592,28.945985383752458,50.0
154,36.785419347969395,49.07774210831509,44.55547516725262,50.0
155,33.17960986425628,46.433706304448336,46.20248467302062,50.0
156,55.30256402016961,51.13840828520172,49.49878091389779,50.0
157,21.67076332768079,50.08798879337137,37.71248628271399,50.0
158,27.85807780973449,49.99277782726985,54.12888842481477,50.0
159,53.28702127353748,52.877422161016504,51.21471131875669,50.0
160,41.288953970783375,50.52071235026119,60.24666484597515,50.0
161,53.82206408996556,49.122846556117814,42.729744267475056,50.0
162,54.558445812721814,54.03624701931622,36.55872163124213,50.0
163,39.95915851076315,52.009944708910055,54.31547376939588,50.0
164,62.796360166547345,51.72878173781684,53.404401770191726,50.0
165,48.609767280018225,47.00376822261029,62.739577072438905,50.0
166,32.415440314053306,50.947142826547875,37.91742312387833,50.0
167,70.5904038885458,43.54855738959318,80.64898069575543,50.0
168,37.43953596196951,50.10494552844173,55.60944418012627,50.0
169,31.267587808273028,51.40200361209073,70.3115656388932,50.0
170,30.158012421847523,55.994592681847706,49.640303174412914,50.0
171,38.53619578096783,51.92529577663046,57.17871973808155,50.0
172,38.369259011917386,52.91827596665681,53.57856244591816,50.0
173,55.48733668043364,55.02248504451378,46.898362408840924,50.0
174,72.87020917954028,51.24419516033198,49.313273606389025,50.0
175,84.91221478172194,44.14586349946042,45.3294911161866,50.0
176,52.278493525293136,50.66825352810847,49.18276923109476,50.0
177,25.785429473009078,50.27786722239804,40.80112488024206,50.0
178,60.99305929958067,53.49775332567654,55.089773963850405,50.0
179,31.505369856755518,42.148707587360995,68.98072675427875,50.0
180,42.748402077713315,53.55622923515913,55.07046294992254,50.0
181,35.170333424887886,45.09401599771115,39.17040077497312,50.0
182,66.13143443358322,52.10838259741397,61.13707284633551,50.0
183,45.497746131772836,47.28270582526124,43.83693555030481,50.0
184,41.09955716479053,46.241929969028845,58.65462768886305,50.0
