unit_id,ConversionEfficiency,EffluentByproduct,do_InletTemperature
0,28.20157845599889,9.339650686402136,0.0
1,25.02143552701205,20.36640359981221,0.0
2,22.159516165171823,4.0310218225339804,0.0
3,31.701256353952722,14.06091025028871,0.0
4,22.952203199215663,21.777145218944778,0.0
5,26.279266211453784,6.189080727270535,0.0
6,22.284611164727053,3.9920212261964725,0.0
7,23.485571168694214,-12.282608010094952,0.0
8,20.024713456166793,3.7016151015187013,0.0
9,21.349501958879465,16.063853992943653,0.0
10,16.835906571597945,18.703076069767462,0.0
11,26.19516557414781,0.43179448322527314,0.0
12,27.461328976167994,10.965353288484273,0.0
13,23.980251631175072,16.644927465190943,0.0
14,27.350700710646876,23.37913088797488,0.0
15,27.12213949450703,18.03231033453286,0.0
16,21.40667846264234,1.1731926635985417,0.0
17,21.640587497438023,-2.5464732154399012,0.0
18,24.101349178425625,2.1203851699116267,0.0
19,16.770081321009492,26.708684713891202,0.0
20,21.83533705021748,9.371450471501708,0.0
21,26.45969251640566,8.401849989031355,0.0
22,24.41375976191988,21.82398754939883,0.0
23,27.518468395712468,1.0128753166979383,0.0
24,20.629179371598838,22.79896433518295,0.0
25,17.32324863865088,3.1585150826477406,0.0
26,22.72002755444003,11.74727238287246,0.0
27,27.867406050336538,21.597528158230666,0.0
28,20.456393841952043,-2.6803891753990836,0.0
29,20.868212273015153,14.086669762429196,0.0
30,20.222961024696087,9.789312058385264,0.0
31,21.017435719445437,-2.390309724173992,0.0
32,24.378683416640698,-10.6751729118693,0.0
33,31.781007536766193,11.99753845340154,0.0
34,31.877929819285356,9.864901114648145,0.0
35,20.616576632180436,7.120726017381764,0.0
36,23.071894745075937,12.206152983620683,0.0
37,26.249390831428556,15.755190672131839,0.0
38,26.01589200466285,7.896503715671421,0.0
39,29.7044816743664,4.863804305356512,0.0
40,17.711248776430747,18.496794445211002,0.0
41,18.495776204269863,14.523441573218161,0.0
42,33.31372992729722,7.519572941644968,0.0
43,29.892139570389084,6.696135514612499,0.0
44,27.584809612460823,14.029941844858687,0.0
45,15.229453519331432,0.7959523534943447,0.0
46,30.380886778084456,36.1081580427672,0.0
47,23.323650975498264,3.7249484992073327,0.0
48,25.537379091135172,4.414105392808909,0.0
49,18.97887930870496,7.09295566392698,0.0
50,20.572322758190598,15.380204936278773,0.0
51,23.691835518256045,0.18584445631171675,0.0
52,22.19104507878858,6.76467350881398,0.0
53,16.62943017201999,29.410376478799424,0.0
54,18.36904689377196,-5.932520136465211,0.0
55,25.931836257080963,18.23651094877502,0.0
56,15.668149350334224,-2.2499359611413574,0.0
57,29.79368106008561,14.011175736080713,0.0
58,22.779692947491622,10.454701799879725,0.0
59,26.544075511605552,19.88845209669603,0.0
60,22.47420085516618,9.795257790501623,0.0
61,21.63039246123429,-13.206772319370817,0.0
62,28.648859158355435,23.15489611430182,0.0
63,24.645493331022543,13.05193724206331,0.0
64,24.832120913466294,20.132805562792193,0.0
65,19.296110385330504,17.098544887468144,0.0
66,15.831010392267604,13.790431979453595,0.0
67,27.690452806559776,7.053785948046151,0.0
68,18.919663985835285,-1.2843978517953794,0.0
69,28.913648531965855,-9.233326597072914,0.0
70,27.752449930905183,12.943625098832534,0.0
71,14.890798130363956,16.67719573791077,0.0
72,22.05841057776268,0.07475032705260176,0.0
73,14.796662208192137,4.551192164063849,0.0
74,26.805286892724283,4.508400050323899,0.0
75,28.44685448210842,10.787383063871339,0.0
76,16.227012229017305,21.793320895459733,0.0
77,18.448962679184934,9.882528843336317,0.0
78,24.157348952113008,9.16294956531451,0.0
79,17.375157894333633,17.004942805500974,0.0
80,23.21603669487249,1.0694564262031268,0.0
81,30.46691990866674,14.113116842602807,0.0
