unit_id,WaterClarityScore,MetalColorimetry,LineFlushRate,do_LineFlushRate
0,-7.680512770608047,20.616240098514336,51.21196500068651,50.0
1,-6.678927716325266,35.68035210297829,53.645334809040094,50.0
2,-16.74430064358205,39.395017316058954,51.155094972058414,50.0
3,-5.403295382771668,24.206067335742784,52.1201435001592,50.0
4,-17.94003697810704,74.15671863133457,56.178048024163495,50.0
5,-10.585982477555657,73.35189521822612,48.846759359343864,50.0
6,-14.013487337901703,55.252345465247565,54.03401593539639,50.0
7,-8.486445834672411,57.15912164203013,50.25573197049952,50.0
8,-18.871831778298578,48.06546569463682,55.41583121919911,50.0
9,-12.98439990596294,40.92514329730979,47.80835159986494,50.0
10,-2.966350606461862,29.353517171548056,47.28935399189593,50.0
11,-13.764177031846753,30.307656161048513,52.71565734225323,50.0
12,-12.327644083038457,47.63268855738739,50.4392673156833,50.0
13,-1.186875858732542,22.63704491933442,49.46936107551619,50.0
14,-7.9524499108500555,49.02229092920914,51.99215936823044,50.0
15,-4.398576626911685,67.39353067876549,53.72738545588694,50.0
16,-14.60733285484377,39.59447172485718,44.89203462118346,50.0
17,-9.64134878425502,31.54760272601313,51.82080813939364,50.0
18,-2.5697492032046094,70.24191074878193,46.500122447777514,50.0
19,-13.48106352926693,59.88533835047672,54.79230509547716,50.0
20,-14.716406833016372,51.696245807262564,47.47183290505147,50.0
21,-8.45869030712965,65.54201573861116,46.38777209164781,50.0
22,2.977112164971684,8.422207826221948,52.322848766361396,50.0
23,5.908790047300068,48.273384582630875,48.56059629169721,50.0
24,-18.186786675524996,82.76483601641169,52.586752547453365,50.0
25,-2.0777153380795745,55.3309694160588,50.62475118405869,50.0
26,-24.200638993460068,58.08061923863827,44.912765855485475,50.0
27,18.99475909708121,19.4907577069597,47.07758649180855,50.0
28,-26.437766034449503,66.58608082686212,50.91140064754947,50.0
29,-11.436429277176089,60.523621799631215,47.948820380090524,50.0
30,-16.659079290515702,57.219459840505046,49.70512911571017,50.0
31,-9.092400740480985,51.3690106108943,48.738817816035784,50.0
32,-14.967681539471965,67.2836608154269,51.97987073882734,50.0
33,-24.167204168408173,45.47294297701063,52.427955127554426,50.0
34,-32.59042592875445,33.43257086900126,50.996049658511545,50.0
35,-27.0128106538083,49.31394034268074,50.903027523241924,50.0
36,-15.28969705079885,26.06790063210036,47.91842196785337,50.0
37,-22.09590587746743,55.084017938122464,50.79764811980135,50.0
38,-16.700161054500878,41.87570857224628,46.72453624022773,50.0
39,1.054346151105472,31.435290034938397,52.33197593417436,50.0
40,-3.9656778629442364,34.023294092997624,51.74350087773412,50.0
41,-16.2748396646206,75.69413913466857,56.146697650580236,50.0
42,13.64364931517401,61.363015520886286,47.75507755052688,50.0
43,-19.62874993022614,54.720675175451284,48.857276919123386,50.0
44,2.190118928700575,57.70318620357093,48.16957854207381,50.0
45,-7.015402152540041,43.90391137777102,52.85253353859212,50.0
46,-7.19373500248947,48.66436318197101,52.63234218033237,50.0
47,-0.9751917148408178,51.445362898233604,47.93474740169466,50.0
48,-1.228522539589325,55.658411367725805,53.90137620995667,50.0
49,-4.027464773319486,88.752059736805,44.92418407050218,50.0
50,0.7845272776531109,45.6943952524486,49.612822821421396,50.0
51,-23.295835487295975,51.95317021534438,50.951108113747026,50.0
52,2.0044442057363048,49.70330502375855,44.220908099233185,50.0
53,-9.668006009678288,35.963239189856324,48.15938845736342,50.0
54,-12.747502529646246,60.454946546389664,51.012599014564756,50.0
55,-15.745478770544416,91.72030737094084,47.8608934332038,50.0
56,19.188774478060196,31.908422040389418,51.66894546951637,50.0
57,-5.352857714501107,24.266270825658268,53.944385731299185,50.0
58,-3.538828403962684,21.91573645114131,48.32801015280876,50.0
59,-11.779524559959981,69.36838677385786,49.94955013967167,50.0
60,-9.716473943013082,54.146843466494836,49.16819354296536,50.0
61,-18.08177302086519,43.88847604355721,51.59183277876577,50.0
62,-9.480887845044888,41.101556602720294,48.972429493722466,50.0
63,-25.309959585648205,33.938838689774386,48.62994369256804,50.0
64,-4.887997654214288,35.87830053997606,54.75499474751685,50.0
65,-11.167217030415134,65.0687577722111,45.5491360766614,50.0
66,2.853511387851849,29.234610977241253,47.80104364044566,50.0
67,-12.269253145454396,40.06817785985184,50.826088410754465,50.0
68,3.276559085563451,41.07531077456286,48.044047795798164,50.0
69,-3.6763245133975655,49.9947621328966,49.561082740534964,50.0
70,-15.770445853983139,63.85277924787661,49.47166241881143,50.0
71,-0.5872363638309963,55.75985611677098,49.701277374088804,50.0
72,-19.533112689651986,42.48099290248365,54.16908579103438,50.0
73,-9.574855115982032,64.53093577732216,50.10517941499449,50.0
74,-18.39233582828762,33.695726858333316,57.66288921105081,50.0
75,-2.1250813698025577,50.42696857740352,47.25331578292075,50.0
76,-1.5748322340618464,23.410482880804985,50.823491293379774,50.0
77,-7.739368150850728,24.398299049303322,53.588026472280596,50.0
78,1.6623015732156876,44.46619627211842,49.842300814740426,50.0
79,-4.144666085717433,35.112226512591754,47.74787995059054,50.0
80,-8.348894122338832,50.259319478324315,51.42666165036435,50.0
81,-9.804943576021989,56.00369494448714,51.310176393605346,50.0
82,-14.205511066743272,58.624031370066014,50.04067192914052,50.0
83,-18.79878090553849,78.24822890576829,50.839091769862975,50.0
84,-3.309071097417023,49.0750583056596,55.22031848607668,50.0
85,-19.352252030631313,26.24504474247113,48.593147445374015,50.0
86,-14.93573722123122,45.8714251568023,46.9957434334947,50.0
87,-10.617232250315375,53.64268950197254,50.227143045547095,50.0
88,2.552422298259784,51.85040395848133,48.59292041543737,50.0
