unit_id,MetalColorimetry,HardnessCaCO3,WaterTemp,LineFlushRate
0,37.93915157598352,37.223007044671476,49.985835978751744,36.987182359361476
1,41.844181017759375,46.73463836052887,47.50113117119018,54.979885425313206
2,61.0370351169631,63.709969119329756,31.004141066769805,42.30650246578357
3,67.1969355433968,45.51126866291931,46.48206192043654,38.72428735019764
4,43.1789521488276,48.87421685496196,78.2343512029711,64.51554680634501
5,35.775094134530924,40.72451076274734,42.303153338007704,45.12453073579446
6,61.565443435879125,58.004881530018935,42.748940057446546,39.75157782570461
7,59.05001325994678,29.669438534293057,41.85811161922236,64.45881432419314
8,41.265441982528046,55.498265053457665,46.21480422634054,68.10195591226582
9,66.29058016891076,57.77817346692547,49.903869598813905,43.599633105045406
10,11.19166732623103,51.74717312677809,52.433176022409235,29.516950377834995
11,36.87612892476541,55.27954588971371,60.94400496736998,45.40410031042595
12,48.80198196959808,30.425166287634216,42.18944113145989,53.66009311235404
13,25.767583097376694,53.88011420270771,45.59809870436614,41.66070551298034
14,57.715429478546234,43.73877960644409,55.814007189313415,37.031943240627555
15,42.822999992020456,30.876524956041045,65.81420401617783,21.278630220465477
16,47.68278923814259,46.78028015838456,53.22908481150979,47.44056372240301
17,56.387120963156626,51.314506941946405,39.557801003112885,56.16413510443322
18,24.285353219134276,29.10122705467865,75.83585815394852,21.12782314121389
19,27.594154482704607,81.37117438682448,58.95534188936717,45.778367796557546
20,32.60635080356265,67.60697792400697,62.11466088559716,35.08379979571083
21,43.08579007135523,29.63149971994747,55.691241395383216,55.02501194752728
22,17.973354222790118,34.64936974802659,34.75771568162075,24.07175478226385
23,44.82441378206769,60.29468888538111,56.446931020742106,43.50488458552368
24,24.719925747807924,58.8707359764559,53.130919813298604,55.047663925567385
25,21.100733224330284,46.22960233066273,55.951609561302796,38.1548786941471
26,37.37524380650208,61.74411473211391,64.30059543679484,31.174085323496993
27,24.05435597438998,70.42846906720798,59.516937746433676,35.36617846552718
28,49.991882958562584,40.21806422496078,29.456678236676698,42.23274551322525
29,63.89470662667924,63.98570893217232,48.71029728165311,35.11432215684501
30,38.95450458222058,49.066979054682335,46.35343804579987,17.70753789619785
31,36.03574454100966,21.457201850811764,28.766230614493214,63.307177484060695
32,46.08565799224884,34.13854424591643,56.74035173239009,40.021394960073366
33,36.2807223794381,77.96385891954552,56.08827862756513,34.856901881421734
34,49.968500400229125,45.71014864305353,51.56692327805151,38.78065514991299
35,40.4568136942965,55.79240528472551,66.29577312137165,45.52487690215296
36,22.1938587579956,46.120555053903786,35.92016872754168,41.95341655289204
37,16.317603027961024,42.3094771199114,52.654473771963495,54.03649942537479
38,53.30194224948331,53.336243841669855,36.9645239568074,60.949148768894375
39,44.45483946928391,39.405478123265766,38.23226248804611,39.87175940528133
40,38.54535024358951,59.07688071501088,40.33181198604704,59.360553285403725
41,23.97747195269463,42.34141341402816,28.65783898389355,9.876059853860928
42,62.71664505664495,48.51210172414049,30.22723384192903,24.206657408865333
43,75.69620344889171,51.54045726695714,49.20451908396945,49.98569479509727
44,46.84582695128879,57.19300273949672,42.01342174589619,30.903553868449297
45,-12.88056375720258,37.269710138864546,44.538830700207356,21.102214602983242
46,70.18973639564837,59.53739349824576,50.62487046220211,44.73438655601929
47,29.05992726140458,52.39362600021803,59.03454070074779,28.259598269915486
48,30.780748289732028,64.22437479843424,32.72905487565684,50.006144789248665
49,23.530025042387095,53.15139799543704,48.830607938356984,19.932878532586933
50,44.69097729106068,54.14396186001906,38.54482996489994,37.61762321522053
51,53.15656530939964,26.616838667101128,50.127666719341036,50.855012031341545
52,45.46667584674113,29.291355900800106,47.94540521275485,26.69190410184576
53,-26.571691796821014,49.31896016483371,56.6755629940638,6.631884367387937
54,31.18817964846305,52.20274467639579,31.810297031631134,33.483432193758254
55,39.0528908380248,38.5334558896932,64.71784444785911,42.352784349909385
56,28.79667528323087,18.07282574079555,45.14076365964182,33.53387356173128
57,64.22860326095645,57.154329244567236,44.14653679176122,47.01192974325547
58,50.1487639121832,28.684021665116987,55.248018233637424,53.97713343968962
59,14.712475291023637,35.923155234968405,48.75988756788996,32.95886008442175
60,35.294140198728385,70.0713656882836,64.3532479327795,61.05555234803927
61,37.045803144611035,47.054789851277285,53.216078544032534,45.31174329865837
62,48.64191297238146,44.835460890955574,63.71152643245953,40.13508209286654
63,59.024289163818366,46.90755946168416,55.358584272800364,26.610081176203423
64,67.63849291220878,55.51247072254293,63.616561131248176,41.66825359993836
65,31.788270125247884,37.604725861102374,48.210672427046056,27.38517977705064
66,37.342865146549535,36.81531394254663,17.566618738275455,38.73569196077741
67,21.98842483740517,52.10863446645145,24.636516014983048,49.812118204412855
68,23.460442669638905,51.108088273585416,54.50169749842678,30.367132205685646
69,54.577771406024894,44.13569209639453,68.22336959072547,59.95957030025891
70,39.81240252321806,35.65819520789267,45.069114803176255,28.220331098898203
71,42.59221401573277,68.80793749688442,33.163826996140465,43.89854030786097
72,44.266852572916115,47.43841622892187,43.02077317799955,50.292512433035505
73,16.633117504976987,39.88329565422522,46.156521572464435,59.849284282381554
74,31.2812548644744,53.57400795673767,54.20726569669914,54.25103661267847
75,68.92164894868102,41.74533230200061,63.01092688622256,54.367718921723785
76,31.3295760939686,41.94063144992375,26.545080702507796,17.786043400268895
77,39.53065176070013,45.53205311725449,42.09306379630949,36.38855823133167
78,44.94716423084248,51.1912547211409,68.89252235224944,29.06808921882147
79,27.345802445742024,36.521309718321554,50.806017089616134,35.74285997926494
80,56.271969986707056,51.51733135958023,25.10440139173778,54.48076465987435
81,85.4466104451781,45.398317566927055,35.787537890185504,46.58726594181555
82,77.08011875409032,61.048683167247894,36.12853321495793,36.013464711891345
83,55.276902782130975,51.41767705427033,45.7235958968862,30.115184937357874
84,38.11757519431834,50.83610997609448,42.46861165761475,39.92664364617169
85,31.4464609009572,69.11570304165855,47.48626279572788,43.121462728590586
86,28.418412000990493,30.690531731688107,49.64436158047131,38.318893724871536
87,-21.23586296058341,62.692202811945194,43.82780574935774,18.640356353519635
88,28.97120185021098,40.88976911043051,51.814875175629176,58.65874999954836
89,36.34081399822669,53.116733863041034,72.97014205280979,28.276716005469993
90,51.999005214718885,59.390755493302095,59.00584612753905,38.032293633141755
91,30.697182345884833,40.90130011281163,41.7238786772123,42.282619691248534
92,57.29399829196685,58.4537896335077,40.412819174023916,37.306875410619845
93,53.33640774381227,51.959169000763275,37.03686033535413,35.77975726563931
94,60.64549280328549,51.94749600049009,54.87753834898705,36.203948591955395
95,3.706298743098831,35.5375142080424,50.521796957441474,36.62898173592793
96,31.369521352800916,46.50703072843659,41.04836082086256,38.538120734537586
97,63.23891221491081,49.8774585300884,46.604842957307284,40.41603383364331
98,60.438342188450136,61.28057807974282,61.497636200849456,58.169725484399486
99,26.76643680813318,46.494983486182555,54.56409299932987,38.47203443147793
100,31.46788461708647,50.65892301070893,34.19214882322099,44.86580110948018
101,51.6974037085081,67.87575957538225,70.71981381506932,42.25601370584801
102,55.128723893489635,15.503041798499666,48.67630776633679,31.901746605469693
103,32.01404886258871,34.88167673598103,61.90612862655624,59.62018748974445
104,31.088828505099617,61.11643843809613,62.115004956732015,46.201704733832344
105,28.618828708356435,51.529320595363316,52.51976620489759,33.17057093090948
106,61.397134736616934,62.64172138608139,70.97557125563914,69.73912989569993
107,36.43020329404772,74.48581336944896,61.65206171667484,25.481241735169014
108,50.28876930217217,47.606786227686015,64.20374740985136,46.53995808323371
109,43.13014411364562,69.62462649622162,53.633849962790855,30.209818651121534
110,61.77191542401936,32.02857191699897,61.774664043915955,29.206229081472124
111,-3.2360165985018803,62.57549705507251,61.70392196802391,24.960267724057754
112,34.76719606739776,64.92724291259476,57.82252277958083,27.54248068486134
113,13.113620342439834,48.409102955472214,46.749563171112925,42.75868004723235
114,60.47287804109408,36.04998073094087,37.99627026712146,26.515457857751784
115,31.980813046448674,34.846157806123095,34.90040111374489,49.77383069460523
116,43.91379026685188,64.71616820642174,39.400587326337195,42.40204541516766
117,49.65324675895979,24.82389302705012,47.519257219311214,57.10439658744556
118,61.09324258973473,67.55467540078217,36.68284315545366,49.0725184756624
119,35.00585072820954,49.669720159342354,67.80342570860077,29.61279984066271
120,40.254883746170925,50.697568188049246,43.04652962150157,48.299992505102985
121,70.32266894422088,47.24337207604822,50.253481571564365,47.838052325043506
122,63.31555541042266,62.06615198127275,55.812487623650604,38.38311202539186
123,48.762805770730665,62.657895236421396,53.145624917794514,29.223275694864633
124,40.39040397355656,38.00406746420941,24.1369501676006,49.90221565257649
125,28.729832583093632,47.48155660405828,51.06474673172497,34.22060918054118
126,59.04182652895803,38.30719401283439,51.22189184298483,34.920243447766104
127,61.34252381830165,51.68430382874275,42.932875993051816,38.13927654747006
128,14.713470014922525,41.236324714809406,41.8434492002159,48.90449932907525
129,54.83152082574603,64.73477462618558,30.71262472019989,17.36928791116791
130,45.67739058119391,60.732708274594906,49.89539634295338,42.802889150792204
131,75.9466856481105,47.72053324734784,39.121651017193045,52.13224985417811
132,45.56019584495305,53.22947501563626,51.38716192350135,52.89335647429384
133,70.91272975466325,41.424696679780844,40.33098741548618,43.54273685610533
134,28.721240609150286,42.07440715017345,57.1245132645081,38.89802748379164
135,70.14705831330622,60.549556761510665,22.690410328132874,44.361412015802834
136,6.670681105171896,38.0261145813883,40.07662185236798,18.08564114048366
137,47.20264846933581,46.19330722340523,50.329227880539065,49.350915764989644
138,55.33386579604622,42.869829197044155,39.29205634395841,55.019573577325325
139,62.8303906021738,52.69026526283843,52.19393456103666,58.27715720046382
140,63.13941850377771,33.238417720592466,36.497559542263296,51.3695376517436
141,32.6820902328001,54.49795110273406,59.21517396374048,24.86646955015577
142,46.29176651187704,64.50746637790233,59.54007680994086,45.63777464313478
143,40.14465652754068,65.32196592948131,50.55246869530339,47.730144700642896
144,69.70056613973154,58.01301461204505,59.42404046257739,35.987738389831705
145,47.75885900006218,51.7159733871449,42.07513160606586,58.84768130431034
146,64.69869185077536,60.63897396353096,53.73204549801696,36.287734557296176
147,45.88227391728893,26.319455013388755,29.893668289891636,53.119702348228614
148,58.91066856649402,24.51581030162439,38.85473440582629,24.44967530596358
149,47.15894320880717,38.44811428876279,38.44458143395039,39.54675562171373
150,41.87821428321357,51.180783248542966,45.857846593872615,26.32398774728275
151,41.99103297973291,46.835846625042585,40.427907937794075,36.30534736534826
152,34.28473443381934,61.74676624718463,31.669463066741464,21.060258727274718
153,32.403184658429616,51.858836238862075,78.49291291745722,43.80708690841098
154,42.72102627722413,47.4553465534122,32.89700452198891,28.829898051116455
155,47.828347683346855,53.074643031065065,53.272518062107586,32.68547920098183
156,33.61695531786429,65.93905926259416,42.38291317342975,37.76723587751941
157,53.00705947359294,49.84604233687348,41.548186837043836,65.88753835549973
158,41.22837664179912,51.55456036557809,39.449305744102546,40.04152759922838
159,48.32245189057323,36.2060351593294,65.77581310165746,37.226749602618746
160,81.89523610941838,38.35007236160739,59.171747009247085,60.61898218651447
161,31.108394731405546,57.35220986835491,48.21736406331842,37.51295813297384
162,44.49085887746995,33.62194251102154,65.91397267919587,36.462552463750676
163,52.927501396171735,45.034948059993546,35.74390283531249,53.268905829613026
