unit_id,WaterClarityScore,ResidualChlorine
0,-14.910931759188374,84.45696686026722
1,-1.647853921157901,87.60303280324769
2,2.5072780211142813,84.44536385312335
3,-17.892712948620506,72.84667505074378
4,15.7494830636012,89.09058633503815
5,5.82476133895007,83.28531488365296
6,-0.8116296269486623,80.51616537500124
7,0.3240321097206582,83.23607175477503
8,-2.4413210560191785,88.6819387448431
9,-11.025894470973826,85.94554247447904
10,-11.055581529430999,68.88124694907293
11,-14.303682937739184,74.16975783654783
12,-16.097967430499505,68.82854964092597
13,-2.3564858758984117,74.18147673512124
14,-8.534931499942218,80.12603977649538
15,-8.080245229731016,74.77527420435592
16,-9.138340649263816,74.48970582147152
17,25.02081022862669,80.89368152986991
18,-19.03662505145622,60.46371797189763
19,3.4125299054014695,86.83903527956774
20,-8.271425433930418,76.39237500734001
21,-9.15025481244808,85.59247345821271
22,-22.27815317228736,45.98777755978065
23,11.44626521188572,77.88134578509019
24,1.7409941167001053,94.86161801998416
25,-10.097264261119882,86.50523401316595
26,-24.66053986143169,55.04604979150841
27,3.963211410841302,74.75822857640513
28,-1.6801564764094574,80.58647208734656
29,18.446180293189606,76.40587970927169
30,-4.83061929747156,79.2218024026911
31,-9.97271798733702,54.626290084309126
32,-1.8876942687026412,86.89002924576457
33,-11.929025982973247,57.31758223924696
34,12.462671457676253,72.94020249502101
35,20.57632571424857,83.69935862797726
36,-3.428047314957197,62.759895178675
37,-8.4383407486761,67.30097945835601
38,-6.952707555211743,86.31525578197643
39,-14.533700552137933,81.99398688958499
40,-10.197937546200842,82.81459508724754
41,-24.28663922461554,65.46666317570204
42,3.114694971217076,56.69279563155195
43,11.923784060704204,77.39300048783404
44,7.773792221791931,83.43219328399407
45,-6.7540025170492495,80.04770542583648
46,14.832408914634286,77.12033584964584
47,-12.903659106097152,58.569454697154015
48,7.349020573184424,79.25018950146318
49,4.671470246249997,63.59135209278407
50,-16.051102837143524,74.27353058802737
51,3.556881034811829,100.0788032786024
52,-12.517563277739463,68.16395819312166
53,1.265677052613853,52.90234093794577
54,1.1654333177834824,99.07227965105874
55,-13.000339893108457,69.02435120544868
56,-12.348214191197693,65.12957001747932
57,13.379457596041725,80.71411227422095
58,4.7243463188618495,91.2768892442658
59,32.47218789208848,76.04662115246003
60,-4.947259111840009,70.1801114575689
61,-21.29883517162507,67.55827500252518
62,-15.862253638263121,58.81578604432237
63,0.8827036619066466,82.02564973447161
64,-13.721255191809856,79.02492976487913
65,1.384267540655988,94.34974416378918
66,-5.48663515979357,74.3389212506527
67,15.52365806749334,97.64450299931976
68,8.21857286132792,61.79054984639477
69,-11.661796846277829,73.85290792132226
70,2.06188185630019,74.67800516006186
71,-14.639809891092892,77.28717627830957
72,15.44177633032534,79.6924408691158
73,-6.713817779464765,79.18970403396659
74,5.557993826643084,90.9754256301437
75,-6.142736148881878,84.56406606354899
76,-5.070315964534971,89.6114712037859
77,6.116051112399349,105.51982974893662
78,0.5531683566745533,83.10647228000464
79,-20.416003901605897,64.1106564802797
80,-25.3375685681159,50.10258554986719
81,-0.6330425985465311,77.5273880664059
82,10.294158033282027,83.00353876548957
83,-34.9628108198731,47.92789559001752
84,0.7124201605882986,87.09744858746133
85,-4.751675969309988,91.01650246111787
86,-9.02762799682814,74.35005030142543
87,-2.2481572329964195,73.24156677526422
88,-2.2458488179134752,87.63443551192846
89,-10.125420255816085,79.9294401626496
90,8.553757696721094,57.407277168624255
91,-9.473799571996341,69.9787252403614
92,13.266206640602526,84.74964117954407
93,4.254835928303946,75.26020552193607
94,-25.781792300244724,63.317076891471345
95,-13.553401981746159,55.76644698999566
96,15.143328448528486,94.20912633905701
97,-18.250113078825887,60.76795342028454
98,-20.187494451816505,67.45669082499208
99,-9.737879999812147,57.74282403901399
100,5.213943739636351,77.22037250036809
101,4.256992009411574,100.05004445685493
102,1.4889891797500705,93.96746817008652
103,0.22451572385676055,92.5177724153634
104,-16.799118838058817,70.04864250277176
105,-4.688964045468008,77.34176291654005
106,-9.208898166144202,80.03661782003304
107,-13.715646733885794,76.76967143025033
108,-6.460252839201493,66.8399365726735
109,-17.98300963082332,76.54031755176014
110,4.277496663136306,83.04986007424873
111,-23.826087588983764,56.08063666016047
112,-18.35005439908903,56.183728561237025
113,-16.717618376919752,59.60263488578078
