unit_id,JobThroughput,RackInletTemp,CpuClock,GpuTemp,JobQueueDepth
0,2.091332151882037,67.87168808333934,45.929419594010774,61.6919299696095,52.16397302624317
1,10.186438497335716,60.24379389296641,58.35240999989252,44.95588663896483,53.14794940414216
2,13.816338544778112,41.56512244216587,53.01266639654162,41.33234237157089,40.06886566094983
3,4.888418161857057,69.68758846169999,37.41690227638322,61.844680373060555,60.06601014926332
4,17.752364419823017,47.964846749837925,52.890781171567426,44.458655193811765,59.745351851080315
5,14.491611121937478,51.967155471152736,46.86002737934735,31.159315984535436,45.619545027600196
6,18.456611370634036,55.84392265050256,54.81921918001523,53.733354208764375,25.854332078898032
7,26.109958867219543,54.34329225963259,51.18266877161492,37.92988423064529,36.52373789397326
8,12.1924533109813,51.28471087754955,47.20232789247196,37.407417620104255,60.52362076635134
9,4.059657189787884,66.69862033941118,57.02077958301654,56.5544916933515,54.6419951091149
10,16.204204389718445,49.905461993512546,35.11851775415651,40.2881500215798,72.7309335664509
11,17.95527071584137,77.02999509578255,60.239034976032244,41.125756615837474,68.35241980044208
12,20.46980922429476,55.524262003546625,67.00924048678995,46.31655067873445,46.25885453451216
13,14.885518827034925,48.61633868164845,47.895893913728834,56.11925162425882,42.86444267388007
14,9.854255919383712,61.91687686409966,69.87566849069827,59.22198239484137,72.91556642750044
15,14.431547416369655,65.54221236205692,53.62519860633441,53.2004162966599,50.55958653923568
16,20.58655176616403,73.69207582225205,43.90799801472503,37.06497040763338,69.14262091845396
17,12.451336803930579,49.42682679756145,41.69708407624096,51.320896291759865,53.58914726128866
18,36.18938133110738,67.64739285555076,55.20374330115787,31.80163596488239,57.49944921818123
19,14.819101345915133,47.29698572412395,57.54762146170246,52.162556425715835,53.457490154488
20,11.814454237808878,50.64149507309586,63.660767585159526,36.972054897016015,42.18704255374928
21,16.556568434937244,53.25539205142135,29.170079328776456,42.18071025999626,56.0318064482997
22,56.090298553946916,55.446286020440695,52.03177126314987,51.19020618003878,28.903854845280705
23,17.159494200208773,70.0106527553718,55.34934740662622,41.85976274698591,24.902821650802732
24,-0.8849804188029742,50.7557007068435,44.29856805716242,62.91147521837113,60.68596361770447
25,5.329196526168925,53.11022370080929,38.99559128744605,49.82381560588255,43.48477673635264
26,34.50268649662573,64.1428228824254,44.41829047800853,44.20663207894908,24.38839253738076
27,17.934345598556188,50.014769916986445,38.50006733009286,50.19761677759917,35.90330118009082
28,0.09957835433212431,62.61795791336178,60.36709827911548,62.95722187215375,49.08773684552008
29,17.037294321921358,34.88376221473046,38.068787492005875,51.95714968467951,66.11336892035806
30,20.467749123337065,57.57175971393616,40.49547609886929,43.533383573802766,30.316883974041577
31,36.63150874959295,49.190672841001714,48.887352911946195,40.90320674805117,34.37009989063915
32,13.48383160531516,50.70657315057915,59.20331561975302,74.78573630678828,52.429696814259664
33,51.131927166862845,47.901083842328575,70.16367283210273,50.839287688499326,40.52146615033121
34,30.05890015361503,50.631677141974805,37.66834351825649,41.51972841521608,33.22482244492177
35,18.08783457260187,35.46099450598155,58.27201478136558,56.11978563393186,56.152884897445595
36,38.183917928872525,44.17677942314438,54.69319448932141,65.87313945141534,31.339079151417387
37,35.96157406169536,61.29925692069754,55.54567292400307,60.890439683664916,51.540235618283866
38,0.45880541731239033,60.755742501940574,43.50369665048558,44.35693922198666,44.96727112798154
39,-5.952284395872475,76.64453815281769,45.86592112933494,59.590123203980305,75.27276086398535
40,-0.07141349056838919,61.30239638573383,45.09547165571163,53.08237972204968,36.566606073084515
41,10.377216248911875,73.77459460282638,45.79144530055233,41.09288737826809,45.20251490778396
42,37.670108650577745,45.92680108299487,51.796177671781,56.27599688375347,50.56829381420268
43,20.986000966666143,49.418643600543525,41.75659749547689,33.953114936732106,60.26132716107616
44,19.4454908533501,60.131498093995596,48.9172592797785,34.810323850016665,79.17636639852114
45,10.999953807320637,65.80469333579771,64.33518828984025,59.71074119354101,62.524029099226446
46,31.966109851138658,59.06780663574812,60.11197692529216,44.90104604802997,48.93577165369401
47,37.14565788563516,50.00346608212576,40.75051287632077,47.42186406991349,64.27275714819088
48,9.27437671010629,62.928359502713775,39.260878721597486,54.177647824835965,43.012362936224186
49,30.458238491273118,51.02163175757067,59.166578700951156,56.805802921682414,58.96161094545478
50,-0.5858875310120535,69.05297821156606,59.4962306678868,52.851314427424235,56.35386137022006
51,3.3624991348130475,71.22084622113594,44.694193531751466,37.38761604699341,45.278452919086085
52,7.653437958479635,55.67628121527923,46.84381964115374,67.3956887685267,68.55400801859139
53,53.10815549114749,44.791835518549455,38.26398645976071,54.49360333533859,43.03008027133176
54,9.181829450446301,62.62082979245921,53.188396832442734,30.452664132226147,66.53954465280518
55,19.673709804994505,64.69921152694157,47.570585412803354,32.37489801812127,46.073837849561166
56,16.131390898061248,63.68146126590707,56.48575381964583,41.15401192408331,27.80437642099097
