unit_id,JobThroughput,GpuTemp,RackInletTemp,CpuClock,do_cooling_setpoint_controller
0,36.06017499298042,40.746367215668066,59.31256377099535,57.49937145529416,75.0
1,62.00643596441106,65.36163088903832,46.365402579546654,40.59857483140424,75.0
2,30.99802809651072,44.23012900047491,48.470856655918055,48.40619899590217,75.0
3,11.226909804240687,37.31927532336748,80.85393464994381,64.6836630227753,75.0
4,36.63708531568437,53.45233716767377,60.835298202840704,47.9050287672959,75.0
5,17.849628028222263,45.62056358477773,67.58496694507745,46.158956866686836,75.0
6,13.598467076195611,65.57423772328032,55.94395744444792,40.6871280279702,75.0
7,13.525429652452596,43.93411680036781,61.59087265950656,59.80314287938638,75.0
8,34.76463467083614,46.00484566463288,54.774512732777936,49.355243593975615,75.0
9,40.1585290337675,54.77458316155223,52.29869674172562,32.52115488386143,75.0
10,52.961052576077556,60.261789431708706,33.1690946353804,56.08898219571591,75.0
11,28.798371890110857,44.970358252179416,43.054269175019535,46.30938328945023,75.0
12,55.07807836901393,34.10158786346571,36.69339630048711,49.53859341673989,75.0
13,33.81319751696956,55.46620528498547,42.99643891893027,54.02379406804687,75.0
14,50.102992992997464,57.57997317392373,43.3330254139751,56.63950672819301,75.0
15,36.738821591066966,43.63960232298281,49.97306944789518,49.38561633144542,75.0
16,34.2597261930973,62.35109798521132,38.25229885051596,36.04531939985044,75.0
17,48.55661218053384,41.18353066248337,43.27081083101979,45.15057768827883,75.0
18,22.832220135694545,43.13556566987903,69.88394296555944,39.264291261456314,75.0
19,40.40279874043367,49.23864985458233,66.77038133737572,52.79568349289877,75.0
20,43.561481126391,37.022831467855234,48.75410736853394,48.281330284008014,75.0
21,11.931517884485807,67.75581124483024,67.22312579850718,49.60339432385708,75.0
22,25.262368778258374,48.93587921237144,51.534495999839386,45.85127967263144,75.0
23,39.09623972387307,61.075946994011936,49.227940297852435,39.89315905620615,75.0
24,26.441253713172934,36.25721312323751,39.94459569346752,47.021130078006124,75.0
25,19.434201746036756,53.152759633381784,79.22478731905798,47.55716864443234,75.0
26,45.22666371624257,30.65102216448077,55.84634136310696,49.79689914322763,75.0
27,23.99249339051822,49.470712336239146,56.008229490533004,34.1105805814118,75.0
28,22.692021561853203,39.845015334909945,58.36761344835475,66.43789131127602,75.0
29,43.207318376344666,41.55300683855337,63.02309872616617,58.07119333633283,75.0
30,26.999902987100388,43.85622034456759,58.26455879727713,48.343872888907825,75.0
31,23.979710029875182,39.18524898224291,58.52645302220583,55.61890667255947,75.0
32,42.41274484618515,53.343878922973104,57.580536770892024,60.97205248533454,75.0
33,23.58642314331894,29.94561075985625,72.17152753797694,53.97514713918297,75.0
34,22.644680708850647,37.613154342950146,63.50331593642504,45.03003633134773,75.0
35,14.41694617947517,50.89638817759024,58.14061414618529,49.070870113016426,75.0
36,38.11666929646681,49.22754803075599,54.121425717315965,45.68459882762726,75.0
37,38.04655657328745,50.857685207475306,46.99844572959802,52.42177181670316,75.0
38,37.17436754984437,39.26036045145929,51.61709984046894,50.39483179257738,75.0
39,39.488347729329746,36.606765088244586,61.38480104394849,42.26203316043771,75.0
40,39.474982245846384,55.08397089637485,42.895302080430014,50.33717803943263,75.0
41,25.782577833068732,49.43303712712319,49.06240875684378,39.83626796279724,75.0
42,28.51922442104342,63.21318840150378,67.08114687211577,66.420732485971,75.0
43,16.791796180710474,24.907403101405546,69.15439933302389,47.15977613624859,75.0
44,46.785571642512785,59.95916981496932,62.57483896637913,53.46841673208553,75.0
45,41.71185912107633,53.902019320360765,30.074254226868913,53.23515652358091,75.0
46,22.50646167893406,67.99255440679369,47.02079656909309,44.00716536233367,75.0
47,43.26117308393955,48.14054881111062,39.777723109417046,44.13735081957006,75.0
48,33.635328303613164,26.837277887887858,45.747814072682324,30.068600143860042,75.0
49,22.213891306578383,36.935803335172956,43.64480977904811,57.82556914069637,75.0
50,37.67219164323125,52.22868492925044,47.22055854017016,56.166632938955246,75.0
51,21.908679744223605,73.58171459309155,58.87790886715321,47.979578954211675,75.0
52,21.059997527265278,28.312166898784202,76.91144932503151,36.676909593828775,75.0
53,23.30023753944711,81.4231380316975,65.32593561183555,46.31223011156689,75.0
54,44.32997986718267,49.796809121266776,43.78550884073237,76.60544350501826,75.0
55,39.32621192991215,50.54244627793052,47.389902216945856,52.837017754892386,75.0
56,42.18636132619233,55.89757995738602,52.67695122432187,59.75522626873028,75.0
57,22.158249054922162,57.20184703595346,70.22132940987555,55.817500579178045,75.0
58,28.221271826197537,54.443197955219745,59.58625849121741,62.31879853890148,75.0
59,27.903684012696772,46.85461120863193,52.03076793749597,57.17720488252415,75.0
60,34.773320607242354,43.84944825294904,56.65904571800875,53.02458509591762,75.0
61,55.53540819608324,31.74272981205336,51.594592924314625,50.44250291342966,75.0
62,47.61941704763126,54.13023142994316,54.83052360897689,41.956541700968685,75.0
63,39.14330694755266,57.98231237437122,52.873500940084604,43.595320164410765,75.0
64,48.143318847028794,51.702042462109866,52.110047978585094,39.77645781371389,75.0
65,25.847118758348582,62.58761034361859,64.709373467989,49.72730438310063,75.0
66,59.88982244050485,57.91922572963748,58.13268328998351,41.30845316315997,75.0
67,12.889672850783558,45.208633729911064,76.84753293019486,62.46818818415509,75.0
68,41.11594602165679,51.0019525074598,63.1944970681731,44.939771806584616,75.0
69,32.5167553377153,61.303191343909425,50.98383241415552,59.589283534369734,75.0
70,24.40227684264735,37.499695895753874,67.9237026375318,40.0748373391664,75.0
71,22.885084241330286,60.937903579318956,56.967759014324784,67.75928879645188,75.0
72,42.69115840282476,54.67832217742223,59.53732214939159,61.231387407263256,75.0
73,23.20185411604728,58.56950201720632,57.68576916724802,45.4719206167414,75.0
74,50.92014187465013,34.5541185202951,44.18612156483263,63.09808053748145,75.0
75,58.267428820835256,35.3237448456473,45.27084896789991,47.88959301089852,75.0
76,20.413223393336963,54.2440440542597,43.53967276945805,47.0296163950897,75.0
77,49.147420404562666,60.188436722719565,50.75836088899292,49.77244368516204,75.0
78,52.16343731296771,57.03445045431121,44.812729332496325,38.22824498962029,75.0
79,20.471585312306043,39.14068556857356,68.54788258043884,57.06611321951456,75.0
80,27.075561285142165,20.945911746380773,57.98409518549613,44.270717664367034,75.0
81,43.06719797880101,44.351202630470766,78.15517108154155,48.510669906422336,75.0
82,15.555352313909612,46.98471240611619,51.507729391144174,50.837471677529614,75.0
83,43.22517318214957,40.39935103785689,40.650786161916166,49.4351182495031,75.0
84,15.978838257157745,41.35225021999933,57.67535542343294,56.13976571028376,75.0
85,34.63398636514384,35.75097063892727,39.81062803712193,48.74917161339071,75.0
86,39.7919014288091,79.58180381972473,54.234483162105406,58.470719010904865,75.0
87,28.488669013595576,49.978879406096354,59.89948673853979,52.0893185722033,75.0
88,31.472540981884038,50.92447759634155,55.62738467452982,46.12509442034883,75.0
89,29.268798003956256,62.436682160763034,67.40198385106875,50.9822715860362,75.0
90,51.04628999982802,63.520979230358,55.38176195574805,40.40305568811348,75.0
91,37.03063246759413,65.96300903590485,63.5105886920583,39.34544886897049,75.0
