unit_id,JobThroughput,RackInletTemp,GpuTemp,CpuClock,do_cooling_setpoint_controller
0,25.427402389676182,47.02811449821783,64.40288984764707,57.760127096536124,66.25
1,32.6089379321478,50.44736901532999,54.618309045910024,61.89052543302015,66.25
2,31.564988466341713,54.32236088537111,43.271744846517365,45.90164571086095,66.25
3,22.498504424630255,48.33518134056914,38.556032363813145,55.81111284921878,66.25
4,13.76203581494066,72.81369141915293,45.535571253436956,51.55136325653181,66.25
5,4.07841661783389,74.8016295123794,65.84759423431294,46.121059330384234,66.25
6,32.079997684085676,56.401197878799046,53.969111994027216,53.54864279957379,66.25
7,35.740604044618465,54.42966429154237,49.56178402560678,54.866615334762805,66.25
8,16.669762729763413,58.58724716171811,71.61689832241633,36.15088173069013,66.25
9,50.667787033253546,43.734551303728,52.14942913256949,52.37878100682664,66.25
10,6.417930797075146,51.779077721968925,49.63044730551202,73.77828200063647,66.25
11,48.126104179851424,41.2660692837419,53.419959147119286,62.455724218537156,66.25
12,17.310704942136535,58.97541816939441,45.97297207147731,53.66621486941728,66.25
13,18.549969633800032,44.357976955168326,56.16226455043703,54.72206870451785,66.25
14,16.29092961737066,59.28409156190527,65.91520919399022,52.67953375033388,66.25
15,21.13742412085758,55.5233853566858,48.29550512758099,50.6523705696859,66.25
16,31.408953004801027,51.3667808095913,33.95566300845127,42.592236275777275,66.25
17,7.593182404278665,62.54128049416877,36.05834902675334,42.33389570648642,66.25
18,13.517834738491132,63.66267283610058,29.14224511517807,42.002189848082075,66.25
19,31.849596360962924,56.92043243898235,45.02438121177427,53.35441191222748,66.25
20,32.1997710152199,54.93563420125382,34.94852814567711,45.016390742332845,66.25
21,41.20472434359512,59.75334376094571,41.42980695412963,44.960286891280155,66.25
22,69.29828647455669,29.720556388313266,37.6676912832152,47.07173037625192,66.25
23,-0.9187083108875669,58.1987697110747,51.89996260569835,53.28019989631011,66.25
24,18.16024811335308,67.99492614967014,52.97716512066054,57.86160651803387,66.25
25,11.387833667879505,65.69259321427967,52.259611336570025,49.7554360600734,66.25
26,11.199349119546657,67.19637048268105,59.126062455971294,63.680638901075206,66.25
27,35.04935480919323,33.39697458844969,48.23975953510517,54.748015570602846,66.25
28,15.596442396182372,67.86689783566698,78.64243872343954,48.7746240548225,66.25
29,16.124595592008248,60.81993106083768,45.321804359797994,40.97499582050974,66.25
30,54.502561941156394,52.8152115550453,46.461680747931965,36.54140299470625,66.25
31,40.73458001225733,60.542658074211445,51.94881909343313,37.9113967479756,66.25
32,9.895401418962841,71.85974801776413,43.96235777580147,54.37952679473477,66.25
33,24.88538832542491,60.41920095185422,36.535439324890945,40.53871877198162,66.25
34,56.10583837392643,54.99864083223664,60.42512143710785,58.91530534764805,66.25
35,53.02094359024204,60.37297167294847,50.24560993727886,58.54368340576594,66.25
36,28.001585209809022,44.606686381969304,47.24185102656772,44.57854954103266,66.25
