unit_id,JobThroughput,GpuTemp,RackInletTemp,CpuClock,do_cooling_setpoint_controller
0,40.142059666787254,50.23540761275187,48.948338344457845,46.947273391323115,75.0
1,38.1513768105377,64.54139310458163,51.45414192650351,55.64901442451888,75.0
2,34.36343664519818,74.58414451528401,55.885000347795355,42.4454766133612,75.0
3,45.62796845149941,21.99069764246032,48.00749108696758,30.958108901338246,75.0
4,32.970060193463944,43.12759084736628,63.47416050929114,49.38550651213154,75.0
5,34.79605812962458,56.113160789517316,42.61291492778741,54.94457473841082,75.0
6,44.065592314615614,42.76333734384217,77.6142468177284,50.227390400698376,75.0
7,41.45048342909908,72.62422295356528,66.94892640622156,63.22737490084028,75.0
8,26.725559443251925,61.18867737066323,64.37961110908522,49.804064136408144,75.0
9,27.02586705167068,44.05599901536415,37.18946251776311,54.75989244731943,75.0
10,34.11572017285217,41.95419534823743,51.93260108870682,62.20892533712725,75.0
11,19.16815665151028,33.525675044926544,65.08836255541976,51.396453916654316,75.0
12,42.171287874560264,76.70004569656138,71.5378346354014,41.878753642191356,75.0
13,16.00499784293389,63.65024144118694,46.05924894449769,45.46292661816165,75.0
14,24.128275804214223,54.35277612807374,53.56561956639153,55.62166735089591,75.0
15,18.865973662711358,50.43838599689171,46.963009222294865,51.210571573717,75.0
16,36.62271438798865,72.72245278132202,58.866028356570105,53.30807519442341,75.0
17,38.72783590316874,24.480256526817435,36.32614317793016,52.84330346371534,75.0
18,21.6867302690813,48.40436740771948,60.69872163470272,52.73535734796822,75.0
19,58.234829841021764,42.85599665073524,43.62324951517864,59.05431530419022,75.0
20,44.76933634149833,39.677785607659494,45.776133224526575,65.40003889775747,75.0
21,20.232843460694163,51.56480762371711,62.454103151596115,38.005440507430976,75.0
22,21.286428156565787,32.098327510394476,49.52615103828174,51.661078891603985,75.0
23,34.37581442795813,64.3947380781381,60.45332032844476,50.85674005093396,75.0
24,60.65068697886157,63.0683835657696,37.00540126416954,40.45846002822056,75.0
25,32.26321488504513,44.58441572277657,62.20494787641551,53.57098805471163,75.0
26,27.446002303610094,25.721070533133798,72.38684457815182,38.317010061523916,75.0
27,30.436436017278105,67.9014637715263,55.11547873043085,48.9008708521843,75.0
28,49.64071157871007,64.2441811078996,54.074156820638336,54.85321125235754,75.0
29,19.13217654443046,40.954732089000096,55.065955311818676,43.72208276856683,75.0
30,65.4159193510113,64.54279589301595,34.50857902321086,69.68587604174648,75.0
31,46.86179434651755,53.55140597188647,37.9575901664858,39.13954631563806,75.0
32,25.566475339051713,40.357273319074764,78.11557572102518,30.91913971918942,75.0
33,38.18913109506066,42.091120606841706,39.05703622055442,67.79198076020039,75.0
34,38.41815123524229,59.25199056997249,65.67831492548376,38.691230755784716,75.0
35,16.627908484065077,28.340584636500537,64.74564047938516,70.32828626425491,75.0
36,41.038703524003594,44.88483112329294,48.01506791222142,47.04953357980451,75.0
37,36.04960606709587,52.502306080815785,58.08092253680816,53.036627044078614,75.0
38,16.956415697540375,57.9079332080574,60.8933843854797,47.95496171394304,75.0
39,59.37543479187814,45.2144234194226,41.79715185228185,57.61891933181301,75.0
40,23.70345996067218,36.30252035192606,72.7462037464181,51.040913392677595,75.0
41,18.27813670369108,56.839607401365,61.341101644181876,50.457356138002154,75.0
42,33.97263230866289,38.167978436780125,32.45197988134485,44.6875121241463,75.0
43,28.741950837174947,50.58153387796466,65.3170493537777,36.98734092117795,75.0
44,42.25656360793091,38.38596868129615,54.75809419989744,35.036387210073265,75.0
45,26.757859648193488,45.10939589244069,63.54530879631493,61.45986291810968,75.0
46,23.081261114213305,50.37285381153778,55.65592725236651,52.88061507629611,75.0
47,18.185141622981902,50.6606981695002,50.82412357725368,26.812024857809693,75.0
48,13.503392567963168,50.037180852078336,67.83475811467233,47.20623404251441,75.0
