unit_id,JobThroughput,GpuTemp,RackInletTemp,CpuClock,do_cooling_setpoint_controller
0,48.694381556906556,51.491183328828235,50.582764244651386,55.077280924292,75.0
1,32.702843561244364,50.241728777840294,55.30814218519239,59.69094216539737,75.0
2,17.265874083618456,48.22489850642405,76.4413009424486,47.54145835408982,75.0
3,42.461213820879735,46.459051199059665,24.58013101502636,45.45923973240332,75.0
4,35.97585407768142,46.095719914077186,32.58429948392691,38.137361565929595,75.0
5,28.407229730525305,54.335915712066,63.588965033588394,52.369246974435455,75.0
6,61.42499578981631,33.29184877432204,38.5424536151634,61.512516859217506,75.0
7,34.50071944229422,45.04145494632784,55.43013175165851,57.547386911783065,75.0
8,29.721935587778262,35.165019995501396,72.72668411023126,50.626536649135474,75.0
9,36.38438121775372,30.476601487458286,46.74726448453077,63.38418513948458,75.0
10,16.723153853290206,45.95754370158237,83.94415447796628,44.08107095222332,75.0
11,31.29650003528542,56.11010976213544,40.48755897921551,41.19528425718867,75.0
12,65.11580623704481,64.57840435130056,59.97455757248946,59.23963406960369,75.0
13,26.57705534503614,53.84962601598244,42.76734217340365,65.04352744642651,75.0
14,38.980493145101306,42.98423177415375,52.815581699186374,48.06208597810382,75.0
15,34.764278872265216,28.650930196240633,47.257452147525235,44.03056660559787,75.0
16,23.97666450132938,62.328897555700635,67.74168645408423,55.7515527742401,75.0
17,50.61429934730129,55.608624023029094,33.372497734158124,65.64821428034053,75.0
18,36.35918976287439,41.92182510656688,48.37356912799868,52.65354480651014,75.0
19,37.28101459039918,67.32318414153224,48.79778972017645,39.81897782692584,75.0
20,29.18970315658017,60.50234900404508,60.1931330958896,52.54440329997519,75.0
21,37.14362463377522,66.8195401378053,42.59051641051613,51.58654765210768,75.0
22,37.56921489571288,62.73034403532114,55.82789377164315,52.760983537906746,75.0
23,45.314838725778095,65.33956554537062,49.57895261396359,52.52907092590687,75.0
24,10.751697158073707,51.424514724797596,67.74522713314371,50.31027946894194,75.0
25,31.155006208885464,48.90250436276197,50.63809444556122,77.6730608461285,75.0
26,38.88702042465121,50.22387191434286,72.94461192167907,48.03572229354381,75.0
27,32.86606502291284,55.16775903858097,53.136654285398706,54.327949210592315,75.0
28,58.069972952865484,40.00383796797607,56.35286405094135,37.5170828593407,75.0
29,14.16063201744413,17.00683925873496,78.11514096246316,38.53645402290939,75.0
30,24.333769031052285,47.43621047477479,67.40787494225182,50.89503368183507,75.0
31,38.814600026405266,53.4884908399583,67.07883605966177,49.52296800517447,75.0
32,47.27577721606112,74.69565802505305,51.53709890268912,53.802658659843814,75.0
33,46.443868286844214,40.44314345476786,52.61709590938323,43.845715825844806,75.0
34,60.07595183717578,56.77855617037028,44.77716788846732,41.67730623056617,75.0
35,36.25620762980497,50.02188287052214,49.71414126615362,58.57690632062058,75.0
36,40.272796092502176,72.97339611627129,50.59567220669759,52.68855344629348,75.0
37,34.45545136385368,57.34742689867925,35.58293935778202,47.55516126752778,75.0
38,30.881921226748915,71.06396410169374,54.74701728389591,55.309899006554055,75.0
39,34.074655209371755,62.482373368937324,44.54236920083066,54.208367271546805,75.0
40,27.4394721290994,40.74938626033143,51.38877832100089,42.33382375214617,75.0
41,40.757043306837545,46.54705044088434,56.14786829857779,38.71576141897768,75.0
42,26.079509260946082,37.166060341519966,59.44127781812748,56.08839819407469,75.0
43,32.439010453944974,65.38822546863055,58.98567515283846,58.51567167944845,75.0
44,31.167590424626304,47.28919442971961,47.22940334551241,66.67861085512938,75.0
45,41.24529176488362,36.124878081438816,57.010396397327774,41.67427049248324,75.0
46,34.73981798708407,52.48769795925557,40.75520817474358,45.88469186447972,75.0
47,52.93295238356144,25.70731795073574,30.412755474341946,64.0327354044761,75.0
48,29.577111322912753,56.927540478320466,46.6059824648803,58.015790897023564,75.0
49,42.18466814337621,50.30795876119498,39.92025759717586,60.0727141648228,75.0
50,31.918394528749705,39.52204842363138,54.34034080675774,57.20285581111474,75.0
51,34.81337267599493,48.779988936077814,48.28613585140702,54.99667025810423,75.0
52,52.02950931304466,16.829452256937387,44.960479979741976,54.80177624080517,75.0
53,21.080617183240587,43.48163452544413,56.50383384177798,40.41893141667171,75.0
54,24.009078693211336,33.05406751361466,64.57676732107906,29.54383443479299,75.0
55,23.620302401551836,66.53619102853682,37.09127837590938,35.21771660714395,75.0
56,19.758438004181357,41.95857934652262,58.007622980666895,61.999485434351755,75.0
57,47.578827593945874,56.92830500629938,49.16591391015647,50.80655635739534,75.0
58,65.25359299326938,67.99254029954974,50.62247209079779,47.92385543450809,75.0
59,26.33130068512759,52.21724969550925,67.2936723481357,38.738101901095696,75.0
60,24.834546384036422,42.17766565583675,62.84462206861594,35.366138929197966,75.0
61,16.544360672399005,54.81159194960422,59.35450082609647,50.93550258726102,75.0
62,52.04297575649821,55.34898491657272,32.53174011046281,46.8782227167615,75.0
63,36.15189003847847,35.43455740387457,45.07524976938087,52.42609856146219,75.0
64,31.349868133388558,28.025839166909925,57.02478765370947,39.01343033183769,75.0
65,30.487676125465622,60.41057431855677,56.86655463144503,56.581352213677306,75.0
66,19.36865784997925,52.803607774019326,44.62051716029322,50.47985885315647,75.0
67,31.635323574669787,43.978959860159975,48.079975881016864,45.31097421026565,75.0
68,36.48276544415698,68.18580063237088,51.68557328746194,57.86634727026067,75.0
69,42.5274569266379,38.697031935795756,59.12217249096321,58.99200647933568,75.0
70,33.15502184052065,47.40853803399787,59.897464584477525,49.63664176690802,75.0
71,23.09627198950273,62.654948541578555,67.67369873891425,47.82892580005132,75.0
72,41.74775387892771,60.115313655605675,48.113743952638906,41.87821513496916,75.0
73,25.892704764122616,39.880806404377175,55.54032837390993,36.318484355247435,75.0
74,28.108834436824292,84.04494138457078,44.4144131814665,47.06039850189175,75.0
75,33.484768911693514,48.47813488811001,40.726576917099294,52.04537692540578,75.0
76,37.02088918816268,25.603623792186212,48.45156935618674,41.42555122143217,75.0
77,34.26584831266086,58.16258726578854,51.24316539011899,46.79820827964049,75.0
78,41.05790828094956,57.11358386422225,41.50911698433388,64.31196250728618,75.0
79,24.021515453058647,53.483371538611536,61.61879767723023,54.47924676413312,75.0
80,49.14738131823988,31.6247595988672,51.20381350745227,50.605831601638464,75.0
81,40.211332076535705,68.20542519711547,45.76607917716304,57.99534642993231,75.0
82,28.690349810924992,72.82258044150443,50.893668782404504,56.652337086564934,75.0
