unit_id,PduLoad,JobThroughput
0,60.68955208029467,26.313240759543
1,66.2355269241232,21.831341817655176
2,101.31955721342648,26.36322008959707
3,83.11336146709856,20.209287303276096
4,71.56179852894732,29.241717612831845
5,79.47666478102822,25.091069719758863
6,79.72223222146684,18.278419797200705
7,56.65154497124898,20.69979628836949
8,63.97801688434398,24.72473676047972
9,84.176978459031,24.036111376717567
10,57.93287451769474,19.866125104758005
11,106.56705896927551,25.79647349731495
12,88.96511511950101,29.06672299178949
13,61.194923759279305,15.407073328363506
14,73.66667873016067,19.560842795768192
15,66.75669029543839,19.053843668059802
16,69.39965741442197,22.885497006085945
17,39.206164736560076,18.442540588754632
18,80.86626295488507,26.527365507952066
19,62.28123362847316,20.806379881601604
20,89.8596641740686,28.417183998296387
21,67.56466927087104,23.449913618042803
22,77.36976029145742,23.40838901043341
23,69.14433867376258,20.71824025751297
24,67.46996465592318,25.407943708945837
25,91.73433783380364,24.59395140721461
26,71.0285478165094,24.182191065158165
27,78.44223259839607,25.632829141719903
28,73.96426739511469,24.987002699941332
29,84.12145841620615,28.20263973068782
30,67.10571807006755,23.972802553570173
31,84.75941301310368,23.49515675372509
32,82.42456715217348,26.03313123156714
33,60.43493415375595,22.32353065629239
34,70.08779494420254,23.025349563638557
35,81.58486386886831,16.877615516416693
36,86.27315761646359,23.72205336529214
37,63.29547589137771,19.03181008807345
38,89.69627468931256,28.44493334025615
39,61.59375226264363,22.88701178677471
40,76.03098179066129,21.454736401746512
41,78.53927173820739,28.819607246789374
42,84.78665585303375,23.248639221109542
43,47.7513841646754,17.460010737590373
44,81.15899367408139,21.04361755201766
45,72.03896932057084,20.80085229649843
46,62.86006109083274,29.964452771967718
47,78.87552329689359,30.91832191942186
48,84.71921465889541,24.88869708961279
49,59.56271084812453,20.692860907306727
50,86.92856029263446,23.8392730758626
51,82.24912573721858,26.044504993591897
52,89.41012730623069,26.846687015657842
53,58.705549794864595,20.02214806487547
54,71.84549937323322,19.38716664313173
55,72.12523423659843,25.632062721096318
56,66.66065833321296,25.465566261936537
57,94.01499441082912,25.59369614336231
58,74.80511351495464,20.690535521606677
59,62.09520551049736,21.23255402802386
60,95.53071739364104,27.068927715353475
61,73.51394748014664,21.95127363131235
62,78.95571436290473,19.132271283672527
63,87.70986464801912,20.434134021455314
64,73.03015257864188,23.68757866601934
65,81.5946541357063,26.320545814766476
66,86.5905830857422,22.387310466996322
67,80.50865319331857,28.47035645938617
68,55.276797628453565,15.880381889487255
