unit_id,DiskIoWait,CoolingAggressiveness,CpuClock
0,79.01658939822522,33.96608366250021,33.53594489286767
1,60.81670607956487,56.150315103425726,61.50521292690097
2,47.29182463016803,41.59646945327363,54.63385710816996
3,29.584100930584757,41.66767807376344,53.73759594668991
4,52.51541195618291,68.00824628521649,53.27993111156777
5,68.85757582494918,42.16635334696606,44.10123009047173
6,23.789600897510603,44.23384214621049,47.15766998093213
7,54.02567349639724,52.46919437510472,37.48312755215622
8,62.33487348160684,61.33759511937973,70.69196529456403
9,66.6151311932435,45.79201895589773,51.381260609310075
10,52.30592931740087,35.41909248604903,60.09905826090369
11,63.6683928290014,36.333843175017954,51.34557165826703
12,65.14557426989724,50.25148099567766,59.60713945031608
13,44.91722605911192,44.93110993073307,52.76672040823062
14,34.88541247174822,41.94223213585039,40.93602462439671
15,26.60353939977668,25.638038333980663,38.1052384165063
16,60.85174672437649,43.74064471680603,31.680986314861574
17,41.645198300089596,56.78421886191842,45.51489403658633
18,47.2056531091869,15.191231453490364,53.19100763862937
19,56.717710376916244,51.333242036309755,45.22326903399634
20,70.46456841142384,31.34994935327597,62.9805426633341
21,42.73770095266058,53.8561395053585,50.75554221226865
22,38.057607653605906,26.76985944844742,46.04404322948193
23,65.51742924076007,36.312655986670116,47.200579333974055
24,66.32112385818868,59.23041391330578,48.49366091434139
25,48.307502783476785,35.17661028784785,53.56226701133252
26,42.08212236923047,34.16032065273405,49.76692362286063
27,47.43867831175847,39.14881201093624,75.04357290785296
28,45.37247183630017,40.57662494427856,33.13209459911692
29,52.34001694944465,37.952841953011074,56.825313158181096
30,45.10436161591856,21.366786730907723,52.96552816127402
31,58.52073486875065,57.07099898343959,55.04175196995623
32,54.859443699821036,32.22142444832298,54.52144119418593
33,48.501533162174226,35.65451240338342,41.45855477499826
34,39.11516246920157,42.84025347529006,42.56447581655268
35,51.17247684405978,40.297572161367064,47.22841620405652
36,45.31626150423042,39.3722936382007,57.38147713294957
37,56.54713517390604,54.551276389916396,49.90583356473136
38,56.974707597682865,56.55667936020164,34.343579807775534
39,54.20132549835631,35.02235406786167,45.5789826055948
40,71.83210076159654,59.562605139638016,54.69659529460164
41,30.550396909969653,13.208451904588637,45.175843235271024
42,48.83400910979305,27.644849675481012,42.48896206013669
43,59.77387365019929,45.479847100185104,47.27351190613209
44,53.96223131651133,34.78705079031669,57.03453619880814
45,44.46646878855512,22.28271220654424,50.37363751335307
46,53.0272129723749,52.91669663729009,59.90312622038658
47,73.16272816184582,24.609326952525066,50.02053720228804
48,61.80036151509924,41.165375514208435,22.444897404517267
49,37.32962298653975,23.87080301060435,60.74794329629678
50,35.45952484511265,46.32397897001646,34.57144984192978
51,42.737475289733595,47.610232458936636,30.106486231202183
52,53.57628212034888,30.48085269582869,55.35529306766419
53,51.29045051960909,18.15722566994934,48.08660868147846
54,51.35769812498892,27.666614713887057,38.30027302029339
55,65.4225272194197,43.56205752049908,59.41313768574583
56,51.40031319307481,31.33028929755585,51.87053419882224
57,25.956166569684708,47.807325242142134,71.10404612525979
58,57.46795251986128,54.89432106741285,35.13148721150598
59,46.4649203474917,36.33906858030622,33.10707338372832
60,50.058342617780106,55.76337358091299,60.5799382383008
61,37.15645584949226,38.925472597518805,42.52301119952336
62,24.06994964555581,45.76137063192343,59.836239121270516
63,25.625057810412372,30.003940995062603,48.41039169718317
64,66.06739468102938,40.38757640655376,68.90659098752131
65,61.21904279615578,27.82796306856287,47.82614138538187
66,48.376107965900516,36.9244391569086,74.00608916059623
67,77.37365684234558,43.58020935301248,49.92856921824245
68,41.52102992904943,28.9045571597076,39.473310227835896
69,34.18640271403324,50.97642244228721,27.14588773233873
70,44.60433317812163,29.958950465627748,63.103262722523226
71,49.16901548009518,49.658477306244095,54.695587124363165
72,45.17430513954596,47.46894930051232,30.637374616155135
73,26.11328799179785,55.22463348759839,85.52594605644013
74,30.691544909466007,52.98624013124348,31.425821683883346
75,55.19481220041251,51.26308946859907,44.15994720202731
76,47.643982384308146,22.852396292326425,60.029197343545064
77,31.494353974208515,37.42590691745379,37.46483727005152
78,44.41370514993367,32.907286788155986,48.10280249173254
79,46.70124337471348,38.14364480321477,72.82107751660041
80,39.442648995959,51.07780717921179,48.31349116219929
81,53.93500224383689,45.491585089715876,57.19673810806834
82,51.71520686129003,28.781874939469823,23.8295278994862
83,50.45601701735678,26.569014615221793,52.6926799282587
84,59.692586980454365,32.48011811048458,32.67672653882354
85,43.08328278891329,49.865274932858654,48.5461331363992
86,42.342127477307876,35.67814964997695,52.06003722129587
87,56.766905368776854,17.530924489398956,32.00928820167451
