unit_id,DiskIoWait,JobThroughput
0,32.80864750997684,14.587179180879476
1,48.5021097553015,22.615184570642246
2,52.20506949209032,19.951653175758544
3,63.81945190670954,20.489048095874104
4,36.01480087631557,22.12392204755659
5,53.554120957740594,25.629319764543744
6,44.927035492128304,21.741776190424456
7,50.68665863107953,24.490423711121487
8,57.41512526941323,21.954933346706884
9,48.51150441983392,26.179211465403935
10,53.667290967095184,24.065472553632063
11,47.29881529446193,18.64663019866117
12,29.530347718407057,26.074918003346117
13,48.157224541229965,21.767909811516585
14,64.46928449483362,22.29227007179057
15,62.33156727145142,19.5518976671949
16,39.51505982769081,21.68696763516412
17,40.529853226800135,19.13786195681771
18,44.31749134229892,26.56501764823586
19,34.53149144363522,17.156854642922244
20,51.01339137713948,22.66383726055997
21,67.8231333930414,25.02650598803261
22,66.9829379963079,19.81801077285818
23,57.08125302079201,27.58615722045431
24,62.74710440783697,32.433273493154054
25,54.9242141483712,26.68709281371968
26,58.75901737245027,20.587488474277674
27,41.05367536725316,29.336926952884518
28,42.774295421110885,23.10530567650566
29,80.52101260385294,21.876802481516854
30,53.65327828547529,25.344554569906496
31,46.34111912756004,21.763783234523846
32,52.01371253952373,29.959607325973856
33,27.398307733014185,27.637594040558774
34,51.55644302302322,21.63155055236781
35,42.52458222996094,26.53065606574934
36,45.26965977502768,25.14142587418519
37,47.120862690900076,21.956135665915674
38,54.397804086664266,21.067602571896643
39,47.734895520659165,25.77923971839696
40,49.455293859082374,26.556308239338428
41,33.799048780701725,24.31438438861397
42,38.77910624593392,19.74418658872591
43,30.51539375510365,23.217409568268653
44,47.00111313519081,24.484895689465027
45,52.533778759070664,22.38589007997106
46,39.13446145271528,22.766037627083346
47,41.73312630211237,24.12290516991016
48,62.00388994240357,24.84958265057907
49,53.22659242826501,31.329980070469517
50,52.26360200533666,24.214599390512195
51,57.42624788641353,23.752504649659073
52,65.92720107990952,21.889829830622332
53,56.590038245449726,18.415499409464463
54,36.728356780490934,24.651989777419736
55,37.16505528033768,25.99923613756375
56,67.83282025569807,23.891720972046958
57,36.40634534823511,26.69384964082035
58,55.0308488320137,22.29545876583178
59,49.61257681318524,24.22241333879975
60,55.82946300132687,24.260750417298613
61,58.97508404593352,21.477225609772315
62,64.71433415831589,20.175947705417794
63,59.48009151421334,29.5424365969528
64,37.50060820731473,28.69059428095435
65,55.47636896679635,25.04205747929649
66,42.892451409981526,18.876458297840294
67,36.09337061648307,27.207467014104854
68,37.7102828833737,20.898444204691465
69,43.16252117491966,25.098562339489312
70,44.40782808258741,22.16155577152752
71,60.53681055730691,30.75358889876598
72,31.452080580442086,29.407670219684405
73,48.00594546541835,23.291116654964554
74,18.547857331107913,23.673792592502608
75,42.65282214519147,24.339030992626252
76,43.52896341516246,19.74386614711392
77,39.67708297263628,21.891063618556366
78,46.85735518033594,30.11075591341945
79,35.86686460719449,20.60147351422028
80,28.365807465224645,12.882450356855864
81,38.11607116740877,21.314959519965296
82,29.44121432721157,25.98515571610474
83,52.633803488893854,23.24860189342283
84,69.21192118464626,23.06960023083419
85,42.17730042041953,25.149872800893633
86,46.39507822546924,21.487358344926754
87,58.75125288224044,24.800637569453837
88,51.78445211944389,25.356072257479706
89,41.17738438460647,21.63616692473519
90,34.1049129601411,21.507518062308016
91,34.01133188091015,23.546660763339418
92,42.78814182807131,21.16367477697146
93,48.39431253067277,20.091118302042837
94,65.11916644548832,24.31598792597229
95,58.63952842954092,29.800898787239355
96,35.34289869922817,25.02763055691404
97,33.93098811796995,20.991168777497776
98,43.888565977861326,22.339676549759055
99,52.63294993665793,25.36394491690875
100,52.66364459302011,24.584147479825916
101,54.50605265779484,21.827906404197467
102,56.84995728347572,23.279325658593002
103,46.66490139152124,25.23637279521384
104,37.778014264117246,22.916795563359067
105,49.275060122703714,28.758771412002645
106,38.94151273780278,23.433674443144834
107,57.51535401871233,26.31105461455553
108,50.16750218449461,22.041754217681763
109,55.615317527372426,18.99805153294352
110,56.060708576855056,20.400435295269272
111,40.488858404472985,22.614729584350705
112,52.067766369467535,24.052155704588348
113,62.79672032517307,27.334367587823643
114,38.46119028850679,21.238336702859208
115,56.7174500884133,20.264864681580367
116,46.998716058851414,25.79403273225181
117,53.20215293781642,22.189680105584824
118,77.87887766572166,22.276686680538308
119,32.188537895614296,20.57490999905798
120,47.423625023694534,26.810989859382026
121,58.6694896353505,26.114788908382113
122,58.64963149612387,26.660431529641066
123,57.23273072979361,23.501698305132535
124,43.298757240177466,18.461075860383378
125,52.04306766109676,24.720179146639403
126,57.71011716020418,25.350870745525103
127,72.70463873119952,22.39515160555311
128,34.63869998369958,27.16362180337844
129,34.634055338396706,31.05338604164693
130,53.80713303644904,31.214510672834333
131,48.58754146512329,21.299824831671838
132,35.79526522810968,25.336048163304977
133,47.18391181592153,24.660699670223206
134,66.27685781583838,24.983502609774533
135,73.00789432068868,28.731993500298085
136,66.57307384648792,24.233085324881117
137,69.97746230435223,22.75588825368489
138,68.146132539449,28.23273250967143
139,43.84793516495839,25.130157031403574
140,75.85134778195105,23.117728144963607
141,59.47114119092234,24.84255915011286
142,52.73744216803622,23.86629020959005
143,48.85832801930332,17.021593921005024
144,33.217773241434195,19.251734857877505
145,55.74446091009193,30.285951103570156
146,62.68451172644151,18.97799236379804
147,42.04823531342196,27.64965578109844
148,54.18787688866719,26.953283492204058
149,52.647299528833564,18.544786436143355
150,54.727094381286996,25.434171073610866
151,54.19111618781315,21.29397793853089
152,47.09848573295127,18.160139162558295
153,48.622513264350125,25.056433184868784
154,64.0195510049278,20.736808401807583
155,43.38437470630957,23.387376073486145
156,57.195198498596895,25.373958095083086
157,91.09820739532059,17.491101849538175
158,47.49465848802841,23.69139675831377
159,70.51073672276732,24.448222502589978
160,40.645635165194086,26.944139713744516
161,55.04292804583563,29.20218047042665
162,66.43429362728473,17.16693258701496
163,48.406627753956094,21.70006310038101
164,42.147816089186634,26.600410313877504
165,62.382101898784995,28.537066643951484
