unit_id,ProductTiter,DissolvedOxygen,BrothTurbidity,Temperature
0,6.413722316510238,48.29291694580979,74.38570226695613,38.127496234684635
1,16.42316223105365,63.075484471610935,40.93408583354077,36.4939504648371
2,23.28349601196711,64.61831572510773,46.4305302509136,41.03556474344981
3,28.873834010333034,44.29200210879343,23.214426575089117,30.80529963342093
4,25.4691112864897,79.88612727578169,42.968993774479635,35.163251592812955
5,17.02749372327764,59.651172617943615,56.89659082936308,47.217491601817414
6,9.253314887624121,54.00565484473027,48.34593527840829,30.607728450328892
7,17.219578306047662,68.48733105664553,51.43987658527053,34.900399816083855
8,12.01519137122928,57.84092422277394,60.36427337893044,42.63752847743259
9,13.00812469987986,53.01184447313526,9.990347038101234,36.723157181112725
10,16.204405035139057,47.7659113496226,7.46842132143086,47.32133037692661
11,0.21260566424120286,32.5451056918461,43.71983628176312,40.79668736953303
12,28.653180466390882,59.19318231221989,25.92902835690878,37.37466201468474
13,17.18514417178038,49.72980164971725,34.69204929189626,34.375169899473626
14,0.9835014484229054,37.18611325300665,67.50034293656259,46.47886795765355
15,10.59072042589068,43.826749320106025,71.14025116539821,39.62510525293473
16,16.54403814773245,45.19372890612458,43.59674487158692,34.15396064167992
17,15.64132558117488,54.959480045284984,47.471707839432405,34.53242243083397
18,54.220428500895,53.86397143680383,3.092513040559929,36.38240104269969
19,21.57393213562889,69.36874390657786,67.0639544445985,38.23748175855468
20,21.05753456083522,56.83979180805806,56.81934117089719,36.56192742494776
21,13.479356930486642,65.93129743381377,48.04837523017998,37.29224719199486
22,52.772852804211944,46.467258539863124,20.989151141833666,23.04517115931675
23,8.873023515584531,45.56473813378442,41.70062277680232,37.86794468583828
24,16.93077601517755,54.60906355992216,33.36293300351282,42.53893777489101
25,10.761042110726827,54.56987549159472,39.44141778192671,44.86294235376099
26,33.854423906911165,43.84505769982216,35.15636380329717,34.46120262373164
27,24.315478791443887,62.99109227058036,20.287078739688397,27.52933907624819
28,7.496930201666666,35.16847296111862,62.46479499481147,47.11825780949703
29,26.171254489993856,72.87801803688454,39.442571831589284,40.697977283320775
30,17.529904206228803,62.73975837308829,52.85578799271832,42.61089702158744
31,36.05726173095257,48.19448605733125,22.789744988587046,35.11795422397005
32,9.009694329522908,54.33164908365719,56.373186468384716,25.037135247965733
33,28.817554003143073,56.85835510949718,28.82320476267055,38.878968686894076
34,33.91970490970615,68.72035017721818,20.72320050629008,34.392272164645746
35,26.70943180786203,75.03612708323038,52.18998038140658,50.37777668453572
36,35.47591767932406,61.87032883137475,53.46464486040098,28.95243476914493
37,17.86807568578756,50.91111241409042,52.705701443920994,28.288619382134335
38,14.548351668459444,51.3777612299357,69.70942923312477,36.93254051537221
39,-1.148709005133365,37.656920855261774,71.19157589572507,31.88786524769422
40,6.868596685394948,45.706800184360816,44.788039383470945,31.53869067446595
41,26.96916544680331,38.859840929505204,20.55967010710454,32.08172532614052
42,53.71263889296535,61.56183662648321,23.278412479730477,34.55380537136205
43,25.366320167575193,67.79203775182455,48.4604501338369,26.983878878994155
44,19.75300922070121,63.085940612170184,32.60139026384279,30.910199221580058
45,23.38612898263476,55.470251917889016,4.005880783158155,42.534339060901885
46,21.585654593581456,64.01058039245919,42.74436525199186,35.56226969735316
47,37.973581206029806,54.896315746967836,31.976594368912465,41.09187482908589
