unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_chelator_dosing,do_feed_flow_controller
0,67.9459285372957,0.7376774681224196,70.86959496687474,30.0,1.0
1,61.77889084671205,0.20417548851903966,58.13808864593413,30.0,1.0
2,72.32479807833107,-6.428199634987549,71.06138039576726,30.0,1.0
3,65.34358152923319,-19.082272237244382,54.94458780543747,30.0,1.0
4,64.20700492961912,23.436540978638224,56.800568582233595,30.0,1.0
5,55.59702498480108,18.62367408220803,37.69153898377499,30.0,1.0
6,54.39705458487582,25.22039687577255,39.21294107759828,30.0,1.0
7,57.89777517793315,3.1428286693902145,49.17408404848084,30.0,1.0
8,63.54205454278994,17.497264093571154,52.09451850749885,30.0,1.0
9,60.246382773147744,-3.7897749565712173,51.92781799224429,30.0,1.0
10,56.78413004258228,12.863043120343267,51.75011431522927,30.0,1.0
11,63.890294353497104,4.399938760079178,59.80308944988595,30.0,1.0
12,72.26333157897061,16.193183385314896,71.87842287652231,30.0,1.0
13,58.15635900000688,-13.664329985366706,39.64246190157559,30.0,1.0
14,68.34471343569071,15.533787607662338,55.4672061978033,30.0,1.0
15,75.16831232817103,-18.064165572978894,71.62392756884826,30.0,1.0
16,61.89070342021249,-6.886680493549566,57.53826790064958,30.0,1.0
17,62.37622209318264,5.866955158867765,52.03662497893909,30.0,1.0
18,72.35843628031992,14.335278080548484,63.23423331390033,30.0,1.0
19,68.33481653177515,-5.247803678007131,64.41000703252536,30.0,1.0
20,82.20894270613971,14.358238759927001,68.48335688063258,30.0,1.0
21,56.29300752615071,-12.90228679418708,47.1097809449141,30.0,1.0
22,73.71335528000101,14.971852790044146,77.47037320832813,30.0,1.0
23,59.985956866539745,38.16297578472945,53.57810614601674,30.0,1.0
24,72.87722745859259,-10.641953700308326,82.34489492098896,30.0,1.0
25,69.87063493664651,-22.112526421330802,66.99280504128484,30.0,1.0
26,66.39636882718456,-17.226983128951915,55.535854820052734,30.0,1.0
27,57.930642663889735,15.869224833551307,47.510023980321584,30.0,1.0
28,64.60992920776651,19.581521064994185,56.69663207808414,30.0,1.0
29,61.85651780455386,-1.5272145121141696,48.5726548853128,30.0,1.0
30,59.7891659411232,21.817778415238344,48.53244278705495,30.0,1.0
31,62.417377325894904,-1.5950887175969592,58.755802796965625,30.0,1.0
32,63.403040517819214,-16.207936288063287,51.11441378062786,30.0,1.0
33,66.04586380583423,-1.4812273760998895,39.46427282005808,30.0,1.0
34,70.18232309502184,10.318284921853214,63.098902286230576,30.0,1.0
35,67.85261724011217,9.004468367919946,64.8258357035307,30.0,1.0
36,75.06577101422444,-12.33645211336847,59.878412519978156,30.0,1.0
37,74.08551657443999,-5.783417147791403,79.82865903791136,30.0,1.0
38,63.48774762562343,21.617005800927963,51.57788003490132,30.0,1.0
39,66.98094456178268,-2.084347700811689,46.66380411481094,30.0,1.0
40,62.339284617282956,-4.268366763140318,48.05151183879543,30.0,1.0
41,69.12903175762739,11.693721341328033,78.08088598972064,30.0,1.0
42,56.36152372653031,-14.63450658573471,47.465897991548246,30.0,1.0
43,69.88151524357274,5.286522043812504,58.8050337792268,30.0,1.0
44,71.91642606608247,15.774436793523197,60.02890174421974,30.0,1.0
45,70.29965863193587,2.496398658018685,67.8597521984721,30.0,1.0
46,71.27353916126675,15.161814649817625,63.143004739757764,30.0,1.0
47,62.887129573803136,-20.148566189779466,52.209691033727516,30.0,1.0
48,60.651681815759,-6.018239493118009,46.27139814107407,30.0,1.0
49,58.10700171939357,-10.531341375300793,56.7796347258715,30.0,1.0
50,61.67661126156452,24.7869617709377,53.973843003620935,30.0,1.0
51,49.7593485817568,10.935414261865805,35.33884270202622,30.0,1.0
52,61.27090631785718,8.839792996296115,51.74565816321372,30.0,1.0
53,56.70345008947733,-43.441749244314494,41.08477436855139,30.0,1.0
54,65.36793216310689,-8.21097874934137,62.35066895946281,30.0,1.0
55,62.20596861814293,9.033466890278588,57.123235334721,30.0,1.0
56,61.87885506229602,-1.9888423388738357,56.18976184952186,30.0,1.0
57,58.06348726007384,16.442803175084745,35.89634570321515,30.0,1.0
58,56.9087701654976,26.779555597173484,37.26252386354042,30.0,1.0
59,64.59797039211728,15.975689914180379,56.88464278616944,30.0,1.0
60,70.61296620149207,10.429561592203171,58.49897983259605,30.0,1.0
61,70.2841679469148,15.927680892956364,55.42307220753644,30.0,1.0
62,66.31322835445482,2.767628998067525,51.45949775538216,30.0,1.0
63,67.02108178399762,6.053373945590346,69.02682413997557,30.0,1.0
64,75.16514835563805,-11.94596572068684,70.46802536935334,30.0,1.0
65,71.5827515798046,3.702556405333254,69.43172497808952,30.0,1.0
66,57.11176581867963,-6.000736151426651,46.46583998979803,30.0,1.0
67,59.85972425489468,-22.346128284660622,52.090711949219944,30.0,1.0
68,66.37776691841098,1.3133537281343277,53.29607832003559,30.0,1.0
69,60.64361864796754,-26.833457421256217,49.92090205446802,30.0,1.0
70,64.46763843729953,19.847088389305583,57.35232980990259,30.0,1.0
71,68.80279918884226,27.34892777976431,53.58857935624221,30.0,1.0
72,57.10216001059472,8.880120935809721,42.270834755919246,30.0,1.0
73,50.3068398431109,23.683513964918987,32.19814979866507,30.0,1.0
74,66.00621632537819,4.568112087825478,63.01832175924504,30.0,1.0
75,61.67966047710922,-3.36538579384073,48.86873412969226,30.0,1.0
76,62.06821618184936,22.425959866833267,55.539568623444794,30.0,1.0
77,52.20992356649594,15.665385287829555,35.1703461294441,30.0,1.0
78,75.31835602986328,-18.048239207828402,69.22375945791977,30.0,1.0
