unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,FeedWaterFlowRate,do_chelator_dosing,do_feed_flow_controller
0,65.94522456548368,10.19118850578434,68.33008804532217,0.015094108109199526,30.0,0.0
1,69.45569264057595,-6.885908429318779,58.97288216633362,-0.09401711767920103,30.0,0.0
2,67.11906775474546,-0.42426331078100166,56.746658903046566,-0.7663189046249841,30.0,0.0
3,60.5113296762177,18.49058787606785,55.09363134753137,0.6273537350130169,30.0,0.0
4,62.97326170241735,-12.961420187318494,52.95701463243587,0.9706050376961118,30.0,0.0
5,72.69148331725863,14.96053328344036,62.52353130540447,-1.6214173377250924,30.0,0.0
6,67.83567000177649,17.112401002494646,65.72860029465156,-0.33534021597320285,30.0,0.0
7,46.8894752407131,17.599289053353065,30.766791433800066,0.2506826357377424,30.0,0.0
8,79.77271581324032,-9.149274905875457,80.97940142739284,1.2978343065644993,30.0,0.0
9,66.7880904436357,8.545093421116718,61.24453967155127,-0.27926128587024784,30.0,0.0
10,59.73748233026881,2.9762646770338854,52.86219018278626,0.9487930090518768,30.0,0.0
11,69.43886117044818,-12.83600776983993,60.83688696892885,-0.5901423209912394,30.0,0.0
12,66.303327909166,-13.062315824966504,58.97355009748345,-0.4465254511050531,30.0,0.0
13,73.59433480126435,-13.011326947140034,81.26226241812071,-0.15745510149923345,30.0,0.0
14,78.68767610828796,7.705376153416602,71.93908614812086,-1.3169321023099831,30.0,0.0
15,56.58704378312548,-0.17357503861041756,38.37949658420544,-0.7045819711738965,30.0,0.0
16,56.21617523993304,3.6851629020346977,37.67816467526164,0.0922463611050462,30.0,0.0
17,60.103877045830885,-8.872105355502457,62.319209147118585,0.1634237614135166,30.0,0.0
18,67.32245390917222,27.806759753506064,63.21962441280504,1.4241021951501625,30.0,0.0
19,73.83835205439826,-7.029216723489334,66.9330484199679,0.012183436643670192,30.0,0.0
20,65.14584698837605,-8.986657907480406,56.4591575571082,-0.6639942695802163,30.0,0.0
21,63.272907969296945,-14.208990901316735,55.839744654235226,2.456828974033983,30.0,0.0
22,68.55483399485061,-1.1407971028147177,71.9148095502826,-0.8715829646405968,30.0,0.0
23,60.49824251572047,14.54628854835732,51.769365813175604,0.19506705868310406,30.0,0.0
24,69.79892310602533,12.577745824824419,59.98574825071103,1.253230734018782,30.0,0.0
25,58.04960619893164,-16.018677006694023,37.406465238619866,-0.11939005589333479,30.0,0.0
26,60.35107970585468,-0.16066728049937673,50.010528721726686,0.8057513090570178,30.0,0.0
27,62.04894853723398,-4.511237695740919,47.6829111706824,0.9956605995056373,30.0,0.0
28,67.23390209351008,-12.143626964267845,68.2230318322891,0.48296177256728057,30.0,0.0
29,63.687914434280536,-5.560303922497701,68.47239904426665,0.08687142436238691,30.0,0.0
30,69.37735664873607,-28.59485623724242,65.79302258718754,1.811394290167866,30.0,0.0
31,58.968087476382856,0.2520429486212068,39.945915431430684,-0.3812028240841611,30.0,0.0
32,63.08866712435163,6.632787444596353,52.91004411951922,0.17902724076518678,30.0,0.0
33,64.59784557963113,54.03382812780127,57.39069604272107,-0.1316966398226727,30.0,0.0
34,60.79710425104371,7.6477668609760645,57.298791742952034,1.1344468998459794,30.0,0.0
35,66.06926404840314,19.84676672100999,55.43011053211574,-0.396536003502842,30.0,0.0
36,65.08113810554836,-2.5389533989529838,44.43938816088195,-0.12278506009720092,30.0,0.0
37,55.00667502732122,11.593661097529461,46.85598977773721,-0.5691649719713551,30.0,0.0
38,52.2237923648037,5.218874606305726,38.390086819735615,0.6986614045043897,30.0,0.0
