unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_feed_flow_controller,do_chelator_dosing
0,63.00329209659868,3.1575921705497896,50.99987558366918,0.0,50.0
1,76.76608122254547,24.074052828935567,72.22140811228554,0.0,50.0
2,58.62020890928263,-7.550385319030141,45.93550046693924,0.0,50.0
3,68.50277737844236,11.603749686894169,60.06601527257821,0.0,50.0
4,71.4479708891017,26.302709577444077,67.4777009332068,0.0,50.0
5,54.43435554907976,-3.4586302910136757,49.271503616593634,0.0,50.0
6,60.86867991803807,-7.297163982562029,38.72727058288194,0.0,50.0
7,77.20854465263257,-34.40069764816559,67.71493034577426,0.0,50.0
8,55.264270930916005,-7.918359760949349,39.20251583456445,0.0,50.0
9,73.33431609883505,15.661760681083624,59.22726221318886,0.0,50.0
10,66.26155184678669,20.672459614123305,67.58422326427201,0.0,50.0
11,57.77238802123527,-13.340634882282455,48.64275274122726,0.0,50.0
12,70.02848234985575,6.693439112724633,56.32833856233618,0.0,50.0
13,73.10917753271723,17.32450423853239,71.53707170592158,0.0,50.0
14,72.22610128395296,28.75382972598879,61.88057623888386,0.0,50.0
15,70.12941477330254,19.064944561858056,61.62127882696836,0.0,50.0
16,64.90887339936542,-11.391228160463342,58.40751906889088,0.0,50.0
17,71.52219234233327,-17.441273068359287,65.36294317512147,0.0,50.0
18,62.62100411657658,-9.886007092966125,50.87085922134251,0.0,50.0
19,58.47403953420735,33.93059708842045,57.665248270484305,0.0,50.0
20,63.61076535226226,3.2581893783885283,57.27434082198049,0.0,50.0
21,63.511057262933946,1.5895159079006667,55.48388891482877,0.0,50.0
22,81.95502357339217,27.19474970897238,78.38123949094177,0.0,50.0
23,63.36645246932312,-11.850887358658944,49.990644039104346,0.0,50.0
24,67.20412462061454,28.01985370459406,64.23577639196456,0.0,50.0
25,73.61610963177789,-6.676409637002079,72.30951872714188,0.0,50.0
26,65.27424382246362,7.616953151419539,61.74700229802643,0.0,50.0
27,75.38628754416322,26.371945645990923,80.8277315736676,0.0,50.0
28,64.31865955966535,-18.43254289729616,54.81282054197724,0.0,50.0
29,56.82394478156791,9.956082940019236,42.315592261893485,0.0,50.0
30,57.452453964314536,2.8992538505158314,45.63986902579958,0.0,50.0
31,64.24650858890962,-17.477710452289934,55.94201006983962,0.0,50.0
32,76.3644042679299,-31.571701996425976,83.36215722784337,0.0,50.0
33,62.26110482920631,7.921197415815316,50.745869298064235,0.0,50.0
34,68.09555301760258,4.564841843310571,61.89853485481759,0.0,50.0
35,57.86962211650441,-1.533447303341295,47.79566604663246,0.0,50.0
36,67.18537591102196,8.987153466476641,67.207387377002,0.0,50.0
37,63.65178203537593,15.301821308841575,59.39252996949301,0.0,50.0
38,69.61178064602304,1.1511580638024426,62.2132786811783,0.0,50.0
39,56.80464139135142,-5.787550869203737,47.36885524948069,0.0,50.0
40,55.258713844328,18.55762998382141,42.63495439670855,0.0,50.0
41,67.02423814386152,12.62883800535785,53.923395059367294,0.0,50.0
42,64.24516818035482,-0.676011539492551,44.479179367342994,0.0,50.0
43,74.43073449886803,-1.091009565781798,59.4466923128586,0.0,50.0
44,63.86970762528293,11.414779450303108,55.62912827131153,0.0,50.0
45,63.15012262576276,-11.286871249661335,67.11124385430806,0.0,50.0
46,68.27211053291083,50.901577825805155,59.508882076095475,0.0,50.0
47,65.49381221474935,-6.59046645029727,59.52862901436693,0.0,50.0
48,59.588631097955286,-5.8110010417016005,46.606245386634505,0.0,50.0
49,63.48655847981408,-0.7272146905933887,58.53685720773403,0.0,50.0
50,67.32931297433545,14.261520325515097,61.08299791906318,0.0,50.0
51,57.43089897148253,-14.252782339581996,39.63349469579784,0.0,50.0
52,70.6053202698421,-0.9140585866077764,57.40107338478975,0.0,50.0
53,66.51293394978713,40.212066964937776,74.89174125267014,0.0,50.0
54,59.71306288615476,-24.45218687273981,45.64131687930589,0.0,50.0
55,70.52416827348067,19.803250851982185,68.73444549998212,0.0,50.0
56,64.6487969678544,-17.253195630053074,57.766232077941986,0.0,50.0
57,65.25618317161295,11.234076840957986,55.20951052383635,0.0,50.0
58,69.07108724822386,5.6287089529010705,59.41028253285544,0.0,50.0
59,64.42436568646218,22.614805787831045,67.6111604874801,0.0,50.0
60,61.67353736784521,4.024925202743171,57.86316988475916,0.0,50.0
61,53.68855508258186,-38.26303295025109,39.78490626081362,0.0,50.0
62,77.95695977331599,29.01422113452725,73.48937395647184,0.0,50.0
63,64.37378859612181,9.271161224358263,48.94925317393122,0.0,50.0
64,66.42827992259345,22.05783036771314,52.93494554262234,0.0,50.0
65,61.344460748322916,16.78501383987442,55.6831335918761,0.0,50.0
66,62.63585783640612,10.995606269903263,53.922849030386324,0.0,50.0
67,71.9799926927547,0.24602771650645927,68.5768914376644,0.0,50.0
68,62.97846548225722,-15.640399109328927,55.361534300009765,0.0,50.0
69,70.42066640144438,-29.430627170949894,69.39460241608478,0.0,50.0
70,63.644714209171916,9.539324216114252,52.9238563888154,0.0,50.0
71,64.6523672066437,16.39365297806489,52.203344638257114,0.0,50.0
72,72.76291582800695,-12.492445822551371,71.59575908892715,0.0,50.0
73,67.14668075444003,-4.460994542375086,66.70118879066302,0.0,50.0
74,68.77856356577644,-4.623206884130783,66.02272682087956,0.0,50.0
75,60.71308268273566,4.682669765388751,46.75337244782638,0.0,50.0
76,55.82875614710152,24.22416940738765,42.297575551045945,0.0,50.0
77,55.4904071279846,3.04694140378946,41.19629892847388,0.0,50.0
78,62.04095077027303,2.459159958949125,49.61433000407013,0.0,50.0
79,58.31009714438179,16.490093122392103,53.68065969372296,0.0,50.0
80,61.31485935499223,-12.220792422072805,48.4010626799424,0.0,50.0
81,66.00443274754733,10.845743997754997,41.81268259129714,0.0,50.0
82,70.37959354312488,-18.5310570198923,56.52079367630026,0.0,50.0
83,60.94922607990629,-5.413292902427416,43.60375346811923,0.0,50.0
84,56.40014977197237,-24.742915177772936,33.9851403594609,0.0,50.0
85,67.39025953293888,36.000531518398304,64.47746763549465,0.0,50.0
86,69.7041401903532,-13.794129554346753,57.8405002447754,0.0,50.0
87,56.86254672472659,9.148651784915991,52.208761287910455,0.0,50.0
88,62.34720576224445,20.684134784921447,55.70446046459219,0.0,50.0
89,62.271039111977444,30.904580325582803,56.651548122207046,0.0,50.0
90,55.662132631002486,3.673761297724045,37.78090894618923,0.0,50.0
91,63.73885691313328,19.364316263301703,60.616404657480736,0.0,50.0
92,51.731775823756294,-7.272927238510623,29.910747880009,0.0,50.0
93,74.07030922320776,-16.500816957713496,71.49641966968348,0.0,50.0
94,66.9540598787273,1.0190098373428,59.224607248826096,0.0,50.0
95,68.25772431026691,-11.872589559896984,68.3951474620083,0.0,50.0
96,67.42647603577298,10.827544915513108,58.64761743162625,0.0,50.0
97,66.03016791950306,1.5035856400942902,51.057782868701125,0.0,50.0
98,59.56281009505321,7.703731421515789,44.028175136448965,0.0,50.0
99,54.449512916348986,14.697729542008155,43.45232345112137,0.0,50.0
100,68.90325565835084,-16.49617025568724,68.84232569982954,0.0,50.0
101,64.63061361944679,9.900319421853775,58.85303400665856,0.0,50.0
102,54.010789553544654,-0.2040362107662359,36.94361339646866,0.0,50.0
103,73.43588085091837,-8.674354254339306,80.26546633552884,0.0,50.0
104,72.06214849608396,-24.52618133344259,63.54169351371093,0.0,50.0
105,61.90672188385826,3.1060348183951745,60.411310384255145,0.0,50.0
106,69.74180618540998,6.5778841370827985,64.63026555721687,0.0,50.0
107,68.023974595864,11.94789044529621,55.747031963360755,0.0,50.0
108,70.95556108478904,5.462892983948528,66.5412701175805,0.0,50.0
109,60.81553068153203,26.12691903478962,50.53845547374156,0.0,50.0
110,66.95053305474755,1.6524060722018312,56.059567069317076,0.0,50.0
111,60.01402349293881,9.15051729811559,59.649442442154864,0.0,50.0
112,55.29733736042453,-10.99234437941859,43.19707161459279,0.0,50.0
113,80.33500904092907,2.7238516521627365,80.82711367920314,0.0,50.0
114,64.90136142387706,1.5022108578925852,48.15784133263279,0.0,50.0
115,65.80579188122873,-10.747082369161966,61.98841495295383,0.0,50.0
116,66.6696300348571,-4.619424714856591,54.84181152786131,0.0,50.0
117,68.91333603432417,-33.45143518215115,57.55579771607387,0.0,50.0
118,67.02764923179905,11.768459932767913,49.6528412079849,0.0,50.0
119,71.64008416874242,-1.368963733888954,71.05221009562406,0.0,50.0
120,64.86361761239606,-2.7026494577700273,61.982872124403215,0.0,50.0
121,67.11301136316239,-23.50623622687928,47.87783678870007,0.0,50.0
122,68.44108599541465,52.42373964879847,55.484467322622066,0.0,50.0
123,63.44652047352572,-7.91527829955189,48.273917618251474,0.0,50.0
124,64.39923756800698,12.186465254285412,52.75590073687344,0.0,50.0
125,62.78996096964925,22.818087849279003,59.503901835147644,0.0,50.0
126,72.7563903969052,-10.406177345148349,62.95267610419767,0.0,50.0
127,76.95188361325415,25.287755067814636,62.27798898937622,0.0,50.0
128,61.91947488563299,42.982305088483116,51.27548319199562,0.0,50.0
129,70.81118101360265,11.680129414566878,58.91062515655061,0.0,50.0
130,64.80193886354616,1.3875234311785882,49.39955405508322,0.0,50.0
131,69.779825440228,21.512432020324525,56.95702897405212,0.0,50.0
132,66.16429845325064,-18.047717935018156,64.62859465676131,0.0,50.0
133,72.27731341341617,8.300029364679897,60.82406709595067,0.0,50.0
134,66.62638861482799,12.038444174261194,60.47570995501998,0.0,50.0
135,69.69563442027034,-19.843899858782805,54.34763226890043,0.0,50.0
136,67.17034827587258,2.21846821708884,65.86973220952216,0.0,50.0
137,67.51539786386908,-2.3041393936544177,58.02228334732896,0.0,50.0
138,72.54339805503322,6.947827979573627,69.53253201894933,0.0,50.0
139,60.64096721264258,12.768730544081343,47.07314087268715,0.0,50.0
140,67.83064549368125,8.931874888375392,57.21673560738413,0.0,50.0
141,65.30229870027827,-16.712427711823224,49.72013851822498,0.0,50.0
142,59.954638420346214,30.690704817554963,49.838159151929965,0.0,50.0
143,66.7256479429347,-14.650153605207022,64.99990404021277,0.0,50.0
144,61.909443495833415,-0.20101960879880565,40.35746433990446,0.0,50.0
145,66.62970019686713,17.179774827632954,57.32622084328124,0.0,50.0
146,60.362456656571496,18.59798705710704,45.27086062696995,0.0,50.0
147,74.06961670452966,-2.636956495898703,65.16722192677854,0.0,50.0
148,64.45917222186083,6.203257117662991,50.24665766673132,0.0,50.0
149,70.5126897383957,8.15496641088852,59.87123540782254,0.0,50.0
150,61.59072291611198,-2.0043152335106083,54.564337642225155,0.0,50.0
151,67.9831532908261,11.669608526196097,54.98441397232239,0.0,50.0
152,60.86369085421838,29.66901165336394,49.41654379954213,0.0,50.0
153,68.23557404198529,20.630778173208153,59.66919747140392,0.0,50.0
154,74.55306343054345,-11.130793386905516,67.12327586740392,0.0,50.0
155,57.76189689463792,15.754963808646462,39.37438978332636,0.0,50.0
156,51.36929842670554,-17.09593946582064,39.64249896604879,0.0,50.0
157,64.40443429578409,32.561178420652716,54.055348209777144,0.0,50.0
158,67.89219608528651,0.1546958858365306,55.621336914634576,0.0,50.0
159,75.03527163657876,9.367367464067364,62.27162998709963,0.0,50.0
160,77.22206202472587,-15.990322402521304,62.953444895010584,0.0,50.0
161,64.25372358145145,4.737047776208073,57.916011178512015,0.0,50.0
162,62.39598123471852,2.4641691981299596,52.942571124377864,0.0,50.0
163,76.32011215891238,-6.522107199333673,67.77455651477749,0.0,50.0
164,70.47766763486685,3.085692742725009,70.86196393224306,0.0,50.0
165,57.192293294306026,-4.164573853395606,40.19133771026091,0.0,50.0
166,63.52734026311479,23.589006543721105,55.28140992354467,0.0,50.0
167,62.93739706884517,-4.809575671720861,41.60474343512305,0.0,50.0
168,69.63737807268458,2.9627308203496443,52.77044135580551,0.0,50.0
169,61.23714484541534,-6.055228131522856,50.09487932939157,0.0,50.0
170,73.70390833463843,-14.717041491237183,64.70673898208983,0.0,50.0
171,74.9656271349195,-20.285527214508853,70.96373419086352,0.0,50.0
172,73.76338699514054,11.312719661132657,62.116229079031086,0.0,50.0
173,63.40546047886448,-8.11431214444165,52.58817044474329,0.0,50.0
174,67.75876316085944,-5.257592577451682,50.941552736330884,0.0,50.0
175,66.30759353618086,-19.212045443376162,60.377441486935965,0.0,50.0
176,64.45469244101704,9.013433842756264,51.88286291661803,0.0,50.0
177,64.15398282126925,-3.347045404766793,49.55100479148701,0.0,50.0
178,61.220208639850654,16.103642289659202,57.66043929615123,0.0,50.0
179,69.19644797597999,15.75142651882959,54.69094986986809,0.0,50.0
