unit_id,CropYield,TissueNutrientAssay,do_FertigationRate
0,3.9414444621156104,51.53449249103803,75.0
1,-18.59451514225306,61.233947070590254,75.0
2,-7.378242246369826,54.320843053451355,75.0
3,-10.14870282415803,41.10072164664543,75.0
4,-17.735760746120604,86.85477862185226,75.0
5,1.786477549015551,50.91655085630117,75.0
6,-16.89207834662308,30.602041209901053,75.0
7,-23.904515377110982,57.97578915118312,75.0
8,-12.669096652731108,64.06758246672557,75.0
9,-21.1669358280665,65.25607758992592,75.0
10,-17.952385849547177,53.96079445661105,75.0
11,14.079624455760865,32.71779083884528,75.0
12,-14.14383241824784,71.56820591060153,75.0
13,1.5164393145286688,10.100076824085438,75.0
14,-22.227077908814028,42.426057506477505,75.0
15,-31.189425838993916,50.88553837129901,75.0
16,-20.59607924147754,43.25616813535895,75.0
17,-32.714552904681454,59.185575200641814,75.0
18,-27.418069617380677,85.07509740535832,75.0
19,-8.317319004280403,39.70139996038115,75.0
20,-10.484638997769514,50.142448405837776,75.0
21,-28.139820220104262,67.9974603900129,75.0
22,30.638636388905184,10.032765487884578,75.0
23,-18.912289509594533,51.270277231721586,75.0
24,-13.194682260577427,68.12091868606825,75.0
25,-12.267764608018863,46.33499051546641,75.0
26,-18.043727015758602,64.92097951649845,75.0
27,-7.276154036956116,59.22808983357621,75.0
28,-17.26763893325979,60.867573844385646,75.0
29,-7.585381341673964,59.24141532152757,75.0
30,-14.70456689009811,66.40505192224393,75.0
31,10.557029181778242,39.03943421598848,75.0
32,-13.958339735158638,64.6158310170505,75.0
33,-27.006749866034717,68.01444726713277,75.0
34,-6.798772860087574,47.1407716062189,75.0
35,-18.517205227091086,23.19476978314927,75.0
36,-27.47678097706977,63.097529743106605,75.0
37,-11.682712674017184,38.51463967364603,75.0
38,-9.74213264542761,71.91299904619873,75.0
39,-15.15453436658913,63.46997066843787,75.0
40,-11.852957967131752,45.43179535207267,75.0
41,-8.019670457946036,73.38370637773458,75.0
42,1.075340435930944,29.558715976537535,75.0
43,-18.941295232116907,35.778336784351126,75.0
44,-26.66203409734572,56.273343046016485,75.0
45,-13.834547595383361,40.69282158110118,75.0
46,-5.713905293203498,79.52450326236524,75.0
47,12.659518133218905,59.29347273375225,75.0
48,-25.33792744087241,63.72520873432393,75.0
49,-13.772997400305357,52.26284673687202,75.0
50,-6.646899670472015,47.55101696454598,75.0
51,-21.65100995042284,68.43150614888023,75.0
52,-19.08574179618435,70.89290313164211,75.0
53,-11.131914640113777,48.397671675141524,75.0
54,-12.307791555916806,35.556258000606505,75.0
55,-6.241569834483639,64.0383240815862,75.0
56,-12.996176630096478,62.59861906678105,75.0
57,-8.049543292232485,59.68566244603778,75.0
58,1.24382476638112,25.684239498255607,75.0
59,-16.27979436572784,48.34724424604376,75.0
60,0.3505684346947815,55.85725239814233,75.0
61,-22.344501310866484,53.57382790092441,75.0
62,-19.42262156782135,32.2388395275175,75.0
63,-12.566548720439819,35.35227837939745,75.0
64,-9.52691507725822,49.369806809705736,75.0
65,-27.36449177538616,73.23345900851052,75.0
66,-17.360799002092588,46.29982362625734,75.0
67,-23.580416969783933,79.31550961873411,75.0
68,-24.42037437213517,38.70975105026647,75.0
69,-20.59203575777244,49.62104431613863,75.0
70,-7.7648490506331775,20.979374232644435,75.0
71,-17.621317019105664,43.05182227567089,75.0
72,-14.360070984026137,61.64643823217583,75.0
73,-18.395645053780715,41.80990044810889,75.0
74,-11.491263977148765,25.292434039111605,75.0
75,-23.286502823081378,90.22830400885735,75.0
76,-25.5458395086647,50.06321923554749,75.0
77,-23.532861192930067,47.71309100925454,75.0
78,-4.529205380752888,23.18594866018358,75.0
79,-15.799592995670338,2.7587912570250595,75.0
80,-22.888511770447966,62.18733279179746,75.0
81,-22.155922218257775,48.39243538941916,75.0
82,-18.13040405292319,75.49105677569578,75.0
83,-19.92223246936005,51.81032121350767,75.0
84,-24.04754103865062,67.97498189588227,75.0
85,-27.64678256601662,64.54412454166946,75.0
86,2.238052091989833,61.86999554988138,75.0
87,-12.276025481540563,37.70334597129491,75.0
88,-12.263605883746033,65.66770711017804,75.0
89,-17.91000534039052,74.30321324180836,75.0
90,-10.018799820223194,67.02607339901458,75.0
91,-9.89909362049298,46.934809891407504,75.0
92,-25.258162183260612,66.95042285984498,75.0
93,-17.16545241327745,68.63930394837219,75.0
94,-11.724584641352907,51.94617984930745,75.0
95,-18.871781930027463,45.97878511639159,75.0
96,-17.578090145368947,57.475810940233984,75.0
97,-18.929216347715357,49.227282645194414,75.0
98,-11.376758943698963,36.77778844031063,75.0
99,-18.809499612235854,34.909401616055895,75.0
100,-3.1854548483310072,89.27403715314429,75.0
101,-14.212327842207394,65.73651794102004,75.0
102,-22.34684086440205,62.38457967866876,75.0
103,-21.169426766771068,60.75278652103052,75.0
104,-8.224827888621387,43.221655176109834,75.0
105,-16.96038868641361,53.39722025950565,75.0
106,-14.7042331381267,58.796847461831995,75.0
107,-17.037679696854564,26.157565219796876,75.0
108,-10.058748476860345,64.48219578201417,75.0
109,-25.7564111673422,34.147182027616566,75.0
110,-14.775235277609049,42.99948330695324,75.0
111,-18.181163421147488,30.03829265561872,75.0
112,-9.98380192066022,40.68188125447578,75.0
113,-14.141834545559988,37.89170550933966,75.0
114,-7.4985835291100615,52.797961899637954,75.0
115,17.73161270990462,18.292752190361693,75.0
116,-9.717769817835874,57.154192850910675,75.0
117,-13.503290303620112,48.612295802064516,75.0
118,-25.727388172548885,76.98429906227676,75.0
119,-14.68004172994476,53.966331031110535,75.0
120,-16.73262810461991,82.65628637576383,75.0
121,-20.265435865648257,62.40504396266708,75.0
122,-15.887528505973334,48.7671852512738,75.0
123,-17.874476678083894,29.10513939280458,75.0
124,-12.12399014301663,40.912067320023915,75.0
125,-25.589210432384398,44.93999164269742,75.0
126,-12.468111783979325,47.723010734630435,75.0
127,-15.485152671215006,45.39478816969355,75.0
128,-8.790245315328713,56.768311748220604,75.0
129,-16.46708218077092,74.00443365377946,75.0
130,-9.984834654932817,61.8117576879589,75.0
131,-8.64375088475739,46.08729867176534,75.0
132,-16.226157045631627,81.63799380524259,75.0
133,6.137797034404531,27.518616736016554,75.0
134,-11.077708223811205,59.561441998614725,75.0
135,-9.901997054129605,40.06378012151562,75.0
136,-21.768693266480437,78.36456055009765,75.0
137,-22.89392889859076,24.001815574309216,75.0
138,-14.951973338048926,26.877396442541762,75.0
139,-26.720331385817754,67.7673965525375,75.0
140,-9.341297438158662,70.09820896368646,75.0
141,-20.112510909203003,76.15034180690805,75.0
142,-18.682555952912434,36.04637943861643,75.0
143,-27.20882667528339,82.01490616317881,75.0
144,-25.102851529938473,32.90271699829712,75.0
145,-22.54308625530663,45.02603708933557,75.0
146,-7.0818391972769215,50.89947938656624,75.0
147,-16.82078176080576,51.31338250556134,75.0
148,-26.002794520665233,73.95532902142533,75.0
149,-9.215866753375586,73.1593400788109,75.0
150,-22.910259693348877,79.70364613493413,75.0
151,-17.928000742587173,64.29656608006681,75.0
152,-16.846346748883754,83.01476683481185,75.0
153,25.38621944472585,37.67876827803202,75.0
154,-12.748794829940408,54.84402199925478,75.0
155,-1.3976260330039905,66.21593420452571,75.0
156,-12.669210232652809,29.045657344491563,75.0
157,-24.731323314996665,45.7344520157139,75.0
158,-19.099783816088276,72.97175105798945,75.0
159,-17.83148421002935,55.340966907529555,75.0
160,-13.943497256897219,73.8270924660804,75.0
161,-12.141035005109913,22.6424146056616,75.0
162,-3.4400130992819618,31.683732038003054,75.0
163,-13.283635051682976,34.50617770151686,75.0
164,3.8564935173701658,61.32819171274545,75.0
165,-16.913574323634897,66.85842150241916,75.0
166,-4.753198869228634,41.673952322785375,75.0
167,-22.838629183311255,47.34804225562749,75.0
168,-11.374457351897364,59.885660108769045,75.0
169,-22.88014832787666,38.039088868455984,75.0
170,-7.933596780748855,74.42300187536041,75.0
171,-15.946641087805355,76.02260253955154,75.0
172,-25.545999923999805,53.28946926576991,75.0
173,-25.854725771307496,64.66814792447968,75.0
