unit_id,SoilPhosphorus,TissueNutrientAssay,FertigationRate
0,57.37399471993814,34.90668694430143,19.164606033769235
1,53.701738017025164,27.2513397151123,37.157360774029954
2,42.490781741305746,59.87377017237924,59.26105756765366
3,48.41488114350383,79.25152584992799,48.09827386516162
4,71.87731692863781,43.57022715946037,45.94499605853672
5,36.84355009011453,47.10845236846099,61.539212713074384
6,59.32874501300057,72.37748020617619,57.43103524067936
7,53.79426276659557,23.150697161687344,42.996505918627754
8,59.13435414196214,42.783142077822696,59.537398825072614
9,39.17047998236599,41.56229866996716,62.87836678529543
10,64.08261453117677,43.51621230808484,31.396004509193965
11,52.44753316459982,24.633572937278988,22.035432725975873
12,62.967988691180786,15.062848401455824,47.94719586814521
13,44.15729052377898,51.172404530579996,44.68970296342631
14,57.789665277195795,38.78712071674357,41.04829202329397
15,36.101911621823454,31.366487108812976,33.42368386035015
16,55.79641341843273,60.29382368446093,45.406113367122124
17,63.02648121074486,65.34069089032457,31.668903785391375
18,78.92433720589845,69.58802581047115,37.72272176467789
19,66.49386616170518,48.729230188095045,36.7970613799071
20,62.34820598255955,53.75149953771309,51.699096412028354
21,46.61933346109908,52.87873697789387,50.22083825088113
22,43.25973607078984,57.44946982693839,45.13523455189183
23,78.26368780981457,17.184243211912097,42.567323700583614
24,48.69781381209234,52.91521025433122,37.444567759900174
25,38.56345526078511,47.4019290063997,67.22260288710324
26,50.57022403918401,49.24472635444127,15.170214124642477
27,43.21423959648966,66.62315734699659,49.08685889778824
28,45.10094278897966,56.81153292296134,59.27748646274884
29,48.545795901708246,29.195152616955045,26.160511880628313
30,25.74313147571087,31.880275097596957,36.34297906311799
31,65.29424489927322,37.7747562057599,37.5289053924015
32,35.76870891861917,34.053318433493004,57.66015721396323
33,57.39965445415878,68.92909054729911,41.15704376927308
34,43.64601845791579,39.332032892323376,12.338201601850363
35,57.46899702634183,29.71208719959451,29.136227151695444
36,64.82814767764829,39.65945757442836,37.97091437772608
37,39.63482592557832,52.959543957322964,24.443617450832342
38,40.36517224140428,53.37820690488883,39.27208630256727
39,67.9070463692611,14.778119503230993,23.820792846557847
40,36.30780876703783,60.25868941411085,48.804417436159795
41,46.563981157826646,35.471291840758774,18.627837894590755
42,48.976224938134955,60.31465520661163,35.71841481419313
43,59.572756192325464,36.042421275234815,39.217144180117316
44,73.86733929582661,35.37194948313562,12.860531801432376
45,42.188772380631114,75.61314798089217,55.63332513413972
46,70.5369553388539,55.15288056448153,50.34170128982078
47,38.54448555081142,26.623658127527843,42.12354817243428
48,26.58889986938856,19.302036196542076,27.21412155672901
49,44.425611637847034,45.77793171083155,33.23061997474489
50,60.80815863668753,51.060599657030565,30.76566691436243
51,41.81523404307195,19.354214871461444,11.625081729485645
52,43.50170231256886,33.06877532050629,39.07286480713636
53,37.44193734199861,43.77065603662039,43.252448587337945
54,53.65909230970709,43.38888149863097,44.91034065206264
55,43.06600545847658,29.97156476141545,17.07797367091337
56,44.48981474971518,58.655100247736314,24.768315384238612
57,45.371906704610645,63.526605210654495,57.966276806412615
58,41.70494977849173,53.26074837120089,37.26270712878422
59,60.972040826892766,29.842829560575826,39.95090225989491
60,57.43356759752531,32.894699824092186,59.80188206386378
61,68.51610948205132,51.438676754546655,44.642524962626155
62,66.56145145836125,39.87923692557621,31.44074477605359
63,44.64868400869821,19.41640330938313,32.01261754155195
64,58.74558813867503,44.259591008704035,44.35889296644964
65,48.98764508592149,53.35100325010916,40.76477900470654
66,37.69712292785557,50.26067277520086,22.083519642873064
67,41.811493322556124,67.06280892882867,61.6268387754768
68,36.30393954556525,45.680418861773155,50.517410327529824
69,41.716422855233645,57.622697794381885,27.309468817192432
70,45.773650536804446,38.61900785611827,24.86512409522396
71,63.971003750960364,56.98513344689451,48.50831983076461
72,36.516054445672104,50.36500685099427,17.684727620522413
73,45.15442805201244,58.75155329617625,50.23529740969239
74,34.905388611406515,59.66234178834349,57.459827329888476
75,36.264428566464304,53.05784302337598,41.30850586325282
76,52.13222042155405,61.41158003726113,66.60699460628834
77,52.28678919108005,31.85713851973063,46.37043244371542
78,47.08540398237845,28.241329367567953,44.489088026141644
79,55.314336940075066,21.571620521382087,45.78028852684373
80,33.908178788508394,44.000881962254255,24.133424434235515
81,46.716949037409776,56.1457125651708,31.468342149160584
82,43.96251283631609,17.830990397590178,36.387215773163405
83,24.046489839570004,35.318205486332864,30.888138039329906
84,44.6390305370253,48.51409457604195,32.69341808663374
85,48.60001994367916,58.863292372821455,38.138796765953714
86,43.3773455628284,33.01349585790772,36.38321530404549
87,69.33790975492587,-21.467089807930165,42.027452431800754
88,44.04933475150726,70.33658616032989,36.3086663949874
89,44.09970741426453,41.63905983217216,66.05720661967561
90,59.20613756562155,51.765817917395445,37.81402176259671
91,64.26693803926739,51.08842422522507,48.51128689458847
92,57.70294477266568,51.86258270039829,22.804506621319305
93,41.11170570439731,57.81123032397341,29.971496513130763
94,41.97178380637147,6.829115920647595,36.700568484187094
95,53.65490515290204,48.49029590932233,24.734070620309854
96,56.650137377022006,34.59857216623627,41.42569911158934
97,80.9791332131396,33.90860378000652,44.68305921244861
98,50.80879861814145,61.53854043068219,49.44343902750245
99,43.37815025006219,22.6718891850094,25.90933037545508
100,78.75585631050048,53.787584942529946,47.112607637147256
101,44.56907420543496,36.808134725596794,45.771733074669
102,32.523880664074014,40.447156540546644,18.83283981982491
103,35.28186161084086,46.07712981567304,41.587675220837
104,50.61566685753103,71.77989902049387,56.76905437290215
105,37.02582940607665,16.87654166534245,28.980130664843205
106,37.47753304370094,36.84360713427086,50.56864755945191
107,54.99436868989655,11.069430746452936,47.86484440360058
108,43.662917798160954,53.31696301853845,42.75147795944525
109,48.961867117180184,25.934129293902153,30.992226954561694
110,49.87018258936198,57.086279805823146,42.62672539196226
111,48.4476002744984,48.41503199074324,59.28187927776969
112,24.75279416729659,38.270778406342174,40.83061265298059
113,46.83405248642707,32.920764369785736,19.562751656626304
114,55.2797193457062,77.10692068117928,29.669564459655703
115,70.70691234278173,70.90327000198342,46.260380280605425
116,54.39257892686624,31.710586174200785,40.4119568531712
