unit_id,CO2Enrichment,CropYield
0,41.82734178669954,-9.169029906991613
1,41.303117826705545,3.1525187058372204
2,28.740601083367693,5.174459126598331
3,46.82473712644505,-11.53703309954216
4,74.81247986331553,21.411686324626253
5,44.80963550436497,5.558190199149281
6,31.34238187635038,2.0899953097553543
7,48.96195707802322,6.506807105620114
8,20.1463167219416,-2.438693510489402
9,30.764998161317315,-8.06861185177841
10,49.223435690066054,-13.230269547975727
11,34.69618156399107,-14.408652779018913
12,55.96135539267962,-10.60227529647277
13,57.425911183012204,-10.781001857686054
14,33.36275933746956,-10.585924305930147
15,41.62185670813799,-9.734455324501699
16,39.79731074574051,-9.624276441463929
17,44.760569559595545,22.69056984281983
18,59.0826970411196,-18.776085962797623
19,29.174457203108425,8.679774429183444
20,35.041462587196605,-10.547270528614225
21,48.26643063920336,-2.198956484417014
22,30.327923733625923,-22.76070559399444
23,52.56960689576063,13.739600621691572
24,46.45090302801893,-4.072911470601527
25,49.409802912640856,-5.02048925766987
26,17.075988263498733,-25.498016515533333
27,51.94077006859147,6.63652578658701
28,33.37653032499586,-8.571816968126793
29,67.01129543089866,19.86116511244361
30,46.33143877336937,-0.31055179602287897
31,49.36651352289074,-18.152113226272057
32,45.839042806654184,-2.5597931619517
33,50.29362218501227,-12.53425816814946
34,66.11648862786097,10.082423664694268
35,52.06974666871845,21.24554186305711
36,29.44776292706899,-5.674004523636797
37,45.803131129830625,-7.209904468841057
38,51.962739698266354,-5.686200346532078
39,51.523965903995766,-10.015487302185539
40,35.73200021982393,-6.339211534670564
41,36.32675250612421,-20.33184788694649
42,30.050569603089194,0.9861050704523824
43,50.81647308322166,16.84658706688558
44,58.66217235988203,7.875463049756874
45,42.75486225492466,-5.146587869507967
46,44.46243371341464,18.15208862173536
47,29.01602378479149,-14.019797186712122
48,58.84493938138768,4.4403153577641445
49,62.068448781195606,1.8366759869449079
50,72.83532895501008,-20.78484283492672
51,49.075489258034374,7.335895895322042
52,63.75422729661275,-18.595307440368174
53,63.33039903058991,4.215692362490874
54,24.75983793462864,5.301346688361121
55,29.75970766312948,-5.7648414010237925
56,55.6641382931327,-14.174220657758232
57,46.07223336552442,10.969319884587026
58,52.53135042982595,2.53829787759116
59,56.17985075745572,31.619861624276616
60,35.408165689219,-7.269535286162166
61,57.12200626295209,-23.82014757403001
62,27.665254177303222,-14.20497876944535
63,81.20468519413575,1.8592370595610426
64,25.614486694056275,-15.89380554878934
65,45.93862291348118,0.6112070704524375
66,44.64359148934701,-7.676782041335692
67,53.75359982473133,20.557123316487402
68,46.44602526459766,8.507540989313497
69,55.920133263435346,-15.506215169429298
70,49.57192230640002,-5.848200091650057
71,44.042728575709084,-7.785627093011708
72,51.72879217482119,18.846953184135977
73,28.16741638631365,-10.44500320247936
74,70.32814989856071,4.514399676886359
75,46.00288102608805,6.973648415033266
76,57.68296720195553,-1.721725235324909
77,40.9400553839431,8.52244925520376
78,60.819136364169296,-8.371031934753724
79,44.17202922455973,-21.786182431866294
80,71.89450051252811,-28.138038044793024
81,48.68053523135124,4.8110043899617745
82,50.074669170538286,13.468546066809758
83,35.96392285342521,-30.58481042217942
84,49.772853803302795,1.405276076702292
85,55.16817320459268,3.2428157446130603
86,55.2679874399212,-7.479913723899664
87,36.935288340936424,2.034847540427847
88,50.383490587984944,0.6635430692956743
89,48.34926353430016,-11.39606302173217
90,58.13110707857757,8.382265040125224
91,42.04479046755318,-7.027673424629844
92,51.81800262464432,7.684981328972407
93,52.75055162553417,3.6035121393285214
94,45.265970806553895,-21.747592945650872
95,49.82603688971614,-10.286069488888835
96,42.64888132235378,10.84333217084415
97,38.920561009054346,-22.11906056890189
98,42.200634919444035,-16.189934878518116
99,50.02716049394925,-6.755862729001011
100,36.97082327883207,8.276846252789124
101,69.26052790837372,11.805993223848674
102,72.97210736500688,2.0240417348152167
103,44.24577530656043,3.20090443060827
104,49.78008056691947,-19.79886913574668
105,39.73661152605715,-12.370745773825146
106,49.16705235171801,-5.041825859261839
107,59.71230460226959,-7.812376382515135
108,39.94342914955997,-2.9321505021642627
109,57.28941549077421,-13.828437775956791
110,58.731063936635366,1.1037130866618095
111,44.85011029367845,-29.693782823605282
112,45.05727322188756,-21.930960299277327
113,35.79096651838258,-14.855953123851327
114,55.91966220214671,3.094648380927488
115,34.118054892469786,-15.300485564982726
116,45.975217014326404,29.847383798887556
117,52.980479391846984,8.765388394648305
118,38.042155139554474,17.009409620546183
119,20.935590786271955,-12.154576243382479
120,47.91673297056535,8.928692696098516
121,65.55012040449235,-6.451504071364869
122,34.77018402696107,-10.977190934816234
123,42.3418176700769,26.003533571269713
124,58.01824705304645,-12.214791629469296
125,44.673169429567636,-6.008161529382129
126,34.24208504570606,-16.6882416687096
127,39.58159793850999,14.46739483928448
128,72.49990989106544,-11.678118929933625
129,43.30584931597174,-24.558422690509826
130,49.3011377796433,17.627167411675416
131,39.500952923209645,28.286543895345112
132,63.71338720667165,-6.172473800141325
133,72.29530194453964,-24.65499163155948
134,63.411654407779075,-11.989924496935235
135,63.915669835792876,4.463752462908926
136,62.21554456522533,-9.690539655774494
137,43.59790484689634,-26.468883783827824
138,61.09073266889308,-3.2725703891743616
139,50.185375298017746,-8.839389333039312
140,68.99713322856086,-12.938747139475653
141,57.55722159401133,-0.7237079172908505
142,72.94885600568219,-17.546203869716166
143,49.117725032757704,19.23795604889539
144,31.384574563207593,-18.891935166402295
145,48.98846513762408,3.248344653216721
146,33.92567253788756,-16.259030584109343
147,43.41042634573631,3.2088560388732916
148,42.988172751653636,1.5801194213749223
149,66.13262795838175,3.925988025516015
150,56.25074034006241,-6.960115870892823
151,45.61178158490708,10.427023455688934
152,29.341293485891885,-14.402013346207784
153,48.2350728357498,1.669488143248742
154,54.01001397103264,-10.258071590331031
155,73.00569769856027,6.330204067919208
156,42.01881544789141,1.6994607003860889
157,57.2640572466426,0.4851617861125139
158,52.43217846984187,-14.944949791226886
159,44.595112644089554,16.08218264402389
160,45.129211386384355,-20.817457022775262
