unit_id,SoilPhosphorus
0,61.49059954281387
1,55.48259423314083
2,70.78812401909958
3,42.201287529604556
4,58.57725614949382
5,45.631089697879226
6,60.75810450863884
7,30.398048279852247
8,27.510159225521107
9,62.84660110879825
10,37.706919895477874
11,53.03334148535991
12,45.062568238336844
13,32.6549823043836
14,44.26429075278181
15,44.30357663565702
16,45.93762357307866
17,50.98753045144792
18,46.125975215709104
19,32.62025009182519
20,46.222799917970086
21,64.81653016530639
22,38.13572730767454
23,52.906948629044976
24,47.726702398458336
25,35.13055453972472
26,38.58127633329502
27,34.34464587037648
28,48.84956338120975
29,65.08793181802459
30,44.70690984335104
31,57.586694814066426
32,55.26346495312232
33,42.82106147360029
34,49.114658007480315
35,44.64616503869801
36,67.61825691689809
37,29.520026259877337
38,30.86764038470239
39,52.61879571076223
40,62.88585685008604
41,57.78436698800065
42,58.05602869928513
43,58.51142383711767
44,50.20901908126273
45,68.97060262407743
46,70.84945184853787
47,13.998458260765444
48,22.194464921275344
49,49.591627852981894
50,51.993598816952414
51,58.79364275551416
52,51.65131022529228
53,39.55826474580306
54,70.15248132130327
55,55.75968274323424
56,63.23324273342463
57,62.198276220306276
58,43.76871812829065
59,42.99767441655087
60,50.750726231316186
61,53.93740636750235
62,73.12765617200323
63,82.35871901935185
64,49.34927575666904
65,51.741385688441646
66,56.21445488954393
67,51.2879195303903
68,45.36412251019935
69,32.394645387693
70,81.27290314045266
71,55.205182634992
72,33.28595624512277
73,58.08865400924885
74,59.43886631156345
75,64.83891299951317
76,42.08966833445167
77,59.29973765599396
78,42.61200604167671
79,41.5075926183072
80,38.90885141682166
81,43.46436888357303
82,35.53535191742683
83,34.03939087953316
84,45.73066413080624
85,29.473316532456383
86,57.15533645875546
87,55.568335238119694
88,26.921202783922187
89,61.5111885007129
90,57.755766153863014
91,60.68908569955127
92,52.00371317410317
93,58.52612181993717
94,48.348314649886866
95,50.3225106124268
96,33.23591963503291
97,40.87453371081173
98,48.858360832454004
99,45.82413181552099
100,42.24647697076827
101,49.66025307346527
102,26.642236612755838
103,69.4800952258117
104,48.51534122156329
105,43.38967334700388
106,34.54582504051576
107,55.02625970791125
108,34.241704404660716
109,48.197596595824386
110,65.31249115937126
111,64.71879493489772
112,51.37758093811844
113,41.4418915664465
114,56.68988391857049
115,59.19942399884711
116,58.7891928057572
117,40.830983124617205
118,68.02649205784873
119,74.91308325770503
120,53.243960806606424
121,76.43632665641728
122,43.37813272542846
123,71.38760327485306
124,58.042418812834605
125,47.04951725236639
126,79.11426865819504
127,42.64493071391042
128,46.68866799089137
129,45.33338799106747
130,49.93596669664033
131,53.564825211394286
132,45.30779920038049
133,76.87768379606827
134,77.40247934403745
135,50.06870880357904
136,59.72949778013138
137,29.754753204103658
138,52.576060791307896
139,51.62445823699207
140,50.96854795776851
141,69.98002239023664
142,36.12256759184883
143,52.1462276215915
144,36.49913956497886
145,45.87512271715648
146,46.59893251506458
147,64.9032740088292
148,48.38714942795597
149,62.00064799233898
150,62.28291416514062
151,27.12520389376212
152,36.197910435816745
153,66.94137187790065
154,41.55944889774433
155,37.60601369627993
156,43.92759093185891
157,68.36003345370088
158,40.37003578978102
159,31.725111693001608
160,71.41152401215092
161,45.286980130778865
162,42.61452315174502
163,49.423047536245946
164,47.05330840819952
165,47.66875680738316
166,25.88816052607153
167,51.50799820619453
168,40.91192188447214
169,56.780932288854444
170,57.656002111567766
171,61.11511268126192
172,51.46934545744367
173,69.71581606325245
174,57.826206998987274
175,51.584779882014594
176,47.39243674689577
177,66.67499727893025
178,30.64673607651055
179,67.97984684314538
180,31.828883675095756
181,46.74447514035846
182,51.24001390149347
183,56.22918359436679
184,41.832797936643956
185,45.76893323500695
186,38.34065358897016
187,52.22038402635603
188,26.174859195960185
189,52.99494162897822
190,52.673418918555114
191,41.199326211664655
192,54.107065477287115
193,62.713028665629736
194,38.51520348457028
195,38.790587195748316
196,49.885444878708896
197,44.52605151435648
198,61.137074964032834
199,45.411948195593475
200,76.71863178410985
201,43.92884327222141
202,39.97305031143013
203,34.26105272855291
204,33.58489493312355
205,40.626579472192034
206,49.38556437588932
207,26.823636078665473
208,46.08075651800676
209,30.974846037775034
210,42.10794460632856
211,54.841840955028054
212,53.31435705083886
213,51.86365779857555
214,42.80415543934437
215,42.62145920344543
216,53.8932349085027
217,72.77105112009917
218,81.43598736237033
219,52.62608872524652
220,43.500938829010664
221,35.66713540563521
222,71.03071041690254
223,50.72808994379435
