unit_id,CropYield,do_iron_fertigation
0,18.407403515379745,100.0
1,17.883891327945438,100.0
2,21.243153531705026,100.0
3,24.2439704116609,100.0
4,22.36970227050625,100.0
5,21.046058510269507,100.0
6,25.240618227395707,100.0
7,24.50843353997034,100.0
8,22.52260318069902,100.0
9,16.221558934855494,100.0
10,21.063810223106568,100.0
11,26.226562215404673,100.0
12,31.94089896993321,100.0
13,20.535576572005453,100.0
14,25.71396130011995,100.0
15,18.87324580290424,100.0
16,22.753309321024215,100.0
17,20.793410104853123,100.0
18,23.125994878827413,100.0
19,18.264827374686845,100.0
20,19.807903241893364,100.0
21,20.421065660949168,100.0
22,17.42243348992036,100.0
23,26.70064939208174,100.0
24,20.99642540670846,100.0
25,21.516769380666695,100.0
26,27.426724471983384,100.0
27,20.264346452555152,100.0
28,27.05266702093175,100.0
29,22.73194669060292,100.0
30,13.249771533056844,100.0
31,26.17251734104767,100.0
32,29.01886867333947,100.0
33,18.49114132234367,100.0
34,26.289552710899798,100.0
35,21.63743021096764,100.0
36,18.370050743902276,100.0
37,21.55131773611715,100.0
38,23.594592990753767,100.0
39,23.223538805191208,100.0
40,27.810329243005178,100.0
41,14.679652369871487,100.0
42,17.310898786977425,100.0
43,22.168597183309036,100.0
44,23.179546624274742,100.0
45,17.668460252522564,100.0
46,22.258850757979573,100.0
47,21.80706713020654,100.0
48,22.7069875516974,100.0
49,14.643381070956504,100.0
50,24.184514562910987,100.0
51,27.94565127405713,100.0
52,21.99123762600268,100.0
53,22.544512379143985,100.0
54,20.571046701270017,100.0
55,19.384887430928185,100.0
56,24.45750593525637,100.0
57,23.561637968119896,100.0
58,25.189080892630145,100.0
59,19.405169515404047,100.0
60,17.12367591521553,100.0
61,22.575256059534635,100.0
62,26.172768145212462,100.0
63,21.550695229256064,100.0
64,20.57439047675782,100.0
65,16.539996053396635,100.0
66,23.7200472987426,100.0
67,27.48075730498267,100.0
68,24.797888813920522,100.0
69,20.708383300922662,100.0
70,21.51631221473979,100.0
71,19.85460963181516,100.0
72,25.252570848574592,100.0
73,22.191599989152902,100.0
74,15.156796881794246,100.0
75,18.48872559947618,100.0
76,24.192555043188364,100.0
77,22.42845086370332,100.0
78,20.14797122340791,100.0
79,25.300567983292773,100.0
80,21.642741434098763,100.0
81,16.642124940027493,100.0
82,21.380448968740886,100.0
83,20.48967443291231,100.0
84,22.08523988262427,100.0
85,19.427132175742294,100.0
86,24.388321044144845,100.0
87,28.635318785754635,100.0
88,24.25866709172633,100.0
89,23.207991156382946,100.0
90,21.31651979621587,100.0
91,25.037690608046397,100.0
92,22.24527040919771,100.0
93,19.98659784564782,100.0
94,22.940935915785424,100.0
95,25.882653611454003,100.0
96,19.17880796528935,100.0
97,18.418962945175892,100.0
98,15.662113363484297,100.0
99,19.185936828498644,100.0
100,19.034520668976732,100.0
101,22.369202688529455,100.0
102,22.45537188467778,100.0
103,23.6617805985735,100.0
104,18.20027213809867,100.0
105,17.65330354174232,100.0
106,26.63975759376206,100.0
107,24.053614483493728,100.0
108,22.703016947720187,100.0
109,18.754025521481168,100.0
110,20.35573395369893,100.0
111,22.47148662927742,100.0
112,23.62129309283301,100.0
113,22.51716270140395,100.0
114,18.160740644255334,100.0
115,20.13525641293209,100.0
116,20.002168542495504,100.0
117,24.07560967867109,100.0
118,25.64239971249832,100.0
119,18.61776378730878,100.0
120,23.082914017971483,100.0
121,24.066832728666583,100.0
122,22.28328717882793,100.0
123,24.847822896628536,100.0
124,17.788233972283205,100.0
125,20.0858135750921,100.0
126,17.697797708810334,100.0
127,23.666909908777303,100.0
128,23.0260468503241,100.0
129,30.39712050899027,100.0
130,23.477634746805645,100.0
131,19.849901100071403,100.0
132,19.163607695912507,100.0
133,18.241288512367095,100.0
134,23.227949742564682,100.0
135,22.40660679336896,100.0
136,22.604199273462218,100.0
137,23.958080786908855,100.0
138,24.727107270508732,100.0
139,20.87471530012754,100.0
140,15.760986804082002,100.0
141,24.035516619870222,100.0
142,21.75696372611202,100.0
143,24.451732974967562,100.0
144,23.36352331338915,100.0
145,20.807670573382126,100.0
146,19.167430383156567,100.0
147,19.47543355835526,100.0
148,20.034013998806426,100.0
149,21.033751410569817,100.0
150,20.343521905841158,100.0
151,17.17969873319263,100.0
152,18.000568177762613,100.0
153,22.421655998264423,100.0
154,20.26845194758542,100.0
155,24.443608238210214,100.0
156,22.138140327805647,100.0
157,19.751661083189525,100.0
158,20.463130616430725,100.0
159,21.641572031216917,100.0
160,22.865700306983936,100.0
161,27.36412675928002,100.0
162,23.820889596367802,100.0
163,24.24286200584108,100.0
164,26.133743269968868,100.0
165,17.673962977746008,100.0
166,16.519181088734854,100.0
167,31.335223638357707,100.0
168,22.8648241245978,100.0
169,17.502120655719295,100.0
170,22.112046686656566,100.0
171,21.36271168483885,100.0
172,24.088958044461435,100.0
173,20.761586743016082,100.0
174,22.14938077306773,100.0
175,22.491384746532805,100.0
176,25.09388637795057,100.0
177,23.259393334132913,100.0
178,19.24226772859231,100.0
179,18.092142773380747,100.0
180,18.75774225607503,100.0
181,20.81226215444231,100.0
182,18.739093043378375,100.0
183,28.84093378377728,100.0
184,22.612956301802303,100.0
185,26.082631464243732,100.0
186,24.77187429476789,100.0
187,26.62663691382987,100.0
188,21.17505340224918,100.0
189,22.585997434121175,100.0
190,23.387883569968242,100.0
191,14.934658470632378,100.0
192,18.664272958631592,100.0
193,20.112958746654353,100.0
194,27.7726109316987,100.0
195,19.011972162448068,100.0
196,21.74263597923251,100.0
197,21.22177547325338,100.0
198,18.277896264702527,100.0
199,23.292735669650906,100.0
200,28.376736161845646,100.0
201,15.879015471621138,100.0
202,19.336558841178324,100.0
203,25.275651266062287,100.0
204,17.205538137198815,100.0
205,20.47867362272106,100.0
206,24.370425738590733,100.0
207,16.717936637151208,100.0
208,17.531821689348668,100.0
209,22.51589855636512,100.0
210,26.37434873070071,100.0
211,25.62488765664921,100.0
212,27.071942237171502,100.0
213,19.512251833696006,100.0
214,20.786655182038828,100.0
215,23.435708031634036,100.0
216,19.02870753987365,100.0
217,24.88199850050531,100.0
218,26.320764077514365,100.0
219,24.847801528589727,100.0
220,21.721669778759686,100.0
221,21.614993735867202,100.0
222,21.80633883424084,100.0
223,23.11803751584692,100.0
224,27.447408264717374,100.0
225,22.733100546426215,100.0
226,20.92249583302784,100.0
227,27.946461049431708,100.0
228,24.806290489963178,100.0
229,24.697150633582485,100.0
230,18.904989869922765,100.0
231,19.985726671958005,100.0
232,22.73989993384287,100.0
233,19.203254756298932,100.0
234,17.636383973024316,100.0
235,21.867529682790583,100.0
236,19.77329124576855,100.0
237,21.119421506680112,100.0
238,25.27200332942384,100.0
239,23.66672347631154,100.0
240,27.43322727910568,100.0
241,28.746214304484496,100.0
242,13.392616683554387,100.0
243,20.38762095222762,100.0
244,21.795437600253283,100.0
245,29.04526586309391,100.0
246,26.677370278059367,100.0
247,24.955431574396755,100.0
248,15.556591072741135,100.0
249,19.40274162854601,100.0
250,17.345967252834694,100.0
251,18.86487237102817,100.0
252,24.768597292959562,100.0
253,18.95320286525059,100.0
254,23.254803821564053,100.0
255,19.042292498499958,100.0
256,24.275646237385526,100.0
257,20.339227079732154,100.0
258,18.739340291983616,100.0
259,21.70010666755785,100.0
260,24.9413979502223,100.0
261,29.945601891198237,100.0
262,25.392797557405643,100.0
263,26.43921900725004,100.0
264,15.765317105384936,100.0
265,20.536340210124536,100.0
266,22.414670383415075,100.0
267,17.72586098825163,100.0
268,16.44412187607032,100.0
269,34.630940273887326,100.0
270,24.174618484363833,100.0
271,18.14207822220965,100.0
272,20.710376429841553,100.0
273,22.50508026112928,100.0
274,23.137941894239376,100.0
275,19.53321946842679,100.0
276,20.48407937651037,100.0
277,27.723471370150445,100.0
278,22.317013893022256,100.0
279,19.1476057678272,100.0
280,18.70456733241226,100.0
281,26.066598093227917,100.0
282,21.795882564669878,100.0
283,23.583232770054984,100.0
284,22.984671498257928,100.0
285,20.995227395251927,100.0
286,21.818935254186616,100.0
287,27.520634996278986,100.0
288,22.601023228262886,100.0
289,23.22929448607534,100.0
290,18.887873837195315,100.0
291,26.048644909322253,100.0
292,17.24393836813315,100.0
293,18.32639273393776,100.0
294,23.50599828823323,100.0
295,21.20214984997931,100.0
296,16.241887801791727,100.0
297,20.833246397167443,100.0
298,19.335528407876275,100.0
299,24.861380596550323,100.0
300,20.434120633446565,100.0
301,25.39169690381491,100.0
302,20.109617314783126,100.0
303,23.803955158844257,100.0
304,18.698430040681114,100.0
305,24.882211738481864,100.0
306,19.52313019487852,100.0
307,17.075123660680127,100.0
308,26.76461946971638,100.0
309,18.434492880934084,100.0
310,22.625104400590576,100.0
311,18.87777880089226,100.0
312,17.604365016926135,100.0
313,24.83701175952588,100.0
314,23.955547545949308,100.0
315,24.05481656433096,100.0
316,21.252919531626883,100.0
317,24.27089823446032,100.0
318,26.70347647184166,100.0
319,19.15118027653676,100.0
320,20.248869374579428,100.0
321,23.647468579022476,100.0
322,22.301363425750527,100.0
323,18.282428557603048,100.0
324,23.37464206392616,100.0
325,21.1118632115565,100.0
326,19.24547554558912,100.0
327,25.374566779827276,100.0
328,17.88601617499367,100.0
329,19.693291814190324,100.0
330,22.035020220390262,100.0
331,20.70407486475517,100.0
332,23.594023270668124,100.0
333,16.4680675565791,100.0
334,18.666426660666065,100.0
335,18.456870801204417,100.0
336,21.711824292062417,100.0
337,25.364659055536404,100.0
338,23.783327280950036,100.0
339,19.37105473833872,100.0
340,20.397171923052518,100.0
341,28.80178096189044,100.0
342,16.889462188249965,100.0
343,16.81506728811409,100.0
344,26.02573784357472,100.0
345,21.63298662064232,100.0
346,18.513934038325495,100.0
347,23.19893670667213,100.0
348,21.04430898662896,100.0
349,22.086374408477052,100.0
350,26.334974273466273,100.0
351,26.74255507163458,100.0
352,22.69969988638222,100.0
353,22.92737975689537,100.0
354,15.562974406098856,100.0
355,19.101460228621207,100.0
356,12.969333257923182,100.0
357,17.287828710016836,100.0
358,21.304060660524875,100.0
359,20.21919213277204,100.0
360,24.527932201902903,100.0
361,18.87128421443813,100.0
362,18.50890911819905,100.0
363,21.29586677584289,100.0
364,24.881806175703296,100.0
365,22.231625811592693,100.0
366,27.30438376477513,100.0
367,24.468437979401266,100.0
368,29.532064174564965,100.0
