unit_id,JobThroughput,RackInletTemp,InterfaceErrorCounter,do_cooling_setpoint_controller
0,25.955822771134045,47.02811449821783,49.44118322039172,66.25
1,32.329724232183985,50.44736901532999,56.52625182473524,66.25
2,30.506069519755076,54.32236088537111,39.34750636020914,66.25
3,23.437580131878818,48.33518134056914,55.22633028172438,66.25
4,13.699206938277769,72.81369141915293,69.21984089838699,66.25
5,5.906061998748699,74.8016295123794,43.444596829484944,66.25
6,31.087224851729772,56.401197878799046,53.10013177071117,66.25
7,34.87407149062351,54.42966429154237,37.0809211740549,66.25
8,16.42246237080012,58.58724716171811,64.75258705229828,66.25
9,49.273727025635196,43.734551303728,13.315070311823076,66.25
10,8.72319877340548,51.779077721968925,37.82522525225261,66.25
11,46.706856151786525,41.2660692837419,36.82205468139934,66.25
12,17.999991150937955,58.97541816939441,46.602231839564425,66.25
13,20.2294764244414,44.357976955168326,45.79596160797539,66.25
14,17.551205966977424,59.28409156190527,55.829686324712426,66.25
15,22.39620817619152,55.5233853566858,63.70808811044094,66.25
16,30.53108660937091,51.3667808095913,12.614948463644517,66.25
17,9.120216855080708,62.54128049416877,55.97384247105293,66.25
18,15.688780320626165,63.66267283610058,33.841729128196306,66.25
19,30.872303590330752,56.92043243898235,56.69471892393783,66.25
20,31.262982695035987,54.93563420125382,23.81387557683277,66.25
21,40.14695940292277,59.75334376094571,17.700230785557146,66.25
22,69.04184873572449,29.720556388313266,19.932796014948327,66.25
23,2.9838359083670056,58.1987697110747,47.77883365749543,66.25
24,18.01094432737487,67.99492614967014,52.44268677383869,66.25
25,13.598376200449117,65.69259321427967,52.69945860019402,66.25
26,11.324711428054275,67.19637048268105,18.987078015998065,66.25
27,35.37326886511552,33.39697458844969,29.756298551592263,66.25
28,15.21859781044471,67.86689783566698,43.52301250270347,66.25
29,16.819414197042114,60.81993106083768,35.30987288017154,66.25
30,53.369698169382154,52.8152115550453,16.746578035649232,66.25
31,39.591920020915225,60.542658074211445,27.41856041883146,66.25
32,10.606693669216888,71.85974801776413,53.691290229887464,66.25
33,23.890981466577617,60.41920095185422,45.78732522692336,66.25
34,56.1489559402938,54.99864083223664,11.220153042808962,66.25
35,52.199527619869,60.37297167294847,18.57219873695679,66.25
36,27.408543291899605,44.606686381969304,28.5405875393911,66.25
37,22.95694311891485,65.80507296224033,37.52368295840832,66.25
38,20.208630015685415,61.47522577667675,24.98752014217697,66.25
39,28.507447638913654,43.71163405230642,56.491460138539715,66.25
40,27.91887715597751,43.96550102919775,51.097577252049334,66.25
41,30.79649379200022,60.89083862848444,63.205300346439564,66.25
42,28.987911090651906,45.82716887979047,36.6499557744691,66.25
43,17.25588688135323,71.99564019603235,33.812680836773936,66.25
44,21.62314993772987,55.055601298400404,39.651682123530406,66.25
45,37.738377783474185,44.765583666371995,48.00104557757309,66.25
46,23.825762313270182,48.98529673949046,55.98363251805321,66.25
47,18.156653097311978,49.37219085926927,40.188519405762314,66.25
48,9.796067347192931,57.888488933672825,69.43310595559308,66.25
49,17.09355272926691,62.56374648064204,24.825470464472318,66.25
50,30.93896896285015,48.010025351524305,41.005986772923556,66.25
51,27.618669631027416,69.11416577040862,35.50895272533299,66.25
52,46.22630377167304,43.663707064824564,6.486443492577109,66.25
53,25.652916145224715,62.322787555550214,31.554913437641282,66.25
54,3.1832459577560486,75.73244300493768,52.460300394549805,66.25
55,13.52663193162325,83.67049768748016,33.089831241704225,66.25
56,24.968621014903825,37.4741260574807,55.64364985743286,66.25
57,36.86542034184279,37.74760062985696,52.78691251370855,66.25
58,14.75995422614531,46.67201453079656,42.53085803473299,66.25
59,16.73160661364948,66.26287632672131,44.84687235640665,66.25
60,40.50041653489533,47.555323505558675,27.259262362240623,66.25
61,36.13975939529457,61.980011920089794,36.36288817164778,66.25
62,20.68684145015384,49.7611267662375,39.34043955625005,66.25
63,37.98228764622119,59.35183815066493,16.20086809522938,66.25
64,25.539792971840598,50.333473103499095,66.01750737824042,66.25
65,16.460818040164217,78.65575115855842,21.90949654569693,66.25
66,17.71964346162207,46.08002488202401,41.337120711676405,66.25
67,23.64596631555419,52.27930280790338,44.07300255034062,66.25
68,20.97868169678747,48.20622263859172,39.71674259510764,66.25
69,19.933178732469088,58.69529043997198,45.486412512416834,66.25
70,6.954323870197568,70.59269460204449,44.10813387353736,66.25
71,19.210081086072336,54.980207932381724,47.53449770339733,66.25
72,49.73520683449078,49.25683542922726,38.13556865526486,66.25
73,31.230856428366515,64.7945569006196,36.957111656743734,66.25
74,36.305747952683376,55.112001226823494,65.87734733406435,66.25
75,28.443309607666404,49.447862000124275,29.37122873662759,66.25
76,25.309789569128778,37.401318501416085,48.56208202117033,66.25
77,3.612710089104448,49.140694888675746,67.51461470958256,66.25
78,19.116006586055764,44.56454601851966,47.6765967942721,66.25
79,28.340025792371883,45.165229230330894,32.326059552137565,66.25
80,35.06698322675548,50.93093550261492,42.939033088305294,66.25
81,24.47873075280166,63.65665687265179,47.89907915458703,66.25
82,30.34935761523089,54.2681699932387,35.28573920202228,66.25
83,32.496908834432276,61.969550482654256,36.46374979349727,66.25
84,16.703864045482863,48.44617774113431,72.50208128256605,66.25
85,36.34941002389555,43.81574896603531,22.9491840036301,66.25
86,17.520784107037827,69.19297563540923,27.182415547714804,66.25
87,21.532615046386212,55.386313538923254,44.349581009690674,66.25
88,40.08741618751007,45.558667031494274,29.171968129962664,66.25
89,23.028109520469194,57.99211974546857,21.559833892463036,66.25
90,37.612758467387906,47.160278929429396,26.565897794207064,66.25
91,23.369427199639794,51.34107016064973,45.92032156226702,66.25
92,16.684052859576006,46.59598892045268,34.339821448889424,66.25
93,55.59689243775744,57.80664647309995,3.8399832991865477,66.25
94,8.875223130559345,76.9215384720661,47.85377397727319,66.25
95,23.446293450683335,67.43498614325304,33.646703652809876,66.25
96,12.461871845683778,57.86048285315467,54.44225136095277,66.25
97,38.75077725780116,68.46013711802401,36.858705841235384,66.25
98,40.885589405503715,51.00080648463171,56.82968302985136,66.25
99,35.27047065942815,34.7871529327341,45.82103191870221,66.25
100,20.32882495464182,58.27659925854365,16.55343237954797,66.25
101,10.25688632941155,58.21564877836175,24.650470259594574,66.25
102,37.993732104379774,81.07269544237143,20.0280518277488,66.25
103,21.753535127837576,68.07613000156354,22.83474284942889,66.25
104,28.115183013641865,44.41395698932981,49.117264117050674,66.25
105,18.192998953935323,66.78081420799464,44.52219265102348,66.25
106,21.632839433864646,44.1058630057299,32.71369177860719,66.25
107,22.894981941143858,39.829138767492566,42.781467275601365,66.25
108,12.96510826643218,71.64849143599037,39.748303764121104,66.25
109,35.45066927735349,34.34445047426177,69.40893992523894,66.25
110,19.5348281828634,64.88057319624895,38.42575291108753,66.25
111,26.782814831748226,47.080760012705035,32.19423274267038,66.25
112,20.55546026156996,52.79622161637675,38.36260231690392,66.25
113,26.654538538820088,41.11651491433307,19.764855293616506,66.25
114,11.425347722992196,40.503199367966545,46.66501799274084,66.25
115,38.712625963334716,34.20701872768522,41.8189042538867,66.25
116,55.40097567141842,34.58286147808947,54.153748212508745,66.25
117,31.42271550766513,59.54713373644384,57.43527556193499,66.25
118,34.04076709251945,42.14823054426651,57.92167965822884,66.25
119,42.117502820966855,39.348589287360305,20.178405227023674,66.25
120,23.724110756772603,57.10955386108624,40.89286242327029,66.25
121,41.19358774238306,61.715966077113386,19.29873978216439,66.25
122,19.85957611734213,57.94625917708203,48.98761098955158,66.25
123,30.375046118909747,60.47389988914118,41.27089709805423,66.25
124,5.97219606865662,62.84785478649003,63.04578617971863,66.25
125,35.21717499736151,49.99445208294474,59.99520664558646,66.25
126,34.29695482976597,48.06287685789117,46.43563516038137,66.25
127,20.666159063811566,47.358605909569334,60.59522484718366,66.25
128,26.620339155480682,42.03264516534801,48.073645325751535,66.25
129,13.349263610915969,56.69043009173577,57.610936589375044,66.25
