unit_id,JobThroughput,InterfaceErrorCounter,RackInletTemp,do_fan_controller
0,26.899080308314126,57.27177437744403,39.719757759868834,25.0
1,30.519609395463284,40.65376009429976,41.1694030744285,25.0
2,26.672641214347593,28.281697019411652,62.489546062021454,25.0
3,7.61137205505003,43.41682397149643,68.05185464093174,25.0
4,24.766457443419927,50.65495713003263,55.83434954537965,25.0
5,14.268214560695876,20.873676618084723,60.3461753025316,25.0
6,29.9970743220972,28.80872077261987,39.85018424766338,25.0
7,7.595037699930209,52.556128070841204,64.56847976522617,25.0
8,31.057175238024893,44.42204105221679,31.270116389669692,25.0
9,16.75719753702287,24.550836002526687,49.83789107873918,25.0
10,20.63256432203706,59.51223168401364,51.83759298064844,25.0
11,-3.69839660190376,62.82539654202625,78.61500212739179,25.0
12,9.21178487570953,42.85641365364018,59.694183751699,25.0
13,7.089623386498462,58.174237155986475,61.77035551091987,25.0
14,1.0804883992093959,72.18611879801047,71.67171024348588,25.0
15,0.8275771586327512,54.53824164934586,71.88789890652819,25.0
16,5.329887286845566,84.41603109728942,59.6533228191088,25.0
17,16.317589913061017,52.190956920877575,48.79862762746282,25.0
18,5.84226027604911,41.94201909983651,60.344798948140394,25.0
19,18.388912856094215,73.86996041665759,40.77112790753386,25.0
20,19.025939786958507,38.97793587341571,52.02654634022936,25.0
21,5.980810459561864,69.32247638643344,54.29565070192367,25.0
22,24.91777586898208,28.312377981887884,36.94898378963054,25.0
23,12.400575071253812,53.73440041865055,53.44054984893366,25.0
24,31.000509187545994,62.15843187861866,46.731489904787765,25.0
25,19.383236818893153,45.29660169060965,57.9357339126995,25.0
26,18.54204514271184,48.056232749796024,54.67644248059827,25.0
27,15.349297750682066,60.868910199890315,49.2757336163704,25.0
28,19.528075305202083,49.03781355317485,52.087320430003125,25.0
29,5.677996567715016,52.69397100609729,64.0851533824346,25.0
30,26.867202101422485,33.64668736742547,46.27388092782424,25.0
31,5.5215479367276625,93.99211038750798,57.45306661160003,25.0
32,36.00582559573232,31.469951831580172,56.61826870552464,25.0
33,22.21898479075273,11.230869789449585,79.16003319558888,25.0
34,25.224419783848674,56.520606854365084,33.376184620225835,25.0
35,38.36179167492666,6.737815507451828,48.07647385645502,25.0
36,17.624798615620456,62.064965949787144,53.94410917496796,25.0
37,28.927828654748463,35.93628843856414,34.84180033233268,25.0
38,57.05946371074078,27.799912493682754,50.354137644531235,25.0
39,8.030569187795873,43.241040119238434,71.21587142422428,25.0
40,17.412698853616927,49.34722636352403,75.09855091286923,25.0
41,21.39282948950153,60.15527448937135,49.07821623876818,25.0
42,14.023566799774896,73.39976176008534,50.461732115096225,25.0
43,16.703972246894132,62.569152094258165,60.21642895555736,25.0
44,7.9244148952960956,38.10874986705722,62.42697265547872,25.0
45,29.4892357811543,31.41229033955815,53.57806349421216,25.0
46,20.56811952910007,56.00741761859647,40.52516090080792,25.0
47,9.215453933849458,72.47426720133825,63.06481760481301,25.0
48,7.150330905116729,43.86391139438061,64.19750370424286,25.0
49,22.80032672993799,50.738065591369356,57.36476199093412,25.0
50,18.630500733307823,38.08440609639197,48.72054063099966,25.0
51,-1.8114619290729,63.0131483977667,67.56026710921178,25.0
52,25.42905446181362,71.14044450786173,39.56419776459819,25.0
53,-2.6940225474479673,43.03014833299584,78.18272094123105,25.0
54,50.132421523866796,25.532281083731906,58.06496611749085,25.0
55,18.81597352595463,49.13319464070506,51.03497898260173,25.0
56,24.10319952375433,39.68651189297878,59.659323861293245,25.0
57,24.560497852049878,51.07542680232024,54.382747115634906,25.0
58,18.050931233455476,51.25450911576905,63.3057922873287,25.0
59,32.947114610481144,63.61609262692215,46.03922429343575,25.0
60,25.08161440402625,55.293893148093694,57.01013581187941,25.0
61,8.595450390492992,30.953674780825644,69.03539283238709,25.0
62,11.692213286386641,59.86437681528613,53.45060600522373,25.0
63,10.235767936265148,60.51773439154363,75.26547357612937,25.0
64,-2.5051176975855247,51.14680769835562,72.63110428963563,25.0
65,16.17277687816474,31.68534644813667,49.8160915718506,25.0
66,14.96766046528068,49.39757178334721,49.84928447299311,25.0
67,32.59179127698255,47.19260485093453,54.913420334410795,25.0
68,18.205513479095917,37.45069385062206,56.514086339684845,25.0
69,20.764445698067185,54.34089920867217,40.77902973956166,25.0
70,19.12247212660657,59.152717360196746,46.16540414454897,25.0
71,23.080649177179694,57.29202809173178,43.54681107683581,25.0
72,42.976138544870665,24.057982769919093,48.14030341938827,25.0
73,4.226372492895159,63.868230420610715,57.441601281227825,25.0
74,12.74261752410193,71.35106097554484,39.84830492793246,25.0
75,49.76430392287648,37.710579138017145,50.64271803967554,25.0
76,4.748606203098418,33.32520326763149,51.28332051022325,25.0
77,-7.559351551486115,67.62449793043692,80.89707037523583,25.0
78,22.727703265139514,52.66384609579141,54.54634793636853,25.0
79,14.139228894742423,66.20526322931048,55.410820022632294,25.0
80,24.70184562623991,44.36988128144259,48.46901232662134,25.0
81,3.8069844692932673,26.458089262083192,82.02174743003121,25.0
82,40.24245857725109,33.2904523953122,51.4295266527439,25.0
83,25.880566676757223,39.56695660100727,51.16330290773554,25.0
84,5.957859892947171,39.75156025584867,67.14198171163972,25.0
85,31.88878687438201,64.73365299033398,68.96951751525816,25.0
86,19.85405388492989,72.64608430336943,54.34148761584631,25.0
87,34.771389878799134,27.297561318619408,54.838027859456204,25.0
88,18.56989547545546,31.949493046938393,51.852559731199406,25.0
89,33.43682873872952,26.03617527835264,54.0475681368317,25.0
90,14.456203944403772,42.52373244238841,48.947343420423884,25.0
91,23.474659504906654,44.68007985289425,51.96197231525562,25.0
92,47.97882679226417,42.50094286175221,31.120672902787074,25.0
93,15.745894684926334,42.125319303943,58.43403887472063,25.0
94,27.71415732257824,48.786634902269924,54.63036846067953,25.0
95,-0.094192119001276,64.04610273836772,80.14156875527429,25.0
96,19.309423810643676,51.03547785210014,46.66057275100087,25.0
