unit_id,ProductTiter,DissolvedOxygen,Temperature,LDHRelease,pH
0,6.665376855901863,84.45696686026722,44.90325997689527,10.11737837601393,50.925354135771535
1,12.259496639633305,87.60303280324769,38.72611407812858,11.826417926694782,51.3709745567028
2,10.7164473914219,84.44536385312335,39.44195799379743,-4.248171691959229,43.71075917462822
3,5.103954948415414,72.84667505074378,41.958436677161515,6.408642619132763,58.439658464154405
4,14.019779739008158,89.09058633503815,38.91395361800977,20.78567977011936,59.89460342492106
5,14.003443268451539,83.28531488365296,69.58207112958594,9.227680336177762,43.20864794480186
6,3.3880866526390974,80.51616537500124,37.77508609504798,25.826833979087812,36.08486424727396
7,5.843507114233828,83.23607175477503,60.12307547397673,15.572141518118489,44.50938313120055
8,13.09123083094471,88.6819387448431,60.1286299164502,26.910799226411314,67.77949008735402
9,10.96993140289054,85.94554247447904,24.482572905694383,2.671102490660875,52.22184427634165
10,7.494144155159768,68.88124694907293,42.53389059026906,14.59682804506152,72.63494113690881
11,-20.67182572200441,74.16975783654783,32.1227484894224,47.25730680411837,65.94985627818129
12,4.272439138045746,68.82854964092597,37.09463468417685,19.775847682536977,46.493426576990814
13,10.691954941519475,74.18147673512124,60.88403799187388,24.006339593474234,45.33586747153421
14,-0.509734225148466,80.12603977649538,60.65152088364178,30.688231318350617,75.90346586207193
15,-1.620818244458449,74.77527420435592,49.921378929218584,32.09262535073867,48.592804476174905
16,3.2206204504184246,74.48970582147152,33.31895909256959,14.253129171678896,68.59708134337363
17,14.501878799021638,80.89368152986991,43.23424734387548,6.363781994467321,53.73387396575645
18,8.694377892458714,60.46371797189763,40.321688258691196,6.834290535732151,58.13112343427704
19,11.03109865238466,86.83903527956774,84.00440006599415,8.557457551268737,53.127846579518156
20,11.614671639200159,76.39237500734001,40.66659649750747,3.574434338972017,36.612625906677344
21,7.522376578395237,85.59247345821271,45.03796442488845,9.711187936177087,61.888080378557085
22,0.21687219446434192,45.98777755978065,46.08339303320063,18.014180104514416,32.26596003703609
23,-3.778434476321684,77.88134578509019,40.12493358079651,23.46773601008797,21.477585520537783
24,19.703403168879102,94.86161801998416,55.563035037705035,19.28793948303955,56.81887636031572
25,7.998828551095419,86.50523401316595,63.95271335330849,20.51071823025974,46.618429621358935
26,-9.531642031938093,55.04604979150841,42.15356212194186,25.111254750475798,21.33925461005075
