unit_id,FilterHeadloss,WaterTemp
0,25.253198446028065,64.75887830466681
1,20.323542797016525,55.076305739433366
2,6.940078859921664,34.33453163711103
3,14.822297782965979,49.41443617125138
4,22.90636094787524,57.42800933583829
5,7.9490215455255315,28.329227407076978
6,16.94710922317693,52.9119744395705
7,14.119504008325345,65.74712104438862
8,9.06583420938479,48.18237778497828
9,22.69086063733096,36.5549327134158
10,4.80825986645818,57.65129994165587
11,15.064041002169756,62.056764283877094
12,28.455927505583205,27.897373787043875
13,18.97301838480972,32.09770613361817
14,31.498681410753118,57.11178855866308
15,1.320694614731872,62.095092107670524
16,13.670753293195965,74.02233897144195
17,29.707041294413454,67.7270704907538
18,19.464237160691727,33.32235786152175
19,16.798903262347608,53.91979565612424
20,23.746913384838564,53.894384402617916
21,15.760104010602658,60.84406838445113
22,34.324767087619556,43.33511893030465
23,11.274205074338424,52.766490603060554
24,30.55162371939737,25.284370449914647
25,25.259735443388124,45.46839627282349
26,18.68889398380322,51.990339212777165
27,25.755753986423546,63.41314322683616
28,28.476917731712916,37.71663774488945
29,18.32290761557878,58.77076955943243
30,37.44374777500452,44.47694149641413
31,36.796812233653434,59.52157824207168
32,31.531256157135044,40.76610914419136
33,17.621050420189906,33.61842758081875
34,34.21036102183167,66.54657313392326
35,6.1142213963842025,49.50025439709899
36,30.094132947420867,62.81416613222656
37,17.56032221754574,49.35082067261774
38,18.181848694335308,65.69135069265582
39,28.523913793564947,49.97910200340824
40,12.564239064774515,34.93879071453073
41,24.53884456054054,67.22743418015854
42,21.471924241111882,61.20514662810216
43,37.95759575468458,43.49680449388222
44,27.018301056243597,39.8322234330571
45,13.32077269278136,43.70686266938402
46,21.08232530340428,64.86263068300963
47,4.441590760717597,49.03609560818427
48,19.661626669254126,40.43218458270482
49,22.085347316289084,49.89161512384765
50,13.390789732116968,64.60355246335442
51,26.941470837482797,60.10853630148051
52,28.480745472984548,52.44919716070885
53,15.886882217155819,45.48942639624194
54,20.915215493311475,42.67092848387078
55,-0.685862603557009,64.85444651970076
56,25.13836086326384,27.990355116833875
57,16.833448805594486,53.57412048958695
58,30.633077313422564,53.879040398430185
59,2.530910812475586,61.1729312915442
60,7.3783295690582404,37.59322975742749
61,17.656771960086367,55.348541747705205
62,26.48544200038384,59.606829127253235
63,11.821151813855664,65.38015918837412
64,30.838942808809065,41.53110343737652
