unit_id,WaterClarityScore,FilterHeadloss,WaterTemp,LineFlushRate
0,17.935503675677477,21.767336012339563,52.422434668419854,25.844238602419004
1,19.63496586366849,24.98812119998203,63.49250700501638,34.340141210401185
2,11.384017133146362,31.310054688910277,62.47590029311208,44.92716378081741
3,21.49095271437614,21.91847205547091,64.79674443504754,47.65217140671414
4,20.31072681177518,14.003203943392261,66.22512051520663,71.38550834507983
5,20.988627682502297,17.147917638990908,61.048920938562034,35.600897342137955
6,19.90443338997563,26.363113302843143,43.35142733459241,42.457767835435476
7,16.99436247064111,12.688727922170223,63.70390659304749,32.547168871422976
8,19.185394505998197,31.639294629061073,57.30508019846329,55.267536536430484
9,16.299393446975987,25.782236446266694,53.4514680876468,21.26955782804704
10,19.88526523531641,12.29606925956767,40.581186361877414,42.18829697253582
11,20.17873407503125,17.49968822375056,27.76134288087156,17.502246017776883
12,20.928267130101144,20.922204700535136,46.04750407834143,26.273770074150832
13,23.224234080005935,13.2677445687602,64.1330245780362,33.98593242296208
14,10.864182068305514,6.114311013541485,38.78170554525523,46.31358898113569
15,19.919512453538122,27.53060960511728,62.23000228400421,30.37034933929784
16,16.420957734914655,34.52626227780039,49.951451333746235,17.67954147037989
17,16.666742546115177,18.622858508871055,44.858733387075155,39.63467039515359
18,19.973686194802234,12.503012607368193,51.27284270123611,39.687918390005095
19,13.495954143581486,18.002989835439774,64.79805749588846,42.88248765924439
20,15.793638582891894,21.975770446161953,51.44830428975054,37.22214512242371
21,12.378915760829448,14.456262765577197,33.44059803746879,42.102197011826064
22,23.35645781401458,20.388914266178976,53.022613058691014,23.541100776494606
23,13.982349955865779,21.539637784461036,37.96401648148739,40.311533408872045
24,16.945390283587248,23.655845097183605,67.74018163663902,34.193429042672435
25,15.361779504159768,20.383596412224122,57.85208304840735,44.30960753944301
26,26.006744285496033,2.492237475166161,47.64294344432998,25.313624750351753
27,14.742360716718476,12.1517872526963,74.74644255684315,25.78173662924232
28,15.742794019741378,23.08672174624131,48.73276363521286,27.094195920826436
29,17.24646093623973,29.518971230438563,42.26657203882271,26.30475459705935
30,19.396331206914283,7.517420976540091,83.53326545805247,41.55897710710438
31,17.52907518422387,20.515711806849048,56.10299013410455,58.33519302191368
32,17.333569741474562,24.910876273182012,46.142622237119525,54.26124118523458
33,14.108663618175743,33.29209992498456,56.74860701258873,49.2216257933976
34,13.226963505326292,15.268438989434564,61.13208131644744,33.54014392977675
35,24.445776067835357,18.607730938255152,58.6610347608554,45.54665728225259
36,18.780272136841912,26.88589945460945,62.29460853269216,35.702374794603415
37,17.665606946459224,23.623713330896898,55.686651077878615,36.83576439051988
38,16.671396284975188,20.818146249338586,42.89418564411417,22.193905989899186
39,13.3243627639065,26.2417499740694,46.0735653837298,28.372759263747756
40,14.44466829717606,30.470643540359784,51.92060895898947,56.81490317033898
41,18.103658874807273,3.4110789874702236,41.29014734589705,33.75170629929661
42,19.477664916307553,12.267002109194076,46.87456288074906,49.62159400328272
43,16.08836993909147,23.075501461640354,66.57024357961915,17.013219553709703
44,23.126847241062922,24.993797590409393,64.35824472087164,63.997046409959864
45,21.767097295083055,19.474058371142256,46.20147309888728,18.759904153150273
46,22.098124156290087,18.347364277514416,59.84430658693911,43.68341915921866
47,15.137274774780398,19.58214128406253,54.761354656225954,26.730282631648265
48,17.268306034568194,15.231385019303996,35.95189375017811,50.53189208443247
49,19.342233565669495,22.73638593643189,61.03098802621739,58.736237088689876
50,19.547161170051478,38.377285503832,23.98645282645361,29.232751275601768
51,12.692939966833714,27.95718807178613,53.59639290511806,5.442066962362006
52,26.262218002545552,9.81727901526669,41.88989111377755,40.504678451742706
53,12.203574895616454,11.278627035688995,61.99479116500084,36.426215864527556
54,13.298455429039558,31.823641655761342,26.70500860640426,53.17908742233994
55,17.61960498343889,24.27078646937425,50.14327779373957,39.229196860183535
56,20.115921600471804,11.432737030940647,49.73864857457301,29.152581629137398
57,19.002343725910258,17.043653736244064,44.456328699152735,23.155577837401104
58,12.569639986940173,21.928507842313874,43.14245446484996,27.222728048911094
59,11.91045708223909,22.217736760637013,48.16698913070548,58.5879303711112
60,15.813851625489104,18.30354401145582,55.40256667921604,38.585985565852425
61,23.701174343810223,17.402503760290475,70.52227258578813,22.471867538957646
62,9.26827865162602,16.29857575981633,38.0511313841781,59.037049559495266
63,22.19911458870653,23.636698005396195,50.83180907283268,30.487026816385963
64,22.37478272731135,39.53423836955066,32.87717109179343,30.973454972856572
65,17.990870706744147,17.096400974132926,50.32114896542386,52.08271847345001
66,21.00541833685856,34.147323309368055,59.376052254336884,48.98473838936738
67,14.453243058281112,18.356796711259992,57.999133248152496,34.711006749904435
68,16.186552580426778,29.607693182462476,61.93689913926309,49.913652499982284
69,21.60245780643025,12.556954083194324,42.16132516357051,34.752240828132244
70,20.713518971722177,12.520272685090369,38.22621328310544,55.652350400767
71,19.56680834290058,8.30494615949373,53.46032866942566,62.459022114966174
72,14.19006336524035,28.199215173649236,60.25316777798719,41.443710410506355
73,20.40755505835508,11.303750035524914,51.67423535510345,31.955877182224263
74,15.72284260355443,27.072026805950788,25.7177207543066,48.634035468687856
75,16.259391594938126,13.984362931162186,61.84555699230317,50.51822441324425
76,20.165651614673962,13.931082907306239,44.24944857825091,61.8014756818708
77,20.288226011627934,22.193547165771072,53.265333079592835,29.436055386160845
78,14.117777648678377,21.892560303731088,73.00527108894919,43.06395366069019
79,17.07597363925003,16.669957634672194,58.19342296937206,47.70546930027938
80,20.22206507101056,26.932017066505225,73.03796708641089,38.53379502230482
81,19.175108665742577,16.610806750333786,43.10647260130644,34.25089090019891
82,19.049954400650183,24.230587301432596,52.78075261715614,40.69491458707732
83,19.34172052820522,17.50087441749141,49.65907518410089,53.221945656259514
84,14.66525033382393,26.008455638040488,55.302194225982774,12.834520772438168
85,13.98964790174647,10.927058169844306,57.38476516703327,35.392034529544965
86,19.91707490922966,15.200774746406223,46.966829806459714,45.21873997654211
87,23.98800298767832,20.823134160597018,56.23154665345146,29.51677271599064
88,17.726887520665915,21.276180131933064,60.679596339943394,36.407645577016844
89,14.40227272641332,22.401594336808103,52.16007210252283,34.0267533410654
90,18.584511853797235,17.061939792593545,54.00147424387988,54.09126906364959
91,11.275332591808027,13.610743757598335,64.2244370903493,36.20699488846959
92,19.866381363575552,21.572239378991313,50.803631092840334,35.86515298191103
93,15.595119308398084,26.73134982273931,35.801941140089916,24.502812242126595
94,18.988860723183986,18.68368398627066,43.74662973705877,46.280952601682394
95,12.42825714678464,25.04655209975523,52.58504944808385,43.37420210354823
96,22.137635935642578,9.390977383182923,57.20732691753759,31.046015011331686
97,19.626685847971327,21.059477815813807,74.74159996969648,36.55074940772851
98,20.726556118170414,28.462164046052333,51.02888636692194,44.722012595437306
99,15.483468914393788,21.285380893285755,58.49057605582693,31.961622813302807
100,16.42903691162698,20.655688665817475,56.05670959420157,33.98934571559524
101,17.370837477594485,19.285204513056268,50.040704003238986,43.904547473599386
102,17.885373697212415,10.064270983717623,44.804419074590896,35.592959529628104
103,18.566680008074698,1.641327088105071,43.79034949542585,22.918195914490546
104,20.299231688104086,7.176050017558862,51.30543348782693,65.94734536470196
105,27.002968804857232,8.259991523767965,44.42303796101425,54.752199855905005
106,19.340932368437908,13.429495086213572,41.25478864960739,39.262406588024135
107,23.78584068564859,12.680305476136809,81.26204812233499,12.953263903232646
108,17.890126441568874,24.484521789604088,47.97732936093739,44.70450050733268
109,19.32709025432552,19.859441170982087,34.568323551459294,42.13880834711926
110,20.643472045712475,31.405039521980843,42.81067326463823,38.014513502106226
111,25.52122463018007,45.374631900262045,64.95582232768017,41.32853285121457
112,17.795614816775274,3.717226500075643,28.2414452405119,44.69076143502712
113,13.349408944451586,4.875506522546683,45.051503862208456,34.64607499229454
114,18.517777532749157,6.5403921527431015,48.40593677153162,61.06689887736365
115,19.22391496801279,26.051465779858322,39.49708320290242,27.549012907971807
116,16.87326185056587,8.688401071075438,47.339400896332954,32.62741015983016
117,16.861204092881433,10.009760594439722,72.15681787554409,0.019288699431215584
118,18.20422374754829,15.616267278594329,31.904449135864187,55.11856716651213
119,14.757783820721777,11.991338956784853,36.86470900970806,31.765558781084138
120,16.878333911540004,24.2317530783027,55.257407535162365,40.09221027570722
121,17.95415988527832,29.603504300637045,36.67570794282257,57.906633550275686
122,20.118779621760922,21.261119520287075,45.15052757828685,18.788556298772022
123,17.996927600854047,13.698035885153015,49.6709482085034,49.44651679956496
124,14.868302935437002,21.92558029129952,43.74352097796283,30.787282359910435
125,14.811157613359438,25.493660348839107,61.15395701358874,22.18530006913709
126,18.445114575968415,13.287813027460338,68.16105011670538,34.13424125545324
127,15.852195109413332,9.491637610343766,66.66852283438637,46.090726397157226
128,14.27229663924396,23.81774438244521,74.13602804550695,44.00117024895283
129,22.651322055549254,28.955830195930535,54.56166911940865,48.3080665050733
130,15.876516602084841,-2.7920628634493285,67.70643853273118,32.080332648121455
131,22.095906809558834,15.949343320875796,78.84107844150655,60.00059743923774
132,19.03594194713743,26.651697611024893,60.34784609253109,63.61353543480233
133,17.564739971629663,26.659296500517932,40.20825722214237,36.92673417962731
134,16.56500068449777,32.86445976114822,62.43381344245514,19.026865769306617
