unit_id,WaterClarityScore,do_LineFlushRate
0,16.307227893174222,15.0
1,19.494783380933928,15.0
2,17.625822501463198,15.0
3,20.59561716718264,15.0
4,17.032597756687338,15.0
5,15.58331649997611,15.0
6,20.63882410720144,15.0
7,20.12589181222276,15.0
8,14.390088574858098,15.0
9,20.841232537536786,15.0
10,10.746518263738471,15.0
11,15.461107537549996,15.0
12,18.669828396796042,15.0
13,18.246118483752298,15.0
14,21.27942266580032,15.0
15,22.138531352689746,15.0
16,16.543059207534963,15.0
17,18.67811362640224,15.0
18,16.982699920076413,15.0
19,14.78657774115462,15.0
20,17.358839169452384,15.0
21,15.871628051666997,15.0
22,20.049878781703868,15.0
23,19.39766846933816,15.0
24,15.297026199862083,15.0
25,13.836058913598832,15.0
26,19.805257366907114,15.0
27,17.7497306658661,15.0
28,18.989735838489107,15.0
29,19.724735950806622,15.0
30,16.520614669641144,15.0
31,15.442601626220105,15.0
32,20.120779593717653,15.0
33,17.502468594678362,15.0
34,16.75817807237978,15.0
35,16.085586965272906,15.0
36,15.787210911746923,15.0
37,14.568107460207486,15.0
38,15.134506069710296,15.0
39,18.227919037142268,15.0
40,15.179651999297647,15.0
41,16.66852242707988,15.0
42,22.930233863266363,15.0
43,23.111900789423935,15.0
44,16.117348102109563,15.0
45,9.008882441524303,15.0
46,21.759779281440395,15.0
47,15.858349494358006,15.0
48,14.935942804788125,15.0
49,14.403773677584908,15.0
50,19.268486764048806,15.0
51,14.725094840117425,15.0
52,20.025676332967887,15.0
53,9.492983318890019,15.0
54,15.425564899153649,15.0
55,18.823246638630685,15.0
56,13.913907481927835,15.0
57,19.87746425070925,15.0
58,20.667465759998226,15.0
59,15.245000956885722,15.0
60,14.71664119713759,15.0
61,11.822848072082575,15.0
62,21.55583611912752,15.0
63,22.128088305152826,15.0
64,22.066933638525388,15.0
65,13.057132130198202,15.0
66,14.478271742689746,15.0
67,16.829859007076763,15.0
68,15.137718829578901,15.0
69,20.006956662972623,15.0
70,17.687158394022614,15.0
71,13.380670161280234,15.0
72,18.22870851411446,15.0
73,9.89996761635985,15.0
74,16.724685681145388,15.0
75,20.992007742114076,15.0
76,16.120059586908656,15.0
77,14.949953311273884,15.0
78,19.725197284282526,15.0
79,13.668978738019371,15.0
80,18.692656925626085,15.0
81,24.08246190703494,15.0
82,25.35378457236329,15.0
83,19.32473412560333,15.0
84,14.917095845328667,15.0
85,15.279670019841245,15.0
86,16.53474036922266,15.0
87,10.427142503468987,15.0
88,10.931483670995316,15.0
89,15.368019781799918,15.0
90,13.666544862561665,15.0
91,16.450245008743373,15.0
92,21.999466079231116,15.0
93,19.628795244880678,15.0
94,21.245057338829444,15.0
95,15.91325019683823,15.0
96,14.483394260284342,15.0
97,21.30856083601243,15.0
98,19.576950196173083,15.0
99,11.281936709338533,15.0
100,15.927265648975677,15.0
101,21.50095143273286,15.0
102,18.111799188041125,15.0
103,15.460361190928001,15.0
104,16.10182843946137,15.0
105,15.759768300894423,15.0
106,19.910835812956325,15.0
107,21.345927717248426,15.0
108,20.496726540487415,15.0
109,16.90755375789131,15.0
110,20.4591212542048,15.0
111,10.448918427413885,15.0
112,13.347480835205618,15.0
113,19.999269152849916,15.0
114,22.336705128526038,15.0
115,15.98350604672805,15.0
116,19.63144098217363,15.0
117,17.62388669939262,15.0
118,23.245857956879515,15.0
119,16.839718834664584,15.0
120,14.274378421421144,15.0
121,21.56597804328382,15.0
122,19.35581933185768,15.0
123,16.959996878772863,15.0
124,16.738292547682477,15.0
125,14.490594921280051,15.0
126,23.03334255746625,15.0
127,23.68674133577852,15.0
128,10.449231982286964,15.0
129,22.85491270309631,15.0
130,18.316386024078593,15.0
131,24.518123140925677,15.0
132,17.75490872577042,15.0
133,22.13453667084478,15.0
134,14.324020703510044,15.0
135,22.874840794926826,15.0
136,15.984756882045719,15.0
137,19.05605472469436,15.0
138,21.989787165003946,15.0
139,21.12550225085497,15.0
140,21.72699382645957,15.0
141,19.138214388436715,15.0
142,16.18569617978316,15.0
143,17.38076044692635,15.0
144,21.300224477025264,15.0
145,18.15996480439678,15.0
146,22.476353406009025,15.0
147,17.616148086978075,15.0
148,20.579005287609313,15.0
149,21.893132633996682,15.0
150,18.795673159912692,15.0
151,19.911525029555488,15.0
152,19.17632146329728,15.0
153,14.432333351979745,15.0
154,20.54722386744485,15.0
155,16.354053712646877,15.0
156,11.345598901792123,15.0
157,17.808084004206886,15.0
158,16.522145446398493,15.0
159,21.3506288216604,15.0
160,25.61099341163451,15.0
161,15.372754695625115,15.0
162,17.67862190869869,15.0
163,21.372340578475907,15.0
164,16.588505554668217,15.0
165,16.43820795960364,15.0
166,13.908734585372391,15.0
167,17.78195590267773,15.0
168,18.319602784134904,15.0
169,15.626720471303994,15.0
170,23.373496433869537,15.0
171,19.79163305783297,15.0
172,21.349429853151378,15.0
173,16.844173475815065,15.0
174,21.043220693112175,15.0
175,18.45598980195256,15.0
176,19.339652448564532,15.0
177,15.727834210978179,15.0
178,15.892874351329208,15.0
179,22.573119132088316,15.0
180,12.812508038848687,15.0
181,19.286480658972856,15.0
182,16.512601652082264,15.0
183,16.001307095012127,15.0
184,20.45603386582789,15.0
185,15.94586521245165,15.0
186,21.716239716220713,15.0
187,15.290026034817647,15.0
188,19.894017059016115,15.0
189,18.804144988077063,15.0
190,14.579233263333695,15.0
191,24.63141697865156,15.0
192,15.903637629802514,15.0
193,17.18657783710033,15.0
194,25.718854081466766,15.0
195,11.45975616183369,15.0
196,21.50857402478797,15.0
197,13.278583698387152,15.0
198,14.306618092938411,15.0
199,15.999689326716764,15.0
200,19.191004620755166,15.0
201,16.939640378706493,15.0
202,18.00692543538327,15.0
203,15.123516309255848,15.0
204,24.240698744332814,15.0
205,24.082403247038407,15.0
206,20.69411668498388,15.0
207,12.363057798949868,15.0
208,17.377948693151488,15.0
209,13.057089765130343,15.0
210,15.858948784127854,15.0
211,17.61205910311357,15.0
212,18.07453230670385,15.0
213,20.08488705572984,15.0
214,19.70027920572651,15.0
215,12.844476642517908,15.0
216,18.29761280174789,15.0
217,24.442904141049347,15.0
218,20.633155642812476,15.0
219,14.798509366561781,15.0
220,16.80051450765876,15.0
221,21.332555471193317,15.0
222,22.278771162765064,15.0
223,19.354818293197237,15.0
224,12.278397202906655,15.0
225,15.88222986962208,15.0
226,18.067604296070495,15.0
227,14.252116477311823,15.0
228,18.505955021396975,15.0
229,20.517231865095777,15.0
230,20.05692549921123,15.0
231,14.638306410312133,15.0
232,16.614467674519933,15.0
233,19.149585085757245,15.0
234,13.196961457142747,15.0
235,17.52638048074823,15.0
236,19.585371151511925,15.0
237,16.552263462951544,15.0
238,18.518053383946132,15.0
239,14.053150438932638,15.0
240,15.290251149537564,15.0
241,14.205633419591363,15.0
242,11.75622208823632,15.0
243,20.590429106726035,15.0
244,19.470393718088022,15.0
245,19.900465002933576,15.0
246,17.96454997923512,15.0
247,17.714872179260293,15.0
248,18.00283142176848,15.0
249,16.434884233804,15.0
250,22.330556557961806,15.0
251,17.37043862030869,15.0
252,17.62122452452791,15.0
253,19.082867585984847,15.0
254,19.561120421618316,15.0
255,22.542628696436044,15.0
256,23.692421179887198,15.0
257,16.949209241826892,15.0
258,17.589171589400785,15.0
259,16.410879905460742,15.0
260,14.831845809641193,15.0
261,14.318449326091512,15.0
262,15.226259186306669,15.0
263,19.842388452704082,15.0
264,17.652085649732342,15.0
265,16.021434554909085,15.0
266,20.035233165451096,15.0
267,17.175187426271716,15.0
268,16.905723364026542,15.0
269,21.002186229822055,15.0
270,18.59461823380944,15.0
271,17.815281779755757,15.0
272,15.350156550650254,15.0
273,18.76459573907786,15.0
274,22.09148466852586,15.0
275,17.768116745717645,15.0
276,20.156268555136467,15.0
277,19.32654352283687,15.0
278,19.357262781383096,15.0
279,25.97779754574036,15.0
280,16.44916387139919,15.0
