unit_id,UVDose
0,30.343095363154838
1,38.94488089299718
2,41.38136130903166
3,46.2619776128495
4,65.96504799470654
5,37.144712702185686
6,62.4351846030449
7,75.25180345831559
8,78.31975280320435
9,31.461102692798658
10,48.18599151744617
11,40.19525780987791
12,36.75253318286294
13,75.94970564602576
14,51.763466253199255
15,33.612201617864436
16,58.51352453581915
17,23.853745856783153
18,49.024732857190294
19,17.376895796712336
20,41.12631194052003
21,24.540172208954722
22,17.929678228397563
23,16.87849870935501
24,77.01841472787413
25,54.28085085924196
26,50.6318676402361
27,20.659022471902368
28,39.65514457205793
29,53.21395599722446
30,38.31251944482807
31,72.87619448484159
32,45.945530219117146
33,17.96447469697015
34,48.44500206877509
35,62.35023596081008
36,45.584138837029144
37,70.30266476755108
38,36.39618740093449
39,42.54877605015473
40,41.42008459621613
41,75.44225997714783
42,23.953716291906748
43,66.97803082383521
44,68.81186317500942
45,60.94402089954838
46,61.016233695410214
47,40.96150896040923
48,42.11253624661867
49,52.30242506623846
50,36.719021358555466
51,87.30410790173879
52,53.92696651770677
53,19.587394493341343
54,64.48894951571812
55,74.65117000069621
56,34.05105765456382
57,43.657198591790774
58,44.840054781582424
59,29.71772130757993
60,62.95790269065624
61,53.95548057980064
62,35.30685313032657
63,57.93774818221075
64,55.65178489265234
65,44.5091486025585
66,23.23860060114824
67,55.984988265309525
68,41.62427257229075
69,21.371657639730387
70,39.44452149791447
71,46.02930113768689
72,41.00821626088067
73,23.56500343726458
74,68.7796592770212
75,44.744504935919906
76,31.38495333513296
77,54.40238040878194
78,24.882795747939927
79,28.085641844367174
80,83.96856362178191
81,69.75575707040812
82,54.0942970752898
83,95.35832625789864
84,59.16817330994822
85,63.956213372159844
86,64.63305630798858
87,74.37222900662219
88,44.718952635238786
89,57.29962389285353
90,55.69643856268642
91,29.263947440057585
92,38.0603531713474
93,75.04941616542095
94,23.006434270049482
95,49.41036693906149
96,55.910797376977904
97,23.149808527114246
98,47.12503805370094
99,30.716713478358855
100,69.21851424187842
101,66.36276646370243
102,47.09879145211288
103,66.76195856463593
104,54.656847120182384
105,72.74881968433583
106,50.196450930469425
107,46.81005359515196
108,51.047885840004604
109,57.56005499306737
110,76.18376879697298
111,37.19315071342355
112,10.116762470267469
113,56.72751071395415
114,55.28492252461793
115,32.38795520622287
116,64.87148843225816
117,75.35754330683952
118,70.34594131215243
119,61.88959026019462
120,52.1789946650116
121,41.09263701330422
122,51.28549469620395
123,29.367798055119692
124,64.29949546892081
125,75.93729406369293
126,35.75057093603423
127,73.23841400008692
128,71.535795661028
129,28.61943401729375
130,51.70492956754069
131,58.42945500255341
132,59.39215964473731
133,74.18259174031526
134,28.605402800969205
135,40.950781475646004
136,53.831133504939125
137,27.808654857967273
138,56.078880229159665
139,66.38550244900532
140,46.43371386376875
141,79.75818992266665
142,59.326953205477025
143,38.50571935967776
144,73.56264021360494
