unit_id,WaterClarityScore,UVDose
0,14.723778421341775,53.76734156163194
1,19.693505581808772,61.410309142378395
2,15.497464439775138,55.012512718345675
3,10.671155794753368,60.17447176340246
4,21.81607940676581,35.106371525936034
5,20.682398147848524,62.44018285520158
6,17.382842683994475,52.972341674428094
7,12.90019526950346,51.096609664654686
8,21.475055423048783,24.4443637235855
9,15.999296008999103,52.20369912426297
10,17.33447715811084,80.03581610029033
11,22.787564882821837,22.40557940632759
12,16.822615512966085,30.558380140957325
13,18.50808098004986,46.15336924295818
14,18.88005170903947,51.90440637718495
15,13.730170523813282,39.701398562141705
16,19.21021968729201,40.31553295792217
17,14.306213070758698,43.70857942412879
18,14.977212701390616,50.80690745736167
19,16.52141535358915,11.52702271130149
20,18.378976126656934,53.71732559053256
21,16.430380904253635,38.11558123352625
22,12.105496225758515,22.966226091775724
23,16.59007553937682,37.43172775871605
24,19.630465486368113,23.78214262951271
25,21.71964652179857,67.47317507818838
26,14.984232685339418,41.19614956494455
27,18.50103090490132,49.98720387058913
28,20.302015114682753,45.27050610066641
29,13.440001506758014,33.39388244611353
30,20.151654955137708,40.19759263095334
31,21.598601171781922,54.1165577265656
32,20.357943660117428,76.64881339375023
33,17.5116514935987,85.89857126232776
34,12.882018361462004,55.191424148516816
35,20.432212871487824,45.39032492670406
36,22.94375221771798,37.324552957103144
37,17.860998978274832,56.65950430792279
38,14.718935001462327,46.75635456239689
39,22.468614034337413,65.95635720524456
40,19.68357309713874,49.270635564002745
41,22.21514069589157,78.33698615275489
42,17.629274469015854,47.00942110346373
43,18.356111376392963,76.58506373882706
44,19.891889586394157,20.211928526308053
45,24.09323376491581,36.98086417200555
46,10.630503365409576,56.638383115530466
47,13.720026966372606,49.789603480318924
48,18.847939267959223,63.13721037553294
49,15.899798670223266,40.509479892528816
50,17.909186914349053,42.102903656137386
51,11.338026516062822,13.287187167967359
52,17.284793030592432,28.97479031213158
53,22.607305046967234,35.79048475903547
54,21.561924465726165,18.144887294885812
55,21.012262395246957,62.97522843887964
56,17.826599038325135,55.10588260801281
57,14.402615927149322,74.16223739405065
58,21.154520895479042,23.933730220299033
59,17.229955729437375,32.03516372069734
60,17.595987731136404,43.371024792694
61,20.56054733737729,51.63475960043304
62,15.108180406062884,78.80992652129692
63,19.43793111108582,80.08051239248981
64,20.843071582721073,38.86030815433972
65,21.56541813921843,34.64194536930461
66,23.870498199893163,44.569010041335346
67,22.820840950935395,49.38519456079541
68,17.226860859537744,41.708512095960934
69,21.188836316454523,46.29387817421857
70,19.109228830571674,53.05550310653447
71,16.920702127757025,21.07989635504545
72,19.266966873005707,36.44321363809946
73,15.264003934174749,86.92107092245938
74,18.853765534957326,19.581415912159915
75,20.36250263727979,43.858908791397646
76,23.34107058933173,59.12891609708812
77,13.249134139044397,67.4637862872434
78,19.28245245777635,28.24436313727842
79,12.969184989557762,43.90630158187723
80,15.87243024541554,42.3433543904003
81,14.856151538539576,72.7695488454047
82,14.148129842419845,36.02240473011272
83,22.078080433750877,62.31499637213353
84,19.196520482554515,58.89755670167828
85,18.737945657298763,54.90715305148106
86,17.834097825790963,39.4314813145954
87,19.407068710557493,32.574995614312265
88,16.574431615093093,52.856377211481316
89,19.33530100062344,67.40901583399469
90,16.003577991470166,51.51707766113977
91,18.99546437731363,90.03007407748792
92,19.943461502754804,35.574144754010455
93,15.597929094020405,65.20135318230476
94,21.761816008401773,22.151525048615234
95,13.431922741021978,57.72231432935375
96,16.486250665385242,73.55868514780263
97,11.515018187632233,20.200347927391817
98,13.258034260485505,72.51771808835777
99,20.2402104696065,78.65969448061675
100,19.317352505311348,69.88068685952311
101,10.515659989135028,71.60639982077497
102,20.602881141868426,60.635321371756554
103,23.1652545346712,27.88201166398295
104,21.548455014818813,83.25659389910734
105,14.249770220555298,45.786215142601584
106,19.450334908923466,61.605223601418885
107,24.46877502674962,47.70641836763151
108,15.362261966341919,23.004591421598917
109,16.994434690310452,46.34477151648906
110,17.051279042633123,38.339382988996775
111,20.03426812525965,68.30662961704172
112,12.120983360642674,43.88792697913793
113,19.416663419823838,23.023357175264564
114,13.066928988242744,41.15194317572695
115,17.418288095776905,39.06539518144352
116,20.64919767604084,50.9623364169311
117,18.287898530926785,75.16140724126338
118,14.004097132758567,41.08722780973441
119,14.457316088265182,47.978379410487676
120,17.240029312980838,52.15592357815764
121,21.47737888694959,27.412770963064055
122,15.217400037591943,30.449196090879283
123,19.279477472519087,48.88051345008644
124,19.971790350733272,53.61532665655332
125,16.58166435038254,23.23585364042431
126,17.022366590915958,82.92992942077491
127,19.197762879875487,27.94552421730299
128,19.562684320146964,73.9019074839222
129,10.366015736459033,27.588651910864414
130,17.640944602422675,20.506404413179826
131,20.430144336269517,57.83158999684712
132,14.243590211816862,61.51963569595318
133,20.38424622954352,49.56593818253356
134,14.4316297188109,50.888326934046255
135,19.749552110685244,26.005643091663508
136,18.038304574498333,-1.9316961852439505
137,16.981338728069097,68.02288629836677
138,12.227380500414782,4.514314574877929
139,17.9132741010577,58.536798756924966
140,18.773653219591086,56.85556125574294
141,18.947365490542676,40.8349236204934
142,14.884256484122815,73.48359202554622
143,20.38189181683878,27.755648621230435
144,21.0670928104813,41.65308335244053
145,20.230086633721413,46.64125976091282
146,20.273660296323737,36.787923987688764
147,19.853021303669404,25.664378201515554
148,11.10136860947524,53.72204987197487
149,23.26497699743161,35.92780697031082
150,23.723169832081577,30.48296715284095
151,23.41159103822833,19.5284720655255
152,19.632941926682513,51.28003776582508
153,19.126867387337203,42.037609096461075
154,20.959457978955797,41.96197663639834
155,19.47540578815818,66.44099138196613
156,16.484725604514743,33.668141818143056
157,21.050000904815587,42.65054496405072
158,19.55415426323336,48.430836963545445
159,24.161814277956115,28.724564477793535
160,10.94795504994589,69.59416684195563
161,20.269590709350574,49.9959691197597
162,16.037540712160613,72.01985442133554
163,21.955082608185478,52.60090665456816
164,20.30470276724322,28.166725649268667
165,19.780096993936024,73.67494976821665
166,16.48131523152253,74.12996614012921
167,18.61884139566475,47.24954030606129
168,18.8616395093215,68.21392792451763
169,15.590742033513688,49.56673687394682
170,16.49919331735666,23.113538930814045
171,17.77578261599141,36.59603196649346
172,18.309631725258143,55.98897636095123
173,21.05242389235356,58.077984990581776
174,15.029960472761687,66.6990367557394
175,26.39585473521459,52.81555819628251
176,16.73336267911539,62.357917225582376
177,19.8720449748815,57.57380198018306
178,19.29621253705012,32.957450662883424
179,21.122419764057167,76.46604740898756
180,14.24243050879964,41.47215471895636
181,22.495096594142773,44.60534913540377
182,21.984573050924862,48.91304555330728
183,19.617822960207583,21.223165516314342
184,19.372060121370378,32.29954390453999
185,19.153291410234125,67.6943892994694
186,18.02401006534298,46.60283675934663
187,20.642847873297747,91.12533242788288
188,23.255184668721785,24.244055443698578
189,16.92090037305553,54.666676271948965
190,18.541936607458187,58.093820637173394
191,26.91459525560179,52.61722551677517
192,21.621213808999087,36.80229831412328
193,21.480423261501393,51.457044793560776
194,16.159097345140868,48.74270358017233
195,13.0576297261333,36.694793044999805
196,11.193820368135894,31.735268735190417
197,22.8590274476392,40.25221704257572
198,16.996875770682756,24.675995429207436
199,15.518833066050128,53.59149800863415
200,19.105183230720527,44.34182358247079
201,19.801289150935983,47.603474513965054
202,18.31632056920537,47.326998808502054
203,15.429651506895526,72.18253460451217
204,14.150754393264673,74.85343406208042
205,19.036050381773038,54.81448436663529
206,25.659110289590657,72.75955973808306
207,17.548854128350495,16.63496765643895
208,20.094734488828053,69.28893554962644
209,16.03861344193929,14.448547050964738
210,13.234281255287762,78.57187676780067
211,20.60460996217872,76.3933665359835
212,13.69291874847911,19.862350319635542
213,18.078965236072886,46.78539293423827
214,17.459124950617298,70.91495429832975
215,16.582027735578464,72.22332891074585
216,16.564207694161734,25.898490387053815
217,24.39735870967631,69.05047425272463
218,19.977890944508,67.80771043947638
219,20.63761522096371,58.865138160412506
220,16.05731613932434,25.300802226672726
221,13.187557417198477,54.48420079341845
222,24.29422128072263,50.93732401857398
223,15.695013859873125,50.34322613078204
224,16.380860317718966,36.94847336909508
225,25.891997420904133,60.59158241204227
