unit_id,WaterClarityScore,FilterHeadloss,WaterTemp,LineFlushRate,UVDose,MetalColorimetry
0,15.665902184159979,1.1586285967905323,70.98301866421609,26.920904412351206,52.981573695277916,9.15900920459151
1,19.799317519702615,2.4487941960748327,33.470718830407165,29.931856497628814,29.439324450843912,9.792645949401
2,23.950025315929242,30.379958871112784,46.74564153045162,64.07136905489119,45.03505003873252,11.961835155009407
3,21.414393032438127,17.153482340257362,64.93497716378506,46.42662723719793,70.9220367234834,9.333956183559865
4,17.137488172578575,22.212657504211233,62.285936742445756,39.85971886075522,44.88910184948061,8.617604415917707
5,22.693027517378916,38.23094766677783,53.04750271664254,40.40983182891922,45.86651465265066,10.1182321469551
6,18.329283190153323,18.502411064132183,58.580260436418754,41.74858561170448,43.67340488675613,9.643054116453852
7,16.351934426913324,24.18573336874166,70.41186791137356,23.84251959630349,79.47175363038185,9.528464420537405
8,15.895201636524812,17.717608961404398,78.74846437282137,27.813484075724347,31.01934129112366,9.497392372954632
9,18.48087967261555,24.661478557342985,31.895968054257914,41.97260686497394,53.94707844223572,9.957791982480561
10,18.84348929830641,8.101317544535828,45.002708355541145,16.502874221139244,63.171820615972635,8.879557705379936
11,28.658491172080033,26.90135124831271,60.29933129755063,62.326584421120835,71.52823940452514,10.242389789367698
12,17.472777554839695,18.116084796893325,56.63752587580779,56.98638944271875,87.55288548864034,9.387085296460867
13,18.92050436914108,7.61299384304545,71.75559068919961,25.11431310672509,47.37032852925853,10.631027527492588
14,15.709847604700135,21.42598764424472,65.87625038878356,42.12100108944996,60.33279446451419,9.49994277207253
15,12.463712750242824,14.66725944495625,46.684465674276616,36.331787784910915,46.529530832336405,9.243191421967296
16,14.402665100753733,23.162560857115707,42.97950962395865,41.47163859269913,85.4579681237171,9.376105615058819
17,10.515183631123339,12.422786960245624,46.92006187483754,9.250994494565036,35.4115759277347,8.462196617182707
18,16.99960922739109,26.59253044085207,58.03677043204746,42.77848230610881,34.992639566661296,9.203076178392143
19,19.74081919195424,22.213225894384582,56.628975098303265,33.25091251900244,74.80993983237457,9.761449273995318
20,20.527109320863648,27.670704367439996,36.385614862649255,60.06720311031551,93.41728596906164,10.197511786634609
21,12.85228270746467,24.033254974160563,35.47359256497776,39.08012733663627,63.88746584770126,9.615823231663619
22,18.961020114611856,30.80302310490249,70.49930998888242,44.5386728579701,45.69627244027856,9.932316828072485
23,17.291078098403094,13.506068487262041,43.51605490375295,29.454457556342554,65.99900600995103,9.174399552706342
24,16.96194354995208,22.136564228130517,66.93811605029323,33.94180716432779,37.215444787018605,9.699662032231098
25,16.731231134164524,17.663376314571927,82.0355774292159,62.05014020181778,71.46515164854917,9.823134216912504
26,17.48386201298857,9.2101047923498,56.778431181537655,37.86935179438134,37.24662459827306,8.737373970507397
27,20.183691743915304,14.188258368099852,74.16752628098916,46.123066233969894,45.37955531883567,8.782145436159032
28,13.392489503406484,13.87386542432186,38.84669955714687,41.25240608086984,50.858248616722136,8.986852628596816
29,18.264870594559483,26.674715574960814,68.16449046754383,52.37910230785527,48.594780937528654,9.565212730660637
30,20.677286767104054,14.567987850661156,42.68266197299549,27.540708304318635,21.099498718793004,9.153487026054625
31,23.40516008638899,15.504237357394302,45.89194893059103,43.346374575177485,63.74268283955742,10.870661820491314
32,19.097471396273967,12.57652314513909,53.400164546761545,45.82237786994404,9.357497276800999,9.113058146482821
33,14.47918742418052,19.90417616295684,37.793342137527496,28.033229196822873,19.956244308393615,9.654042550464323
34,19.140259723276333,10.34037728672148,41.89262967169617,34.09793958263304,72.1451772919744,9.857057192922703
35,17.70008614817085,11.865219504465731,38.368893812992965,45.38554636299942,79.91726366462457,9.83154970558586
36,14.67834839924298,18.377529065562456,40.1749071944735,51.70112448307742,66.07015538607574,9.283876397638288
37,20.457671572100992,17.11199023336041,49.88536215171706,22.814702356380778,58.471875279897034,8.83719135299856
38,21.978380528968074,31.307147049229428,29.777165300954973,53.902879983882954,21.090099630488066,9.82405158467314
39,18.875048218495852,26.02329923101865,34.478007709999815,26.1332896556771,43.49683238121096,9.01149375951104
40,19.744949429439874,19.494551181302562,35.877638424435894,38.82100384594983,57.87017312396179,8.872143834467836
41,21.356588128835316,32.044251426277796,67.34373434794055,42.0320118702066,31.956884080398392,9.953153351050771
42,20.963948456065115,30.348537918703887,36.59607709005515,51.67702524602097,58.09507590702263,10.24277333422898
43,14.471037113526753,28.480859038165683,49.49988108053506,14.382137590513212,3.0470062436272762,9.920662204593844
44,16.678467342770155,27.59522029788769,35.72341928008111,48.212801024096194,38.90381324026267,9.230609990821524
45,18.739070555205338,20.120011273080543,23.804592000658204,39.15796258811062,45.17825864521892,10.186196108439463
46,17.487190629080224,15.341554946426033,49.54855053113613,33.18756743861577,86.19280240663744,9.588459512259783
47,23.602662916013003,39.543576096733894,44.471057671026045,45.02458603025033,62.06189164878603,9.734746265229989
48,13.99757011410152,24.499566818085732,22.18895183825885,58.22034602403692,36.86973421353386,10.445770072119695
49,14.383673640865373,17.4244753310836,33.828209011734046,17.55929435162225,49.35619362426347,9.97459536732171
50,21.49666488799213,15.435412472655036,45.51668645681966,46.62897999795359,32.50866507119253,9.723625711931033
51,15.342268984228763,31.772468086521545,28.66910001457752,49.709197018977115,54.47246768665735,9.49469416843559
52,17.115613262682917,5.470005998710226,52.40264152575732,48.36166224288914,50.71275640750742,10.12104295827581
53,22.03277978399273,18.294857077024457,24.48204283493937,16.849640815140862,63.190002216497,9.044726844411935
54,17.169360254825072,23.630361671144364,60.26491138972697,34.5273337963842,55.39275626147702,8.96292684261187
55,23.87830660135492,32.82167432950078,54.24810114751654,34.7079281803464,42.188822543417935,9.827312313860576
