unit_id,ProductTiter,ViableCellDensity,BrothTurbidity,do_StabilizerAdditive
0,22.711219296279445,73.45526296540878,10.289014623375655,50.0
1,27.688224532512592,58.53243750038425,9.749742564358888,50.0
2,23.4901772632409,63.904698807419805,8.969433936429297,50.0
3,18.66427643281431,63.30340168206772,9.311177387599402,50.0
4,29.782397571451604,63.49626957003873,10.831341883901068,50.0
5,28.681569940610885,66.97686377675917,9.568058242674356,50.0
6,25.384069384134403,75.12284941433353,10.088873583680668,50.0
7,20.88242443075509,82.76337465329243,9.152172041892268,50.0
8,29.480707007166174,76.24717444602541,10.006819312094658,50.0
9,24.00467745227979,76.04287670330258,9.343064648775679,50.0
10,25.24997210743361,61.288853671881796,11.015760810790427,50.0
11,30.787138333722712,92.29341713953282,9.50078816002219,50.0
12,24.821611874475874,72.22205249691304,9.30555929440877,50.0
13,26.500987563624538,84.68561845901249,10.490906780681703,50.0
14,26.859911248286885,63.84693867769342,9.22856438504517,50.0
15,21.731667823595423,54.42765120170801,8.855525447340966,50.0
16,27.187928049928097,67.61287700188262,9.644647795842639,50.0
17,22.296952528418576,65.95684467652694,10.824153561487051,50.0
18,22.969633498516114,72.19956341653467,9.593377566061493,50.0
19,24.52552602930474,63.501887645905484,8.876941498790888,50.0
20,26.354828233503643,76.54388125227909,9.594188059097666,50.0
21,24.431280641566982,58.60259452290816,9.8783759638966,50.0
22,20.104109604714683,85.26411429096369,9.078409716403003,50.0
23,24.593489538463928,79.09504428463678,9.611577965468381,50.0
24,27.635541907515403,74.40854848594915,9.416293651650031,50.0
25,29.72006829923442,83.9719070875073,9.08604305923989,50.0
26,22.992631712432157,63.65920123859238,9.433207842151415,50.0
27,26.470765586323555,61.82253406537914,9.741915674914678,50.0
28,28.294246263348054,78.55384824091075,10.88234356484085,50.0
29,21.44235905330988,72.20018586058868,10.349927298729343,50.0
30,28.156135998091244,85.43492019138168,9.620890777282863,50.0
31,29.60457862789734,84.90771316863326,9.26193409414031,50.0
32,28.358491910299897,79.9686252838767,9.943378370988643,50.0
33,25.51407672814837,86.23999301730498,9.758656563050117,50.0
34,20.885994369233835,74.80586137079965,9.511855450508635,50.0
35,28.437147206898292,93.59064559973106,9.239795554029499,50.0
36,30.94827638659627,63.5443021718801,9.415471710122155,50.0
37,25.81236943264645,82.862333822603,10.593903456635877,50.0
38,22.686295820129274,74.31238870021389,9.654599070327036,50.0
39,30.473371821076427,100.49181885756973,9.684894425480794,50.0
40,27.685559704101916,76.33728457011337,9.641214319312807,50.0
41,30.219356567526958,65.58784302361916,8.326259091663832,50.0
42,25.62306561556759,78.32707064465228,10.05044210964714,50.0
43,26.356744218316706,68.03307864425074,9.870891001347244,50.0
44,27.885516244284865,69.85343640235703,9.477034306964017,50.0
