unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_chelator_dosing
0,51.656882601823874,13.427923741561827,50.99987558366918,50.0
1,69.95102539481364,28.318736660255325,72.22140811228554,50.0
2,55.40611026985537,-3.4973483843407998,45.93550046693924,50.0
3,61.83611110966724,16.909535672615608,60.06601527257821,50.0
4,63.568630095324316,31.2817700226707,67.4777009332068,50.0
5,36.27973890001757,13.492061144615871,49.271503616593634,50.0
6,52.55856734573371,1.2599985424878195,38.72727058288194,50.0
7,73.39992596854185,-27.26598904956392,67.71493034577426,50.0
8,47.33246939767145,0.3639334119329405,39.20251583456445,50.0
9,71.380558929662,16.38406048526935,59.22726221318886,50.0
10,64.59400251073333,20.665791395816356,67.58422326427201,50.0
11,44.012912699434594,0.6431520494581093,48.64275274122726,50.0
12,58.9788353129512,16.358975136015758,56.32833856233618,50.0
13,62.006504441630824,26.022751520333706,71.53707170592158,50.0
14,64.73410069118101,33.15568147039849,61.88057623888386,50.0
15,57.74018383058327,28.74102259575045,61.62127882696836,50.0
16,59.88940240272413,-5.368300343419202,58.40751906889088,50.0
17,66.88690333578327,-11.185361739085742,65.36294317512147,50.0
18,53.07956218264004,0.015116720149267238,50.87085922134251,50.0
19,48.741839893450546,39.82928385732764,57.665248270484305,50.0
20,53.32023273234782,12.572476399533649,57.27434082198049,50.0
21,52.55391406248171,11.661032791903395,55.48388891482877,50.0
22,74.08955185697585,32.075418525907125,78.38123949094177,50.0
23,45.86930515244194,5.309914969811846,49.990644039104346,50.0
24,55.055688094882655,36.62994202970115,64.23577639196456,50.0
25,72.5442186919475,-4.612103584963554,72.30951872714188,50.0
26,51.916332909598225,19.24228741965356,61.74700229802643,50.0
27,65.60768678819738,33.03642181513106,80.8277315736676,50.0
28,56.52649722306063,-9.276512546369524,54.81282054197724,50.0
29,52.21428318135123,13.582427138813095,42.315592261893485,50.0
30,52.70267581654547,7.3225299336639464,45.63986902579958,50.0
31,53.802598896563865,-6.053612077401995,55.94201006983962,50.0
32,71.79711478527796,-24.03137873895709,83.36215722784337,50.0
33,40.87003082239853,26.670920702429616,50.745869298064235,50.0
34,62.58633685260489,9.517739904840624,61.89853485481759,50.0
35,48.89409295498657,7.068177130539967,47.79566604663246,50.0
36,55.179653874088935,19.282761087224515,67.207387377002,50.0
37,40.1935594966089,35.181811598451866,59.39252996949301,50.0
38,69.04366609514483,2.029690535488194,62.2132786811783,50.0
39,36.197477390086824,13.565906186427345,47.36885524948069,50.0
40,46.557915015270396,25.00251273248591,42.63495439670855,50.0
41,65.2352939264823,13.493439444140034,53.923395059367294,50.0
42,46.710646232259016,15.457928398984052,44.479179367342994,50.0
43,68.21225498794828,5.018936757338397,59.4466923128586,50.0
44,60.124431307429774,14.14240655285592,55.62912827131153,50.0
45,57.7055149542048,-4.8953688818993015,67.11124385430806,50.0
46,59.327214935153876,54.490444244356226,59.508882076095475,50.0
47,58.82234964718823,0.44608983002098945,59.52862901436693,50.0
48,44.273085439054455,8.839014028589366,46.606245386634505,50.0
49,59.380690436803675,3.4688025275287675,58.53685720773403,50.0
50,59.295691205747055,20.521480502843723,61.08299791906318,50.0
51,55.42986398513249,-10.636128505542526,39.63349469579784,50.0
52,64.1726628830811,5.366835547457808,57.40107338478975,50.0
53,60.17703098909226,42.49661309605872,74.89174125267014,50.0
54,51.876117555160505,-14.683087480872079,45.64131687930589,50.0
55,58.518851934641056,29.069244642095143,68.73444549998212,50.0
