unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature,do_chelator_dosing
0,31.704491004006528,11.233529240129723,56.472731284354154,42.977832008845226,0
1,30.79281668401547,28.090374411678532,60.518946130017284,46.128447532742335,0
2,25.089849621229714,27.715047498750145,53.923973079534704,33.887849283791155,0
3,25.8876780307887,18.985390318633854,57.3062188571913,41.40191643119801,0
4,6.688114885026934,65.72837502388299,50.819407070957304,38.21352196782504,0
5,4.222923169363186,67.34966048408312,38.710535007917954,34.02942352167295,0
6,23.754056041216273,45.87185067617749,60.32490935739769,39.72512466504738,0
7,27.2902806205228,50.52019527830772,58.223077036809755,40.693501028300936,0
8,9.104099347439577,42.751102157942064,57.48657584678794,26.381670998707566,0
9,47.371614181619876,24.544662971645614,63.220143904744134,38.81823430104205,0
10,3.676061105698731,34.02944995848253,48.54864282091976,55.346882505318504,0
11,45.670336373104135,14.435793398451802,69.12849079837181,46.610311580227346,0
12,19.68171915229478,38.63060647462649,50.29232505755272,39.8340594440695,0
13,19.39414036575478,25.25268340434483,57.964896049954206,40.60908253573829,0
14,19.103371654972452,42.231478898745074,52.440514891068545,39.05706306983487,0
15,27.98173209358084,60.465952531265266,64.9339704935736,37.44481488807649,0
16,25.825862251027175,30.48011049229058,49.02129015758327,31.320271093064225,0
17,6.157871933795293,28.880898330357528,43.57658095258041,31.04872941154227,0
18,16.818706842240104,65.7778398467285,46.68240596777675,30.852897089899212,0
19,21.232488269082673,52.77979365055401,62.20148106490948,39.5935921410681,0
20,27.078762396368653,40.57093983947716,52.14978560227936,33.174504170815986,0
21,37.641901500876145,50.18452544527203,49.50271149682458,33.12210147437613,0
22,67.9815919187491,-3.3101475288985682,79.36718770625005,34.730278014029885,0
23,1.2176209688433275,52.3443371531141,48.83962646582476,39.50761190024835,0
24,14.663968884932036,71.97667257774218,53.780952422129026,43.09267501101401,0
25,13.582796605144807,51.20159570675068,45.530626440044834,36.83666296227102,0
26,20.244794282185996,37.8719398340325,37.10912827320041,47.52855305519373,0
27,31.086958483676515,39.892329285243456,70.66190887779834,40.642944806773464,0
28,28.302057940610826,39.74389713045239,46.87519241235217,36.05738169292938,0
29,13.587634015874421,55.60122627110874,48.82735900186456,30.03224514569575,0
30,45.64473361821589,34.114620270505796,59.48624796020774,26.654718317809152,0
31,33.0399037443251,37.77263986940354,47.422852129526824,27.696555489796562,0
32,7.144281010949392,59.55608311339145,44.24546359466073,40.385481414701836,0
33,24.95520490766626,26.678639282270122,50.720513701634374,29.72860641798062,0
34,56.1554689701195,-10.929916595885297,51.14739753685374,43.83735737558909,0
35,53.740364694960576,9.866354813711595,49.88004857754691,43.6175504759372,0
36,26.024655049936612,19.24969751959396,56.74190101803276,32.808237486989434,0
37,16.66350582043681,40.54844766486129,45.56862830824415,39.8748310401117,0
38,17.504700729161932,31.251184387312396,40.91591505267729,34.83212646471113,0
39,31.92067779162859,30.108868287855522,65.64658910548002,39.80001748539617,0
40,30.087001207634348,31.417973919749627,65.4676737787976,44.765105606503944,0
41,30.085809270252305,60.065495099663366,64.40916162252637,43.17247771950972,0
42,31.162235410883135,72.3400111327879,69.24529444992388,36.151251484466094,0
43,17.72650673868812,38.088764707354265,36.33444690256541,31.74107890052744,0
44,16.765509396539798,60.32864181367099,54.86937857034973,38.28955771209853,0
45,38.40610722297983,36.428348880023655,69.620397706363,34.35844705687509,0
46,26.004835151437156,44.70366581890338,65.29407957176245,47.225313026707745,0
47,23.42348226057314,50.478900110084886,59.51792596718266,38.84015531396879,0
48,9.177227480020761,56.533915802270556,58.570987938029155,43.080013531572604,0
49,14.254380315776716,87.92517594959631,51.70228511339447,44.230613330316814,0
50,25.25324827251301,47.851837836903485,61.48338609733309,28.54673345013284,0
51,29.033847594951354,27.220551039029342,41.35713587490684,34.52671113436658,0
52,46.83496145078597,45.4035127575521,62.513706903934825,43.47595817817569,0
53,20.403358091460646,27.511849444183994,40.20193148728605,42.26607696390026,0
54,-0.1010180964196592,55.28344571073986,36.94250499872571,34.207652280022394,0
55,14.525491357122249,75.51237470447211,33.35728502909895,38.911682335630864,0
56,19.05411392573277,54.688123595785164,75.15399035874789,40.20078540158022,0
57,37.31207009965941,21.434159650404176,73.67773573232029,35.391339550080694,0
58,18.38873799978524,20.903383309932202,53.452107921780566,32.32575705549473,0
59,16.63678009008871,60.3998732107726,48.15206309846124,35.73470092854806,0
60,40.17722037471918,42.81715331210356,64.71543400399027,41.62333467677338,0
61,31.267022160204085,24.31902080832245,47.453325189280264,40.41735144782321,0
62,17.40185797280407,40.09474252565461,56.85869755559358,37.57655086836448,0
63,29.504780735224415,11.566141075676978,43.41115210364676,37.5408477815014,0
64,24.943611648663442,31.983099142215355,62.194513700912935,43.076605580012824,0
65,12.292730750667634,54.40343880400786,27.929533420242088,35.33448527667022,0
66,21.725978161919578,30.249023450432798,55.8358266617405,43.98986096146518,0
67,16.975858425867806,36.73256761174531,56.023258783916354,34.18126664177835,0
68,16.958110418624806,46.5361247801556,57.526722913005734,30.28977706859179,0
69,19.9285233316889,45.52740392880983,50.143811802367786,44.083810689809106,0
70,5.231146001629751,56.70556934648209,41.25147530974198,39.89733073857588,0
71,19.04112999244625,54.99082744469415,56.371187741212296,41.78976324277608,0
72,42.4306465668125,20.796888726025827,64.86368799446623,43.42640593057068,0
73,22.08287207294407,55.40877161601672,48.52155980529469,48.99484347317814,0
74,40.330890820403155,10.095154656898472,59.990705586836846,36.8575973913521,0
75,20.007688840242135,53.61930789750414,58.14596520952575,31.204415676186567,0
76,37.474240814191546,20.439368327181374,69.7059426250805,42.127522839016706,0
77,1.0075447204462282,28.907079390610125,58.40168229108191,43.299052953843535,0
78,18.17666890740247,52.3291878719594,66.13728966207202,34.682326711469976,0
79,25.98981094315232,34.818427839592175,58.941107663691206,39.10142168687369,0
80,30.470809224472724,43.23508659479737,61.76315207118999,40.49158500768595,0
