unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_chelator_dosing,do_feed_flow_controller
0,63.02311454208655,-17.31531914893533,56.472731284354154,60.0,100.0
1,66.61946328370787,-4.0962701627737275,60.518946130017284,60.0,100.0
2,59.88826573450632,-3.505084793417729,53.923973079534704,60.0,100.0
3,61.23542457743733,-13.063556391657233,57.3062188571913,60.0,100.0
4,48.64432229741274,28.90609228349452,50.819407070957304,60.0,100.0
5,44.43499241936892,32.04745806545835,38.710535007917954,60.0,100.0
6,60.984145904641295,12.896336654948431,60.32490935739769,60.0,100.0
7,65.77286667824134,16.515731585563774,58.223077036809755,60.0,100.0
8,50.640329307543126,5.729621397743287,57.48657584678794,60.0,100.0
9,68.43850757918516,5.807763651233549,63.220143904744134,60.0,100.0
10,46.86921801578973,-4.894549713150127,48.54864282091976,60.0,100.0
11,67.06196298601549,-4.861288495769565,69.12849079837181,60.0,100.0
12,55.32246659741487,6.834621757825665,50.29232505755272,60.0,100.0
13,58.7545007351098,-10.344144328166065,57.964896049954206,60.0,100.0
14,55.796997362550584,9.53340718590618,52.440514891068545,60.0,100.0
15,60.744816007198835,31.82336827509349,64.9339704935736,60.0,100.0
16,61.44010007936276,-1.422104295740235,49.02129015758327,60.0,100.0
17,47.44456624670239,-8.370500243009705,43.57658095258041,60.0,100.0
18,54.371602655514835,32.83600145580506,46.68240596777675,60.0,100.0
19,60.8678048664215,17.787466290037695,62.20148106490948,60.0,100.0
20,61.72363277404295,9.815426564319818,52.14978560227936,60.0,100.0
21,69.61287779242048,22.12221127715084,49.50271149682458,60.0,100.0
22,73.74446413897664,-8.783522028013135,79.36718770625005,60.0,100.0
23,37.917546825344246,19.630970934338425,48.83962646582476,60.0,100.0
24,52.75489949918657,38.84666916512323,53.780952422129026,60.0,100.0
25,52.206559897114346,16.90350575105763,45.530626440044834,60.0,100.0
26,47.29544376545108,13.922159862463193,37.10912827320041,60.0,100.0
27,71.60677260905946,3.6958172752665357,70.66190887779834,60.0,100.0
28,49.28684310274417,21.399357585265875,46.87519241235217,60.0,100.0
29,53.96877631609726,19.91531972927545,48.82735900186456,60.0,100.0
30,67.15274267120718,15.232169311932005,59.48624796020774,60.0,100.0
31,68.15243924190244,6.530617269179944,47.422852129526824,60.0,100.0
32,47.79062047494588,23.72922468639633,44.24546359466073,60.0,100.0
