unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_chelator_dosing
0,39.95543402964477,32.941066098938656,68.33008804532217,30.0
1,57.075224410232295,4.98382834265116,58.97288216633362,30.0
2,51.25855065151073,14.073010601672614,56.746658903046566,30.0
3,49.66045112313978,27.179845733240015,55.09363134753137,30.0
4,40.561424338799085,8.271097395170631,52.95701463243587,30.0
5,56.65551007338285,28.516008416112136,62.52353130540447,30.0
6,46.56648704168975,35.15646688870408,65.72860029465156,30.0
7,12.972727007392152,46.867728278260735,30.766791433800066,30.0
8,53.759013310484114,14.996143343373383,80.97940142739284,30.0
9,45.63512396644839,27.096941273953373,61.24453967155127,30.0
10,41.07338232190481,19.752946281009045,52.86219018278626,30.0
11,27.001874814293757,26.185364228523657,60.83688696892885,30.0
12,39.50122038275528,12.069906661563309,58.97355009748345,30.0
13,34.9468040948771,22.653918443389554,81.26226241812071,30.0
14,64.21467910009119,20.386483934339072,71.93908614812086,30.0
15,51.16049718402921,5.023891294220209,38.37949658420544,30.0
16,28.663659676674996,28.32444868372897,37.67816467526164,30.0
17,40.41804702376146,9.630972547881994,62.319209147118585,30.0
18,50.32867046468031,41.284051345187905,63.21962441280504,30.0
19,57.708214457085994,8.182669584938548,66.9330484199679,30.0
20,31.047605109940253,22.35077027987824,56.4591575571082,30.0
21,48.5535445035543,0.26989477635602555,55.839744654235226,30.0
22,32.72752149185146,31.16130891305347,71.9148095502826,30.0
23,34.86523245437571,36.65480614889442,51.769365813175604,30.0
24,52.51948187478425,27.39436587161436,59.98574825071103,30.0
25,22.248578522135382,17.324746306685242,37.406465238619866,30.0
26,53.53693960237124,6.267172536232364,50.010528721726686,30.0
27,43.74788602021556,12.462001240168947,47.6829111706824,30.0
28,36.18671288525317,16.693746617884983,68.2230318322891,30.0
29,37.49791778239051,18.493191500980153,68.47239904426665,30.0
30,29.637986497415778,9.157234137687379,65.79302258718754,30.0
31,28.62369801796255,27.571162678194558,39.945915431430684,30.0
32,35.28746783698961,31.23564907800441,52.91004411951922,30.0
33,46.06361709201571,66.98702272197949,57.39069604272107,30.0
34,39.03010183391047,26.811944135074942,57.298791742952034,30.0
35,27.76514087048176,52.84668649526931,55.43011053211574,30.0
36,49.940572114205374,11.471658976414341,44.43938816088195,30.0
37,17.58596375128292,44.417515931267104,46.85598977773721,30.0
38,27.061788400974898,27.578610025931617,38.390086819735615,30.0
39,38.59607814356212,33.57733235024484,75.53624925034329,30.0
40,33.31308529981123,12.61764103605007,54.36532102029439,30.0
41,67.77240027676208,26.71996665960438,64.83888290022126,30.0
42,36.01374014991203,30.275183532507995,61.10287176576628,30.0
43,48.59097127525922,25.5910952554341,52.73114169173314,30.0
44,46.878696335828494,25.2871801751506,57.73483735987276,30.0
45,43.64106904803235,9.327136039246984,63.14120385486889,30.0
46,48.0829981131615,20.525238457476867,48.12924983175666,30.0
47,56.77569779381137,4.979671127784202,43.42531117654192,30.0
48,29.74872405241398,38.75360850709251,55.72854779623637,30.0
49,39.762556267778066,-0.4444006313745845,44.13384795523936,30.0
50,61.24594845159187,16.583670121038427,65.91811599099222,30.0
51,52.30409809738637,3.2338303071191596,66.97331452696135,30.0
52,28.767078868326696,39.905179657994665,46.22889534816494,30.0
53,28.91989223039557,38.3874712001773,48.68088054134194,30.0
54,27.111609781752833,28.739310744086204,53.60403991379492,30.0
55,21.24881463762724,61.39772758967677,40.91052670071689,30.0
56,20.091430667544127,60.8112392913996,66.44162315555403,30.0
57,30.93622421722469,26.209385616573343,61.40642969091836,30.0
58,24.842102213962907,38.23608359396691,37.66330173365526,30.0
59,31.95720297080044,29.618377405030895,62.80675451725628,30.0
60,48.221933768705505,29.31338303174318,61.66928775805981,30.0
61,49.78330610950371,27.749529392605936,56.92538497782515,30.0
62,58.966844853262245,23.312475691024495,52.81663258950913,30.0
63,22.84549008942309,48.564789148947355,53.04252684325442,30.0
64,37.91330990022864,23.03584160034224,47.1963513423391,30.0
65,33.38713165690248,20.351449820169204,43.44290260767668,30.0
66,26.146995749653218,31.57500663788057,43.465369773640504,30.0
67,32.7953154909948,44.52695548323634,61.784460520279964,30.0
68,41.15927611573805,18.79990251218114,54.54090055708699,30.0
69,50.71224408607455,25.11416056683815,62.359500263590725,30.0
70,44.115437410465866,42.369661103036115,45.26637780636011,30.0
71,43.53780279083691,15.141639241693046,68.65154554391304,30.0
72,25.316119704213254,19.224213327971935,57.436829462290476,30.0
73,38.62945851460794,36.92949304456238,54.50845888005857,30.0
74,41.951570662267436,29.150169439652892,54.38241088259204,30.0
75,62.0813485852391,31.433279999347736,90.59002917075577,30.0
76,50.43990716683868,42.2601989092773,62.3257855839963,30.0
77,32.17715059753385,4.938503419278266,37.92322516428528,30.0
78,14.518413487604946,80.26994759034915,45.4596676095999,30.0
79,54.33387238103209,1.7230035935558519,64.69106349798821,30.0
80,49.78911359766514,26.39984052121799,65.03397556420781,30.0
81,50.59731984817092,32.993525553829805,66.39334410957517,30.0
82,61.95336098803756,13.333626749029065,82.94451102860778,30.0
83,43.922245049556864,26.294841492525904,48.33823709687662,30.0
84,43.81652752865319,36.51324287530552,52.941209461655184,30.0
85,36.853053503173335,42.66024297143252,47.3979916681391,30.0
86,61.42087412768832,12.078825399882138,53.340033134419954,30.0
87,46.05820344987953,26.610582270553305,60.69239713630996,30.0
88,47.00662968011617,22.60794121804788,57.54930242318287,30.0
89,50.53817908078703,14.182273493564004,49.779218811623416,30.0
90,51.312024976986685,35.862551569006385,68.4391038696544,30.0
91,32.5414060545241,32.535012706901014,49.17945968096246,30.0
92,39.97673554733145,49.017059833211256,80.03475695620158,30.0
93,64.07893621951291,1.4938762251065967,64.82986234408801,30.0
94,41.98719824963683,13.13180096837525,45.998854277297625,30.0
95,52.56055038723016,6.4390634816750065,61.86565970333204,30.0
96,31.385172751211236,41.119887821531066,48.02773443961109,30.0
97,26.319926773991575,38.344315849088446,60.72952348484946,30.0
98,34.63973412860473,16.92934077473209,47.96810782680491,30.0
99,31.83882712744455,40.42955505422972,53.68001179003241,30.0
100,44.328824637640274,34.184198515040634,47.731424212715375,30.0
101,32.425613010469434,45.47612181663522,45.95057125221637,30.0
102,41.4290729072363,27.436501868718505,50.05704752906446,30.0
103,49.682831232143975,8.172031892605604,56.78455313384863,30.0
104,42.48866027309593,65.38471541055449,43.96973181745624,30.0
105,47.71492943709136,19.368909133285126,51.517953137079466,30.0
106,52.503209015849926,32.85176770303181,58.33438815105053,30.0
107,22.77343659976742,44.35793689576245,47.26310395921442,30.0
108,40.01961338373935,23.51678901970062,66.25947590069131,30.0
109,42.51194721502008,30.116441411805035,40.91136245211944,30.0
110,36.516835768125326,16.184833322385543,39.08197558026299,30.0
111,26.636250521700312,38.64994101399498,48.377708046011094,30.0
112,56.973814213203035,28.73888144203616,66.9248985776663,30.0
113,43.67870907768598,35.752349317149076,60.66696436971021,30.0
114,56.30895728021946,11.542133113110918,54.536645995574304,30.0
115,33.68129029966087,7.410962722777565,37.26073255542956,30.0
116,37.999607542068276,37.184504668564465,62.9475391196138,30.0
117,44.30701082414222,34.652608297078665,73.94136950499751,30.0
118,40.55133875971606,32.37458674595415,39.32289135222216,30.0
119,52.056964479626096,18.836610393128776,50.101191131381384,30.0
120,51.37106418307597,35.88422880076685,78.67033257744633,30.0
121,37.639926442362835,20.099384900511872,44.91654618941727,30.0
122,36.510662150810475,39.068745161304385,61.266067183612805,30.0
123,24.552839419174425,43.04580995253742,35.56463495897976,30.0
124,36.678107190626214,27.79452951375722,64.29690383621723,30.0
125,33.974902322212955,49.129337595114556,58.46229024560415,30.0
126,38.299353237104555,43.51826610370425,58.90383924478636,30.0
127,31.834644305156875,47.24053908568792,59.099547472934034,30.0
128,35.210998398143424,36.24001699116954,77.58654882691141,30.0
129,18.750935604597206,23.645142099767693,46.966425862110164,30.0
130,38.59967918330111,21.6698642572197,63.86076002490995,30.0
131,37.499509441963205,19.500524744388322,42.92997037637934,30.0
132,28.597518015943695,41.549372944877305,56.65879277596651,30.0
133,42.06266030557549,46.46641128113471,50.53262816785044,30.0
134,39.31351159128097,26.43281742897043,29.15298762409133,30.0
135,75.39573717340247,13.368145746050871,71.11269414667171,30.0
136,33.91604459236372,15.016946632140744,58.409512970050294,30.0
137,64.01850098102607,38.64844569944056,63.38128202114788,30.0
138,61.687025478136206,-8.090965943668863,49.09072619583372,30.0
139,50.89900173508619,19.84726604389133,69.2437116561181,30.0
140,43.37754628346675,15.260261950766635,50.11003197173864,30.0
141,19.026574458641736,57.19304377878673,43.30677623622382,30.0
142,56.798264385174754,16.61670612636061,69.85608273798142,30.0
143,48.193444678754275,26.830165314586136,66.59138818983618,30.0
144,33.479213715203876,33.9199456040715,58.33741251993821,30.0
