unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,ViableCellDensity
0,10.012790349477449,56.60561897383123,51.95191628827953,61.6919299696095
1,19.98245543694083,69.13300789162895,54.2502440670023,44.95588663896483
2,26.527777678401527,34.75416557628214,67.09544003550828,41.33234237157089
3,30.69407491683716,31.660930953211995,41.47051414551145,61.844680373060555
4,29.050398278689016,77.10708447668412,69.31225145117719,44.458655193811765
5,20.653967396060917,49.96854649217304,60.578927213173664,31.159315984535436
6,12.962947722955569,47.89663367106774,53.25306861353948,53.733354208764375
7,20.84066075396004,68.99935668398085,62.49655149573861,37.92988423064529
8,15.919733418086134,48.47350932790167,60.11320613117968,37.407417620104255
9,16.573089730576907,62.11088485204945,37.948555486121016,56.5544916933515
10,19.53344901090593,21.196805113621625,43.767729208785425,40.2881500215798
11,3.9514268798131202,47.17840409238539,30.755457507410693,41.125756615837474
12,31.250756463817414,40.84458216197654,54.43965863162025,46.31655067873445
13,20.94187426131657,27.72798364399609,51.1131738567758,56.11925162425882
14,4.886832279506193,31.342205114556865,46.27715962713546,59.22198239484137
15,14.144812131823585,44.84926300595805,50.00558783104474,53.2004162966599
16,19.739490553544755,56.88238837609994,40.582782989599316,37.06497040763338
17,19.22024895767941,37.50944661496727,56.965825907459646,51.320896291759865
18,55.229405441898706,33.862894083655014,45.02264512554202,31.80163596488239
19,24.986167940002947,55.33665739579098,71.44308191213631,52.162556425715835
20,24.53483522591141,39.33460233099439,60.76097109919175,36.972054897016015
21,17.231673616379314,63.58259989180311,60.579382503191745,42.18071025999626
22,53.47109402502435,-3.3997778429484207,53.08334413033464,51.19020618003878
23,12.290404766059115,55.18651841659224,40.9669349049168,41.85976274698591
24,20.780336133878635,40.82514490672857,51.87898071338795,62.91147521837113
25,14.295776890364678,41.10980956420575,53.37301810129725,49.82381560588255
26,36.068167588468064,22.12728036816764,46.861144830931195,44.20663207894908
27,27.4083529107749,45.577518150700584,55.42077896499445,50.19761677759917
28,11.184713250897689,26.621832243948187,44.27393276303856,62.95722187215375
29,29.588696654792365,40.21931567711531,71.94327138400263,51.95714968467951
30,21.010422607290156,62.814398748130984,58.89559075327785,43.533383573802766
31,38.52927284882807,9.345032768210242,51.64102565898462,40.90320674805117
32,12.988777670168915,42.44424716921469,57.275578911490854,74.78573630678828
33,31.66631580532735,26.557706204541002,56.97565160625843,50.839287688499326
34,36.96235871846265,56.05701240673211,58.261024361683326,41.51972841521608
35,30.24617913086362,46.380816706867535,75.72761793133998,56.11978563393186
36,38.17799420442107,27.121303623818772,68.38400436620799,65.87313945141534
37,21.034507706268663,44.94135661806071,52.14899364502489,60.890439683664916
38,17.980077366202153,47.71945811379166,56.34157367786433,44.35693922198666
39,2.5846474334063645,55.49699556027004,40.79606771165154,59.590123203980305
40,10.363077393163053,39.963240456994484,46.27163114003401,53.08237972204968
41,28.95540509344886,30.128972947808315,35.74859728608741,41.09288737826809
42,55.01057182070516,14.52606554682601,63.674321705427715,56.27599688375347
43,28.41332768058128,52.78910650281908,65.66015499088671,33.953114936732106
44,23.374710739826703,70.11393930457407,51.77091905387708,34.810323850016665
45,26.403342265067238,58.6737080168274,39.80241101168032,59.71074119354101
46,24.84980809284632,66.15844041063772,56.537226517654624,44.90104604802997
47,40.14185777813266,18.737299484917656,58.09005290840147,47.42186406991349
48,10.074153852214398,39.3955401709424,38.69738090149287,54.177647824835965
49,42.070090826483174,30.715934905553393,64.84518012030189,56.805802921682414
50,16.938938620950886,32.634716998438634,38.290769718798295,52.851314427424235
51,8.50110260343238,81.10973716995697,45.20639163474757,37.38761604699341
52,24.772832565004784,19.18505978272586,47.24563810503081,67.3956887685267
53,52.40446936325446,9.088641044180033,61.825785790539776,54.49360333533859
54,4.3967034955831705,61.66095710733068,46.23102100205892,30.452664132226147
55,45.07202976158581,41.8506058613962,51.75544672229709,32.37489801812127
56,32.23840561809961,21.385706804280037,49.33484109817518,41.15401192408331
57,23.272772570868277,53.02970425958076,64.5864536432729,47.97688124670036
58,12.12087726247788,46.874490815918435,39.21696972668469,38.53373335625169
59,32.367818149308924,29.38028140329118,85.39513310930045,34.988334422977594
60,28.047358771176174,41.752258590862176,57.02577871326521,47.92572146231688
61,37.662125741247586,28.00963185231516,29.142997493481158,55.20508891220616
62,31.358531658811504,35.86228985894543,55.47275605697443,59.50724013092386
63,25.143496733690114,63.36637074465985,63.68794385854723,35.17979767554567
64,19.803982183058885,32.37069446735833,34.44485963112655,62.837433835638556
65,9.692708590083264,39.70954919703072,60.35075036820863,58.87513556446014
66,25.31456073831089,27.000375002167715,70.74208382555413,54.53077484366083
67,6.9697658090559,70.2513454597143,50.017387072352186,64.70747217298
68,29.473170945082533,33.67134566174688,49.57292558923576,26.218652318698375
69,12.436415013714559,10.58928096095358,47.56716626821868,44.91001714607871
70,24.593252634564557,12.400982266944027,64.94028426738855,56.96262937643368
71,31.124687282748813,49.8811503553995,59.17723178804934,48.30978368892331
72,19.850081010847486,56.155447387443616,52.552424098204625,43.409358887043055
73,16.333543951960205,27.386690441452927,51.99350298724284,65.15264230635599
74,17.370199823935966,46.009248062704586,55.30992174812289,39.980663651477286
75,13.29641405250921,65.19566975231174,50.43204718766768,53.37900341020445
76,17.99878946550492,70.31460989742614,61.40706121847141,50.27519310246856
77,10.547724593498204,54.866368802451596,54.81125483113935,61.57581419862357
78,21.588599473880784,40.30110624472376,55.810694835247695,47.94574567007406
79,33.55860006436014,26.861744339743105,54.350828815647326,35.141057764170945
80,50.732852824733385,8.426720090777106,41.083976120801424,56.301008757082684
81,35.69460202888994,66.7432592557692,66.70099468051248,59.22082077254805
82,15.730409335962179,46.798812288436736,57.02534882660806,52.879881499137326
83,49.24936005054641,11.760367683001597,40.202807074560035,23.97634197984
84,17.135626319797677,51.704941268373005,49.086985635025364,35.08549463645973
85,13.74480700216205,81.4304950066418,53.41328908570952,55.154024191801646
86,14.734500832587733,40.27769376558817,52.59366337572285,44.639050677490005
87,24.893714640868755,45.91610047868968,56.35398693953703,41.809615748277146
88,9.560278519074117,52.45817545070589,48.740799897610394,52.74653081033085
89,5.539752819956778,49.620115148423196,44.44321294682392,71.68720428882446
90,47.609144321383894,18.389187012537356,59.87884637145462,53.06073050966043
91,24.058246397078957,49.537291092022514,32.58813791764359,40.940301926847816
92,23.556988549137543,35.43027291051492,60.97286018800058,58.16000924171749
93,18.25924325928506,42.42271483253637,62.72573333408395,57.28017594896811
94,50.18613819246191,43.12426641532297,54.13834601416984,51.328835709194095
95,46.08302943049901,17.86372598139017,55.374170370811164,44.86835622603053
96,21.855401872452603,46.97865173347092,58.97073616307922,39.91733085516388
97,34.859978244225736,20.84110158287951,52.965627760188006,46.39297808325795
98,28.94982264760499,48.571380134327434,41.59063248822628,35.23177834739475
99,50.533469929863685,28.72477979340742,60.566899048614964,51.591652635623404
100,28.33265564229958,46.946571713136244,61.47675525941394,61.92794433191312
101,18.177328374676815,74.16730037420318,64.6008543876228,50.76599478569235
102,18.303701759638685,59.42594071846601,50.388317932779955,47.57926113175506
103,5.229857422941481,57.60755280761419,44.6189438345206,34.096108403180914
104,15.1993977944083,24.49689699980567,42.99357305657812,43.483868741421524
105,25.28842244692789,54.26525301820082,46.99093964677464,52.647773781079366
106,6.8659007883532,51.74657509982167,44.40516163481469,44.513333171719964
107,28.908357854014,69.901292969611,58.72511271326076,39.09718383765675
108,27.559945001701273,36.304490499444455,52.581378454641886,40.58266616722526
109,8.427613824956529,51.200783806264695,35.111213395261835,49.29560030427656
110,14.310958409156987,51.953629844476346,47.28101058062268,56.494134334943496
111,20.625631981086627,15.859367247171495,31.87506466071907,54.25606406593773
112,28.601488236533342,8.390416742114304,48.30616080307996,57.76437685325195
113,43.27732615859252,23.357477591224853,54.34149355719566,50.92480616346765
114,29.403363186176016,56.97048285086201,57.482329211790756,75.90029577794014
115,37.775264514343405,23.063078984433805,57.973355393509664,49.70357116320161
116,46.121539316697906,64.02926032310955,71.38069307734695,30.897802611310123
117,32.90237296893604,30.331287652030067,72.35875009196552,59.58351450565559
118,24.707018329348767,25.26834930109696,70.45834700029694,42.03768578720664
119,9.889949347693285,46.79304729230727,51.21843735426489,34.09955253932469
120,29.428678438024978,53.00325753665115,74.50454238831526,31.059253280290868
121,33.69070784112331,56.656587433297375,49.503094830683544,53.5186623027845
122,7.481608586186351,56.24474452471179,38.220232929071436,37.75801994707388
123,28.763499465395032,39.46208630505757,68.62067859529677,42.63325400786911
124,18.503701549894732,42.36487285195325,50.80703836692912,64.44544039082872
125,7.448836883163836,53.88485030054291,37.83124088663675,34.969453373929476
126,20.644447928676033,29.370021429950043,47.61937090810062,46.15575534644829
127,20.00761841741438,63.03437715592509,64.79682429310202,51.96103623711141
128,22.70995875302853,19.294748713301193,59.5653858991591,35.8765227291472
129,38.74156828272534,25.84719945471696,42.5147442997595,61.67804690938108
130,44.618197739330284,50.60861841567145,67.56781018066403,58.89843805179483
131,32.49856314096136,58.29829460175155,75.69536109964197,46.606098922064525
132,25.183103320997503,55.87536864507892,29.69137304089496,40.0651264605897
133,67.06090843537875,5.809478683525894,52.93959596031857,56.40566144603776
134,44.12279043811359,21.987463729603444,51.9569937810885,48.789084959045226
135,43.87256219418276,29.628987377705933,66.42377300919114,37.19263500272254
136,29.84273198807509,20.51104473461951,64.59434092136593,39.28166876898992
137,53.86345898633119,16.680034274428014,49.90930986329283,38.15473568430774
138,23.388002181651093,56.99648488353692,47.49850108454879,37.32863516227467
139,21.517060944907158,41.69898372257302,63.03761689445318,61.80404645013667
140,35.35025890830819,27.017921849463747,67.64605133503713,53.44496786234952
141,5.757282541726645,56.73364264767366,27.885344125831637,62.55195666488716
142,33.03068351628079,33.708561134907804,64.03589557184156,52.154786150714415
143,67.32260824592156,42.85438114446186,69.43780880196161,46.7497816707405
144,13.561317542381774,25.01669611217022,48.5548173121713,63.833147002980496
145,57.03799252808229,24.873925629531364,70.5974935551154,58.63516712350307
146,39.32259003526964,13.310563334228034,60.10434337815372,56.35094564697093
147,29.757343226718408,70.08823162215623,54.093427253393926,48.73398605947027
148,37.32663389359914,34.37431507144055,69.97174315780072,39.23553038280397
149,10.013458586740272,56.80015668934211,48.91011617524348,43.89341460092996
150,37.039418960798336,35.752445349857766,64.36223862965299,37.95172827722018
151,9.881120407313892,61.048784306031976,52.032383942955875,54.691586158807
152,12.625128153222537,41.65468163937371,43.802695844345095,58.874645538043126
153,12.184015262728803,61.364434795237614,47.076602989971434,69.6667326843649
154,22.882861820428843,28.509525499007523,48.6064577772151,48.62542890351
