unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_do_controller
0,9.911885697645431,52.34074209030929,80.14140575431628,75.0
1,49.748074083376046,10.914195419522,76.87216912717112,75.0
2,20.333725279505575,39.82584113106547,76.10131109784506,75.0
3,11.744263482553155,28.643626896827445,70.77240882070664,75.0
4,25.9504593502528,57.38239437139575,76.26318677797859,75.0
5,3.003768832430939,65.32865986026046,73.30311978824321,75.0
6,0.9053564909023966,72.70246908316756,74.81743365827697,75.0
7,-1.3812354070733708,55.8439710519784,75.11796130315936,75.0
8,5.7734129664372,68.80667767797246,77.91874649171997,75.0
9,44.73338092605269,10.029000128952427,75.10980897042583,75.0
10,14.130079493076597,50.75211392263592,76.26973846629066,75.0
11,13.983978804396266,48.76406219915243,76.83919284898191,75.0
12,23.44213664105912,59.55324977971604,80.0221314250295,75.0
13,1.2306436594974208,36.99913022977083,77.60822843272082,75.0
14,13.963927914136079,63.838095382224196,78.55430369114711,75.0
15,35.41077841756372,17.353216867114202,69.21785727821138,75.0
16,10.971963645771467,38.415693615586996,71.48338895683776,75.0
17,26.449965625235187,37.79870390570103,76.76106590379183,75.0
18,27.67952555034724,54.01928815509243,75.78549396133084,75.0
19,32.28509792126848,26.83091957211481,72.40048151854023,75.0
20,24.839679197704243,65.3228217047673,70.52787591112235,75.0
21,35.77632653054872,5.394627595499017,74.44677703021311,75.0
22,17.212074758148944,65.16434454965345,76.5218553932215,75.0
23,0.6018939874496451,90.84095052611389,81.74438952931922,75.0
24,21.634389572644235,34.959966325002995,80.24456210705311,75.0
25,25.250632144653373,17.641366496766235,73.29068703466737,75.0
26,14.865392431889283,28.652678829777685,76.51649783058421,75.0
27,12.313092703877496,56.38273668544319,68.29983563080782,75.0
28,14.649707355095694,63.94294975378695,73.8858958345949,75.0
29,18.365010140324674,37.15386173995483,72.92606813936251,75.0
30,0.945411297962695,74.06943508538168,72.8066096817464,75.0
31,21.28770729548005,34.987361919688865,78.41553759011065,75.0
32,11.426836393448374,30.065028449199374,77.52209264233349,75.0
33,27.769560518620562,32.56381005207744,67.70887607591519,75.0
34,41.32228943827395,35.95456142294173,79.20239755514447,75.0
35,18.253119393287793,53.08028817981801,71.88461694338896,75.0
36,28.486192900970018,29.12611026697749,74.14322668539671,75.0
37,23.230108006065414,39.45829364675961,82.33709876526365,75.0
38,24.693883644385803,56.04547188848424,73.14610133170453,75.0
39,11.37879553732746,47.36425781757044,64.6619234268104,75.0
40,25.818775718483245,28.225958383704857,73.85694735016541,75.0
41,16.4644201773446,58.486192895770124,86.45012993400249,75.0
42,0.37815002526481667,35.19591673996882,77.27608945978935,75.0
43,16.051295421578995,53.13600558024669,69.7940412113359,75.0
44,19.07821260013805,62.70767582260841,70.22060493853839,75.0
45,37.15967972767946,31.962873910580903,79.28777065477192,75.0
46,18.299927499799193,62.216099568840924,75.38191098699447,75.0
47,6.687551801799815,29.89088540980186,71.70623128198399,75.0
48,11.316406713045925,37.87318445250389,74.12839554894431,75.0
49,6.399471556067928,35.483448672031045,81.56492650514697,75.0
50,10.722397813819706,70.01409745615008,73.26912091727766,75.0
51,-7.850821141251877,62.125759203341055,75.52163264599756,75.0
52,7.146264422574214,56.938721565303545,76.45966697036415,75.0
53,10.185105584304962,-1.9301999822214952,74.09597720446811,75.0
