unit_id,CropYield,do_ChelatedMicronutrient
0,-1.8382937402872335,25.0
1,5.121756388695167,25.0
2,7.766890995877308,25.0
3,-9.059047120057048,25.0
4,-16.210432901839596,25.0
5,-8.642727857741512,25.0
6,-11.225010280240175,25.0
7,-10.262757870075669,25.0
8,7.160359924717128,25.0
9,-8.556222181948304,25.0
10,-8.97125899459381,25.0
11,-3.0427537991877225,25.0
12,17.365371049642864,25.0
13,6.583356602281302,25.0
14,11.279747403623002,25.0
15,17.945969661095813,25.0
16,-10.975922729446573,25.0
17,4.212601162717666,25.0
18,14.747212553928552,25.0
19,11.652881310336571,25.0
20,38.17385868716235,25.0
21,-17.175580958393315,25.0
22,16.81293467842382,25.0
23,-8.150323180484575,25.0
24,23.406980797349785,25.0
25,1.354272450103735,25.0
26,15.13201546225294,25.0
27,-8.883962950592815,25.0
28,4.131875356442221,25.0
29,8.861070572382943,25.0
30,-8.221731221219509,25.0
31,-9.621134323558051,25.0
32,-9.569260052076688,25.0
33,18.76109426294659,25.0
34,1.4721147370130367,25.0
35,15.044471229965385,25.0
36,9.039474584052845,25.0
37,19.792609777382765,25.0
38,2.183923185063525,25.0
39,11.20179793845232,25.0
40,-13.697348545103056,25.0
41,2.214113722872308,25.0
42,-16.92475024596431,25.0
43,7.892659580142879,25.0
44,3.0091424079297755,25.0
45,8.581486028566383,25.0
46,30.9015255359955,25.0
47,15.608093495359588,25.0
48,-10.634648538971316,25.0
49,-6.32018061336546,25.0
50,13.38091510580289,25.0
51,-8.272116895589093,25.0
52,-2.298155655724626,25.0
53,-11.667022479048738,25.0
54,5.5104379343621055,25.0
55,4.9170574173133055,25.0
56,3.554391532232157,25.0
57,-9.164562875553912,25.0
58,33.12421653678801,25.0
59,18.343936978285647,25.0
60,7.203990101169548,25.0
61,-10.436350105101194,25.0
62,0.7507995921830855,25.0
63,-5.812505316198483,25.0
64,20.481599537357077,25.0
65,11.562640866017851,25.0
66,-8.709630900151996,25.0
67,4.893740895581619,25.0
