unit_id,CropYield,do_ChelatedMicronutrient
0,10.602767769528075,50.0
1,29.166264302878325,50.0
2,10.66078339627407,50.0
3,12.89658499587733,50.0
4,25.30042768172198,50.0
5,7.252520618329755,50.0
6,29.245233510907628,50.0
7,27.266342816570294,50.0
8,10.129280868902462,50.0
9,26.742471838887084,50.0
10,12.0011890480432,50.0
11,7.883430640511488,50.0
12,24.164767468597734,50.0
13,31.949533351141454,50.0
14,27.808352818966195,50.0
15,35.26376830112153,50.0
16,19.02590522455829,50.0
17,25.823431865205453,50.0
18,19.73706262655235,50.0
19,27.205673439475948,50.0
20,27.079863266509864,50.0
21,12.636796734157377,50.0
22,34.689581553533024,50.0
23,25.098398040512237,50.0
24,28.369829141825036,50.0
25,17.172755117193724,50.0
26,36.658011681749684,50.0
27,26.96701701296683,50.0
28,30.945457381903584,50.0
29,21.762864302672163,50.0
30,16.029895720753707,50.0
31,23.149705855279038,50.0
32,28.317060359907437,50.0
33,13.112917625012269,50.0
34,6.192912640986824,50.0
35,18.949270702199914,50.0
36,25.7438473320803,50.0
37,24.250838689473735,50.0
38,6.064721901674843,50.0
39,10.254602337869594,50.0
40,20.776417143369535,50.0
41,21.6180509279864,50.0
42,19.362122331548225,50.0
43,26.53486610263677,50.0
44,4.232911808952312,50.0
45,15.765056708249809,50.0
46,19.703638079905183,50.0
47,18.253949163923128,50.0
48,12.547281977404309,50.0
49,18.013056635922457,50.0
50,33.437290567825535,50.0
51,-3.300365182754089,50.0
52,31.997350395763625,50.0
53,18.818549784155326,50.0
54,23.884966717276072,50.0
55,29.237939219713795,50.0
56,19.70559211918793,50.0
57,13.417780649736562,50.0
58,37.39332461273694,50.0
59,23.267163121527705,50.0
60,16.8583480338353,50.0
61,-7.3775863080723845,50.0
62,31.640377674947878,50.0
63,32.50021691750381,50.0
64,28.687826828890753,50.0
65,6.471791304867401,50.0
66,18.094889128780746,50.0
67,27.633644049469005,50.0
68,24.78906192643766,50.0
69,27.105357342796637,50.0
70,16.12661434500723,50.0
71,13.051054411000269,50.0
72,27.56839757542036,50.0
73,11.256973402736476,50.0
74,25.872051911657387,50.0
75,14.997236691174075,50.0
76,23.24089563692588,50.0
77,15.10771787897853,50.0
78,30.103119236468334,50.0
79,18.591314784380955,50.0
80,21.85298305032802,50.0
81,19.675985540764792,50.0
82,30.48043569096385,50.0
83,25.224834414841677,50.0
84,6.669641539540912,50.0
85,19.130828739732767,50.0
86,24.29989261609125,50.0
87,21.39556596723675,50.0
88,11.01024030674544,50.0
89,15.02500369093441,50.0
90,2.67065472042946,50.0
91,18.154804648595857,50.0
92,34.8011669090009,50.0
93,20.363091306094493,50.0
94,21.793316680962743,50.0
95,32.6551121201085,50.0
96,15.766459472694095,50.0
97,24.44533158134673,50.0
98,16.5509989477744,50.0
99,-0.5902527567368558,50.0
100,18.683765359100523,50.0
101,30.02331647875962,50.0
102,26.159797278912254,50.0
103,21.605742550003562,50.0
104,23.689799971581095,50.0
105,21.89697718841768,50.0
106,26.815151670808078,50.0
107,34.06106684825446,50.0
108,28.46482202523881,50.0
109,14.138710178450406,50.0
110,11.955986944486238,50.0
111,16.776024503317586,50.0
112,4.788464148812627,50.0
113,37.39410591427674,50.0
114,27.693559904813185,50.0
115,26.354255335518975,50.0
116,31.97397654094661,50.0
117,22.1914351173088,50.0
118,32.73168788277951,50.0
119,18.42528892253114,50.0
120,18.904821943216692,50.0
121,21.969039786909498,50.0
