unit_id,CropYield,SoilMoisture,SoilPotassium,do_FertigationRate
0,28.654373717060736,86.96982815862731,89.22427172996723,10.0
1,32.36896004208226,73.15777525075498,47.355404849997214,10.0
2,27.904016464668082,73.13174129635433,29.412110982178834,10.0
3,23.72030339042458,82.63331031461804,52.23746040009366,10.0
4,35.46698960617333,80.31474951924984,59.2904080877171,10.0
5,34.26824816400473,85.02617115925851,64.6846932375217,10.0
6,29.73458557087679,76.83917603518381,60.482554934086124,10.0
7,27.286243355046363,92.47756107727076,53.27956149759611,10.0
8,33.26495681112676,65.62567059775174,55.43158012592244,10.0
9,27.436425216174808,67.88429162645322,34.41740510405892,10.0
10,32.4587238263228,98.35174867608927,70.32486237179651,10.0
11,36.49810273493797,78.47077656513237,53.49170653141308,10.0
12,29.450002055345983,70.88693311317819,56.65726394246997,10.0
13,32.11367088940141,78.15033929244456,49.99315825578405,10.0
14,31.382387818558655,76.84338100331696,39.876791204212246,10.0
15,24.584457911623232,61.720904809713694,30.49435359010455,10.0
16,35.926779147077255,105.30632319744478,43.05669381685335,10.0
17,26.427829311151836,69.01980529476157,36.73510486318735,10.0
18,27.58545364626176,82.07698421616331,52.84899438701528,10.0
19,29.09589298695501,71.77631975999955,72.26383474850013,10.0
20,32.41583781525398,83.4077272990478,58.28611784318074,10.0
21,29.735864996773014,75.18826946920393,36.51847449036093,10.0
22,25.338401715078465,78.31608991697426,58.55587970193672,10.0
23,29.152680753576522,77.48245687332131,73.90098642386825,10.0
24,30.331684432452054,63.818875497266944,63.23177623934002,10.0
25,34.31657045333916,69.79047702541973,34.83957718115092,10.0
26,24.12729790419767,49.321286612813374,50.33406157138325,10.0
27,32.40453177850735,84.09112314402319,49.84987411826629,10.0
28,32.48025023480812,68.44542011490333,60.75518679469717,10.0
29,26.753553514170832,77.44649917091982,51.61234281031853,10.0
30,33.421923015742436,70.86898615803521,62.26451259247158,10.0
31,33.33448671432354,67.72855812577828,45.89316777479771,10.0
32,32.619164599057015,73.46270747921335,48.1155163127961,10.0
33,28.22501060940915,75.09824501196749,88.4349046878728,10.0
34,24.780756972879388,70.96781691303488,49.95792496772059,10.0
35,34.27644005114377,87.73271074338558,48.71670345784987,10.0
36,35.68476863093235,74.1064280992773,24.49409844383018,10.0
37,32.819303629303306,97.00306425710026,38.42496003817156,10.0
38,26.873679281610027,74.5957329757847,61.20573710491869,10.0
39,33.50172662571695,62.789561611390454,56.83637381746293,10.0
40,32.451384235469774,70.78593590381652,41.31058678812524,10.0
41,35.78059820641243,84.66362460964125,33.75722928405688,10.0
42,30.423710949176748,77.10881382843601,44.91059694671807,10.0
43,30.191861139005578,72.19763076713338,40.35314025928589,10.0
44,33.337819526559784,81.95476064279597,23.730569950475495,10.0
45,37.545668632799874,75.80654734866927,47.32186816528137,10.0
46,20.12573852993664,55.50582850319636,30.366174499499504,10.0
47,27.68715413352451,85.98516924294394,44.01498956730427,10.0
48,31.144640724078084,74.88493451646107,53.85492726793111,10.0
