unit_id,CropYield,SoilMoisture,SoilPotassium,do_FertigationRate
0,28.656745532750335,95.70185057868707,61.795486831043554,60.0
1,37.01725330418504,83.65754007873458,60.716875422674995,60.0
2,26.530218566825823,64.26856136915771,31.078244863199977,60.0
3,32.76417016361137,83.54280912699552,39.514356124607055,60.0
4,33.96647001620862,90.15377260846617,43.26764694778335,60.0
5,26.762047733389398,57.09043715617078,70.99620963772124,60.0
6,27.5971385700456,71.58580986868957,60.34602779919985,60.0
7,38.32842118861646,87.9647709940541,36.51358508373949,60.0
8,35.517528858533886,93.74453787182046,46.37684119390093,60.0
9,27.262351517528234,58.35327407960198,41.321936116419,60.0
10,26.79116766601433,63.93110375745631,30.511634005977392,60.0
11,31.892942366657422,72.88622314066475,50.590130372726726,60.0
12,31.0555668313929,81.44413629992424,62.06492933593042,60.0
13,28.68836605994249,62.021721818960586,53.353374127002,60.0
14,29.905310643923478,87.66380472364347,36.38504565672976,60.0
15,28.50630408348992,79.93979753617728,45.50808763440183,60.0
16,30.744931601300326,79.48269187871205,32.8094502311614,60.0
17,29.07429928545261,69.96046375975126,46.78527255972912,60.0
18,28.114967773272397,73.53735572612858,35.70155046378792,60.0
19,29.048120230624704,74.48810685975518,40.119727228812614,60.0
20,37.48993833961127,93.6831029628632,26.77527350900699,60.0
21,30.511618126841906,77.13054424878891,62.36734715657332,60.0
22,32.29927342527324,89.40449998625392,55.509778318107735,60.0
23,36.210916168988525,79.23649514537985,42.21984029782312,60.0
24,33.13796519044206,86.06007012538244,56.74227768205617,60.0
25,34.67932848613375,66.62062509868036,49.51068838224424,60.0
26,33.99253470711122,95.89948572818173,67.34863574838656,60.0
27,31.232011972608248,70.43655078998314,45.33221197994514,60.0
28,30.453448026237762,91.23737196660406,35.372501822796224,60.0
29,32.061058717831564,69.25121336925926,35.47270292758769,60.0
30,31.226448235148617,60.00008844112514,50.84150713791402,60.0
31,35.53593832036546,94.5998733140128,53.556686879998956,60.0
32,35.10527669803359,72.06510108126301,42.99759238187993,60.0
33,24.649046402541654,85.91677751320937,39.66134992680856,60.0
34,29.627166382827344,94.44410186696692,46.06034921125977,60.0
35,32.914122721151074,68.83176282710988,45.71367392759162,60.0
36,35.65822763189963,93.47908075724071,51.37031109333359,60.0
37,27.62113073679963,73.86802533717949,32.972146173048976,60.0
38,31.884329562497825,82.01544873189012,34.70713283829134,60.0
39,36.663542941222886,80.84470488922744,66.98163034715252,60.0
40,29.70388350283916,68.75258727028977,46.42585608814164,60.0
41,34.339917663291246,81.24308091718126,57.27708804367891,60.0
42,30.093358753150696,79.0714647606036,60.06045111743902,60.0
43,30.472314896413323,77.53424586000838,37.039778619612136,60.0
44,29.82796742644016,68.99796032377353,59.63454347757606,60.0
45,34.992937614709355,81.62580476202825,52.05269536694033,60.0
46,35.69842921333852,71.24938291670797,30.28064976175596,60.0
47,29.093156187648226,71.25625040903616,47.58609510891076,60.0
48,31.82014922939069,64.72559599709412,48.674732548728,60.0
