unit_id,CropYield,SoilMoisture,SoilPotassium
0,30.01082806747861,73.76948150528577,44.659841732893874
1,27.752605372780348,63.81972232823699,42.128885814318785
2,34.78964358729501,61.053672936314584,62.580346726999345
3,23.09399470461931,60.04043655804359,57.278487382327754
4,26.91477543342454,74.0196918826395,55.309924181060936
5,29.349381135523267,65.00874719153613,66.87172467884179
6,33.59175798337669,64.46434121446804,50.80627275858539
7,32.62591889573941,72.15641776456215,80.00238438296519
8,33.346465894079834,54.59573129785848,53.80431440004537
9,29.772888609545753,78.22707512990189,63.07068799209232
10,27.891277425384366,71.02709012386931,55.22252350270847
11,32.7417948477852,72.78049438333987,45.17590638805108
12,30.39354961208208,69.38695081517324,37.896207646467744
13,26.30682113291596,74.15795619844356,53.219679360221306
14,27.537408400882565,60.197901603352406,57.42402753720971
15,25.602410105950618,76.15844544954913,65.93156173386674
16,35.13494618646276,84.59134461673541,39.93396683313257
17,31.360019010573854,74.57928131649035,54.619469637961906
18,32.21600004838941,63.366067491783085,41.02015804638123
19,27.132775794418947,66.29213571558734,51.35234034999968
20,34.85562794554372,85.37032000776331,49.801060513005794
21,24.951188209068455,67.57985567642167,42.43100443065946
22,33.3041937717833,69.81272043856305,50.56266311285451
23,26.079740111035367,45.94912484227302,56.99632649214606
24,31.57870761642506,79.31426457170505,56.015808144709716
25,33.6965690849426,85.02823586945317,38.48026731923252
26,26.715211338806323,67.51130225016276,52.194512416893524
27,30.90820870698679,58.17845580065698,66.3432724595924
28,33.081142854638514,71.57718011137159,52.82834962324073
29,33.59908227526402,79.24413487312312,38.60464850343929
30,28.853061980684103,60.88837796623133,54.36637393694412
31,36.1600754715392,75.09989250332022,48.87645376741523
32,28.817171344761412,85.9627798049674,46.188375538346875
33,37.73954188858864,99.03662643709912,53.75257012563291
34,34.269249154333146,56.117243929755745,66.18247496504371
35,29.34277417683282,76.37882153558144,57.34153938745228
36,38.149295266919104,77.55455900369063,54.50503604252796
37,33.1244858897882,86.79546174398014,50.17928000664655
38,25.17198389801095,97.48024225711004,65.07714352447563
39,27.691744843309674,78.09094538424465,42.16244771719235
40,35.51587289641922,78.55077263629539,56.004120400155216
41,30.983128115223607,81.59937279063016,45.44828642190253
42,31.50416324013568,66.9387181523051,50.37893528773073
43,28.34873685513558,81.14084437786043,61.24770244196837
44,31.646325965361353,67.67102519132935,41.29727865627041
45,27.126523018932332,88.92606947231333,37.11670795877994
46,34.4139335576904,59.13838600039971,58.3246307847006
47,24.73971719813794,81.36279334619884,48.33725938320539
48,31.451107024179024,70.08729918055639,41.66981341299052
49,33.74195154211726,87.70713494271187,42.62504765215468
50,26.54481703566085,56.08824291867857,63.84452499057178
51,29.16126200418931,78.39426921282198,36.524795190374455
52,29.142418491648186,79.90261516361058,36.01494263596178
53,28.725657087137293,52.58489945065475,69.01111624046598
54,39.29511070893287,87.2784212089897,21.10270405044934
55,25.18392482679705,77.06220960390257,32.35014691886467
56,35.52601634742058,91.43982679003479,45.64586270103302
57,28.45568706772238,81.4312582797198,48.23668066034943
58,30.606405814002837,83.86302357789292,63.43441666791623
59,30.186031962015814,91.57901210490668,58.06923499010254
60,30.179441001037414,86.32518980563297,32.2771394069646
61,32.88518428522251,72.16657895864034,41.512329307973516
62,32.50038975068623,63.74771389441974,48.44370285705554
63,31.38928790330503,74.45435409869839,47.09423083941297
64,24.148986367561296,58.39343854196346,56.11295117742014
65,25.888449477265986,72.79956339383965,68.24221031684755
66,31.206093329025848,81.29286371081164,49.72507811889577
67,29.53332999699918,82.62431169172564,50.26067091361141
68,20.84320922781418,43.15391795082231,54.46723207502705
69,32.42418722282443,80.97315093383975,62.931827805649014
70,29.082987423956894,60.75149241047502,63.501419230291994
71,26.06460213988097,72.4539543378327,57.202466971663554
72,25.13846343285503,57.669325291026425,29.870368962605955
