unit_id,SoilMoisture,CropYield
0,67.96949569848907,33.60394775648806
1,74.99632688640288,36.39515713777967
2,49.65547172456414,28.070574022438457
3,41.26519262249976,27.547103748525384
4,77.23962085868727,38.1484290941786
5,78.63056282671818,32.68085851271041
6,81.17809920487421,32.73128115958895
7,83.6026100295611,37.14948192679322
8,76.31650686312838,32.90883794939254
9,71.30639434359112,34.61197320548767
10,72.00597821400565,26.270282569835434
11,96.78941743362257,33.6430719901829
12,63.566657248415616,30.238991875733277
13,89.03174065037425,28.215920582587874
14,82.80582755460927,29.784127253612365
15,89.1744871963537,32.1303424465755
16,89.3111085850734,34.502833171835825
17,78.19479393759181,30.085024916122375
18,64.67186882870398,29.74855173261774
19,60.11894668393377,32.75320075750342
20,73.16823870009206,29.703592304798494
21,73.80348077622565,35.661263551545645
22,73.23329888369085,24.16958386476163
23,88.40309025289591,34.59266885742991
24,67.39016163880271,30.848473350711735
25,54.086850950695904,29.96077950156167
26,87.24294651487244,28.960941496987164
27,71.61997271729626,31.226936290163007
28,76.734430019793,27.536235611629436
29,72.2475812576688,30.183827647320797
30,84.14896373104817,35.84418724662772
31,89.04559207662844,25.192974394059927
32,80.85445101726805,31.82292444752833
33,100.7879477605068,30.496770701278585
34,92.76400196751398,34.511358214708565
35,68.58305851446055,31.600566435389776
36,78.0543625647549,27.899840718211596
37,95.55033764394668,33.1232217247636
38,61.70327448553646,31.06360132231448
39,80.61810080724092,34.2384431359175
40,60.77204530875896,29.67994914907892
41,56.05567628201223,27.852180438480303
42,67.91961288714383,25.923780653567444
43,70.09990162749722,32.78781984516436
44,95.03577689820324,37.69952065555199
45,70.90202027034026,33.66831067380327
46,94.34524383843322,37.271161199983155
47,72.70990524343834,26.549335333509617
48,89.26666150060366,31.33517784514513
49,79.3944344095809,29.093656007904436
50,68.75923735141576,27.517717859743914
51,96.37511603213657,41.646829628638386
52,69.4412861981662,25.044469817921588
53,68.47956167973969,26.05259191699449
54,89.96875166717987,37.99637279907378
55,49.429042492677745,30.46112918130154
56,61.54488614289384,25.877425889872782
57,90.44636704544052,33.87690586192128
58,69.08396509934568,31.517896975411425
59,69.72981133570931,27.76711348721895
60,85.91835091481086,31.123016508867657
61,53.595471856258314,26.703744304589442
62,104.6289847107367,33.724931926934644
63,82.74357340295045,35.380138470404766
64,55.76213130275351,27.314830238095684
65,86.63381010171787,33.374269530689084
66,65.20666920928336,26.672940652368823
67,93.62681160364365,39.664482583681306
68,94.0537253115685,31.374456120172432
69,64.92179427214533,23.685808163767312
70,68.04737728129737,23.782666562592787
71,53.04117829203143,31.185288559130292
72,84.66330127094307,34.57939178946977
73,64.01117241312296,26.748005463327395
74,75.91640677494453,32.256548487536804
75,62.596065145436846,35.45525087795014
76,79.45947142076447,37.83812112301176
77,64.23423882613203,34.43569334406395
78,85.769091436118,30.499455227614817
79,66.52027221254434,26.914281409091675
80,78.47387633993284,26.96728024963146
81,74.6677838426453,35.88106153822905
82,72.76819441806452,31.939142651109645
83,79.82627823564594,28.902485509845132
84,68.98817046932419,32.34530713703648
85,78.63397325922902,39.45159407735003
86,86.09654515170237,32.5143446191248
87,70.5254769070545,31.48947120861905
88,80.15491534006166,33.92345658349087
89,97.09363919617086,34.080557016789925
90,75.6154051813425,27.5364407402361
91,81.96536692537656,33.28427692145954
92,81.22869349354062,29.887440050613428
93,94.20413723143344,32.371716245241174
94,61.48355681220328,31.543162899205797
95,68.27201730918121,27.405300972705778
96,76.44811769967426,32.25724469325314
97,73.34745133779299,26.054349067255767
98,75.71559440689374,32.852509417441375
99,78.50083638296742,30.239531060673063
100,68.75861940952696,31.401889731873432
101,63.26803832551356,37.415198502534665
