unit_id,SoilPotassium
0,31.612500931349214
1,40.02423387603654
2,55.6584551574048
3,58.42157239597139
4,62.794238538312094
5,57.820324678039206
6,51.4062176914031
7,42.791249861187005
8,48.1300026481146
9,46.160107642628724
10,57.876950457534136
11,44.61164365955759
12,51.93182251391016
13,53.389107047286004
14,51.26422861803312
15,51.982167064624655
16,61.9419034164502
17,49.25140441879353
18,46.89706377704475
19,33.714964308528494
20,26.651094747218508
21,47.95555305680673
22,44.170165189756446
23,22.190890239648493
24,52.920378197992555
25,50.2406564842414
26,54.35962066183703
27,34.79780356713229
28,49.230147698918636
29,55.9229055636375
30,45.51349160680171
31,32.97923551762022
32,68.10432036441061
33,36.31440924025976
34,45.91091156899695
35,46.414191275515535
36,32.06280067213469
37,59.400420441082204
38,46.62648695582721
39,48.10218328546546
40,63.33548667110805
41,58.54496053531196
42,80.97233337245056
43,43.607725791094815
44,54.41302696967972
45,64.47325410447226
46,61.27492158778275
47,76.00523769434247
48,41.65893329251696
49,37.98506569283198
50,49.62983248736089
51,36.15269283798309
52,47.234572927246994
53,36.95632995590194
54,28.8919446086635
55,49.7531323037469
56,45.60627755918351
57,36.93648616345715
58,59.08527995565794
59,51.2963057686403
60,26.047147279752824
61,46.077042676616216
62,31.98882313428664
63,59.70718263042452
64,77.98886957542602
65,53.03064583565178
66,53.7866865370723
67,45.86040764513907
68,49.73309601199533
69,62.26886819671184
70,66.08199515307639
71,36.62835896179936
72,54.070574461812924
73,50.19805778938335
74,66.7247620139772
75,55.633933523783945
76,38.05334540335904
77,56.612253098610346
78,52.12041373849031
79,34.34287440133883
80,57.34483206434429
81,17.49820486265633
82,45.68215429483296
83,48.6832914813119
84,47.40840450497282
85,35.59990292767268
86,50.22804941625474
87,46.15876021783073
88,50.42471076610258
89,42.842063143903594
90,49.439026063540425
91,47.10678758899476
92,74.70791414316865
93,63.47529852531557
94,76.93097845012113
95,43.16356200258494
96,59.830493273093396
97,61.750534357369894
98,42.27867600343571
99,27.33047661726356
100,58.35759435270532
101,67.46021457928954
102,23.902151091012215
103,49.36037678174858
104,34.72597395273719
105,56.85646111816485
106,44.08715573323383
107,60.32210908007652
108,48.49077598801097
109,55.93057032377158
110,50.5413112800286
111,64.76317349693477
112,50.6210331737666
113,39.19805694310538
114,43.11778171042028
115,78.666768072577
116,61.28084640994855
117,49.14091415402271
118,58.127445231774516
119,66.6237899353773
120,31.410955114476284
121,51.0019969928397
122,38.973514417157254
123,37.36963003885268
124,63.307725995457304
125,30.614025109445727
126,40.08477166771279
127,52.272352263493545
128,61.500760844927
129,39.71385265496636
130,52.217798073560914
131,62.60008932095461
132,84.29015292446225
133,61.53753818610317
134,11.937276366835341
135,48.47684434167511
136,57.19495526535554
137,34.010901876468395
138,60.19944124919529
139,24.268772458307865
140,39.730757205339714
141,76.7229792186413
142,60.635262911162876
143,27.227470367489673
144,38.493892283364474
145,69.47209017802031
146,53.29611920700293
147,56.31893791939294
148,39.95656109509681
149,55.081105130166335
150,49.14712597402847
151,64.76996187256026
152,51.78161183323449
153,55.06722783736313
154,31.97698915138807
155,61.76868639744755
156,64.35095902436977
157,41.92973566221336
158,38.64513616968365
159,71.07189644855083
160,38.759304917916076
161,39.637655409583765
162,36.5575991734495
163,36.60286735398191
164,61.25278380393013
165,54.05464498666056
166,61.24586602615531
167,46.58103512585951
168,77.97335527220125
169,35.25227390111055
170,50.35958504680924
171,42.103203590948986
172,31.787210735516297
173,64.85848851882157
174,35.483665295347734
175,53.537891006020224
176,56.46880130780628
177,38.31475953544659
178,55.646350975462575
179,44.13190542110579
180,56.38429412907396
181,45.62559154331392
182,45.195961669866136
183,78.04080133601637
184,0.9647179898488787
185,65.91756429855862
186,53.033616749217536
187,47.4254360414038
188,55.89831750099447
189,61.66166465902633
190,50.0657042243725
191,53.874507583574456
192,38.29367152074046
193,48.518882271473025
194,37.79046534710517
195,41.61216987769736
196,52.52087153082183
197,65.32606316021824
198,68.53862438204045
199,44.19980334048187
200,18.611048717825632
201,58.13155176391353
202,31.65834884863343
203,48.75960538062353
204,52.369810451436
205,64.7047081141365
206,41.31951817874359
207,20.95504377727912
208,46.32312295477133
209,61.46269807960565
210,48.303238880778565
211,48.92396448187931
212,45.18676521392626
213,52.448285664419664
214,35.888123528651526
215,58.11955916763864
216,47.32099721968777
217,52.13555943462368
218,58.96739858695485
219,36.3859118388006
220,62.8043874202182
221,58.79393603750954
222,39.607936700275324
223,63.41648859030526
224,49.13113297341419
225,42.22629518742766
226,64.37364043619246
227,37.399493516956156
228,32.04471931218193
229,49.31593153757666
230,35.96018571847067
231,51.95483360691469
232,52.554911355924254
233,49.29992731928318
234,50.413799911985414
235,69.43776396640807
236,46.135237178207326
237,50.34552195444202
238,48.99738441884739
239,48.74496985644244
240,59.58621489948262
241,22.750297629967587
242,48.60567565923692
243,56.12468452468991
244,45.909711479600105
245,73.9773069715881
246,47.653364860459675
247,34.338910414648254
248,68.19768391880329
249,41.15549336440796
250,52.836662659584796
251,56.10413095762434
252,48.02094689383599
253,68.51770486735332
254,58.5684024864301
255,57.770881280372684
256,54.21194710544775
257,41.151745450211095
258,52.73786097137918
259,43.04574892915536
260,63.51491347145351
261,30.91066518053211
262,50.643812226086695
263,46.815491601804325
264,51.65267266732119
265,47.930554365361374
266,71.41831213698502
267,49.97482397534532
268,42.14870544458045
269,72.02159926831796
270,45.738049014307045
271,61.4019932582557
272,37.467139362924605
273,25.75156777333825
274,60.987169655868385
275,72.39121305515944
276,73.96997742682353
277,57.766163402665526
278,74.53178930477348
279,48.24340051552059
280,61.95649902634254
281,48.46541585493328
282,64.63596447275087
283,41.37437956609374
284,43.40640964483416
285,35.51971508661848
286,77.78061021584928
287,52.7690365843983
288,42.72779232348085
289,55.24019260176948
290,69.99295342070114
291,53.12121385110044
292,71.07703253375088
293,32.828114512505884
294,44.35349785563359
295,38.43821332143982
296,52.044173263543136
297,43.56172962018614
298,40.69065185338965
299,50.59220953771309
300,54.57912554711886
301,43.16748905797252
302,70.22423671526568
303,58.80290217502714
304,32.46395193233584
305,49.919370042312934
306,23.6927135250477
307,54.051989579911975
308,65.21971404473601
309,28.532441235901615
310,48.608724545399916
311,37.408523635885025
312,64.5161634150133
313,47.66803311763657
314,66.83915011667703
315,79.08678613729988
316,29.978650306472087
317,58.31817753746351
318,67.0635116234309
319,58.26613088824768
320,43.2039565555843
321,53.34675229640077
322,44.02813261949254
323,47.79397962574614
324,35.075929149275744
325,64.5569314862646
326,36.13163428873297
327,62.16972946888471
328,44.80646179271414
329,55.47645595814451
330,46.62880072277109
331,47.759264435909905
332,55.7091597193792
333,37.66864035457943
334,61.669245704687505
