unit_id,CropYield,TissueNutrientAssay,do_FertigationRate
0,-32.16618547959975,46.803334953640075,80.0
1,11.266016634685183,24.102751313778146,80.0
2,-29.257809996685246,51.80594884816094,80.0
3,-26.682743919954696,65.66491882890529,80.0
4,-25.778479389016315,43.35723680080998,80.0
5,-32.38642239441022,46.54524592119817,80.0
6,-19.32158185131835,53.51696775684574,80.0
7,8.281139272314238,19.663196915829527,80.0
8,-16.91044022641557,37.73610517753067,80.0
9,-31.098935817661854,43.40192728549916,80.0
10,-28.46085483689672,47.26728735117888,80.0
11,-14.762237567751429,39.52187497766496,80.0
12,-5.048899564337501,16.5081995473882,80.0
13,-25.35240846719215,49.39359859302271,80.0
14,-15.618432468107825,36.20053191883867,80.0
15,-25.60070100514149,38.30383888815768,80.0
16,-19.134151734630997,49.62683890591891,80.0
17,-19.281799563289784,57.05131811084228,80.0
18,-24.509206715873773,59.40971792578734,80.0
19,-17.703580713138123,43.68749439379063,80.0
20,-15.33233741948332,45.88185436854028,80.0
21,-18.344789663911417,43.94059548154118,80.0
22,-26.205567355481943,53.31527007919161,80.0
23,10.939512737802783,16.900364255926654,80.0
24,-15.722749924314643,49.953138211853386,80.0
25,-16.177674553549508,41.02107321924872,80.0
26,-17.229323614159593,53.90672950853674,80.0
27,-19.902075977045886,55.41162744038987,80.0
28,-20.349830805908386,42.78728792051397,80.0
29,-12.060592816689734,37.232361968193246,80.0
30,-8.69597324044183,33.64166630695461,80.0
31,-8.10785497971266,34.97171631456635,80.0
32,-13.224385403460312,33.09160655924031,80.0
33,-25.915325596425266,57.00292683422122,80.0
34,-28.122826922100405,55.86456837081723,80.0
35,-8.516898625741353,32.88758051936958,80.0
36,-13.74370191487377,40.78766087421609,80.0
37,-21.66914177667821,50.135987910934276,80.0
38,-10.496878604992737,44.38840982239143,80.0
39,-14.44864434310981,33.846452152575665,80.0
40,-18.54240202258501,50.48903397249821,80.0
41,-16.3031936212729,47.360721985393624,80.0
42,-18.453102401268524,54.158912357506836,80.0
43,-25.87965822870226,40.482638344754676,80.0
44,-17.017421263695933,46.70170790244759,80.0
45,-17.49667001495675,59.023450974927584,80.0
46,-17.906449316472433,50.32962278957253,80.0
47,-20.322107448583434,33.208215065015494,80.0
48,-19.894378452398385,36.911928927426594,80.0
49,-8.071658457593873,39.769509181230106,80.0
50,-14.304320805757312,53.62076301092981,80.0
51,-8.391217170899118,37.19115743415231,80.0
52,-21.816399114994756,37.47234032500165,80.0
53,-10.456467229156013,36.66193098034721,80.0
54,-20.541497312325898,40.98731974764143,80.0
55,-24.367397309091075,48.72195246517771,80.0
56,-31.66770454663989,58.06734699211309,80.0
57,-27.8920958797687,55.08521283354611,80.0
