unit_id,CropYield,DissolvedO2Nutrient,PARLight,NitrogenPPM,PotassiumPPM
0,18.48370005745781,37.223007044671476,40.834649849408514,54.77703233763777,77.85810617523794
1,19.113037091010433,46.73463836052887,56.06591503907174,50.06813253089818,61.18329458329041
2,23.118304642583944,63.709969119329756,61.902103548542016,25.594187961005765,53.9548216831353
3,23.790079230669683,45.51126866291931,80.91621074033205,40.38899555327419,36.558237177516865
4,17.223568808067988,48.87421685496196,18.273199111957926,78.89841804622256,47.45843420902522
5,17.78193400603407,40.72451076274734,58.4452898713014,38.74532267824245,64.79254698237816
6,22.79053260821052,58.004881530018935,41.03886418544735,40.28886979162678,25.544144577141054
7,20.905620308412164,29.669438534293057,52.71441285239182,47.86651485726936,56.443845948291326
8,18.2006536256853,55.498265053457665,27.614452433805717,53.5038464944257,57.87373534393542
9,23.300433574296555,57.77817346692547,42.607587950912674,51.48722620509698,72.46165429013284
10,13.502091943239739,51.74717312677809,39.27903445949703,47.924956187823405,50.97940862837416
11,17.94050305137142,55.27954588971371,43.15743536392228,65.32788276751958,60.36052382073572
12,19.137338283234072,30.425166287634216,47.48027785440851,50.72548230232039,63.26454128689157
13,16.648005604776493,53.88011420270771,46.975953197083705,43.9755330539991,45.3284316411086
14,22.27728507069259,43.73877960644409,71.93713032191283,55.24084995189476,35.405914944635384
15,21.382437253670503,30.876524956041045,63.33341654860288,62.777042972405035,26.165164325557054
16,19.17909381901621,46.78028015838456,64.41578206720133,51.425379117192016,57.87521461730961
17,19.995454978115365,51.314506941946405,56.222273285395985,33.09064052871875,49.418557212006476
18,18.714930887402197,29.10122705467865,40.77216767940486,80.31649378325129,46.980006118039356
19,15.329961364792418,81.37117438682448,50.98187088157741,54.766700827315745,56.61591226271119
20,17.867562614360768,67.60697792400697,64.17445369841215,64.1225126318541,66.5065114205328
21,17.851707981009927,29.63149971994747,59.16520150384268,56.14910128637264,38.56930943550454
22,17.107912835127422,34.64936974802659,54.993208004142225,39.33040751439669,34.5024432897543
23,19.449003225029184,60.29468888538111,48.53928498786157,62.48465778477749,61.82359965168846
24,14.100985903493962,58.8707359764559,42.4348536128542,54.68736926368043,70.38597258340681
25,15.774543828921841,46.22960233066273,35.10806740320777,56.63947613418433,49.73562897702273
26,18.428340231258886,61.74411473211391,47.67014079094038,58.252501988457894,43.64589486362988
27,17.11862880045517,70.42846906720798,40.2192717680606,54.160682840440444,45.0863605399249
28,19.78939308885544,40.21806422496078,54.12124907699556,25.618434277307003,41.57419276909624
29,24.516166864016338,63.98570893217232,37.14909271139208,42.58362659285018,54.86970512642834
30,20.706151261017002,49.066979054682335,70.5852962685741,40.17218708010683,52.50889604746798
31,15.98742127864857,21.457201850811764,32.26642985258809,32.80644719222865,56.61949755365903
32,20.60831719611989,34.13854424591643,57.06330475166336,46.807301041896224,54.34738953449234
33,18.04564171362807,77.96385891954552,42.1143194933446,57.93162812524989,48.217091849651524
34,19.896520330016003,45.71014864305353,68.22494464148878,45.319982287941734,45.203584835869215
35,18.581460970488997,55.79240528472551,59.63385604570969,69.18037851904968,48.107476711857295
36,15.325540308256757,46.120555053903786,62.76301800694198,36.91609690916666,43.85139476163285
37,12.716517298061085,42.3094771199114,41.665791331533796,56.78467501155739,57.077929923566025
38,19.614212379001447,53.336243841669855,53.17886035541346,40.071026380888824,54.360813280377336
39,19.953765030351672,39.405478123265766,38.192525733367425,37.743277998931056,58.0640436518177
40,17.736900054086764,59.07688071501088,58.00612955486931,43.80910430577053,67.23999268014498
41,19.672023647488885,42.34141341402816,57.52658629937733,29.654314594121804,31.030303960923487
42,24.376024056952858,48.51210172414049,46.1057298514285,27.77781893235141,51.34677153012769
43,24.845171046767312,51.54045726695714,58.39801067138455,53.54757408807806,62.069140540135635
44,20.37144390598893,57.19300273949672,52.85667298279606,36.996894172341975,53.017697045352655
45,9.937265929015954,37.269710138864546,39.251357513598535,39.2024025600025,48.85273973878963
46,24.140317972858124,59.53739349824576,69.20185202682168,46.9095181440388,56.779465574129894
47,17.78050019624796,52.39362600021803,52.28510530687495,59.39472919417552,69.95494706069627
48,16.320846207559967,64.22437479843424,65.80698080234644,43.51792658215908,58.337318429887326
49,16.966499936679174,53.15139799543704,48.1875769257606,42.238216698546026,38.49417679102854
50,19.024405553986814,54.14396186001906,50.45683898055362,30.12993521326426,45.710169004633705
51,21.06495439810304,26.616838667101128,30.418795678621706,51.60927645754056,42.704152202823444
52,20.17437161819898,29.291355900800106,53.21890930230123,46.4107861928368,61.95271872036221
53,9.311037027400339,49.31896016483371,43.59591494455239,49.62906849387016,56.62075245744106
54,17.0039432755669,52.20274467639579,45.00523030716137,35.90152813608644,54.3922643444031
55,18.241882286333453,38.5334558896932,63.81624713912777,63.37960582730271,65.12275976760932
56,16.41655908197959,18.07282574079555,36.58028640603095,43.75511739938668,49.05757710446893
57,22.801317067973997,57.154329244567236,50.638489705057815,41.38842097295019,22.88120678126261
58,19.159625562996276,28.684021665116987,41.25808337526437,55.84834687949635,52.54168503587484
59,14.148227778500726,35.923155234968405,31.112020299406847,44.60114344929449,49.20849386153601
60,16.145126984287746,70.0713656882836,69.57991968624691,67.4555411297443,45.92952541809709
61,17.987412541998886,47.054789851277285,44.15271286229927,52.245438561166814,35.921801673690055
62,20.9798991272951,44.835460890955574,73.09290575119921,61.15537585297234,26.13669773307562
63,23.338157033934458,46.90755946168416,66.84004565625837,52.729389989188824,29.73438840420785
64,24.320626337432557,55.51247072254293,52.19720801606919,66.35381640594466,66.50328432619975
65,18.194374530263712,37.604725861102374,61.14588283260197,47.22656848718261,61.35387851630573
66,18.168445150790898,36.81531394254663,52.69622515409344,20.356137695362328,45.83406069223616
67,15.477762473119306,52.10863446645145,57.0601695456736,31.435102104067745,73.03493679113114
68,15.878404611055519,51.108088273585416,50.40217792071806,53.32066762550334,46.86612278597188
69,19.814298759420073,44.13569209639453,47.18708328529475,65.03628968706933,29.982926131508894
70,19.368577806205387,35.65819520789267,46.71392617968699,44.64216571003206,48.19268214288286
71,18.07229638557871,68.80793749688442,38.17419815022042,32.971885421692065,47.77879428687135
72,18.474638707722487,47.43841622892187,57.87319696538835,39.20693981944418,44.86660389392905
73,12.588244704048646,39.88329565422522,47.282325492545475,49.713763301853234,22.93949316097663
74,15.75739556424066,53.57400795673767,62.458602558123346,53.33014036295869,31.13733330812235
75,24.26919776094516,41.74533230200061,49.726502901223824,62.85089734005063,50.99694646487794
76,19.920439343387326,41.94063144992375,44.874235751133675,24.824252997498007,46.135180334651146
77,18.88097704990763,45.53205311725449,38.39018570981964,41.756101567058025,37.50036132833416
78,19.967709943711238,51.1912547211409,43.70507043003335,65.06166230406207,47.721432650963806
79,16.062085569939704,36.521309718321554,47.0295262294432,48.34367110295096,46.79699994097203
80,21.020884347380367,51.51733135958023,48.03924977893229,24.641501230228254,38.40412990780283
81,27.775532410432916,45.398317566927055,43.79263261675964,40.4071148325504,47.96328486450248
82,26.370105608537017,61.048683167247894,56.19428788728448,36.05063780678902,48.92486131034909
83,23.002145058352152,51.41767705427033,37.50273118582058,47.86366531845451,45.01111516240812
84,18.395181419446857,50.83610997609448,58.41447386865617,51.99940960329177,60.02259466446288
85,16.124609197120325,69.11570304165855,48.790974730664665,46.00702649247199,44.89137911708504
86,16.373192578250293,30.690531731688107,34.13408736044477,54.74617024061517,44.13115859718871
87,9.663312046761371,62.692202811945194,53.2266431828577,49.73280036869919,59.93495878327382
88,14.754354921415162,40.88976911043051,37.36538551096991,56.501169619379084,50.59833881823146
89,18.79121022126356,53.116733863041034,58.677301367312225,70.21430523179099,30.81811075495362
90,21.552035320390008,59.390755493302095,65.93400109937294,56.99854599892166,16.619521890530248
91,16.409734737223417,40.90130011281163,53.39825960337337,43.745477639289696,34.53881146354908
92,24.040262691541578,58.4537896335077,71.6845714473797,44.60263630953583,61.078862429044676
93,21.64075839266508,51.959169000763275,67.86107324784287,30.186792075325258,21.628304342303576
94,22.916120008794632,51.94749600049009,41.13824438268624,51.86309106356473,47.294448480646096
95,12.297497519849134,35.5375142080424,58.89635660471885,50.42964978494852,32.86645594261779
96,16.97013825658981,46.50703072843659,42.794750225571725,45.11707051907151,53.36498676586411
97,22.81652273363568,49.8774585300884,36.72234685971281,44.45323985673239,61.14922881085132
98,22.216193718704954,61.28057807974282,45.754239271142055,61.05108033634444,48.75462165243078
99,16.021496144730648,46.494983486182555,23.459796378216595,54.0764440790013,52.451302954644845
100,16.48629262596589,50.65892301070893,47.481122693969034,30.687858870988233,43.603262218214375
101,20.473250900331653,67.87575957538225,56.85581228526643,67.0671651015499,57.12471062235927
102,23.121879637850242,15.503041798499666,57.7527848680965,45.947119422701384,53.35688162649583
103,15.950092464376684,34.88167673598103,46.774053352713096,55.790186035117586,41.21808073671371
104,16.171741545769244,61.11643843809613,55.34715499447159,65.16977030483451,66.67692158243453
105,16.65432858568422,51.529320595363316,46.11895573710559,48.51548763684674,63.90887584598048
106,20.88534385535664,62.64172138608139,55.18188735415524,67.56452430762539,50.58007973521924
107,19.69046148288886,74.48581336944896,60.4032734189574,65.01763617649691,31.734268718315242
108,20.477540804042302,47.606786227686015,74.82387196014972,65.33587665237512,53.38839238601428
109,20.083951390750382,69.62462649622162,21.29239888720053,51.049450643044956,55.9279273186969
110,23.259110697649312,32.02857191699897,45.38198721134866,54.97368289675791,31.401238500077966
111,11.966694208490095,62.57549705507251,57.57319257373032,64.07340118325725,44.1115307435583
112,18.951369863780045,64.92724291259476,41.80331605556896,56.381416167150576,61.16543992585867
113,16.271969389567197,48.409102955472214,47.526944914590274,52.14234464782608,63.91230009967744
114,23.740221054720145,36.04998073094087,59.438854705730286,36.979064178320655,45.89680478573231
115,15.987155607788,34.846157806123095,41.26327049615428,36.14868330126994,32.196715412183046
116,18.567169657697367,64.71616820642174,44.13302475831272,40.283399869737266,47.82968224316315
117,18.81643033808381,24.82389302705012,57.66764436758375,51.33693578928186,32.05935233180974
118,21.64442754318702,67.55467540078217,59.11888201977357,38.86876172155624,61.87926256881226
119,18.563041256210266,49.669720159342354,54.97417864614546,60.17426130016165,44.400486170942536
120,17.66531304699511,50.697568188049246,44.98923843481151,42.08672774193203,63.55408115562094
121,23.932298875036466,47.24337207604822,42.418692290409226,54.29770689723444,47.19956966278767
122,23.04920493566929,62.06615198127275,40.736874758309945,54.75300249867369,26.57767719085934
123,21.49411213738543,62.657895236421396,46.737794621144744,55.504431117191345,46.11320177217741
124,17.522080480953864,38.00406746420941,45.278899739878376,27.3203408162204,57.25871898793937
125,16.516742533467095,47.48155660405828,42.33966719346346,47.521750686235606,50.30471246816897
126,22.506905744425517,38.30719401283439,43.9400694534793,47.89017317488365,50.011879559873584
127,23.025926235500403,51.68430382874275,64.34460292707257,43.394828172993776,47.699627727068645
128,12.341391407738769,41.236324714809406,60.56187666439884,47.199550405637424,53.0965727549652
129,25.626466664742345,64.73477462618558,55.056427504746594,30.122996019433288,69.30350434333894
130,19.119048296731176,60.732708274594906,17.178894164841708,54.64152601033039,56.078549647089744
131,24.562373035858705,47.72053324734784,61.987373133392076,34.00153292557258,36.86932889450443
132,18.666375200427503,53.22947501563626,47.95555975556714,48.412912242201436,66.36926113224624
133,24.04570250275633,41.424696679780844,46.89130070028779,37.127379188306875,58.59571129847187
134,16.03779610496524,42.07440715017345,48.33869492281607,59.166290017581375,34.214392447300476
135,24.462660028563242,60.549556761510665,53.214349097618744,28.642960288423836,73.67429706836866
136,15.32672170734105,38.0261145813883,76.02718954315085,37.70265192295718,43.19515676168195
137,18.715832173877132,46.19330722340523,52.71214514791805,49.442351858544306,45.747138951997314
138,20.557947103639986,42.869829197044155,44.62415908226575,39.15720844088336,59.72489706590333
139,22.632688705231928,52.69026526283843,82.50907236094893,50.85252765536567,39.41545168499946
140,22.226397211979325,33.238417720592466,49.59462333022951,34.482608207297424,59.818885778521825
141,20.520269307240476,54.49795110273406,48.83420996544897,70.3251288360625,38.36442164565829
142,19.414262040865257,64.50746637790233,69.71244073650973,57.595252657233786,34.82767274008702
143,18.100076652012454,65.32196592948131,76.77114140401704,50.65246694949056,39.12379349718656
144,24.918830184259278,58.01301461204505,43.27571273306385,57.94972500955684,52.61285976314156
145,18.736561725992402,51.7159733871449,47.32524354293729,45.894566556443515,37.55666378882735
146,24.1475564288082,60.63897396353096,46.97724688339783,50.098614400322305,55.941766828259865
147,19.41943954726405,26.319455013388755,65.39231807950752,35.67886749023708,56.17239012505747
148,23.801681271070173,24.51581030162439,60.47459028605452,35.06420325101753,48.496599070409765
149,19.45262493432109,38.44811428876279,41.50906184167723,36.26064010900125,24.926754817530092
150,20.908425952841252,51.180783248542966,60.162404203216035,43.74575678037945,50.41189697941458
151,19.005430501181845,46.835846625042585,51.21244846572775,44.05680647053276,64.61994734706298
152,19.401824237346723,61.74676624718463,51.172293146508366,28.88521008401436,59.534163542799774
153,16.62111799678728,51.858836238862075,57.26851279498451,85.1181404895792,61.65515285750479
154,20.55947437466802,47.4553465534122,32.6059869048,29.801170762057094,32.9169464557059
155,20.73309176756486,53.074643031065065,29.130894738709443,53.89874646335867,66.12423167111925
156,18.20313366697656,65.93905926259416,60.90918093928697,42.792589620125355,49.20269565939587
157,19.7614770517165,49.84604233687348,64.76597822856981,46.0474094624972,46.78095919008095
158,18.214801218413566,51.55456036557809,56.69587203257652,41.497525373988545,59.10799388639483
159,20.678557463439347,36.2060351593294,52.565416853153536,68.34385859981708,54.97941154995484
160,25.35826671385523,38.35007236160739,43.36935357603479,62.591458119115366,55.173276587475605
161,16.945567006865396,57.35220986835491,47.19494971156939,49.79504085836187,46.727409259198474
162,19.184766352224173,33.62194251102154,55.15667069997725,62.92210836650709,49.564039027640625
163,20.522357914822447,45.034948059993546,62.8088398253891,35.74037697314846,74.50644863739653
164,14.917399031707447,54.24535893020725,34.734176320900986,49.75756759088843,44.02005416710427
165,21.049547646794288,53.3649971985837,47.516342000238076,73.93291652501128,56.97840129199835
166,17.846335633307117,39.98621555376538,46.070671774315464,41.392266594962166,34.97912735426
167,21.19184052293763,48.36651737265715,45.335878159601435,32.33472473386338,53.59423938697227
168,19.659083968814382,55.41674199134855,61.966892277727496,74.3182893693819,64.6698934015556
169,19.24371614080742,41.327349893864685,73.00975749803584,33.964187907861195,57.9539627210669
170,21.333435133599515,54.6306258872096,37.06415192373382,39.2684308376971,35.19993320082061
171,20.059114721243546,48.971099598211374,40.81778714358918,87.52918147382354,40.0193440356963
172,24.64440990410342,62.863891223206316,47.481789394449166,42.05001334126582,34.9747124915023
173,17.844151507598035,42.770353994905264,35.37958269981779,60.495727593867464,64.89696078962294
174,22.666719595148933,44.72721680478948,61.341962690175,40.24167741909657,52.65418245204327
175,19.71984637767766,40.066038300917164,58.56026043176759,36.231615984948206,48.65484590833678
176,21.1920561237959,48.85244921988586,60.20964246873107,46.61377901462605,64.5302033110293
