unit_id,CropYield,NitrogenPPM,PotassiumPPM,PARLight,DissolvedO2Nutrient,do_iron_fertigation
0,24.412158004145198,15.090318997172854,62.04651147200038,46.84278983292043,39.42743503326419,10
1,25.752132008701686,55.57376783548817,47.245039416871684,61.46658487377262,44.23271575517271,10
2,19.676259552334496,40.31187435743005,61.790891706703235,40.46475754980334,40.67479833907373,10
3,24.032920182541815,54.13648817132069,43.62078186545784,56.660458806251896,51.4888804301282,10
4,17.810723583720662,50.07628410249773,43.92994708684157,62.043885711252166,42.86407702574639,10
5,20.149603111106604,65.97807231016428,43.01271414771236,56.26339446303936,43.0470096198019,10
6,19.19151599363003,50.0823644699739,69.34362701080964,39.40427000397767,56.388829820676236,10
7,22.169337743703483,61.81106280736396,42.94030068437077,64.04625152549113,35.71470492573006,10
8,13.917428051241926,41.97358035388451,48.774238505882906,72.3429809348452,51.544564376641084,10
9,16.428554897019083,38.2131879842377,53.15854617733092,54.063325081029156,59.344510405829254,10
10,16.126188766706463,57.82278527099383,36.900376572537255,49.91779162391118,49.34212514616162,10
11,15.679534735994023,30.6767295424182,50.32781141340348,45.27475759391905,67.90760660255478,10
12,20.893780556635264,50.94927074867869,54.14976040959274,32.43247464658541,45.65137094268328,10
13,20.77305889531641,42.454704931598734,44.29871874287726,31.106777666842117,35.1675801623125,10
14,22.833533231880658,37.983026999509015,56.346902338305746,69.98226020743967,62.266054878651325,10
15,20.398206706738137,36.31306606943568,60.316378995153464,66.1352463101101,43.69138741541461,10
16,19.173653370507115,64.97199174676054,38.115089452149704,49.13596137099859,47.842239008401975,10
17,21.617138400951973,47.89782824337542,33.93249082405334,58.684981515517094,50.63929477819006,10
18,23.188419644685162,58.037962010586526,61.01192970696539,40.993389186191436,58.94336133183982,10
19,18.530342725140905,26.524580750480045,41.5730432692159,48.95123747072577,54.04731144805875,10
20,19.540781952769304,37.45732091685142,70.12371486554007,50.941606969752655,57.73602223094245,10
21,27.94323293235451,47.127828054305525,28.222063890660074,34.54122257144903,38.05801870038543,10
22,13.342955215987553,40.642279924657466,64.44628677820127,54.1592527678358,38.87478226523616,10
23,16.0754151302924,68.81863980427421,41.927650791091814,23.98796579449798,27.129581606170554,10
24,16.058802960020795,62.01161747604565,42.046689627258694,44.9223070112183,30.833821231326606,10
25,25.984219500384906,50.84368929769515,44.16458938568674,42.42518714517476,41.807616022230285,10
26,15.548197501143214,30.027634180338122,31.3679655753529,59.40567372879131,70.7781188629249,10
27,18.757198389714887,42.32339953647966,46.42617931836325,43.51425746614967,39.9902199467021,10
28,15.120715250408715,33.61446804987206,59.46936561637036,55.19518865541102,60.87740629608953,10
29,18.422165773269427,65.20611865243193,49.876257279286804,44.854534578050725,49.359623313905956,10
30,19.178883726999096,54.799615644501266,57.886143905612805,62.850566092149556,32.8322814901669,10
31,30.03256067584926,63.23646098534411,37.413258844043284,36.825475085797066,47.93665488244076,10
32,19.39666976607005,48.407882331968835,32.42689786316967,46.66444905583539,67.84817490972164,10
33,17.290318676018906,41.421991332088524,42.489167888867726,63.43837861956017,34.11063102774504,10
34,16.32141946512165,36.638302679044386,29.418523918407466,41.24151464834657,49.546897212843334,10
35,21.924060043612233,62.31543348658322,43.778761873468966,66.3703329922029,58.67744641706319,10
36,15.860336571970585,38.42083127673257,34.566104716893044,54.80212826996361,54.85155478644243,10
37,17.5347292428946,39.63838307067919,75.54054522817202,71.71014517607306,46.338060582969874,10
38,20.937148925217606,39.50662076652469,67.5103128509126,59.71487418662032,53.389183937754446,10
39,23.685935570102544,40.71618544179947,73.2396990874919,45.36716744710904,59.77668318586427,10
40,19.606765192491295,38.359078184771384,53.790995607565456,65.43776847773792,43.039740099553654,10
41,18.55109511082339,46.433303196883614,52.87219440262662,42.618594835619334,68.82244400038857,10
42,18.310047797266886,59.61360141451098,58.364076088207426,65.27525770148536,40.72213726116807,10
43,22.311846715106874,52.07835779600536,30.44946163742849,41.23270620837565,38.09851893443332,10
44,22.886389776823663,56.13498770990817,50.06523259982733,58.69784937190176,40.9173696834766,10
45,18.36378078456205,36.76044811724093,58.24016956539527,43.456571976121154,43.94364644720126,10
46,17.437251739000914,67.68852608387752,62.546949613884806,73.73420621902997,52.22404983687588,10
47,17.658366239714304,43.60487717440018,53.83638967892498,52.69025334721957,31.232126652596634,10
48,18.068371106212183,45.229840756244606,25.518315296621026,46.23359180381316,32.49566580022625,10
49,17.426300378270998,65.76813688479979,36.12429815314522,39.68280916162618,58.42507710950833,10
50,22.99472863663321,49.35974223385858,51.17700294937776,35.38492298578273,64.38564033008217,10
51,22.286448206145142,65.23368740647346,27.62729017182507,56.95853336373911,53.81483703646211,10
52,21.120923502733273,78.75263134958651,51.30400162850456,33.40078519689091,40.15544544873401,10
53,28.315443104049656,37.31239753333557,50.7622419695924,28.819161004654788,71.01682242931236,10
54,19.82897872918376,49.46424510786101,20.74026067097929,44.38438189405863,50.23919128245883,10
55,24.039621887549142,47.67610778005618,50.51703517412081,55.16059640190046,51.83147742530811,10
56,15.193911238121938,58.579804450006556,31.99974967479791,61.422755100017284,20.98072187738211,10
57,15.43722680846783,58.967781361578496,46.21710496541634,43.87531350237711,29.703621118601124,10
58,19.595249615362956,61.66222083342417,39.060479374275204,36.95764921675381,45.8140737352249,10
59,21.217604706859458,46.105830565707805,50.451994529698425,69.66342940520745,54.547386388587626,10
60,16.620564481475487,64.57306555742181,82.42099402026103,53.910899136102636,35.29325946880446,10
61,24.754908813889873,44.62378355494598,56.035341161977115,58.82798371457519,46.363112380523305,10
62,16.82747939532757,31.689985495872254,59.34060738478912,42.77896677211904,37.528460747319706,10
63,19.12582111458878,33.27368482414313,43.01289074063165,43.35543635141819,54.44606729382015,10
64,23.82837633718853,48.69352617440019,52.10239719578895,50.74104805390976,53.95141117049771,10
65,27.895161047560464,51.730433525190925,49.88615843015804,44.01258476906232,30.520358632725188,10
66,21.699762893104435,30.095680324953477,52.04886545048051,46.70111202331704,26.69018292204914,10
67,18.006507105377388,44.9480045621412,51.31866935390038,61.25893778455487,28.89961046446465,10
68,20.936401545793952,44.05239489560629,52.58016867741657,50.29656092248268,66.36239731623101,10
