unit_id,CropYield,do_iron_fertigation,do_ph_acidifier
0,19.46459709658898,40.0,5.5
1,18.83093379975188,40.0,5.5
2,17.96358852714375,40.0,5.5
3,22.902683222392938,40.0,5.5
4,15.708130551720755,40.0,5.5
5,21.7679062976418,40.0,5.5
6,21.429328633645866,40.0,5.5
7,19.04579243271638,40.0,5.5
8,18.711297556041515,40.0,5.5
9,15.52418819374902,40.0,5.5
10,19.64596117478814,40.0,5.5
11,19.7630887159421,40.0,5.5
12,20.7995060067146,40.0,5.5
13,21.520228529196316,40.0,5.5
14,13.908988042233908,40.0,5.5
15,19.864086276613527,40.0,5.5
16,20.530670028918415,40.0,5.5
17,19.73344233096515,40.0,5.5
18,22.353915842396127,40.0,5.5
19,13.336263693879097,40.0,5.5
20,15.350103192680091,40.0,5.5
21,16.96747126214556,40.0,5.5
22,22.24295929304429,40.0,5.5
23,12.696485783117005,40.0,5.5
24,15.390974659207664,40.0,5.5
25,13.19010630994932,40.0,5.5
26,26.490920765497084,40.0,5.5
27,14.670712747898026,40.0,5.5
28,19.458197095085897,40.0,5.5
29,17.505001522513325,40.0,5.5
30,19.37749398168438,40.0,5.5
31,17.200963257560744,40.0,5.5
32,19.70440290937087,40.0,5.5
33,13.861695832973535,40.0,5.5
34,18.637331754535943,40.0,5.5
35,22.83292733980316,40.0,5.5
36,22.466216191440363,40.0,5.5
37,18.04233874051868,40.0,5.5
38,17.267700347572244,40.0,5.5
39,14.74804899755879,40.0,5.5
40,17.621267753908796,40.0,5.5
41,18.24736017022249,40.0,5.5
42,18.900855421870265,40.0,5.5
43,14.897588458340028,40.0,5.5
44,24.439340715707342,40.0,5.5
45,23.562084607136793,40.0,5.5
46,24.618603709827592,40.0,5.5
47,15.547474643539442,40.0,5.5
48,15.816549124369168,40.0,5.5
49,18.85332575937339,40.0,5.5
50,20.680233161893675,40.0,5.5
51,11.754758911323217,40.0,5.5
52,23.157360918061983,40.0,5.5
53,17.182252260867607,40.0,5.5
54,14.468193605658842,40.0,5.5
55,17.918387362093476,40.0,5.5
56,19.984303902389286,40.0,5.5
57,21.337975164290597,40.0,5.5
58,12.784238414006682,40.0,5.5
59,12.236003624764896,40.0,5.5
60,15.728748538005444,40.0,5.5
61,24.842904381403226,40.0,5.5
62,14.09378031650817,40.0,5.5
63,22.84194100363275,40.0,5.5
64,24.14294404905082,40.0,5.5
65,17.35198535051966,40.0,5.5
66,22.04633497110428,40.0,5.5
67,16.718450551382382,40.0,5.5
68,15.940320825373822,40.0,5.5
69,25.65860418526901,40.0,5.5
70,21.515222370772488,40.0,5.5
71,18.523258471280126,40.0,5.5
72,16.465686775434964,40.0,5.5
73,21.144056163243704,40.0,5.5
74,14.544251465620547,40.0,5.5
75,16.17179152722297,40.0,5.5
76,23.560028565410434,40.0,5.5
77,23.458569607906536,40.0,5.5
78,17.957708585744722,40.0,5.5
79,15.078093751107946,40.0,5.5
80,18.336874253951294,40.0,5.5
81,20.080488732971656,40.0,5.5
82,20.597256939163426,40.0,5.5
83,18.173569688310486,40.0,5.5
84,16.510836951989823,40.0,5.5
85,13.365550348894676,40.0,5.5
86,22.463796760798765,40.0,5.5
87,25.15749470628509,40.0,5.5
88,17.595790741959743,40.0,5.5
89,16.186896654005317,40.0,5.5
90,18.805256532700426,40.0,5.5
91,15.400055615625046,40.0,5.5
92,20.663998914042168,40.0,5.5
93,21.42670828769475,40.0,5.5
94,18.834971403044026,40.0,5.5
95,15.73471979337344,40.0,5.5
96,23.15925684523832,40.0,5.5
97,19.725872794259875,40.0,5.5
98,20.577041301429137,40.0,5.5
99,19.809869469564937,40.0,5.5
100,18.957115370129536,40.0,5.5
101,20.09156981499965,40.0,5.5
102,17.868500666381003,40.0,5.5
103,19.16701915363956,40.0,5.5
104,20.552982093734602,40.0,5.5
105,26.74915655458272,40.0,5.5
106,19.73122833907824,40.0,5.5
107,27.163808517302325,40.0,5.5
108,19.066372120480818,40.0,5.5
109,20.32346765207055,40.0,5.5
110,24.393943118496576,40.0,5.5
111,25.093951954182224,40.0,5.5
112,20.5062453904063,40.0,5.5
113,17.003788833173864,40.0,5.5
114,19.845690529518713,40.0,5.5
115,22.315194143409595,40.0,5.5
116,23.515096192292063,40.0,5.5
117,18.040192524796126,40.0,5.5
118,20.916738912877605,40.0,5.5
119,14.839502675336366,40.0,5.5
120,19.017374410667394,40.0,5.5
121,18.84010962111364,40.0,5.5
122,22.956181887092242,40.0,5.5
123,20.780528279591266,40.0,5.5
124,17.400756493447894,40.0,5.5
125,19.073295547596658,40.0,5.5
126,16.209710305845782,40.0,5.5
127,22.36064776793734,40.0,5.5
128,17.047093447427393,40.0,5.5
129,24.592277322458543,40.0,5.5
130,19.574210018240226,40.0,5.5
131,20.69356529186705,40.0,5.5
132,20.32991590041683,40.0,5.5
133,18.4086956303678,40.0,5.5
134,19.526747282089396,40.0,5.5
135,19.139870731346196,40.0,5.5
136,24.434245995110654,40.0,5.5
137,20.08807154292565,40.0,5.5
138,27.311992155989415,40.0,5.5
139,13.44149601960161,40.0,5.5
140,14.608586715323487,40.0,5.5
141,19.573785282168828,40.0,5.5
142,14.332860408513389,40.0,5.5
143,16.832454088847392,40.0,5.5
144,16.90796562776378,40.0,5.5
145,19.634974962014134,40.0,5.5
146,23.567787336462462,40.0,5.5
147,22.933868362284,40.0,5.5
148,22.413977458791123,40.0,5.5
149,22.86968792460897,40.0,5.5
150,22.53318795075563,40.0,5.5
151,17.748857732551535,40.0,5.5
152,14.295555454957146,40.0,5.5
153,19.838871456914834,40.0,5.5
154,15.04852948001238,40.0,5.5
155,22.1846541204699,40.0,5.5
156,23.09176452917482,40.0,5.5
157,14.362102590834574,40.0,5.5
158,18.080783480494716,40.0,5.5
159,22.04424838253371,40.0,5.5
160,15.665279270855663,40.0,5.5
161,19.33019897774682,40.0,5.5
162,22.335374769869386,40.0,5.5
163,16.2978070895129,40.0,5.5
164,19.312347250324837,40.0,5.5
165,22.806200274445175,40.0,5.5
166,17.545944264060825,40.0,5.5
167,19.024638266801,40.0,5.5
168,20.52895487446458,40.0,5.5
169,19.115914668244706,40.0,5.5
170,15.729765310273025,40.0,5.5
171,22.41901773723378,40.0,5.5
172,17.152195051264492,40.0,5.5
173,14.60060684977386,40.0,5.5
174,20.44327941409096,40.0,5.5
175,19.76421532423543,40.0,5.5
176,22.263571616032536,40.0,5.5
177,19.069154448542918,40.0,5.5
178,19.009858908626097,40.0,5.5
179,16.850667318666737,40.0,5.5
180,25.33318402526423,40.0,5.5
181,19.549630887517203,40.0,5.5
182,19.2761127537573,40.0,5.5
183,14.462916574152368,40.0,5.5
184,14.37510247864472,40.0,5.5
185,26.317939349703725,40.0,5.5
186,24.517389383094173,40.0,5.5
187,18.214649845463807,40.0,5.5
188,24.20682961911546,40.0,5.5
189,17.485034669590554,40.0,5.5
190,21.170868076547873,40.0,5.5
191,22.928427762908044,40.0,5.5
192,20.01205591114241,40.0,5.5
193,20.683828137819397,40.0,5.5
194,25.279917140133566,40.0,5.5
195,18.064971579356506,40.0,5.5
196,23.056922063319703,40.0,5.5
197,15.533862148338915,40.0,5.5
198,20.269195091473712,40.0,5.5
199,18.366802844228523,40.0,5.5
200,14.96271984385105,40.0,5.5
201,21.671539794448865,40.0,5.5
202,12.5013132677001,40.0,5.5
203,15.938085401592723,40.0,5.5
204,17.797350780166163,40.0,5.5
205,18.92668496397647,40.0,5.5
