unit_id,CropYield,NitrogenPPM,PotassiumPPM,PARLight,DissolvedO2Nutrient,do_iron_fertigation
0,18.049163809703366,59.91434832415694,63.14116859790195,41.508389691037934,63.81015650347327,50.0
1,15.747337765310498,38.60668383899082,42.446696689733955,39.595164277884855,51.71900109072338,50.0
2,18.12387364944582,48.340129692387556,68.0839463815821,47.120966938039544,42.30602768461908,50.0
3,19.048724923927114,40.5023377715313,62.71173806498643,51.4202430304122,57.350767539366075,50.0
4,20.09497303124538,47.91225530235057,41.69763598421211,40.09612959574674,52.63335899791943,50.0
5,22.243529450438942,62.797660104702764,47.453376457480914,52.11568876630769,54.70233356725799,50.0
6,21.389761905191026,63.78708713570549,46.07068920729299,23.68843644514275,43.89689214452248,50.0
7,19.1591217491902,38.32248017748612,26.723986542244162,80.62955223590696,55.71075632626021,50.0
8,23.372900172575342,50.96806424417851,53.235324036175015,44.49581020809443,37.57210884182783,50.0
9,17.658224897666617,37.389769782258774,51.618203083809014,40.3797355985734,44.156992702197726,50.0
10,15.371185006238779,50.31816911547762,58.00362569952559,51.16364609699167,51.687410751680815,50.0
11,17.500477640441257,41.35839150709921,14.369957238694106,66.39983538119954,22.849622208149313,50.0
12,19.253607706445116,45.13484968712035,68.59447451529999,50.912081812763745,60.00836132501597,50.0
13,26.36699151955978,76.20387940320926,45.84117579894325,51.639361355934334,27.6596088214169,50.0
14,26.099743091528513,41.315206939928395,24.767519273041774,62.91428859290788,50.38737698657569,50.0
15,14.652415411835424,58.81613217110311,59.735885869992835,37.99589134381292,45.79536455127205,50.0
16,14.06114664205613,44.78166047234184,40.602158407106884,24.340138232568165,36.3229453570009,50.0
17,20.801799031887917,62.89189814586046,53.6849255974952,75.96805259907029,34.672136955457326,50.0
18,22.338787301044853,35.78691510045856,68.2645209122543,42.6986526988698,78.34374502354856,50.0
19,15.056177939243529,24.815860579974256,47.10141870614714,53.732329483228476,48.32036245013087,50.0
20,24.832417495663144,72.05581881318584,69.38229786724466,49.464926618328846,76.42602770186757,50.0
21,16.787408528631662,45.637152351933906,45.2101544962844,45.695333985632246,43.68141316732159,50.0
22,15.733561686847521,71.60836229721264,44.37362268468197,33.34303125076647,40.89332665872229,50.0
23,22.787832212390462,51.952152196670646,61.245590863583885,59.597826961924824,63.357181686559514,50.0
24,12.539883359809746,35.61060546461344,59.97626083575721,47.96853580688007,61.785252715946356,50.0
25,16.397879687917854,47.530502582697586,50.47516291557156,53.570696462692986,43.17187796737316,50.0
26,22.268772641953795,52.41632033116612,38.457918630887654,48.64820037884692,69.84166253209513,50.0
27,14.043510954395613,78.80389691861413,38.63767821765053,48.52394690746897,48.4626666361977,50.0
28,18.198831186017657,32.66865151034392,65.29031495766465,50.89211392736827,60.79746203347946,50.0
29,20.037908252869205,74.5094132944813,41.01813455765844,54.092455141935,49.940893975643036,50.0
30,19.42502574165221,71.24477637058436,30.40367626406719,64.65657148174917,38.40638144366199,50.0
31,17.8344975732563,64.34829150645626,43.877874489505686,41.837703912034684,38.222578854687555,50.0
32,24.065670039584788,54.31770492560103,63.761677858482614,43.22137281273188,22.366476902278098,50.0
33,26.866340570285463,36.84341199378637,34.877003819449314,45.536682045410764,51.13967590156423,50.0
34,22.90607517158751,62.48980258025909,42.49317866500252,55.7999359372198,48.95189749983208,50.0
35,14.068467449017835,28.54841017344037,47.50392154789403,53.82060219351943,24.02167747025385,50.0
36,26.59782813184934,53.01930737814754,54.42079759831694,47.47547610235491,60.45499909473679,50.0
37,17.361543032523027,36.29528706899331,46.28036012054451,24.078817838510084,57.727939535313915,50.0
38,19.782025981385967,66.19420433083707,39.46745611571236,61.21864033701248,68.00487478747948,50.0
39,21.11695613713295,38.89324715765933,29.958697542904677,60.69523636684542,45.18803257035198,50.0
