unit_id,IrrigationRate,SoilMoisture,TissueNutrientAssay
0,60.93960146497759,59.6225364321725,40.0180552132492
1,49.96073536012222,90.2951838866142,29.277436033118267
2,23.015009284612354,72.55870490550431,30.546566668083315
3,44.674316402199615,72.93766101605448,57.747464971663696
4,62.103549566623904,51.83770783565162,41.622681715086294
5,22.74458849684031,52.47068976847864,50.796939721672985
6,27.30607628743548,78.4295408361045,52.83139358638914
7,58.40930577685439,88.14960405056769,22.975489502661198
8,64.08650731973705,65.850154613788,78.82566591389303
9,24.45063324805556,59.56633871253931,55.71232222412749
10,27.715923375151867,72.53160853726735,33.3923204713211
11,39.453830239229944,80.63528742204879,48.35602748116872
12,50.75242155419085,66.03978894592969,26.908848485490253
13,25.924681160707056,76.50714936087567,49.27740119991471
14,50.62138599871572,80.86353622617199,41.096705599674564
15,47.14845615101512,62.326346857279425,42.07555675553733
16,42.36690725767124,63.50363991291475,57.32320542714281
17,27.153725389703496,88.1141295137866,26.488106193787615
18,30.52227937100973,82.97277076009973,44.55503736433605
19,36.88353123385094,69.81496617351344,20.185355120393346
20,62.71789099853605,73.96523638177446,56.850363654954776
21,40.569411545428935,70.76075872051257,36.51700607237343
22,53.645771163101536,76.12261350554992,56.851281920820924
23,49.870714458128454,63.92818227772314,19.982797701871526
24,47.601771711686965,95.98300859570136,78.85761985887177
25,34.65489051846811,76.79864286204868,62.503050225348254
26,58.10873166008621,77.33027571709243,29.717796630680944
27,30.006305026813955,92.77275693351656,26.20124817499795
28,52.827026693374286,63.25886329211195,38.65571431167797
29,35.875712493957735,84.68892629272297,30.88674475179684
30,25.907177042742852,90.22312247169074,15.91084715138488
31,61.67254554562325,85.53881277608953,37.4405864921753
32,44.10715818452839,73.57155379389417,57.142383973694955
33,38.40732694360608,76.22012468706497,63.19868891346265
34,54.99001743531535,72.0542696300321,54.22894398170468
35,37.50898521312069,75.98382588570458,10.859589903465366
36,60.84406333635632,88.76542626021947,56.85095111084006
37,32.80943197194586,81.4733365607714,11.059469526426177
38,43.548213305868224,77.41201153574978,39.85769123570419
39,56.02780789230645,71.09533008702007,53.25766274087152
40,29.16829920757965,83.2016646745983,53.15019538115188
41,47.19437484498208,88.13624817986091,50.35459960965133
42,36.776977802635145,94.42032483391043,52.84824799999065
43,47.259821930359635,59.16602354064707,49.650348537226805
44,31.201994446250612,81.89831577664748,16.16360136887261
45,43.10806627865096,85.30903983651882,56.18635417015208
46,39.25721116167771,84.52640167518898,50.425392495168595
47,39.95902279042991,64.14756305790912,64.95638411945764
48,35.51123123729436,80.23741280685208,62.60666639370925
49,29.641393644727277,74.12840135933348,16.371627163787316
50,43.37020604170899,83.48297120401092,81.7684159988784
51,25.411768708955357,90.48952842165338,7.72548758906597
52,56.430848427681376,62.08904696935601,32.26936416972305
53,44.92276631393205,75.21382377782447,36.34214012701467
54,44.43849154171232,68.26823421574959,56.23462394807261
55,59.98899336601026,68.72240822254466,68.2938557184413
56,37.417309347891255,63.37495370244893,40.92386743739378
57,41.56818541721437,56.79997354219085,47.506863963288694
58,32.417962749868764,72.2176991529041,51.346462296297595
59,38.10161066906541,77.56585091050904,64.14551468233545
60,41.195268687848326,67.21247240763087,50.675828577882335
61,56.08272918233695,89.73860381566035,42.565652153555035
62,52.338870131175774,93.60850532044458,56.56280935615301
63,22.392923374574544,82.15030513381713,28.74383550198865
64,21.984979735366373,77.50175345025056,28.20676788577959
65,46.538756554515906,69.82035538893014,57.76069820131032
66,41.93972754491852,80.14640782052378,38.117074440796614
67,35.02582656528717,89.74083012812369,50.37649657593229
68,27.042628101497908,62.450189830306996,61.194122327573254
69,39.15732770679378,55.08632701330161,59.680728994658296
70,60.278661447053864,72.28614236232083,52.30735671595499
71,24.33522533739807,61.621622162316164,14.954569606463455
72,31.895366104825655,68.17669646181474,38.72609931898084
73,33.7562872571116,84.83685755680096,34.932864547470906
74,54.534117021704475,77.9850021468826,75.72084536817727
75,56.6714342222596,90.4659153825577,13.251587883124056
76,31.060717221169938,67.81532563693175,62.18466808239457
77,36.19956825915965,77.66613881705352,37.49873248770767
78,33.16247392829829,55.75851936972801,32.073320293694024
79,53.793779385847756,75.91307994678967,35.04551297550635
80,63.88031478810591,65.78522984522637,35.43437783109507
81,55.82451490579629,78.20736316683427,51.24607941176871
82,32.30890676350678,63.13590566910574,48.23012997081424
83,51.64813580501796,76.73085401693818,28.455156466802634
84,43.655859958493124,86.62079951360005,34.242584869590345
85,28.82792906920517,66.01755507699022,35.719571956295965
86,28.62911175807716,101.85830276217469,14.186542673257751
87,34.84531809688714,67.10057530316212,-4.5456234793385395
88,46.947258628099725,62.74118261712151,44.03655317665108
89,55.00564909265222,88.45258003364982,57.694558751881786
90,24.03589696799845,70.12287969247119,29.370814846926578
91,46.783644840864774,103.18321153256781,57.95383969769258
92,48.62895006087186,73.03561474988138,33.46511934656029
93,69.14768353698292,73.98007700314972,59.67550879824099
94,39.0610904921733,89.40404465259334,40.01160557667314
95,37.85302001020384,69.14635144527293,45.6412953524412
96,54.73632447108838,67.91915461305258,24.924875288852395
97,40.83003062964154,63.59322004143373,47.246378736699874
98,21.109943646330606,84.31767417283602,22.585656067870694
99,39.43166162605513,80.31692876408786,45.60488264229923
100,42.37109195137392,89.1105781797758,47.07076589982516
