unit_id,CropYield,TissueNutrientAssay,do_IrrigationRate
0,-20.742039904939595,56.44976278891182,75.0
1,-22.425939647504123,42.57049502787159,75.0
2,-23.512144328619378,47.11391320117223,75.0
3,-32.387552077046905,67.1360491138508,75.0
4,-20.125347608106,39.178584556019885,75.0
5,-18.438082595544557,61.597927036094376,75.0
6,-18.99425160452749,64.35033908127988,75.0
7,-24.912494857909724,69.52025904734349,75.0
8,7.611958231565065,18.17333917198922,75.0
9,-18.423833848186714,55.533105706709755,75.0
10,-27.602085379658494,54.029202984400634,75.0
11,-2.8463715747112164,35.32340235746756,75.0
12,-17.51636856133388,35.3304262284569,75.0
13,2.4103355598158704,21.063560124519064,75.0
14,-4.941111067890817,37.09841277436843,75.0
15,-33.36869159304571,51.92476343175602,75.0
16,-23.292180981246723,55.4621069086801,75.0
17,-25.676565630559413,42.039159875724245,75.0
18,-22.94858339708367,73.54744241213325,75.0
19,-13.05713454149256,31.141838387619384,75.0
20,-15.928990877072462,40.35461592408309,75.0
21,-25.90958611622908,36.70943404991465,75.0
22,-1.7064793553824913,28.910514649214946,75.0
23,-20.626845169082333,64.99337566794797,75.0
24,-16.77524903794953,60.355038353339594,75.0
25,-11.16370983573044,36.791943619604844,75.0
26,-27.2509601315452,51.04045789124581,75.0
27,-24.685658797993415,46.87848840127896,75.0
28,-12.552431508175466,37.403735749111526,75.0
29,-21.325434650632296,42.081530037934726,75.0
30,-4.664767156425369,18.047001208031098,75.0
31,-12.62731350753119,52.50465445512502,75.0
32,-15.827420353198995,57.60465549539658,75.0
33,-20.229170025314353,102.21500806119133,75.0
34,-23.96464865128717,56.81702423231046,75.0
35,-9.654274554243738,68.35373541157851,75.0
36,-19.788779714874792,49.365601401723275,75.0
37,-19.021807947236923,63.04944039075669,75.0
38,-25.15773288064766,57.42776188024223,75.0
39,11.53238098723901,33.986422932110614,75.0
40,-14.733330495114622,34.597946416298505,75.0
41,-5.023113131183781,48.36446536324222,75.0
42,-17.387792779374575,53.720824573403554,75.0
43,-23.621565079416385,63.80623734222776,75.0
44,-18.480433466788142,54.25390934659584,75.0
45,-12.092877953641853,32.76221330448358,75.0
46,-31.753137622241837,64.18445918235034,75.0
47,-38.36283136132604,56.874041467593344,75.0
48,-10.854029950672254,55.23117349663246,75.0
49,-24.626636692685263,32.874932243587985,75.0
