unit_id,CropYield,TissueNutrientAssay,SoilMoisture,do_SoilAcidifier
0,23.747863307072357,24.309053794156778,92.1004321330196,25.0
1,4.899965102041835,34.36889417619531,72.17736760580668,25.0
2,-4.6906590959045005,44.73263007615506,76.57750725208821,25.0
3,6.954388967009606,17.561699305726236,66.17675569073758,25.0
4,-4.191092315173038,69.11905524977264,75.4416421414072,25.0
5,17.059353628744393,28.36797275841512,77.29718069689278,25.0
6,-7.554500183990506,16.996970553687525,66.54725892371192,25.0
7,-0.526968220719499,32.31331768219997,70.8923242456055,25.0
8,11.108209402202165,34.48657987460293,79.73063462146438,25.0
9,-12.024991451689967,51.10625121460357,52.222744615441016,25.0
10,14.250638239862289,18.180214040386396,70.6995748591817,25.0
11,19.123764034597485,17.82449772727511,89.66524323809334,25.0
12,-9.489839268300333,60.854817755244405,78.5359199076561,25.0
13,22.432996983803353,-17.01552526139581,84.20477294590087,25.0
14,-9.323994786257913,25.275844173663405,66.52570077742622,25.0
15,-20.7838198854156,37.541345929428005,62.05130823343645,25.0
16,-9.731446720710203,28.697133555342447,78.68282792947844,25.0
17,6.144184076785219,18.059357216221393,64.0877049015861,25.0
18,-21.757089477705062,75.44839905122555,58.5825452377059,25.0
19,16.920218754813437,10.571163134039407,85.85077418434231,25.0
20,-9.820342275587917,44.58634908558633,91.40688549522842,25.0
21,-13.667107964652867,49.52413434212512,62.194173877813284,25.0
22,24.761481878726418,4.08637571044917,84.68300734147572,25.0
23,2.158791566103322,25.67634118263382,70.4133753721189,25.0
24,9.256333782374568,39.93925164430045,77.8953757319245,25.0
25,-6.901195044493698,33.84292852135445,80.37473502729732,25.0
26,-0.639945776999302,43.20530214104389,73.57987131928762,25.0
27,9.571212463971223,36.467819351539525,94.03693431981041,25.0
28,-1.6160066442512928,38.78065286654039,66.69976979853409,25.0
29,-1.85641624158449,47.82440217475345,96.64488265961512,25.0
30,7.1748451064718815,41.08782769220481,74.86166837019074,25.0
31,20.988700896695953,19.29087749147854,65.94799043414024,25.0
32,-5.296109249118029,51.07265185301361,76.95414070814519,25.0
33,-6.713401227029093,44.702920752264404,69.76674142670436,25.0
34,14.700717648790878,20.247215679500027,91.58656464321717,25.0
35,-11.80339588486835,12.34097699199156,67.40850863228371,25.0
36,-25.803336610896974,56.64146023450704,51.887234760954044,25.0
37,13.916739716749957,9.476443783009664,89.02024594510452,25.0
38,-2.6601424355015864,59.11280756964287,72.63835782412164,25.0
39,12.822197728731899,31.176006897915496,71.7547855562245,25.0
40,5.654865838468355,22.781230558427417,74.10499174847443,25.0
41,2.473969505410763,58.47263203989834,92.31192472013868,25.0
42,11.88189319649397,11.362753908242837,95.86812963575173,25.0
43,11.448430423981081,2.8681429298850247,87.11999141548411,25.0
44,-19.134058253615752,44.47236713435072,52.104632956971635,25.0
45,-2.1659988034060995,25.639601265724647,88.59681645765848,25.0
46,19.004774105217123,49.108133590346405,90.87224157220813,25.0
47,26.605271774918673,37.81165517311331,92.41305355454332,25.0
48,-23.85336183488076,57.296087179461566,64.98251363138598,25.0
49,8.070417162002373,24.00192546312259,51.2386040206946,25.0
50,4.8965826933296075,29.90976417895823,83.19661206701612,25.0
51,-12.650189121047559,53.51853903016462,58.36830035115376,25.0
52,-12.964107220746259,58.74850103258714,64.36064173014695,25.0
53,20.86119777813065,13.30990462852963,73.73973744198814,25.0
54,6.74617462280284,10.613798325853017,74.41458404756196,25.0
55,13.642800746503351,40.27034791177039,89.09041855886207,25.0
56,5.525699793881777,36.96516406814962,70.73307031953203,25.0
57,1.151804814351589,43.82758030969603,66.30002056418105,25.0
58,15.637202373033121,2.82834180346987,75.3070301571117,25.0
59,7.2813029001492495,19.670845197878005,75.60608654527918,25.0
60,8.38708284920033,41.66061725782798,86.63144263740485,25.0
61,-7.014548495668428,32.986000496062914,65.75642558492913,25.0
62,-11.012247721469436,19.05046209741483,75.5270959294346,25.0
63,-4.550854593531746,21.942637589277563,74.99126074329482,25.0
64,8.131238134330614,25.345325606717395,83.48899642472263,25.0
65,-23.781527529050887,64.62419266386,61.48145136494335,25.0
66,-11.640626501050775,35.14751961664171,68.02613862784533,25.0
67,-18.53864424671025,68.95833600666197,68.36536992865732,25.0
68,2.7537635908640836,9.475635463825032,63.21078730785332,25.0
69,-5.464944978740446,30.855205563601366,69.86153245182992,25.0
70,5.591650740968147,2.380305454015268,85.51288569966665,25.0
71,-0.8627472413514599,23.78573131137009,74.60377070597035,25.0
72,-6.159983241649509,49.35158906481499,80.15848950123014,25.0
73,-12.603933491354802,31.709319033790315,72.13724171859587,25.0
74,2.330163643858288,4.536905006998168,62.3592482350442,25.0
75,-2.9756233885432524,66.57713522405714,67.28001196009173,25.0
76,-15.663710014643456,36.509867879019716,66.58398603743953,25.0
77,-14.22531965944323,34.35981402838735,50.75466033068545,25.0
78,18.924593139704818,-5.661209473936312,74.34631523816037,25.0
79,-1.3088858413560578,-17.177130018238167,71.10876805479874,25.0
80,-3.780613227722535,38.294351537326435,57.003073988751844,25.0
81,4.314045570040224,18.96470890325813,76.16643742245827,25.0
82,-7.556441284047006,60.56876794403057,72.33808916696879,25.0
83,-1.9383731447036976,30.18188073249341,70.2343005117719,25.0
84,-7.058968526997911,45.32097392449719,56.76192882776937,25.0
85,0.38807620304047374,34.13288010242444,65.18876440130825,25.0
86,27.578128196020586,31.736150591045465,95.7410283570351,25.0
87,-4.888989214488721,23.92747069916468,59.43624917876815,25.0
88,-7.942168812455113,56.486255246436144,81.67422514805617,25.0
89,2.8232604314104126,49.71717517741524,77.68952169888925,25.0
90,-2.8111897419110377,53.55257023099333,72.67470173060302,25.0
91,-7.545413510546418,36.51380739743525,73.7491270270305,25.0
92,-6.282671466440189,43.00330950295886,71.97328021378026,25.0
93,-6.751566770317539,52.708342608514386,69.27537272047662,25.0
94,3.5201700442509964,32.18949159249794,75.253716033779,25.0
95,-11.692225817268499,33.410719247628045,72.99507586978055,25.0
96,1.0986131416078315,33.82699980773237,76.38271728731591,25.0
97,-4.271102092503465,30.061698171011116,53.728338273784246,25.0
98,-5.3379125393577675,26.131520421100355,73.2094973417705,25.0
99,-14.751661569755871,25.7902681803417,64.09540564965394,25.0
100,10.523807507354567,71.34377335995998,89.23984650381495,25.0
101,12.622023146830118,34.90263492535011,74.22736506189403,25.0
102,-9.360836831337679,46.88932186654039,74.14467624322138,25.0
103,-13.354656679254132,48.073815949059494,73.86861386256278,25.0
104,-2.933098621384104,32.86863772901522,88.78039952105657,25.0
105,-7.718171202681353,39.989204230964646,74.51251634497044,25.0
106,-3.868277073362269,43.22094020275134,70.64681937009034,25.0
107,5.443563304916782,-2.3623493415919548,57.964282939824436,25.0
108,-0.5440635101558131,51.69300268981379,91.31941226665694,25.0
109,4.720945628787174,-0.25945154401258463,54.590237571906584,25.0
110,-2.794316476163626,26.832025280097042,74.88126535009899,25.0
111,8.388267715606553,0.5919050079463339,78.42413884017215,25.0
112,7.165911667013623,18.737007276646562,67.12538428648408,25.0
113,2.727414652588922,18.305674279069013,75.88818227244373,25.0
114,8.879459836042152,31.988636984321143,86.56924965809276,25.0
115,11.395682120168198,10.401021950664624,50.41003890987396,25.0
116,18.36775357880441,26.82171385790597,88.2999075858208,25.0
117,9.674551083966406,21.519010454606075,82.73833333332969,25.0
118,-14.314865312050111,61.76694653459484,77.52453508867895,25.0
119,-4.328434963062261,38.6585226499154,84.35973912917555,25.0
120,4.116913594191872,56.84106216937651,64.70821055531695,25.0
121,-2.9753863516141505,40.235970724426465,70.75387764437494,25.0
122,-10.511810881760608,36.532801085636486,71.24889213206609,25.0
123,-8.801553962960226,16.09228598191032,69.34924497417796,25.0
124,4.325443220675634,20.884911778050096,79.3060490477269,25.0
125,8.128997611504687,7.964354071787733,66.00783092988901,25.0
126,9.862206203573027,18.755305991631797,71.08941574890542,25.0
127,4.776603309840626,19.829507901547274,75.58896441438961,25.0
128,15.501800188020804,27.63743235549786,78.58605085340304,25.0
129,-10.632807731650043,61.81871371574959,80.48932522543636,25.0
130,13.85557686611543,33.58190280247497,81.33740440831352,25.0
131,-0.1858470609850249,27.851464473477304,60.331196463325675,25.0
132,3.344450150828518,59.21860046053449,73.9461884184735,25.0
133,14.714606868518226,9.79352946247326,62.439615892745564,25.0
134,6.2121416062762425,36.085997512184285,65.2596158262274,25.0
