unit_id,CropYield,TissueNutrientAssay,SoilMoisture,do_SoilAcidifier
0,19.35455485080037,4.055498052581024,78.36001034174622,75.0
1,25.465637575955963,32.74076620568217,96.21161948581467,75.0
2,27.303530933994285,19.075582671487375,87.6406149997509,75.0
3,12.961247605514394,8.205764957399653,59.58811904168378,75.0
4,34.09675366850739,20.334143417878828,100.20966894112351,75.0
5,13.635838690799405,-10.420365667267927,60.7789201920529,75.0
6,20.621945101957238,9.058388309840563,73.7940971811952,75.0
7,15.811411077622955,14.627484715044295,69.42140912920271,75.0
8,18.13688773262791,21.354467668807466,76.3431733162377,75.0
9,20.720556819875977,37.23744549339135,87.25201774543385,75.0
10,4.868169515368613,25.12324835130713,41.924305549624634,75.0
11,25.80240021848164,-11.490580474498433,87.7921734312584,75.0
12,16.617916858564836,-11.673593921160386,67.52508695254137,75.0
13,10.941426688335628,-12.936777340824811,60.68480638376,75.0
14,15.992003097239154,-3.00552380991971,76.09891715894986,75.0
15,18.62736267091768,21.149208470316573,58.933272142126846,75.0
16,28.749704478797437,14.274034737446062,91.5605602116973,75.0
17,33.26326736798448,7.709156673846,96.41191753210845,75.0
18,17.332853637411944,-29.68529797591158,71.41293277735005,75.0
19,18.73410954266457,-0.267616377648201,75.5472890132731,75.0
20,12.663021177482817,7.842072771173414,60.344799755817704,75.0
21,26.68106152425696,-3.065012202621297,82.38681082690327,75.0
22,21.701044110701574,-0.2709590057702371,88.08073872383726,75.0
23,27.48104451689863,-0.6201925245576341,90.43490952306146,75.0
24,25.580496116339788,9.71419126045572,82.72145193051023,75.0
25,26.214032195759334,22.28463071074626,82.47394405184204,75.0
26,29.955010225651396,24.22431278955169,86.01664961428418,75.0
27,17.70280098500015,5.642458420717444,76.45989947581698,75.0
28,26.55988964106055,1.4678497810283844,94.85710777121086,75.0
29,26.5734744320385,5.776049541238148,93.38801536861126,75.0
30,24.443540999373564,9.252634386067715,78.78745300529782,75.0
31,27.74868606425467,11.041555060730298,74.81632125355522,75.0
32,27.757585093037594,6.135440160367451,93.06949225771066,75.0
33,17.319800115843357,26.245155057753117,66.13835706347294,75.0
34,24.18088990460124,11.538715082412356,80.68312060160378,75.0
35,21.670227413715704,-16.062723986192864,76.3272653846321,75.0
36,26.277982347973435,-1.7151870073446975,82.05788321514648,75.0
37,15.914432602248494,11.559025083503425,72.76540577808274,75.0
38,20.40985565354763,23.578113267495986,87.34372275132174,75.0
39,26.870011233369112,15.453613379936723,85.99549508149988,75.0
40,17.481667814405824,15.284774792749989,80.52426048539525,75.0
41,5.301824572744555,29.613816644856822,52.00084877675095,75.0
42,23.835100229279526,33.39740462130558,80.50649983045713,75.0
43,11.809440877389925,18.984029211901177,56.034239670428335,75.0
44,25.10416129749435,5.111695987430592,75.14878377774555,75.0
45,19.592648137921035,17.892047696376146,78.84176040910911,75.0
46,18.76500295494141,5.5212573210364795,88.44862604256971,75.0
47,18.051721674090935,3.692283130867901,77.95765113723591,75.0
48,27.210996452490434,-1.2359681840235535,89.3627242322283,75.0
