unit_id,CropYield,TissueNutrientAssay,SoilMoisture,do_SoilAcidifier
0,16.91670975816506,-18.245558475249645,73.86147960710898,50.0
1,2.716833361805077,26.186258885813942,68.26088687798405,50.0
2,13.387257726503403,13.524899224805758,66.95331143958691,50.0
3,20.26702368255184,8.776730853214353,68.27013534501513,50.0
4,5.929950425019763,16.44954011436956,70.19010464375208,50.0
5,2.3816453996325286,34.9166018008088,68.68506693079603,50.0
6,14.961708974531694,12.248600300019932,76.12377490902236,50.0
7,5.6020161197799325,39.995239157964626,70.23047131807425,50.0
8,15.98916858377861,17.656154830576,66.32192684396885,50.0
9,18.676712557805654,21.982871578592835,79.65261526528468,50.0
10,7.344495100162012,21.41550541183973,80.37123377146138,50.0
11,18.37830668575608,9.622304195061336,67.36593599515435,50.0
12,26.220113937241592,32.21447257751106,92.7314466639849,50.0
13,10.712135496754449,25.188144679057558,63.73397302360159,50.0
14,16.997470505715356,11.204757048619257,80.1407687606823,50.0
15,8.167407383024813,4.832506357453312,61.718825346874,50.0
16,22.095651978129172,10.420371436256271,80.1057547618002,50.0
17,17.9505140772267,1.3385736545446374,63.52650799440406,50.0
18,11.024701565138209,34.38316055679392,63.41609280670464,50.0
19,15.523772723080015,1.3001748479267476,63.7597431926835,50.0
20,28.47624959901734,5.705161538827756,96.28516623810795,50.0
21,21.50391631343448,26.13155161570632,84.04386706978961,50.0
22,13.24552107417463,3.3467540352962537,66.78820012454113,50.0
23,18.774173848943533,42.46526130716108,71.03022182307706,50.0
24,36.906574413759444,32.10128026647055,101.53545878853186,50.0
25,9.46413454373658,40.13130916442897,67.66673414408658,50.0
26,11.524989981353361,-3.0518406353626926,73.29849089718482,50.0
27,11.992842869277531,55.720841762933,74.900220861524,50.0
28,10.381327169158535,20.80180308536479,64.98195113365948,50.0
29,15.639121508840415,24.352218020908687,72.1681521022048,50.0
30,31.833367375595394,5.850788001680177,98.41305191694212,50.0
31,17.084569338668114,4.466609977597386,85.57879425700034,50.0
32,19.993086213914843,39.20496843326639,81.33640802274212,50.0
33,25.857791068796182,19.51031054975026,99.66734281788051,50.0
34,0.920014989082488,16.91370231009643,67.85569946196718,50.0
35,4.152412620429624,32.77230785116543,75.46194842396962,50.0
36,21.45786049305793,3.9952035208750534,93.65953381796905,50.0
37,6.250835877773578,8.449672695730136,76.13043869667742,50.0
38,2.3383864726856247,17.572657006300105,56.25204367316415,50.0
39,28.606662005855167,10.214076190095103,92.23586492258214,50.0
40,0.7921409797009495,34.7977527508907,66.71367330285138,50.0
41,12.282291258333036,16.702483146263006,88.37369855452108,50.0
42,10.185068341635711,-1.857037345188889,66.0029010938593,50.0
43,29.52063269918718,-2.665761618871965,80.28258404144609,50.0
44,9.645787462301985,28.026825896482222,62.887206964793094,50.0
45,14.280567634213481,19.091678032832036,64.53330641384305,50.0
46,29.662712280255686,11.05551423880862,86.17998649950917,50.0
47,14.72315482257255,13.260188107968547,70.80452404493131,50.0
48,28.15642267655663,5.187433353713281,88.65697143609584,50.0
49,17.187650593554245,41.411025486421465,93.90698651485945,50.0
50,17.972377036109766,27.71686965161694,71.14730780931598,50.0
51,24.683888663257786,9.31795617148599,67.69419600332931,50.0
52,20.971516930133365,5.333217671101327,83.8089843133313,50.0
53,20.012491860515002,-2.2452319378908587,77.10962925132074,50.0
54,25.004422849322015,9.996155066217042,81.56796225218517,50.0
55,17.629813624331774,20.211637807697716,84.65227249174919,50.0
56,14.37065836914166,20.655317908686456,74.05988153068301,50.0
57,11.302804742349512,28.48866927370569,78.62343944391982,50.0
58,9.449080538450973,18.04767665606336,66.25604100198196,50.0
59,27.246273892167107,6.160807126702004,89.50849934254352,50.0
60,11.523530838405467,24.323988140237695,70.55955948684104,50.0
61,22.013420086937483,3.092835432627748,79.43234052233096,50.0
62,14.49588005966155,12.974413660462835,70.27551029447383,50.0
63,15.394516136862983,40.68662630068854,66.9719707238288,50.0
64,9.306478213938027,45.69562234177762,64.97327599338759,50.0
65,20.676963334586418,19.659493562792075,72.24559424049771,50.0
66,1.4538446038440256,6.0824759774500805,64.03636302831194,50.0
67,11.790796976961436,41.918452073083955,62.90178433145051,50.0
68,14.956050512503944,19.96339549751714,60.55695429717545,50.0
69,25.78742681979961,19.2244066487455,89.42628715552965,50.0
70,6.0959990854127515,13.724167831528227,67.45385464460924,50.0
71,15.98016576018007,31.879803185356003,81.84250500069466,50.0
72,22.723098320300117,33.18241591287034,95.17520896698971,50.0
73,19.326304684418982,17.897974740624356,64.24772450673082,50.0
74,14.028299309934823,27.396806269949572,66.01527030617945,50.0
75,9.482871885524109,26.35050251253019,87.52921574274013,50.0
76,16.821802735472797,-1.0448405502554117,78.71077690314789,50.0
77,23.13442981607122,5.897244150420619,76.95746076983673,50.0
78,26.710466863336343,27.060496462797502,91.33953196282548,50.0
79,20.94495173185938,-1.344499933494136,77.33729141202899,50.0
80,10.997856861730195,-10.696473354010159,62.610639228654136,50.0
81,18.58942869402575,-3.4322908852488325,75.83157767232386,50.0
82,25.37135263491799,15.840824411972214,86.95001299112094,50.0
83,5.656288659212675,24.45280930191656,78.99810587325058,50.0
84,-8.055519239992288,31.745325997731022,66.30230672347466,50.0
85,37.20229552655357,10.475246022645969,95.75629894439611,50.0
86,21.29517974833013,19.29533027773558,73.96623778235909,50.0
87,9.594558287948342,20.104585717496512,73.32663127773064,50.0
88,7.7923739877264255,11.154195252550357,75.52365520915842,50.0
89,26.34061181513353,6.846883868065491,82.16472007223867,50.0
90,12.949472831637884,5.16883565889049,74.82202481348641,50.0
91,6.973353452784199,5.990203636648509,97.47211593020515,50.0
92,11.150920476990441,10.987629880443594,54.6644072889632,50.0
93,3.1956536884173516,3.407910964544328,81.83927929099362,50.0
94,11.87563606566649,34.09889947254755,72.23051937555458,50.0
