unit_id,CropYield,SoilMoisture,TissueNutrientAssay
0,-14.825003801789936,79.4497345392881,74.99904006306795
1,-6.917524928086265,81.01880046116398,37.69646055509919
2,14.433996326815016,79.06154958630526,22.873306339629874
3,1.0714489924123143,68.65642734538318,21.896149373613227
4,7.679978276596673,85.34207160068182,23.985807103142193
5,-4.681452549945875,81.59737534671143,51.11514680717624
6,-15.043219508001155,84.57927861564531,47.78961748361275
7,-11.30952362056604,76.75414660325416,47.61503418423465
8,-3.0706118875947888,96.19062550804475,52.548288136152735
9,-9.013543627907731,75.59566576512367,11.432120861840552
10,-14.670796400561219,76.26476793698849,10.577393975572384
11,-21.540225702563824,75.26780805558992,49.949486826099026
12,-15.588350266156642,70.55293923235412,33.00076946308897
13,-7.683869743179422,83.33823056350302,33.918044891610265
14,-14.752940230629719,88.56819852062308,67.83576017398401
15,-17.230074360910198,77.92611062678276,75.83065529267623
16,-17.832339932868916,66.10091050384497,54.069074029901024
17,-4.896565972805762,81.8283303670165,42.196680915085935
18,-12.642140737564088,52.32821590759437,28.425125572595164
19,6.9513810188507135,82.49787984800804,48.322732693207726
20,-5.560218694348709,73.14524377936048,52.914072538576264
21,-9.6739850919936,79.44151446066768,41.80278952914256
22,-31.026841336321453,52.94089914654296,58.958377757686144
23,-19.117577873148594,73.32691310997724,48.2713153570965
24,13.318378080584864,100.39095308999075,19.468246339723358
25,-1.981653189917604,92.05535334535656,29.06170251882901
26,-29.437737778311035,54.778250513763226,61.83637611442014
27,-8.217346220927947,77.16144341391868,18.228359825967864
28,-7.241897275863062,91.38037179766626,62.727803231653084
29,8.679134453158698,74.79313323028245,16.155638817687084
30,-14.90430800264684,72.70218859902465,53.84049555093646
31,-19.643612650055,58.73462237214379,40.161847519418224
32,-6.663893846066233,88.5097830422205,50.72723566010471
33,-26.77488169596699,61.20295824346084,43.38518902252863
34,-6.600730140407409,66.28681415296948,22.512972733368464
35,17.303304821877482,83.5927797830581,23.219440366896695
36,-10.9711536481885,66.2753652362126,56.937719510645735
37,-24.175080227383845,70.7867153874048,63.101552028962146
38,-1.4224860354576534,87.26644680964031,63.392820259888865
39,-19.854782574080527,82.27232796443596,74.86583648442593
40,-11.256468938047238,81.7770338555701,43.373676772609215
41,-19.859701484830726,62.43815276935518,39.24763839803021
42,-7.4999465215754935,65.36312494057873,35.97636893198738
43,-5.096391735663338,72.4910923565949,41.77233224848163
44,-9.191192260008462,73.63642018883813,33.4997126249728
45,-7.979069977192308,80.83808004187941,8.878103305724686
46,-16.178255356255487,72.65519698130124,47.35704646369802
47,-18.025134794846988,64.26535937943135,46.564916662433816
48,-13.824890371849197,81.91900573961728,34.22124503915029
49,-11.902233852239036,69.31293944165228,63.75648026966612
50,-10.64360506296239,73.1409060658756,49.75722625288368
51,-7.083983300361389,92.63181773113602,49.09804484669703
52,-9.921920855666063,74.89847465016219,41.220066826458094
53,-19.71690317494439,56.59215925113895,33.41382295399343
54,-8.482393555958865,101.60729985567738,42.10809746712196
55,-3.5029447289523197,58.93479868623793,27.151004887747728
56,-12.685834831596658,71.7276528560611,62.03930572251619
57,-6.68108227931574,74.7070822306162,67.8719573518014
58,-1.182727645468244,88.10866041037931,35.973482287847474
59,20.992028563064782,76.80653484182679,30.972094752853586
60,-13.528450177086757,71.09760959080889,47.09858611083815
61,0.5304186506154727,64.45282666079288,5.840034641255652
62,-29.714366128747304,61.49203409784042,58.52066400865449
63,-7.173722016832901,77.8354794248978,66.7439097296979
64,-0.9497546240640227,77.56540736273618,24.829331029452213
65,-3.8655869252390263,90.4251026273009,56.90593831216545
66,-1.5570714134299404,80.50908938377947,71.49464847355136
67,-9.507265412164532,96.45645144385988,51.0703587047881
68,-25.989521908580624,62.01938155349733,50.04954356438322
69,-10.189892134432288,80.84606752564491,34.002136143761405
70,4.199160357747255,81.90985484017385,47.817676336199504
71,-1.5685534830603602,74.6858490688589,29.93138510569635
72,-12.865558362576667,90.76938182302077,24.226296342266238
73,-4.846233770130418,82.43499846573324,69.53786707782311
74,2.069442489773937,96.5513022093752,21.340927551886512
75,-16.42340424072194,74.6457524802087,23.25818160965495
76,-6.7852755897545425,77.92731949969728,71.79819325078553
77,7.64639422893285,102.12204244282066,46.25077762073603
78,-0.5442541243483383,83.69327453213543,60.8317536298902
79,-13.689639920281884,64.44956486400055,45.67150256445468
80,-27.335663023124223,54.413802360130376,27.301793505861376
81,-3.7142110972910958,66.09831951065762,35.81312666189455
82,-9.054851387521172,86.79310963768309,44.923738856047436
83,-38.35793539434074,45.90854148334502,41.27912755905341
84,-3.7310317122580403,84.23916169388315,40.27701673343326
85,-12.63051381515279,82.86200722800966,65.08226863958559
86,-18.085156125922303,76.44360173354045,37.75506850794613
87,-15.471608447016685,69.02917261047708,50.63574013182218
88,-11.52497306769704,86.2933734319527,41.259124051872035
89,-16.53551913927984,80.1643695025139,78.2954703429906
90,-17.62982061144179,56.3012073796866,41.03344610264123
91,-22.360979645925287,68.96631181402307,16.785545577367834
92,7.103417037116337,85.0628910037157,16.22928212609755
93,-14.317144074886864,76.91737296707913,58.963087674487596
94,-14.127062315170237,53.81394257094253,50.03241777896871
95,-25.003448981967722,63.67303070259032,51.67766215547077
96,11.019902407505953,98.33146420215063,25.77089965834727
97,-16.21052941412389,64.77628587330717,45.04965351538096
98,-24.4494808323811,64.32484164656417,56.56849244098636
99,-19.61369034837988,55.809664521409196,29.606642548265807
100,-1.6349022902421049,81.18111711306912,19.895080333520212
101,6.769355643137631,96.34669531350058,46.81018167617408
102,3.750949483464735,91.14858302615096,38.95295238417073
103,-11.345281042475232,88.44717769362028,44.45812304199269
104,-16.58597102441248,72.74335966253801,34.57773125077969
105,-7.634922508332725,73.77576632165005,56.4296796328353
106,-19.860507331895505,83.46042799866493,58.12068789231466
107,-14.53535889179551,70.44842960273262,39.32952363554718
108,-21.571937256903457,65.12312062721377,58.777260306242304
109,-21.558053220387126,73.05953604035308,56.0962375472609
110,-10.362732430397186,93.3857350697901,49.3264086391204
111,-26.171842446314308,62.4924010726144,69.45903788875745
112,-24.668689996460774,63.71222957145695,59.81736189919095
113,-15.261158377402957,62.12324351153404,17.625909621710615
114,8.688770942411429,85.79258316408692,24.74006585599349
115,-10.434870796483583,59.06818080024012,57.36003475691278
116,9.339977337887088,73.96734626689951,39.02023965137874
117,18.51633852919874,89.59576447238275,22.204657026039122
118,-2.0367611739644453,72.61390695597429,42.93100236862576
