unit_id,ConversionEfficiency,ReactorPressure,do_set_ParticleSizeCat
0,12.84988513515895,59.6225364321725,75.0
1,23.444661776470642,90.2951838866142,75.0
2,13.307831731731666,72.55870490550431,75.0
3,19.45190560026317,72.93766101605448,75.0
4,18.940563963100253,51.83770783565162,75.0
5,14.39254678489349,52.47068976847864,75.0
6,15.320209265456805,78.4295408361045,75.0
7,23.661469085410907,88.14960405056769,75.0
8,20.36014289582279,65.850154613788,75.0
9,14.383151263019451,59.56633871253931,75.0
10,15.285039194152942,72.53160853726735,75.0
11,19.3593243014543,80.63528742204879,75.0
12,16.648325042513907,66.03978894592969,75.0
13,17.415856283595364,76.50714936087567,75.0
14,15.314015893446747,80.86353622617199,75.0
15,14.562585682449646,62.326346857279425,75.0
16,17.788145872270402,63.50363991291475,75.0
17,17.83523015293418,88.1141295137866,75.0
18,16.247963990996965,82.97277076009973,75.0
19,16.50880571739709,69.81496617351344,75.0
20,22.498407640716355,73.96523638177446,75.0
21,17.115083329819495,70.76075872051257,75.0
22,17.724134846994787,76.12261350554992,75.0
23,22.92545833157994,63.92818227772314,75.0
24,19.268037756556577,95.98300859570136,75.0
25,20.62937489250741,76.79864286204868,75.0
26,19.18685271181046,77.33027571709243,75.0
27,18.86059955135576,92.77275693351656,75.0
28,15.589298574656473,63.25886329211195,75.0
29,19.95281651019852,84.68892629272297,75.0
30,20.174710936880864,90.22312247169074,75.0
31,20.164988715623615,85.53881277608953,75.0
32,21.39924331896958,73.57155379389417,75.0
33,11.299042180573021,76.22012468706497,75.0
34,14.699539923809496,72.0542696300321,75.0
35,20.79958397243255,75.98382588570458,75.0
36,20.331663819913054,88.76542626021947,75.0
37,15.430009418705811,81.4733365607714,75.0
38,18.74118756592523,77.41201153574978,75.0
39,22.468262828096385,71.09533008702007,75.0
40,17.932098108766137,83.2016646745983,75.0
41,20.890453427930616,88.13624817986091,75.0
42,17.400168683613163,94.42032483391043,75.0
43,16.792500354020092,59.16602354064707,75.0
44,18.292155531731467,81.89831577664748,75.0
45,21.472488318497184,85.30903983651882,75.0
46,23.00921337484105,84.52640167518898,75.0
47,16.16869500120631,64.14756305790912,75.0
48,19.76244320594643,80.23741280685208,75.0
49,18.796879872864086,74.12840135933348,75.0
50,21.809816095878183,83.48297120401092,75.0
51,22.934316119992076,90.48952842165338,75.0
52,19.12844167690834,62.08904696935601,75.0
53,15.963085992430456,75.21382377782447,75.0
54,16.545440309383025,68.26823421574959,75.0
55,20.39821697906924,68.72240822254466,75.0
56,15.191019725879125,63.37495370244893,75.0
57,18.53016760020953,56.79997354219085,75.0
58,11.99048263438892,72.2176991529041,75.0
59,18.57654603616461,77.56585091050904,75.0
60,22.853726412726125,67.21247240763087,75.0
61,19.202987326233774,89.73860381566035,75.0
62,23.761594066982568,93.60850532044458,75.0
63,17.58474443323406,82.15030513381713,75.0
64,17.240746939634732,77.50175345025056,75.0
65,17.657960225315414,69.82035538893014,75.0
66,14.061502241690325,80.14640782052378,75.0
67,19.97875680868692,89.74083012812369,75.0
68,14.005643780969834,62.450189830306996,75.0
69,9.743903108709777,55.08632701330161,75.0
70,21.134203963103868,72.28614236232083,75.0
71,15.664991137161728,61.621622162316164,75.0
72,11.657363289044078,68.17669646181474,75.0
73,12.669633200016516,84.83685755680096,75.0
74,22.723468802391146,77.9850021468826,75.0
75,22.14074752891122,90.4659153825577,75.0
76,15.212016589264403,67.81532563693175,75.0
77,13.042266601759367,77.66613881705352,75.0
78,14.161457483603932,55.75851936972801,75.0
79,20.718740929366128,75.91307994678967,75.0
80,12.578177453116687,65.78522984522637,75.0
81,21.847484441542612,78.20736316683427,75.0
82,21.034212086612104,63.13590566910574,75.0
83,17.732405705368677,76.73085401693818,75.0
84,19.08582951815405,86.62079951360005,75.0
85,18.62418528456273,66.01755507699022,75.0
86,21.210999928990656,101.85830276217469,75.0
87,23.63316024687825,67.10057530316212,75.0
88,15.531994869959323,62.74118261712151,75.0
89,19.977427339990395,88.45258003364982,75.0
90,14.419343233586972,70.12287969247119,75.0
91,19.44543447244835,103.18321153256781,75.0
92,19.305539094438487,73.03561474988138,75.0
93,20.095887888626024,73.98007700314972,75.0
94,19.642052237293967,89.40404465259334,75.0
95,14.533730271025155,69.14635144527293,75.0
96,17.323901384260612,67.91915461305258,75.0
97,18.432977301865492,63.59322004143373,75.0
98,18.547192038558315,84.31767417283602,75.0
99,15.313237649789965,80.31692876408786,75.0
100,23.44357800742921,89.1105781797758,75.0
101,17.361619214123163,60.354957516224054,75.0
102,16.222728529635297,61.20903385128452,75.0
103,10.771446826700481,64.82065304344843,75.0
104,21.897387571702907,82.42254475120053,75.0
105,14.399623749653216,72.03243055477047,75.0
106,27.28501670642798,81.01213441950402,75.0
107,15.575712081149739,53.704890881436654,75.0
108,14.346265149015867,76.00377918341702,75.0
109,17.67324077486288,61.42474965774904,75.0
110,19.78714688663083,72.7927220639331,75.0
111,18.553526252369235,84.5142519467049,75.0
112,14.442654915264889,68.28782702276705,75.0
113,15.571695261981588,62.38546975958532,75.0
114,16.49182155807646,99.39675479847723,75.0
115,20.149419196133294,95.66164562169249,75.0
116,17.67904163987394,62.80046377650092,75.0
117,16.127871486652996,84.98409584587534,75.0
118,20.499648542033846,69.60805048903156,75.0
119,19.56699336638903,81.91572045727267,75.0
120,22.55800360765305,87.90274124459256,75.0
121,12.802448138752204,64.8096649465632,75.0
122,18.21294580177005,73.15666312283531,75.0
123,17.937910695496818,81.89781836915277,75.0
124,25.01273992423659,79.90517138448108,75.0
125,16.271008039407754,85.88862758622977,75.0
126,13.751103331188563,86.41338552516342,75.0
127,14.522885314188756,83.70316318732364,75.0
128,17.912687043426004,74.33316942854482,75.0
129,17.552466139006853,59.49546134993609,75.0
130,18.52273048592299,79.36049224723686,75.0
131,22.28946648263478,92.2623496216435,75.0
132,12.518686943691332,59.28367992767498,75.0
133,18.37696032754852,69.21839299839888,75.0
134,13.69559005624093,76.59653486705365,75.0
135,16.87421539231534,86.68399076987836,75.0
136,15.503245094465246,72.18655589593949,75.0
137,13.56106949518882,65.71684892429467,75.0
138,21.964429908916596,71.95833146649277,75.0
139,18.59611421717063,71.75529752521626,75.0
140,15.266024104589711,77.87502867727798,75.0
141,21.242079294946148,92.43961190612274,75.0
142,13.746519351812271,53.602920203028056,75.0
143,21.078109751593413,76.37495157126783,75.0
144,21.70888648725924,77.6226083286657,75.0
145,17.233192203776728,93.86131183129191,75.0
146,17.40788967572791,78.75881371607399,75.0
147,14.721065676036625,64.44015042227176,75.0
148,16.68128631540528,71.28353250253689,75.0
149,14.894757052835457,70.9421013230383,75.0
150,18.117594663703944,73.88250269784062,75.0
151,17.641335198923795,61.52365970547708,75.0
152,20.67170643027292,66.04770824528973,75.0
153,20.417145756147697,100.5328943314122,75.0
154,24.165635092597263,99.82388491862031,75.0
155,15.447506769037552,72.84694254982766,75.0
156,20.084485477333082,86.13679897266823,75.0
157,11.586828977614505,71.14036513009381,75.0
158,19.37837521547053,73.8171038351438,75.0
159,18.425369949058435,82.88251819318464,75.0
160,16.543186633078406,49.06575165174362,75.0
161,21.326387062472246,92.14550612693039,75.0
162,14.743352915314569,53.82804302898276,75.0
163,22.461951151438363,73.69165567008483,75.0
164,16.724172388463405,77.56286932674116,75.0
165,18.623527999675,90.92228019658569,75.0
166,23.57937169545662,83.20354381056677,75.0
167,19.125718305210302,104.88690079252758,75.0
168,18.311368932133156,62.55032764669906,75.0
169,18.074980428825086,57.84612920680695,75.0
170,15.699623893916398,77.800446508222,75.0
171,11.868692833431176,61.82291301514083,75.0
172,16.26224222252273,70.02901286470723,75.0
173,15.845112010774923,103.10423197389412,75.0
174,14.461590527040649,69.72045983706349,75.0
175,10.261099504387408,58.21259151618117,75.0
176,20.83593063476352,80.53547366187381,75.0
177,13.13165890998022,61.01259303302199,75.0
178,16.67068336925053,76.99085337844033,75.0
179,26.935810311552814,100.69582608692832,75.0
180,21.075230638154633,87.1156435414465,75.0
181,19.549398722449926,54.54034209869142,75.0
182,17.08809852739234,77.40517452291375,75.0
183,23.207227468363584,90.03255437608516,75.0
184,11.868543477896829,61.98437267080321,75.0
185,19.47962399599974,87.18140037444435,75.0
186,18.316152926916256,84.58718528640964,75.0
187,23.186617852449594,72.51489948268787,75.0
188,19.866686877844224,82.9208158365354,75.0
189,17.363056070545447,64.94305572346357,75.0
190,21.434585417630906,80.99667903994647,75.0
191,19.994192131741894,82.74347084393149,75.0
192,17.540977626579654,92.9119360967835,75.0
193,17.526066911994334,60.57041591722448,75.0
194,15.921063528855443,76.15030903278141,75.0
195,17.800613718584877,75.78605675627833,75.0
196,22.368613308617334,60.40640407898934,75.0
197,18.39628098287141,83.90954225705225,75.0
198,17.989385571453507,69.04867743116762,75.0
199,17.617662147785538,71.09696894213316,75.0
200,19.552932275668507,84.09117062745456,75.0
201,18.848747241239717,77.59311402133946,75.0
202,23.947533517601517,87.71851224140808,75.0
203,17.29689953650305,57.569730990319236,75.0
204,19.75221086392383,70.01353066077884,75.0
205,17.33820502558135,78.05194324325521,75.0
206,14.408498743413414,59.01713569103406,75.0
207,15.039201423384746,55.976930154231994,75.0
208,17.4544604600216,71.84545617776112,75.0
209,20.296589041073133,88.13715579269123,75.0
210,18.204748640434456,83.14978842308538,75.0
211,17.186779671680974,64.10774136033884,75.0
212,18.018751357403996,72.11488505841646,75.0
213,17.19956355422808,81.10621541113518,75.0
214,15.767968691814573,55.63172763005155,75.0
215,13.827623077177766,61.24464642079597,75.0
216,18.02877111979455,73.67459736359939,75.0
217,26.580485801600986,80.73849218160854,75.0
218,22.485937483121,95.44564351306606,75.0
219,15.990557341707097,78.93770380295564,75.0
220,18.174447017025447,76.79118487230691,75.0
221,24.039688081666004,68.28114842417317,75.0
222,11.447120415857912,64.02083693339965,75.0
223,21.18142552315636,65.21285040368062,75.0
224,14.801699220609596,77.99580891031714,75.0
225,17.382909633076974,59.8754899040531,75.0
226,23.355813257048517,87.14700748922606,75.0
227,17.512602800765976,56.056317082688395,75.0
228,12.179176430362984,55.814807794610395,75.0
229,14.199984286425071,86.12536718859191,75.0
230,16.196844332645334,67.72371022265118,75.0
231,21.812763459362216,91.93254238274457,75.0
232,17.407228957187925,98.42127448173024,75.0
233,16.003099817108804,71.27130179980409,75.0
234,18.217488545726674,100.62638653543168,75.0
235,20.334106423788594,76.92067900043973,75.0
236,21.75166939343486,98.02777996425549,75.0
237,14.667723933044233,73.3555044288561,75.0
238,21.001068032445406,77.5526450119762,75.0
239,22.30873295149016,85.36353066269899,75.0
240,18.757223976518265,68.45681492586091,75.0
241,13.577609481059437,56.691630479947094,75.0
242,24.819291786471553,78.65324735198676,75.0
243,14.095552268609143,65.97890217807668,75.0
244,18.465265905596368,70.33725924516054,75.0
245,21.48479519325445,67.87921547329496,75.0
246,16.191698529080888,74.94440507639253,75.0
247,20.643304600887213,77.56787807363321,75.0
248,20.093258725135513,64.04750987633646,75.0
249,18.758005734907577,69.52650642228365,75.0
250,19.148725636459094,72.5557085660134,75.0
251,15.28928078119219,83.41723669980158,75.0
252,23.70363522244396,69.89677722929726,75.0
253,15.36379487370682,96.50869685009313,75.0
254,17.329357246045028,88.6759641166605,75.0
255,17.17565948687841,92.29307812224286,75.0
256,22.743798832244167,77.58367701306811,75.0
257,13.855109113303069,57.31107547183752,75.0
258,21.738963452097874,87.73038681541101,75.0
259,13.810284376044722,63.43989651483664,75.0
260,16.424957571731255,67.0951187526655,75.0
261,14.880733685548693,88.967489225841,75.0
262,18.304706477035143,67.34217840533506,75.0
263,18.125996911738536,79.46730800873726,75.0
264,19.5444063222017,84.10870578967695,75.0
265,22.484360800421,86.22504690121077,75.0
266,17.062219356940332,51.52155597236297,75.0
267,18.500560811383515,66.33016979744535,75.0
268,15.309918958073442,54.196961951693936,75.0
269,17.87297556233009,71.41019183574791,75.0
270,20.48973320329559,87.09140721352439,75.0
271,12.638404652883256,51.96378792823177,75.0
272,15.575889476078974,81.97146251995312,75.0
273,18.9307927672098,78.1661226264604,75.0
274,19.853870168967376,73.1390822223439,75.0
275,19.065960944504727,95.19838346220412,75.0
276,14.505977041530448,80.24430575438879,75.0
277,18.038899185397675,80.21736857747179,75.0
278,24.62871478751059,63.33029071537849,75.0
279,13.597228887550743,66.15249480795411,75.0
280,20.264916147514576,60.79874182157096,75.0
281,18.850244679886586,73.17443476437784,75.0
282,17.381940131710948,65.90158987895663,75.0
283,21.122576327076562,59.798337257643446,75.0
284,16.08602004885118,89.23321624488057,75.0
285,13.046922843336965,74.93083057165882,75.0
286,19.30903329046349,63.365533290486965,75.0
287,16.243143442275265,68.23853280827583,75.0
288,15.002579895668767,76.53047518431418,75.0
289,16.113893774127806,57.504418423801525,75.0
290,22.430897284967397,96.5267267685796,75.0
291,18.51881787067678,82.25323797335241,75.0
292,23.23348752372432,69.5784358608314,75.0
293,16.036597580098604,55.02012929456074,75.0
294,19.16780265565775,99.76803345033177,75.0
295,19.3537752409635,51.90878698844241,75.0
296,15.686683481997314,75.40164333699417,75.0
297,20.58107104572792,94.67672579376838,75.0
298,12.985016879262083,79.04599873213996,75.0
299,16.527721747422902,71.21820978704325,75.0
300,20.21643111332288,79.07034329498994,75.0
301,15.691197851908765,57.301703768931105,75.0
302,22.092104309094683,67.77043060956323,75.0
303,15.740802704081444,63.58255032409691,75.0
304,16.83594794562379,75.44057155145538,75.0
305,14.695931250431608,59.53754384787475,75.0
306,16.06688321724271,73.38951949784192,75.0
307,13.100036838530729,77.00919909443255,75.0
308,15.981048077519697,79.37503118509558,75.0
309,19.65943792226018,89.953357093985,75.0
310,16.673418596276026,86.70281050887243,75.0
311,15.69271927062789,56.27007138212908,75.0
312,20.04833454808039,70.51432362128809,75.0
313,23.909478507331578,78.28920600790623,75.0
314,19.10786813492657,72.09604570539243,75.0
315,20.16461531498034,69.14142199809962,75.0
316,17.48054890314472,80.12824488722981,75.0
317,20.69057397942468,74.58858915272423,75.0
318,18.36348106589069,76.54099334430805,75.0
319,16.593617868492878,83.62001323450099,75.0
320,19.298992197859164,79.0745452204603,75.0
321,20.324864726935466,81.76161438198258,75.0
322,19.773792700320815,75.00854211265562,75.0
323,15.813218347503199,96.23901972507714,75.0
324,18.80778365960662,56.99718145407525,75.0
325,17.421587466461894,70.49403691534586,75.0
326,18.1495834661916,56.50159660506979,75.0
327,17.42983696294288,55.90608191720824,75.0
328,19.5641344263551,55.14075614949599,75.0
329,13.048579562103413,72.4184967196782,75.0
330,19.09758947476113,89.16143408321422,75.0
