unit_id,ReactorPressure,ConversionEfficiency
0,69.38184383931245,17.40713578823055
1,72.1621907791693,21.435517126270877
2,66.74485550188606,13.627612194722538
3,70.87286765984197,18.170555225006385
4,73.04285586275523,22.27714478329816
5,89.61505038105216,17.931313998481933
6,75.76718168922508,16.45237890739484
7,63.360111759538505,8.847384649079233
8,67.46176327541811,15.46305160356209
9,60.643385881848666,18.31563786070689
10,59.19885121647317,18.49195307740524
11,78.12014994035154,14.870924914664254
12,69.1312846540755,18.753486791221572
13,83.29763392066356,21.473225267900936
14,73.67310252252427,22.448030811154617
15,89.06399667143823,22.459361024538794
16,70.59249800116353,13.678008435085697
17,70.62210691803892,12.652411055840611
18,74.35945625080225,15.158690189961405
19,91.77723304549971,25.27305685808554
20,84.29221328687161,18.65407427623982
21,72.2528013751748,18.027016014606232
22,76.07651795039656,23.045231332900517
23,85.20742849777521,16.600426914648374
24,82.62254106019452,23.97823665670269
25,55.483252749311674,12.821419156489638
26,98.90984948845579,21.183375995788424
27,80.56872509687001,22.020598427794436
28,83.25655075820383,14.281527014156845
29,77.01875228815696,18.391265396118847
30,72.10151083054946,16.689246297489976
31,75.72223353386106,14.31523794180779
32,82.52164679003278,9.732317122175957
33,81.13891415570673,20.114543296406428
34,62.93337569553458,16.44046215115303
35,78.98201378873058,17.04378966289253
36,83.83193743637395,19.61679453997963
37,88.14590488604287,23.504982461353574
38,49.35550688583252,14.927398795547575
39,90.37077548312776,17.687003861629698
40,78.40933501020643,21.388395172106762
41,59.00123224669967,17.686736452769104
42,81.08092401939811,18.18433791490763
43,67.10878741749055,15.938290753526983
44,62.35691897871807,17.154638630805433
45,70.2336635155624,13.83155806467336
46,77.80970540504133,26.861563537656018
47,71.03605929971168,14.891766096146714
48,74.16821744922802,16.87349981691191
49,68.9920593885274,15.637680142047817
50,86.26211189232987,21.091383707620505
51,51.94357443698384,11.886272088406498
52,73.85587995275492,17.232413601145648
53,74.57804969805576,24.40258810620684
54,73.69506507123428,12.65583452511777
55,85.02617983210293,21.822042573751794
56,63.906762353443135,12.059991645832376
57,74.33177414505373,18.975087922101263
58,88.95433847367737,20.34548923834086
59,92.86846708475754,23.355634296192875
60,79.01002828151955,18.477592803391378
61,55.108210112779496,7.313559372080732
62,76.60832221022144,22.70948938719849
63,84.26623292357834,20.083304563766806
64,77.95242105675986,21.38932951523712
65,57.49562457943458,17.24244209590973
66,62.29322415657119,17.26338927779075
67,78.28737304346974,18.16509078342125
68,76.9747952535539,14.376154510352379
69,87.6481966828794,12.7259479078793
70,75.58599546042099,19.097820990225365
71,47.66539196416395,16.93409312262805
72,76.58552084314267,14.114573957542621
73,53.840795931974796,13.317934573005882
74,82.87110906427073,18.02212815814982
75,80.3589424069803,18.44656215269532
76,73.85122874859307,21.495172202188733
77,69.84811775110363,17.0296914912744
78,88.76876840316248,19.500735814671955
79,77.3115680280066,20.115335761187417
80,77.98165285177221,14.987180559001224
81,67.53280637599782,18.624685509070716
82,84.77320584407892,14.178576479536025
83,70.31360572213703,15.299243908895468
84,61.699637921284115,11.824408619236184
85,73.52314232752319,24.039133529203745
86,68.16303011763631,14.565062433862128
87,83.95485530191151,20.792278286551124
88,54.41458417636037,18.532978012655597
89,69.5688923055947,21.709367742178305
90,45.76234191212778,13.706016869493416
91,86.62410228504919,22.41861759018004
92,96.79564360138,18.619607742347874
93,69.09274398907405,12.028724846986673
94,82.73656780999524,17.474562959042906
95,95.30705173218387,18.002573501125603
96,58.56677295614459,17.29889271366115
97,78.11659749712747,17.929270341231145
98,79.62672107698661,19.73032158626669
99,61.1608987448842,18.387122797248637
100,76.4878160460053,13.94967450755184
101,100.94334029907841,22.023375342328364
102,74.09698453962321,16.416301190846774
103,74.53280024066324,14.599298941931593
104,65.15141912871978,11.777361400388049
105,86.04810222664912,18.361532385435034
106,79.78199603805052,18.696792746577163
107,90.53434004088203,22.041297676227924
108,83.92289204479883,18.81016134559564
109,72.81999202084064,21.586074539224796
110,72.35627560976047,16.63860656192794
111,73.13089466585286,18.345403937062517
112,60.805258455196274,12.599148414442773
113,86.24266195045936,19.118600592122334
114,81.70136419550605,18.326206416938902
115,81.1614884136776,15.615215038571963
116,86.24912193665676,18.276580097755755
117,67.59728208455303,10.160395055706987
118,92.33099977806431,23.086393978478043
119,68.8236091373275,15.155545715114666
120,64.8193305582212,14.285454715588909
121,69.02969490166298,12.137693882993725
122,61.24721460685435,25.348545337493626
123,57.77392086792056,13.141344448125189
124,74.6814848161393,20.07546936382846
125,74.33703301356472,20.989764707521058
126,84.54771249558584,16.114860006046584
127,74.58772079481278,22.612712778316805
128,57.94269614326933,24.45593640960651
129,71.6519166233223,18.162601919193115
130,74.52936740800283,18.05218628756178
131,88.78367185458335,22.896613667105328
132,83.98475967190544,13.672710737020152
133,71.05269894031318,17.850007544931472
134,65.42834390338847,18.303353283008743
135,75.26019653104612,13.080226941393198
136,83.90938897360475,18.376800827555613
137,82.31832602111933,18.335917935168755
138,92.60313480665133,20.43218167367887
139,88.75339876714007,21.62603616816286
140,84.75421411512332,19.870020221499967
141,73.22671219082756,13.968117229552838
142,72.42777482597056,22.485983724290282
143,82.4378293216253,14.399500926626066
144,69.7104333587774,16.97624614760289
145,77.90187117327073,21.082690901044085
146,90.65843664403576,22.612952289126966
147,58.22399044999849,14.46884455381127
148,72.45106080937728,17.545323194503663
149,92.67010579696952,21.558191847113143
150,84.57102812052966,16.992809087640893
151,82.86653756577107,21.108226126736923
152,90.2589008356493,25.071887851236504
153,58.37349976904501,19.415259682858572
154,74.47450910467529,14.642797221493874
155,63.7060065169297,19.028668007276423
156,57.229136039870745,10.907064005890136
157,74.10242553303185,23.590280440882417
158,63.17345783099557,16.31242320966586
159,73.18631925686341,19.572118231143513
160,78.08198110954851,15.42094818735651
161,73.12861473595966,17.573810194664897
162,80.03903045646578,18.052836877021594
163,76.21565700125635,16.13151444606021
164,85.53572551748448,19.35955047006021
165,65.47358600374584,15.017832918073172
166,58.43661874021138,19.59843563676868
167,59.51641572997216,14.924651660909936
168,62.168381804579134,16.9112207547506
169,65.91551655452062,14.470711744489623
170,91.0601292481627,16.392567794628086
171,73.99474299520848,12.427260697568991
172,60.19906194031536,16.8100950968911
173,76.54436865948783,16.149499829199243
174,71.79046878644378,16.044828121841544
175,79.63597255158092,13.510268825163731
176,76.26533084362804,19.145209904686233
177,52.59894106124367,13.484202535731162
178,93.88231316244274,22.643529517872686
179,93.45579770847046,23.651252796459293
180,57.39319169466731,14.603859125188126
181,80.7175623642307,21.668485103568056
182,89.71735239617344,16.681859468596908
183,85.16709931638395,22.927031124112773
184,79.87858956816356,24.110362242444133
185,70.37445179393414,16.203463564856865
186,78.80823183913846,16.6806495920139
187,66.77959834115062,17.04154293408833
188,65.82556154788955,11.197477892275543
189,82.63737989580942,21.093041979705948
190,76.85869021447728,18.69480666374179
191,77.9375079823995,17.849964980368068
192,45.04557305550449,9.048544093778055
193,77.831428632916,22.882220684085222
194,101.75340186617915,21.062654356782733
195,72.91208176369393,20.79361590576993
196,91.29263164468719,19.12755176310623
197,66.17217631355581,16.213192259781913
198,70.08160537717487,20.897852262380802
199,69.1712489019328,19.61571450024592
200,79.14925813258068,30.467878933400957
201,65.91204416694822,18.13989920974393
202,79.79410867234522,18.664877981880537
203,54.697247452514574,16.7279994120324
204,63.55885673171809,14.752292115890443
205,87.15374929851141,18.0155437155573
206,76.00889977670188,16.65410641509085
207,78.57144180671754,18.238379199770158
208,73.27546344231482,18.164632040594785
209,72.00631352284398,21.688393796318525
210,66.88506728077158,19.02916275439377
211,54.882070165066565,17.026362298883907
212,79.03096713330531,7.401059397911418
213,76.11678268432912,22.788789488211968
214,70.58360302425794,21.262942806067528
215,66.78605463128554,19.30761125884427
216,77.19396833422552,16.979294676421418
217,103.37001220927013,19.204547251263012
218,62.87452532562098,13.372532235970468
