unit_id,ConversionEfficiency,ReactorPressure
0,15.52993097318409,88.11596620273696
1,19.03490165769411,78.77779239863905
2,15.447924716629327,86.9224881635239
3,12.459946713702578,70.02518708746179
4,19.802449809482383,78.51671051043365
5,19.914702025348085,84.213069478883
6,15.882697281386715,79.76357914381045
7,17.052064289661285,77.24529219386811
8,19.906861658024702,90.95422065324884
9,19.60178834162643,70.8822534874648
10,15.566017184850583,64.88306480823576
11,18.651326042867773,72.38010965211242
12,13.018740041269407,64.07502596032633
13,23.138139202395845,75.5648489421798
14,17.676605498591055,89.21708615062418
15,19.551760376982703,80.95411271529466
16,21.16258487048642,69.87875990494625
17,19.39939941632381,82.90002739204458
18,19.082432770929966,51.62239166063582
19,16.390816338192092,88.91337328512618
20,19.803409184666755,80.3135542984737
21,15.822012361039516,80.2405585275907
22,11.865482413078313,52.60386315025217
23,17.76351128733458,73.28354255622257
24,25.252973959358165,92.13153517344995
25,13.80785768835278,85.30837662286847
26,16.127110798135178,58.06213692261744
27,16.157995667104604,67.18791527081922
28,21.936646393540798,89.69193188926651
29,16.092645190659283,75.47113305638977
30,17.338371618569997,75.37763478288066
31,19.554327749718293,58.072829685962496
32,19.26612333938586,89.83395907359824
33,15.241261101810757,57.43487873600821
34,22.946393367953327,62.48087667948616
35,18.686356093859086,84.39084947608686
36,17.338559097545463,69.27357071350825
37,16.520408671440126,68.53886068929049
38,18.935667826424794,91.27906822990506
39,15.998187723395727,85.13313374597475
40,14.292871768836804,83.37942604292074
41,13.40881207768484,62.355419532284245
42,16.675708175764658,58.805280710496454
43,15.546525916191051,75.2611177268962
44,23.184498229619003,72.11717172570097
45,20.476559489006366,64.37986451962779
46,18.93877287362641,69.64698197484127
47,15.197928736933083,61.763191858587646
48,19.80362896632379,76.44674041923882
49,19.249203481947237,69.1178807137023
50,21.196879988467213,76.83208145276367
51,22.99116798461303,90.4245526124487
52,19.601880964077633,72.5104868457977
53,10.56562044314607,53.66841174052073
54,19.099779934342337,93.4889538996312
55,13.798258708512355,62.39693415768337
56,17.04167073439081,72.41398734660488
57,22.20374925185694,84.59721743490526
58,22.332087141142093,88.1667559865542
59,16.290766586677325,85.71274441951138
60,19.83466627694182,69.66322368529892
61,20.250319409099497,58.96360221568091
62,15.106180602643839,59.18906558795378
63,21.304984749566863,82.30477682219284
64,19.740413329986136,76.46872003803378
65,20.772275824084144,100.20933252402747
66,17.386108527756132,88.30341052584443
67,19.1735584980929,91.93747200628674
68,15.73347106073604,60.827934421461315
69,15.464455411534463,80.59807150811356
70,20.127835364394542,87.29365905639727
71,14.137077278154006,72.62875533106717
72,16.97871995116939,70.28327948574089
73,19.448275605140086,90.53992092589648
74,20.595630107161806,86.40059446053594
75,9.885740542192885,72.55307178352831
76,20.78058452258015,89.71567388921066
77,20.5202555769198,105.57665523222312
78,26.80694952001553,88.76016803607094
79,16.904638026586394,66.33636184457197
80,16.165029255714057,45.47219050643151
81,18.006822452036594,69.31346678323139
82,15.870792966346034,82.91684468808417
83,11.026898322152784,43.740341076130605
84,20.00571265859031,84.01533467752924
85,18.26534183514865,85.06662566824191
86,15.4493773208885,72.6994648281367
87,14.735445629320825,72.43331497543512
88,17.355107016673365,84.20355192567412
89,21.552066995720878,86.13553233997034
90,14.876132420682833,58.23265399229972
91,17.219776337867888,55.873725420122405
92,22.538646483827634,83.03756671726008
93,17.846262051973625,79.4400537095196
94,16.712579631203656,58.956767838159564
95,11.866296508894369,57.48580386981733
96,24.434445736577437,91.66136106816056
97,17.96261602397935,63.63303621611817
98,16.19871712835473,63.09887846911457
99,13.911934691156329,52.202358205299234
100,16.19368242577104,71.653311253844
101,18.506954587998283,95.71649640615631
102,22.347988371811237,89.45730728328856
103,18.57313177105073,88.31434720047727
104,17.27337265341385,71.14242746824102
105,28.03908894317155,75.50855342314398
106,15.310872055644083,79.88097334561182
107,18.366736569562082,66.38351430869294
108,13.798727433544977,68.6560024228249
109,15.560464678216354,74.5748434044469
110,22.740874976034,81.18905543891279
111,19.334671023561228,64.55494930502391
112,14.860692494921363,65.01239902484238
113,13.631219128976667,54.18868335158893
114,28.33428448912383,81.25324192922137
115,17.59079624710223,70.20409387541856
116,22.870016295243488,72.95061721785936
117,19.728426409607742,84.50534141530522
118,18.691168190803143,79.8900454823627
