unit_id,ConversionEfficiency,ReactorPressure
0,17.935503675677477,66.9780351205337
1,19.63496586366849,82.67307531021827
2,11.384017133146362,61.76902221123335
3,21.49095271437614,94.31114588790608
4,20.31072681177518,96.28347332227722
5,20.988627682502297,95.80227303855176
6,19.90443338997563,73.57732439233178
7,16.99436247064111,72.03663856867969
8,19.185394505998197,90.23822136745206
9,16.299393446975987,71.67387811060799
10,19.88526523531641,75.81162870962437
11,20.17873407503125,86.51765051865277
12,20.928267130101144,77.56756093815598
13,23.224234080005935,81.35582111031837
14,10.864182068305514,69.57464395370508
15,19.919512453538122,92.32549768388519
16,16.420957734914655,54.01413375873822
17,16.666742546115177,75.85561731634822
18,19.973686194802234,66.58604251227688
19,13.495954143581486,74.4716120801585
20,15.793638582891894,78.13861172889399
21,12.378915760829448,66.01700586109536
22,23.35645781401458,95.82286634130494
23,13.982349955865779,69.9577663831204
24,16.945390283587248,80.89383955208864
25,15.361779504159768,85.97225792012478
26,26.006744285496033,85.58080557602923
27,14.742360716718476,83.1712479706945
28,15.742794019741378,59.865189387762165
29,17.24646093623973,69.8371848661875
30,19.396331206914283,95.65743488315529
31,17.52907518422387,71.58011631475485
32,17.333569741474562,70.29276061602525
33,14.108663618175743,67.73768955062977
34,13.226963505326292,71.15897015030922
35,24.445776067835357,96.97827746409784
36,18.780272136841912,59.98567243352386
37,17.665606946459224,70.33237488824177
38,16.671396284975188,73.62703401280362
39,13.3243627639065,64.86215871990436
40,14.44466829717606,68.41509220539655
41,18.103658874807273,98.3808137589324
42,19.477664916307553,81.5565247278241
43,16.08836993909147,88.63812527182331
44,23.126847241062922,73.64057543607188
45,21.767097295083055,71.06676104390674
46,22.098124156290087,71.29515773086104
47,15.137274774780398,79.85727219937337
48,17.268306034568194,81.63852721202066
49,19.342233565669495,73.2141134279159
50,19.547161170051478,63.16318544628678
51,12.692939966833714,91.85357934111997
52,26.262218002545552,102.24636387474027
53,12.203574895616454,69.72444608384535
54,13.298455429039558,69.18447227969973
55,17.61960498343889,69.13799077813322
56,20.115921600471804,75.43447548667152
57,19.002343725910258,74.34583471945592
58,12.569639986940173,73.34479613812799
59,11.91045708223909,69.59431552812069
60,15.813851625489104,82.37201550506353
61,23.701174343810223,75.99372328538858
62,9.26827865162602,50.37805847488931
63,22.19911458870653,82.98379881985733
64,22.37478272731135,81.75662786339228
