unit_id,ConversionEfficiency,EffluentByproduct,do_GuardBedAdsorbent
0,20.83313899769204,15.714384388309238,55.0
1,23.93523579894766,12.021186855491464,55.0
2,35.19799528781495,9.638888588105061,55.0
3,29.280111857859552,4.66239996747396,55.0
4,24.01519314073619,26.742479162892145,55.0
5,29.14015393291653,13.558096370471983,55.0
6,26.79001073848774,-5.38290784780933,55.0
7,18.808645734695535,9.740168940095836,55.0
8,20.999588704970016,17.98037137871841,55.0
9,27.492114345666508,14.782064975807497,55.0
10,20.99082891084717,9.066498526671614,55.0
11,40.55383948291513,3.9056607269933954,55.0
12,29.02975173628305,18.505924317210873,55.0
13,22.363123472921767,-8.033988283730817,55.0
14,23.0532776455759,1.7650285403142574,55.0
15,18.784718465003262,5.384467819788037,55.0
16,21.20230980639207,1.9213016524198574,55.0
17,10.168521683231319,10.544633049616722,55.0
18,25.36658718193397,24.966498529395686,55.0
19,23.55877165879189,1.2871938746248475,55.0
20,29.83426192331577,6.113611780215231,55.0
21,19.351820595783238,16.11094348452739,55.0
22,26.922757396760815,4.781009056167021,55.0
23,22.99561315072911,7.728518266185617,55.0
24,22.559948604078762,19.684519827363392,55.0
25,29.231301026887806,5.527775577690803,55.0
26,23.97084170458026,14.6191895864873,55.0
27,28.151320950046255,13.418179809879366,55.0
28,22.08603617607689,14.879939393857923,55.0
29,28.611498958072513,11.611342917569523,55.0
30,25.06276206320046,15.06316667120728,55.0
31,31.316716068873035,11.815866179393431,55.0
32,28.42975169813919,14.065237324615254,55.0
33,18.637750381022798,15.604719993728981,55.0
34,25.341585717540713,6.768872967243661,55.0
35,26.834458529543177,-9.976747659110671,55.0
36,25.52105670820848,12.400110480084322,55.0
37,24.067046167922218,-0.19062327315399052,55.0
38,31.68328179323841,19.097062454637314,55.0
39,22.023721873223096,15.686771018360165,55.0
40,26.80883340603015,4.951657211813963,55.0
41,28.67418493526444,19.497825789272554,55.0
42,29.63592911964861,-0.7653219678893919,55.0
43,15.195914868003792,-1.579324476650532,55.0
44,24.762473788499587,9.337987626487141,55.0
45,25.425050180731446,-0.023981319920959976,55.0
46,22.448999374485027,26.195752397109594,55.0
47,30.683634093228466,17.93423545613661,55.0
48,24.91305679091572,12.785458633945352,55.0
49,17.909113823485963,15.401960488776545,55.0
50,31.27014403166849,6.193613307018178,55.0
51,24.527304363947568,17.81431468771872,55.0
52,28.541845243080175,18.10234964887907,55.0
53,23.74647914954364,5.450465526499167,55.0
54,23.71002536184657,1.504504066456918,55.0
55,28.2378687207535,14.895826049474245,55.0
56,19.481273271329172,19.077855522613874,55.0
57,33.55163618946673,13.67086636522711,55.0
58,24.65871743213522,1.325650371228405,55.0
59,19.581543761521527,7.657070967227986,55.0
60,36.571623333719415,10.957488157032808,55.0
61,22.062792793297323,8.897157083093674,55.0
62,23.785388356235348,-3.2451782986173754,55.0
63,30.246438391093548,-2.0395607841618464,55.0
64,24.10602377857797,9.171862250607415,55.0
65,23.17002531746713,18.57426873471028,55.0
66,27.947579691360296,3.7795827230414476,55.0
67,23.499936076910746,22.31149231386951,55.0
68,18.1325173619435,-0.6301596255926434,55.0
69,25.442300605238426,5.842845400289585,55.0
70,29.68728970039546,-8.672818716538057,55.0
71,23.51950905869008,0.9942823175434619,55.0
72,29.197921128301044,11.928407930726811,55.0
73,27.701205469462042,0.48185667032941737,55.0
74,27.556769865506638,-4.319328278800322,55.0
75,16.87139950225707,30.6018040878519,55.0
76,20.43060343083889,5.25496566827411,55.0
77,28.17182615500216,4.141012767193504,55.0
78,21.277196642299657,-1.6108144633746537,55.0
79,25.195791361258575,-19.228368938950833,55.0
80,20.593457662484784,15.400306189821233,55.0
81,19.960246957613776,4.786080590870011,55.0
82,24.349553724066244,20.11810869574529,55.0
83,24.462648642815488,6.822594137673599,55.0
84,22.253097710452195,18.67065205956873,55.0
85,15.534981890428746,15.432316133822525,55.0
86,29.324399059394587,15.106271856061085,55.0
87,35.42844391420456,0.06945418251969393,55.0
88,28.381219922607784,15.143873406759493,55.0
89,21.757955721609683,19.997285575859493,55.0
90,31.93115945947417,17.000910894480604,55.0
91,31.2275957582495,6.977820424929348,55.0
92,18.068850280679868,16.97843099768725,55.0
93,24.769009141254358,17.375633433253007,55.0
94,28.497888435247333,7.51910302693373,55.0
95,25.909924131173394,3.755605174989899,55.0
96,22.005644459369417,11.473672000806843,55.0
97,27.13398921713218,6.04005538206928,55.0
98,32.53058775688867,-2.045511330707221,55.0
99,30.304022593667092,-3.211473484244067,55.0
100,33.79886382699898,28.395551288597517,55.0
101,22.727403063829126,15.855091045840854,55.0
102,18.803733141281622,14.227684350299045,55.0
103,24.880562268025677,12.445946527631484,55.0
104,30.651866918282835,1.75590197175252,55.0
105,27.498249367802813,7.362182989727478,55.0
106,29.002307009831654,10.982155655538648,55.0
107,16.786282352730804,-0.4924812695748706,55.0
108,26.50484594117155,13.401834422387328,55.0
109,18.71090046878386,-1.1896135840442277,55.0
110,26.382769801399025,1.7563850968845287,55.0
111,18.60606087684271,-5.568710290128557,55.0
112,28.03187383236445,3.5925965492218044,55.0
113,26.912109590488328,-1.716386834148091,55.0
114,28.554096366365815,7.978596062027361,55.0
115,32.75745372989645,6.869572098431059,55.0
116,26.139440909658227,9.230738593240975,55.0
117,22.473456535108305,5.760810564067912,55.0
118,16.10396460784014,21.33025191725421,55.0
119,25.36508964499542,8.474196975545569,55.0
120,24.38415901821551,25.710687317460668,55.0
121,21.94472996765914,14.478660082385737,55.0
122,25.923468869131483,7.118123351587947,55.0
123,27.22273967535027,-6.545898632704709,55.0
124,24.4850136587488,0.5753504629042556,55.0
125,17.005517544926757,3.701605414131116,55.0
126,20.373628048993304,10.305045969211887,55.0
127,22.53846378381158,5.510655845963028,55.0
128,23.990845504724927,13.485725140173676,55.0
129,25.91089829007817,20.39278422978303,55.0
130,27.7895031522756,13.550263028346546,55.0
131,21.151242859224443,13.542049485784318,55.0
132,26.806260003682816,23.271525416115146,55.0
133,26.00296461470799,7.079715697636759,55.0
134,27.98777324042215,14.980743524968684,55.0
135,29.141151079006253,2.4898137000786873,55.0
136,20.53136636814244,21.1272165768784,55.0
137,16.919779585087824,-7.015210469573976,55.0
138,23.702567678244318,-6.677483956420735,55.0
139,22.758023706945078,15.681948680530219,55.0
140,31.059945079117902,17.133816337300644,55.0
141,26.891047861083734,19.78012576861245,55.0
142,17.799186759156203,-2.2621416003093415,55.0
143,22.73063091989132,23.328831081945566,55.0
144,24.30568977720581,-4.652260373286483,55.0
145,21.511933009741934,2.0933133105645316,55.0
146,26.789342447500598,11.946660535117957,55.0
147,22.204445775107008,6.435065995038675,55.0
148,13.151035899,21.22433363445255,55.0
149,23.09806714415549,20.236241383398905,55.0
150,28.961162407294204,22.599695604622028,55.0
151,16.29472706182568,15.702095993966987,55.0
152,23.225517950738347,25.779847863568985,55.0
153,30.001805345130734,18.03912717435069,55.0
154,28.92990664820319,9.267575674225464,55.0
155,31.22558998344752,16.120967686483716,55.0
156,16.26983623629361,3.4859970319231284,55.0
157,17.58680066866536,3.8828096106517522,55.0
158,16.27766179870624,22.374695906730388,55.0
159,23.895151709242473,9.12600062473866,55.0
160,28.066474666958452,19.309042275291347,55.0
161,23.790108330132284,-4.7748008961555435,55.0
162,32.600983592065326,-3.177607614311148,55.0
163,28.40996942320269,-3.2075946756138833,55.0
164,39.28911297778158,11.436292127398016,55.0
165,26.927468452174114,17.455668738561723,55.0
166,30.426137048968464,1.4829277744048657,55.0
167,25.702258224848713,3.4141894154767627,55.0
168,23.357142856753345,11.79331455721958,55.0
169,13.759232966985218,2.9208127002082263,55.0
170,30.055955403763726,18.777774136388224,55.0
171,21.765654896084232,21.012013468667583,55.0
172,17.419453233831707,6.832425498603362,55.0
173,22.997633317114303,13.619396274167045,55.0
174,21.989846608098446,4.895314889249926,55.0
175,30.515681179501595,14.6863815361042,55.0
176,20.70031900123497,17.777616562950403,55.0
177,23.083530464769737,7.651105032041521,55.0
178,22.686883660369368,-6.285416056741774,55.0
179,32.610012910077614,5.700295274438253,55.0
180,30.302891976747045,15.187128843038298,55.0
181,24.754956823868756,18.280501076563638,55.0
182,27.47336694738702,-3.606618957285759,55.0
183,24.44936893922056,15.208818195102596,55.0
184,26.055033317329997,9.668827145296511,55.0
185,19.843315011503364,6.796132146867972,55.0
186,27.16197503338015,12.054793103562213,55.0
187,23.577125532975153,-12.477954496799846,55.0
188,21.700688952728022,4.748710698415672,55.0
189,28.171622280212038,6.237608912503115,55.0
190,25.359965740135692,17.019021025679006,55.0
191,23.807009093378163,19.900729885560295,55.0
192,27.96333305119019,2.4717114029523755,55.0
193,21.207322898974084,12.78106892462565,55.0
194,19.69533553041858,-8.473552745053121,55.0
195,26.93345856343355,9.351785956086484,55.0
196,31.517213146185423,3.050856761096669,55.0
197,16.83720074680098,3.353638416553424,55.0
