unit_id,ConversionEfficiency
0,27.442589451334424
1,22.95330488764223
2,20.025803737518906
3,30.246410430868735
4,6.354813010204622
5,23.171051752286694
6,18.373386550321495
7,11.057615019030031
8,-14.61380928906358
9,19.991907971435797
10,15.242919510950058
11,24.697300277195726
12,21.18364388376352
13,24.378882463904333
14,26.386601037870616
15,26.420841488900997
16,16.94664663562561
17,5.356514931141801
18,24.145542875779306
19,13.631463715122393
20,21.906586214355254
21,13.067581641866338
22,23.56126947907414
23,27.55439922529924
24,12.725132777575729
25,15.662342981398139
26,21.838492305190602
27,27.28760359704257
28,16.95871792523239
29,18.999893729803745
30,18.333200367535543
31,3.421015783350338
32,24.029331075429326
33,30.821656479877117
34,29.44079371885733
35,18.387530189160504
36,23.294036707690218
37,22.68196247263
38,12.616310505632653
39,27.449979442392102
40,-7.005058315690232
41,16.88933724544732
42,32.28816093278925
43,26.104984051761257
44,26.40223761572033
45,14.794257658308492
46,28.588034609638523
47,22.603165869506682
48,25.74318525500206
49,18.388256089604184
50,21.0279677143941
51,8.046154309333122
52,19.457378354962888
53,16.893442836395867
54,15.232120676848709
55,24.72677488941971
56,14.593260232513506
57,24.50625311070834
58,13.125304831440415
59,25.939394139118956
60,5.4643287201526265
61,12.634158001539252
62,27.361277189055492
63,22.004688600972646
64,23.614144724652295
65,16.549386807198307
66,14.846685126956434
67,27.63686270154669
68,19.100341119780033
69,15.002109414879213
70,25.676981806015792
71,10.228237741037441
72,16.825595081951832
73,7.559112024273132
74,22.124048473415627
75,12.195976621865517
76,15.312747197740547
77,15.047558754036071
78,22.187570446997253
79,14.772064682873287
80,2.585015167827212
81,28.805847664568596
82,29.185332294621517
83,19.228990087170267
84,20.427052710082684
85,22.586868567478156
86,24.761024073157824
87,17.34182658379155
88,0.4626332241647635
89,18.244424208888308
90,12.645957873368202
91,26.84732450485702
92,20.26045701616723
93,28.70739282512454
94,27.20580090169338
95,28.34586009715125
96,20.6518006277823
97,26.24863574800181
98,-0.08479977499433367
99,19.3328841704326
100,28.0524378381758
101,27.72708241261229
102,12.278086939781499
103,14.92273898980708
104,20.27695943450366
105,20.839913414870765
106,1.4680377657823385
107,28.53787740168936
108,28.395213998090632
109,23.558112346743453
110,29.90037928937865
111,14.200960335863664
112,17.838431228799443
113,23.905130300087396
114,24.99388134047343
115,18.04609936760188
116,23.960072934026332
117,10.500483537937038
118,21.015572409021527
119,26.397952335230205
120,10.855007684641015
121,21.87674749939967
122,19.113343565300916
123,16.56714776820579
124,16.52091174800295
125,21.236732142931068
126,28.707261197385407
127,27.724776037536294
128,9.050150886198432
129,25.98246808117692
130,21.578719411412028
131,11.183049336959343
132,16.053319451894087
133,26.16202963089067
134,19.13024038963956
135,24.8921930532587
136,23.013436619061807
137,20.186080209625594
138,24.636502324836812
139,3.1337975737648893
140,18.260824901420776
141,25.266210547679673
142,16.554981629773277
143,24.00238877023759
144,30.250694243655115
145,12.714600399385711
146,28.909489344053156
147,20.856023762994127
148,25.014705144746774
149,25.50089726845327
150,16.501368595926802
151,22.633490867903785
152,26.734843375704642
153,20.380327061518162
154,26.757964189645246
155,16.646260807993983
156,16.408869034427266
157,2.8287814132376665
158,23.8782933337149
159,31.26171156184639
160,21.093665642852237
161,18.38077326745019
162,19.65695589031258
163,21.094976878565305
164,23.018200291118877
165,-16.39139920570715
166,11.449552586704547
167,20.399177255879252
168,18.56064778127858
169,7.111821341147458
170,17.52698380914773
171,24.561196584388412
172,23.16907627418569
173,25.441642958330984
174,29.89957091872821
175,23.596662637221595
176,27.44519791804319
