unit_id,ConversionEfficiency,EffluentByproduct,do_GuardBedAdsorbent
0,22.08013748161876,-9.908788066455774,50.0
1,23.735720477236026,10.872834823171253,50.0
2,23.278628219860487,7.945840180551922,50.0
3,25.477235418477548,6.327359099438671,50.0
4,25.4520172130278,5.601909041592724,50.0
5,34.65818002594271,11.314852837363366,50.0
6,21.01594684621303,7.053929686585702,50.0
7,20.311775869616987,19.69235912445179,50.0
8,26.768194432070256,11.140895773345227,50.0
9,26.43228263438812,11.901811775236558,50.0
10,26.91848820543419,7.58480548095407,50.0
11,26.020714423153894,6.740073141857568,50.0
12,20.061996445702103,21.470226828073773,50.0
13,23.911627734168096,16.344323142560885,50.0
14,21.73479395233654,7.257156617263484,50.0
15,24.980504406439668,1.7975471701392625,50.0
16,24.910056572420274,6.884093959303627,50.0
17,21.877289028390088,4.024326858489584,50.0
18,21.62240668881496,19.971650126100087,50.0
19,13.802867367561888,4.330097455360298,50.0
20,26.952426117016387,5.0023515068873206,50.0
21,22.862562105788115,18.099153895406776,50.0
22,23.781346449114064,3.5154459599734382,50.0
23,25.137198050511582,26.437227269636786,50.0
24,36.53591375074697,18.97505704486548,50.0
25,22.862713611772698,20.963519478114733,50.0
26,24.3657167001173,-1.3321116653363045,50.0
27,20.468784827036664,31.515102006790798,50.0
28,23.674207612742205,10.940278803932411,50.0
29,22.851465323158646,14.10700008038133,50.0
30,30.060482070735468,5.339205654867067,50.0
31,29.54290895055562,-1.0573083354354509,50.0
32,26.846020699888953,22.333448153386797,50.0
33,23.5872596770768,13.475599876298695,50.0
34,22.658810399462233,4.64195535176083,50.0
35,26.057845639720945,15.037102180416557,50.0
36,29.59598685900224,3.3919555061266546,50.0
37,29.12699308224797,-1.0378835035876097,50.0
38,22.565849595169784,7.674060481327086,50.0
39,28.95575518208613,8.405110565119415,50.0
40,25.133708458006375,14.060030570068044,50.0
41,25.77237461414746,4.291555796586527,50.0
42,22.486182920781246,1.005848369227218,50.0
43,35.27294216426396,1.3810232923315624,50.0
44,30.932668120514855,12.987675440995561,50.0
45,25.25699907911768,12.727684971636435,50.0
46,22.274110027359686,9.272861013504206,50.0
47,26.408880909896002,9.862392557689253,50.0
48,29.223342534115098,5.441080287035092,50.0
49,27.10060023771491,21.507827009510002,50.0
50,22.78921965935551,18.93973952823643,50.0
51,30.113788997357606,7.916915356537338,50.0
52,25.993781214865415,3.272165318800525,50.0
53,24.455136567285617,-0.09358596917120998,50.0
54,33.38909460039797,7.572716382911178,50.0
55,24.771342765948297,13.229500431140327,50.0
56,23.76480612698573,10.501708343478777,50.0
57,26.352510378253953,13.068381481860785,50.0
58,27.736016624960563,7.577885798372529,50.0
59,26.261980950758307,6.077867279011032,50.0
60,28.979109072318725,10.735747682145876,50.0
61,25.885596249158205,2.4711059332527965,50.0
62,16.24188071930488,8.60115911478174,50.0
63,31.66340238156662,23.616125330678244,50.0
64,28.111506303368518,26.72412384070721,50.0
